date,Open,High,Low,Close,Volume
"March 19, 2020",333.41,334.10,311.20,314.20,2.834M
"March 18, 2020",296.92,339.23,296.04,333.41,3.589M
"March 17, 2020",293.00,319.47,287.15,318.83,2.626M
"March 16, 2020",295.01,311.56,285.00,287.94,2.352M
"March 13, 2020",327.33,329.16,303.10,328.59,3.878M
"March 12, 2020",322.00,339.42,310.08,311.38,3.893M
"March 11, 2020",356.57,365.89,349.79,356.93,1.951M
"March 10, 2020",363.01,367.67,350.60,367.17,2.506M
"March 9, 2020",359.98,369.47,351.27,352.03,3.087M
"March 6, 2020",372.09,384.95,368.46,382.47,2.161M
"March 5, 2020",393.92,397.85,382.22,384.70,1.967M
"March 4, 2020",385.42,402.96,383.18,402.03,2.026M
"March 3, 2020",384.84,396.90,376.59,377.40,2.532M
"March 2, 2020",371.35,383.10,360.57,381.35,2.860M
"Feb. 28, 2020",369.86,373.82,360.34,369.87,3.364M
"Feb. 27, 2020",393.52,399.01,384.33,384.60,1.894M
"Feb. 26, 2020",400.31,410.52,399.34,400.90,1.679M
"Feb. 25, 2020",420.10,421.73,397.53,400.36,1.600M
"Feb. 24, 2020",419.65,424.20,418.10,419.35,1.118M
"Feb. 21, 2020",425.12,428.72,422.66,427.80,1.056M
"Feb. 20, 2020",433.63,434.99,424.16,425.97,1.191M
"Feb. 19, 2020",437.00,438.27,434.40,434.48,787230.0
"Feb. 18, 2020",437.00,438.95,434.01,435.55,776502.0
"Feb. 14, 2020",434.98,438.47,434.31,437.85,948768.0
"Feb. 13, 2020",435.80,439.29,434.30,434.70,800252.0
"Feb. 12, 2020",439.01,439.69,434.60,436.60,1.419M
"Feb. 11, 2020",441.36,442.53,437.47,439.85,744852.0
"Feb. 10, 2020",439.00,441.52,437.82,439.76,870420.0
"Feb. 7, 2020",438.14,441.21,437.29,439.17,883793.0
"Feb. 6, 2020",435.56,439.86,434.91,438.97,833514.0
"Feb. 5, 2020",433.32,435.92,429.02,435.19,1.252M
"Feb. 4, 2020",425.46,431.99,425.46,430.78,1.216M
"Feb. 3, 2020",429.52,430.00,422.04,423.86,1.796M
"Jan. 31, 2020",434.93,435.57,426.10,428.12,1.650M
"Jan. 30, 2020",430.34,437.00,430.34,435.90,1.210M
"Jan. 29, 2020",437.72,437.99,431.02,433.84,1.269M
"Jan. 28, 2020",434.77,438.99,426.27,437.17,2.063M
