date,market_cap
"March 19, 2020",88.56B
"March 18, 2020",93.98B
"March 17, 2020",89.87B
"March 16, 2020",81.16B
"March 13, 2020",92.62B
"March 12, 2020",87.77B
"March 11, 2020",100.61B
"March 10, 2020",103.49B
"March 9, 2020",99.23B
"March 6, 2020",107.81B
"March 5, 2020",108.43B
"March 4, 2020",113.32B
"March 3, 2020",106.38B
"March 2, 2020",107.49B
"Feb. 28, 2020",104.25B
"Feb. 27, 2020",108.41B
"Feb. 26, 2020",113.00B
"Feb. 25, 2020",112.85B
"Feb. 24, 2020",118.20B
"Feb. 21, 2020",120.61B
"Feb. 20, 2020",120.10B
"Feb. 19, 2020",122.50B
"Feb. 18, 2020",122.80B
"Feb. 14, 2020",123.45B
"Feb. 13, 2020",122.56B
"Feb. 12, 2020",123.09B
"Feb. 11, 2020",124.01B
"Feb. 10, 2020",123.98B
"Feb. 7, 2020",123.82B
"Feb. 6, 2020",123.76B
"Feb. 5, 2020",122.70B
"Feb. 4, 2020",121.45B
"Feb. 3, 2020",119.50B
"Jan. 31, 2020",120.70B
"Jan. 30, 2020",122.49B
"Jan. 29, 2020",121.91B
"Jan. 28, 2020",122.84B
"Jan. 27, 2020",121.50B
"Jan. 24, 2020",121.53B
"Jan. 23, 2020",120.49B
"Jan. 22, 2020",119.26B
"Jan. 21, 2020",119.75B
"Jan. 17, 2020",119.61B
"Jan. 16, 2020",119.62B
"Jan. 15, 2020",118.29B
"Jan. 14, 2020",116.94B
"Jan. 13, 2020",117.74B
"Jan. 10, 2020",116.29B
"Jan. 9, 2020",116.60B
"Jan. 8, 2020",115.50B
"Jan. 7, 2020",116.47B
"Jan. 6, 2020",116.08B
"Jan. 3, 2020",116.26B
"Jan. 2, 2020",112.22B
"Dec. 31, 2019",109.42B
"Dec. 30, 2019",110.54B
"Dec. 27, 2019",111.02B
"Dec. 26, 2019",110.66B
"Dec. 24, 2019",110.06B
"Dec. 23, 2019",110.54B
"Dec. 20, 2019",109.01B
"Dec. 19, 2019",108.08B
"Dec. 18, 2019",107.35B
"Dec. 17, 2019",109.13B
"Dec. 16, 2019",108.87B
"Dec. 13, 2019",109.01B
"Dec. 12, 2019",108.33B
"Dec. 11, 2019",108.95B
"Dec. 10, 2019",108.44B
"Dec. 9, 2019",108.13B
"Dec. 6, 2019",109.12B
"Dec. 5, 2019",108.86B
"Dec. 4, 2019",108.48B
"Dec. 3, 2019",107.64B
"Dec. 2, 2019",108.21B
"Nov. 29, 2019",110.30B
"Nov. 27, 2019",111.20B
"Nov. 26, 2019",110.71B
"Nov. 25, 2019",110.00B
"Nov. 22, 2019",110.22B
"Nov. 21, 2019",110.08B
"Nov. 20, 2019",110.77B
"Nov. 19, 2019",110.24B
"Nov. 18, 2019",110.79B
"Nov. 15, 2019",111.01B
"Nov. 14, 2019",110.05B
"Nov. 13, 2019",109.36B
"Nov. 12, 2019",108.96B
"Nov. 11, 2019",107.58B
"Nov. 8, 2019",107.71B
"Nov. 7, 2019",106.83B
"Nov. 6, 2019",107.13B
"Nov. 5, 2019",105.39B
"Nov. 4, 2019",105.63B
"Nov. 1, 2019",106.95B
"Oct. 31, 2019",106.25B
"Oct. 30, 2019",106.80B
"Oct. 29, 2019",104.68B
"Oct. 28, 2019",104.89B
"Oct. 25, 2019",104.57B
"Oct. 24, 2019",105.70B
"Oct. 23, 2019",105.24B
"Oct. 22, 2019",105.40B
"Oct. 21, 2019",105.51B
"Oct. 18, 2019",105.07B
"Oct. 17, 2019",105.95B
"Oct. 16, 2019",107.58B
"Oct. 15, 2019",107.55B
"Oct. 14, 2019",107.51B
"Oct. 11, 2019",107.19B
"Oct. 10, 2019",108.71B
"Oct. 9, 2019",108.08B
"Oct. 8, 2019",107.38B
"Oct. 7, 2019",107.84B
"Oct. 4, 2019",108.17B
"Oct. 3, 2019",106.80B
"Oct. 2, 2019",106.26B
"Oct. 1, 2019",107.96B
"Sept. 30, 2019",109.61B
"Sept. 27, 2019",109.53B
