date,tangible_common_equity_ratio
"Dec. 31, 2019",-31.71%
"Sept. 30, 2019",-28.80%
"June 30, 2019",-33.45%
"March 31, 2019",-35.02%
"Dec. 31, 2018",-42.04%
"Sept. 30, 2018",-43.08%
"June 30, 2018",-45.64%
"March 31, 2018",-45.85%
"Dec. 31, 2017",-48.27%
"Sept. 30, 2017",-36.75%
"June 30, 2017",-39.60%
"March 31, 2017",-39.09%
"Dec. 31, 2016",-40.50%
"Sept. 30, 2016",-37.56%
"June 30, 2016",-44.83%
"March 31, 2016",-44.76%
"Dec. 31, 2015",-33.60%
"Sept. 30, 2015",-27.86%
"June 30, 2015",-27.21%
"March 31, 2015",-25.32%
"Dec. 31, 2014",-30.11%
"Sept. 30, 2014",-23.70%
"June 30, 2014",-23.13%
"March 31, 2014",-20.98%
"Dec. 31, 2013",-21.01%
"Sept. 30, 2013",-32.63%
"June 30, 2013",-33.78%
"March 31, 2013",-34.40%
"Dec. 31, 2012",-36.52%
"Sept. 30, 2012",-26.57%
"June 30, 2012",-28.18%
"March 31, 2012",-30.52%
"Dec. 31, 2011",-32.95%
"Sept. 30, 2011",-25.07%
"June 30, 2011",-24.24%
"March 31, 2011",-21.49%
"Dec. 31, 2010",-23.95%
"Sept. 30, 2010",-22.58%
"June 30, 2010",-23.77%
"March 31, 2010",-23.76%
"Dec. 31, 2009",-23.13%
"Sept. 30, 2009",-28.05%
"June 30, 2009",-29.30%
"March 31, 2009",-29.46%
"Dec. 31, 2008",-29.78%
"Sept. 30, 2008",-0.73%
"June 30, 2008",-2.86%
"March 31, 2008",-2.38%
"Dec. 31, 2007",-0.24%
"Sept. 30, 2007",-12.27%
"June 30, 2007",-13.87%
"March 31, 2007",-15.32%
"Dec. 31, 2006",-16.17%
"Sept. 30, 2006",-9.68%
"June 30, 2006",-8.88%
"March 31, 2006",-5.87%
"Dec. 31, 2005",-6.08%
"Sept. 30, 2005",-6.29%
"June 30, 2005",-5.67%
"March 31, 2005",-8.54%
"Dec. 31, 2004",-9.08%
"Sept. 30, 2004",-7.41%
"June 30, 2004",-8.97%
"March 31, 2004",-8.95%
"Dec. 31, 2003",-11.04%
"Sept. 30, 2003",-10.75%
"June 30, 2003",-12.25%
"March 31, 2003",-13.84%
"Dec. 31, 2002",-12.40%
"Sept. 30, 2002",-2.50%
"June 30, 2002",-4.25%
"March 31, 2002",-7.27%
"Dec. 31, 2001",-9.65%
"Sept. 30, 2001",-9.00%
"June 30, 2001",-12.02%
"March 31, 2001",-12.42%
"Dec. 31, 2000",-6.36%
"Sept. 30, 2000",-12.68%
"June 30, 2000",-19.15%
"March 31, 2000",-19.91%
"Dec. 31, 1999",-20.46%
"Sept. 30, 1999",-23.14%
"June 30, 1999",-26.98%
"March 31, 1999",-26.96%
"Dec. 31, 1998",-26.97%
"Sept. 30, 1998",-27.46%
"June 30, 1998",-29.93%
"March 31, 1998",-32.41%
"Dec. 31, 1997",-36.87%
"Sept. 30, 1997",-27.23%
"June 30, 1997",-30.10%
"March 31, 1997",-34.37%
"Dec. 31, 1996",-36.28%
"Sept. 30, 1996",-36.74%
"June 30, 1996",-39.09%
"March 31, 1996",8.55%
"Dec. 31, 1995",8.22%
"Sept. 30, 1995",4.38%
"June 30, 1995",2.57%
"March 31, 1995",2.67%
"Dec. 31, 1994",2.14%
