date,three_month_return
"March 19, 2020",-18.00%
"March 18, 2020",-12.39%
"March 17, 2020",-17.59%
"March 16, 2020",-25.39%
"March 13, 2020",-14.98%
"March 12, 2020",-18.92%
"March 11, 2020",-7.59%
"March 10, 2020",-4.49%
"March 9, 2020",-8.17%
"March 6, 2020",-1.13%
"March 5, 2020",-0.32%
"March 4, 2020",4.54%
"March 3, 2020",-1.11%
"March 2, 2020",-0.59%
"Feb. 28, 2020",-6.18%
"Feb. 27, 2020",-2.45%
"Feb. 26, 2020",2.14%
"Feb. 25, 2020",2.66%
"Feb. 24, 2020",7.32%
"Feb. 21, 2020",9.62%
"Feb. 20, 2020",8.47%
"Feb. 19, 2020",11.17%
"Feb. 18, 2020",10.89%
"Feb. 14, 2020",12.22%
"Feb. 13, 2020",12.13%
"Feb. 12, 2020",13.02%
"Feb. 11, 2020",15.33%
"Feb. 10, 2020",15.16%
"Feb. 7, 2020",15.95%
"Feb. 6, 2020",15.58%
"Feb. 5, 2020",16.48%
"Feb. 4, 2020",15.03%
"Feb. 3, 2020",11.79%
"Jan. 31, 2020",13.66%
"Jan. 30, 2020",15.12%
"Jan. 29, 2020",16.91%
"Jan. 28, 2020",17.57%
"Jan. 27, 2020",16.63%
"Jan. 24, 2020",15.41%
"Jan. 23, 2020",14.93%
"Jan. 22, 2020",13.58%
"Jan. 21, 2020",13.93%
"Jan. 17, 2020",12.89%
"Jan. 16, 2020",11.20%
"Jan. 15, 2020",9.98%
"Jan. 14, 2020",8.76%
"Jan. 13, 2020",9.84%
"Jan. 10, 2020",6.97%
"Jan. 9, 2020",7.88%
"Jan. 8, 2020",7.57%
"Jan. 7, 2020",8.00%
"Jan. 6, 2020",7.32%
"Jan. 3, 2020",8.86%
"Jan. 2, 2020",5.61%
"Dec. 31, 2019",-0.17%
"Dec. 30, 2019",0.47%
"Dec. 27, 2019",1.48%
"Dec. 26, 2019",-0.16%
"Dec. 24, 2019",0.26%
"Dec. 23, 2019",1.09%
"Dec. 20, 2019",-0.46%
"Dec. 19, 2019",-2.61%
"Dec. 18, 2019",-4.15%
"Dec. 17, 2019",-1.80%
"Dec. 16, 2019",-1.71%
"Dec. 13, 2019",0.42%
"Dec. 12, 2019",-0.67%
"Dec. 11, 2019",1.23%
"Dec. 10, 2019",0.82%
"Dec. 9, 2019",0.82%
"Dec. 6, 2019",0.08%
"Dec. 5, 2019",0.21%
"Dec. 4, 2019",-1.16%
"Dec. 3, 2019",-0.80%
"Dec. 2, 2019",-0.13%
"Nov. 29, 2019",1.72%
"Nov. 27, 2019",3.75%
"Nov. 26, 2019",3.20%
"Nov. 25, 2019",3.47%
"Nov. 22, 2019",1.26%
"Nov. 21, 2019",1.90%
"Nov. 20, 2019",2.87%
"Nov. 19, 2019",2.72%
"Nov. 18, 2019",4.18%
"Nov. 15, 2019",5.38%
"Nov. 14, 2019",5.75%
"Nov. 13, 2019",2.78%
"Nov. 12, 2019",2.47%
"Nov. 11, 2019",1.16%
"Nov. 8, 2019",1.24%
"Nov. 7, 2019",2.56%
"Nov. 6, 2019",3.55%
"Nov. 5, 2019",4.24%
"Nov. 4, 2019",3.47%
"Nov. 1, 2019",4.43%
"Oct. 31, 2019",4.01%
"Oct. 30, 2019",3.46%
"Oct. 29, 2019",0.40%
"Oct. 28, 2019",0.64%
"Oct. 25, 2019",0.11%
"Oct. 24, 2019",1.58%
"Oct. 23, 2019",4.27%
"Oct. 22, 2019",4.49%
"Oct. 21, 2019",4.79%
"Oct. 18, 2019",4.57%
"Oct. 17, 2019",5.19%
"Oct. 16, 2019",4.79%
"Oct. 15, 2019",4.10%
"Oct. 14, 2019",3.56%
"Oct. 11, 2019",3.60%
"Oct. 10, 2019",5.08%
"Oct. 9, 2019",4.02%
"Oct. 8, 2019",3.51%
"Oct. 7, 2019",3.75%
"Oct. 4, 2019",3.93%
"Oct. 3, 2019",2.61%
"Oct. 2, 2019",2.88%
"Oct. 1, 2019",6.29%
"Sept. 30, 2019",7.29%
"Sept. 27, 2019",8.01%
"Sept. 26, 2019",9.30%
"Sept. 25, 2019",8.28%
"Sept. 24, 2019",8.11%
"Sept. 23, 2019",7.88%
"Sept. 20, 2019",7.01%
"Sept. 19, 2019",10.60%
"Sept. 18, 2019",12.31%
"Sept. 17, 2019",12.99%
"Sept. 16, 2019",12.14%
"Sept. 13, 2019",10.25%
"Sept. 12, 2019",11.90%
"Sept. 11, 2019",10.90%
"Sept. 10, 2019",8.45%
"Sept. 9, 2019",7.03%
"Sept. 6, 2019",9.66%
"Sept. 5, 2019",9.20%
"Sept. 4, 2019",11.37%
"Sept. 3, 2019",11.64%
"Aug. 30, 2019",12.33%
"Aug. 29, 2019",13.29%
"Aug. 28, 2019",12.75%
"Aug. 27, 2019",12.16%
"Aug. 26, 2019",12.26%
"Aug. 23, 2019",10.83%
"Aug. 22, 2019",13.06%
"Aug. 21, 2019",11.35%
"Aug. 20, 2019",11.62%
"Aug. 19, 2019",12.57%
"Aug. 16, 2019",11.08%
"Aug. 15, 2019",11.76%
"Aug. 14, 2019",9.75%
"Aug. 13, 2019",12.48%
"Aug. 12, 2019",10.44%
"Aug. 9, 2019",11.09%
"Aug. 8, 2019",12.86%
"Aug. 7, 2019",11.60%
"Aug. 6, 2019",9.25%
"Aug. 5, 2019",7.29%
"Aug. 2, 2019",8.83%
"Aug. 1, 2019",9.41%
"July 31, 2019",8.65%
"July 30, 2019",9.80%
"July 29, 2019",12.49%
"July 26, 2019",12.53%
"July 25, 2019",12.60%
"July 24, 2019",11.75%
"July 23, 2019",7.42%
"July 22, 2019",13.44%
"July 19, 2019",13.59%
"July 18, 2019",13.35%
"July 17, 2019",15.45%
"July 16, 2019",17.83%
"July 15, 2019",19.11%
"July 12, 2019",19.29%
"July 11, 2019",20.50%
"July 10, 2019",23.08%
"July 9, 2019",22.15%
"July 8, 2019",20.78%
"July 5, 2019",22.26%
"July 3, 2019",24.59%
"July 2, 2019",21.27%
"July 1, 2019",18.79%
"June 28, 2019",22.98%
"June 27, 2019",22.16%
"June 26, 2019",21.90%
"June 25, 2019",22.59%
"June 24, 2019",22.44%
"June 21, 2019",20.18%
"June 20, 2019",22.58%
"June 19, 2019",19.94%
"June 18, 2019",18.77%
"June 17, 2019",17.74%
"June 14, 2019",17.30%
"June 13, 2019",15.04%
"June 12, 2019",14.44%
"June 11, 2019",13.02%
"June 10, 2019",16.83%
"June 7, 2019",17.23%
"June 6, 2019",16.22%
"June 5, 2019",15.35%
"June 4, 2019",14.66%
"June 3, 2019",11.34%
"May 31, 2019",9.41%
"May 30, 2019",10.52%
"May 29, 2019",9.67%
"May 28, 2019",9.20%
"May 24, 2019",10.31%
"May 23, 2019",10.73%
"May 22, 2019",11.13%
"May 21, 2019",12.95%
"May 20, 2019",11.33%
"May 17, 2019",10.01%
"May 16, 2019",10.47%
"May 15, 2019",8.76%
"May 14, 2019",11.68%
"May 13, 2019",10.17%
"May 10, 2019",13.22%
"May 9, 2019",12.56%
"May 8, 2019",10.84%
"May 7, 2019",10.25%
"May 6, 2019",11.97%
"May 3, 2019",14.97%
"May 2, 2019",14.44%
"May 1, 2019",14.20%
"April 30, 2019",14.28%
"April 29, 2019",12.51%
"April 26, 2019",14.38%
"April 25, 2019",14.57%
"April 24, 2019",15.73%
"April 23, 2019",17.49%
"April 22, 2019",12.76%
"April 18, 2019",11.10%
"April 17, 2019",11.37%
"April 16, 2019",13.83%
"April 15, 2019",11.85%
"April 12, 2019",11.51%
"April 11, 2019",10.03%
"April 10, 2019",7.79%
"April 9, 2019",11.88%
"April 8, 2019",13.26%
"April 5, 2019",14.16%
"April 4, 2019",13.07%
"April 3, 2019",15.19%
"April 2, 2019",14.49%
"April 1, 2019",16.21%
"March 29, 2019",14.89%
"March 28, 2019",13.14%
"March 27, 2019",13.15%
"March 26, 2019",17.21%
"March 25, 2019",19.94%
"March 22, 2019",14.60%
"March 21, 2019",16.55%
"March 20, 2019",11.57%
"March 19, 2019",8.26%
"March 18, 2019",6.50%
"March 15, 2019",2.94%
"March 14, 2019",3.76%
"March 13, 2019",3.84%
"March 12, 2019",3.22%
"March 11, 2019",4.19%
"March 8, 2019",5.45%
"March 7, 2019",6.17%
"March 6, 2019",5.93%
"March 5, 2019",6.64%
"March 4, 2019",6.26%
"March 1, 2019",3.01%
"Feb. 28, 2019",3.16%
"Feb. 27, 2019",4.16%
"Feb. 26, 2019",3.59%
"Feb. 25, 2019",3.59%
"Feb. 22, 2019",4.36%
"Feb. 21, 2019",3.47%
"Feb. 20, 2019",4.54%
