date,ev_revenues
"March 19, 2020",4.240
"March 18, 2020",4.394
"March 17, 2020",4.556
"March 16, 2020",4.257
"March 13, 2020",4.643
"March 12, 2020",4.390
"March 11, 2020",4.642
"March 10, 2020",4.718
"March 9, 2020",4.695
"March 6, 2020",4.793
"March 5, 2020",4.752
"March 4, 2020",4.75
"March 3, 2020",4.591
"March 2, 2020",4.598
"Feb. 28, 2020",4.437
"Feb. 27, 2020",4.552
"Feb. 26, 2020",4.711
"Feb. 25, 2020",4.734
"Feb. 24, 2020",4.803
"Feb. 21, 2020",4.824
"Feb. 20, 2020",4.817
"Feb. 19, 2020",4.822
"Feb. 18, 2020",4.839
"Feb. 14, 2020",4.798
"Feb. 13, 2020",4.778
"Feb. 12, 2020",4.742
"Feb. 11, 2020",4.738
"Feb. 10, 2020",4.743
"Feb. 7, 2020",4.727
"Feb. 6, 2020",4.754
"Feb. 5, 2020",4.754
"Feb. 4, 2020",4.754
"Feb. 3, 2020",4.761
"Jan. 31, 2020",4.749
"Jan. 30, 2020",4.729
"Jan. 29, 2020",4.668
"Jan. 28, 2020",4.659
"Jan. 27, 2020",4.646
"Jan. 24, 2020",4.657
"Jan. 23, 2020",4.645
"Jan. 22, 2020",4.613
"Jan. 21, 2020",4.604
"Jan. 17, 2020",4.575
"Jan. 16, 2020",4.560
"Jan. 15, 2020",4.534
"Jan. 14, 2020",4.489
"Jan. 13, 2020",4.484
"Jan. 10, 2020",4.451
"Jan. 9, 2020",4.446
"Jan. 8, 2020",4.440
"Jan. 7, 2020",4.443
"Jan. 6, 2020",4.448
"Jan. 3, 2020",4.453
"Jan. 2, 2020",4.439
"Dec. 31, 2019",4.490
"Dec. 30, 2019",4.386
"Dec. 27, 2019",4.378
"Dec. 26, 2019",4.364
"Dec. 24, 2019",4.367
"Dec. 23, 2019",4.374
"Dec. 20, 2019",4.425
"Dec. 19, 2019",4.412
"Dec. 18, 2019",4.409
"Dec. 17, 2019",4.394
"Dec. 16, 2019",4.375
"Dec. 13, 2019",4.340
"Dec. 12, 2019",4.299
"Dec. 11, 2019",4.335
"Dec. 10, 2019",4.319
"Dec. 9, 2019",4.316
"Dec. 6, 2019",4.328
"Dec. 5, 2019",4.334
"Dec. 4, 2019",4.328
"Dec. 3, 2019",4.304
"Dec. 2, 2019",4.292
"Nov. 29, 2019",4.305
"Nov. 27, 2019",4.308
"Nov. 26, 2019",4.291
"Nov. 25, 2019",4.274
"Nov. 22, 2019",4.295
"Nov. 21, 2019",4.314
"Nov. 20, 2019",4.314
"Nov. 19, 2019",4.297
"Nov. 18, 2019",4.278
"Nov. 15, 2019",4.277
"Nov. 14, 2019",4.296
"Nov. 13, 2019",4.312
"Nov. 12, 2019",4.245
"Nov. 11, 2019",4.241
"Nov. 8, 2019",4.241
"Nov. 7, 2019",4.253
"Nov. 6, 2019",4.295
"Nov. 5, 2019",4.262
"Nov. 4, 2019",4.312
"Nov. 1, 2019",4.378
"Oct. 31, 2019",4.396
"Oct. 30, 2019",4.388
"Oct. 29, 2019",4.354
"Oct. 28, 2019",4.348
"Oct. 25, 2019",4.402
"Oct. 24, 2019",4.443
"Oct. 23, 2019",4.438
"Oct. 22, 2019",4.428
"Oct. 21, 2019",4.432
"Oct. 18, 2019",4.419
"Oct. 17, 2019",4.404
"Oct. 16, 2019",4.395
"Oct. 15, 2019",4.38
"Oct. 14, 2019",4.386
"Oct. 11, 2019",4.388
"Oct. 10, 2019",4.416
"Oct. 9, 2019",4.415
"Oct. 8, 2019",4.400
"Oct. 7, 2019",4.431
"Oct. 4, 2019",4.447
"Oct. 3, 2019",4.394
"Oct. 2, 2019",4.389
"Oct. 1, 2019",4.461
"Sept. 30, 2019",4.459
"Sept. 27, 2019",4.471
"Sept. 26, 2019",4.480
"Sept. 25, 2019",4.457
"Sept. 24, 2019",4.474
"Sept. 23, 2019",4.436
"Sept. 20, 2019",4.437
"Sept. 19, 2019",4.421
"Sept. 18, 2019",4.410
