date,one_year_return
"March 19, 2020",-33.96%
"March 18, 2020",-33.48%
"March 17, 2020",-28.00%
"March 16, 2020",-38.98%
"March 13, 2020",-26.74%
"March 12, 2020",-28.69%
"March 11, 2020",-18.89%
"March 10, 2020",-11.60%
"March 9, 2020",-14.08%
"March 6, 2020",-6.73%
"March 5, 2020",-4.73%
"March 4, 2020",-3.36%
"March 3, 2020",-8.96%
"March 2, 2020",-6.41%
"Feb. 28, 2020",-11.28%
"Feb. 27, 2020",-6.54%
"Feb. 26, 2020",-3.11%
"Feb. 25, 2020",-1.63%
"Feb. 24, 2020",0.16%
"Feb. 21, 2020",2.54%
"Feb. 20, 2020",3.57%
"Feb. 19, 2020",3.01%
"Feb. 18, 2020",4.39%
"Feb. 14, 2020",3.97%
"Feb. 13, 2020",3.49%
"Feb. 12, 2020",2.80%
"Feb. 11, 2020",3.22%
"Feb. 10, 2020",1.24%
"Feb. 7, 2020",0.12%
"Feb. 6, 2020",1.99%
"Feb. 5, 2020",2.20%
"Feb. 4, 2020",1.58%
"Feb. 3, 2020",1.56%
"Jan. 31, 2020",-0.36%
"Jan. 30, 2020",3.02%
"Jan. 29, 2020",3.48%
"Jan. 28, 2020",3.42%
"Jan. 27, 2020",1.81%
"Jan. 24, 2020",1.64%
"Jan. 23, 2020",2.30%
"Jan. 22, 2020",3.05%
"Jan. 21, 2020",3.26%
"Jan. 17, 2020",2.98%
"Jan. 16, 2020",2.05%
"Jan. 15, 2020",1.66%
"Jan. 14, 2020",1.71%
"Jan. 13, 2020",0.87%
"Jan. 10, 2020",1.03%
"Jan. 9, 2020",2.51%
"Jan. 8, 2020",1.35%
"Jan. 7, 2020",2.19%
"Jan. 6, 2020",2.27%
"Jan. 3, 2020",3.29%
"Jan. 2, 2020",3.09%
"Dec. 31, 2019",1.09%
"Dec. 30, 2019",1.43%
"Dec. 27, 2019",1.41%
"Dec. 26, 2019",1.89%
"Dec. 24, 2019",3.40%
"Dec. 23, 2019",-1.50%
"Dec. 20, 2019",-0.79%
"Dec. 19, 2019",-1.62%
"Dec. 18, 2019",-0.94%
"Dec. 17, 2019",-1.38%
"Dec. 16, 2019",-5.01%
"Dec. 13, 2019",-6.67%
"Dec. 12, 2019",-5.95%
"Dec. 11, 2019",-5.75%
"Dec. 10, 2019",-4.85%
"Dec. 9, 2019",-4.32%
"Dec. 6, 2019",-4.35%
"Dec. 5, 2019",-4.45%
"Dec. 4, 2019",-5.13%
"Dec. 3, 2019",-4.78%
"Dec. 2, 2019",-5.35%
"Nov. 29, 2019",-2.78%
"Nov. 27, 2019",-2.77%
"Nov. 26, 2019",-2.63%
"Nov. 25, 2019",-1.52%
"Nov. 22, 2019",-1.16%
"Nov. 21, 2019",-1.25%
"Nov. 20, 2019",-0.18%
"Nov. 19, 2019",-1.58%
"Nov. 18, 2019",-1.02%
"Nov. 15, 2019",-1.16%
"Nov. 14, 2019",-1.30%
"Nov. 13, 2019",-3.07%
"Nov. 12, 2019",-3.06%
"Nov. 11, 2019",-2.26%
"Nov. 8, 2019",-0.09%
"Nov. 7, 2019",0.07%
"Nov. 6, 2019",1.15%
"Nov. 5, 2019",1.36%
"Nov. 4, 2019",2.53%
"Nov. 1, 2019",3.87%
"Oct. 31, 2019",3.83%
"Oct. 30, 2019",5.14%
"Oct. 29, 2019",4.04%
"Oct. 28, 2019",4.54%
"Oct. 25, 2019",4.65%
"Oct. 24, 2019",3.73%
"Oct. 23, 2019",4.87%
"Oct. 22, 2019",4.02%
"Oct. 21, 2019",1.31%
"Oct. 18, 2019",3.68%
"Oct. 17, 2019",2.49%
"Oct. 16, 2019",3.34%
"Oct. 15, 2019",9.37%
"Oct. 14, 2019",9.78%
"Oct. 11, 2019",11.19%
"Oct. 10, 2019",8.86%
"Oct. 9, 2019",8.84%
"Oct. 8, 2019",8.54%
"Oct. 7, 2019",10.61%
"Oct. 4, 2019",12.05%
"Oct. 3, 2019",10.72%
"Oct. 2, 2019",8.20%
"Oct. 1, 2019",10.53%
"Sept. 30, 2019",10.65%
"Sept. 27, 2019",13.48%
"Sept. 26, 2019",16.54%
"Sept. 25, 2019",15.10%
"Sept. 24, 2019",12.96%
"Sept. 23, 2019",10.68%
"Sept. 20, 2019",11.66%
"Sept. 19, 2019",10.55%
"Sept. 18, 2019",8.46%
"Sept. 17, 2019",6.34%
"Sept. 16, 2019",7.49%
"Sept. 13, 2019",6.37%
"Sept. 12, 2019",8.52%
"Sept. 11, 2019",10.25%
"Sept. 10, 2019",8.36%
"Sept. 9, 2019",8.99%
"Sept. 6, 2019",8.48%
"Sept. 5, 2019",8.87%
"Sept. 4, 2019",9.12%
"Sept. 3, 2019",9.63%
"Aug. 30, 2019",7.56%
"Aug. 29, 2019",6.69%
"Aug. 28, 2019",6.98%
"Aug. 27, 2019",5.93%
"Aug. 26, 2019",3.75%
"Aug. 23, 2019",2.23%
"Aug. 22, 2019",3.62%
"Aug. 21, 2019",3.06%
"Aug. 20, 2019",2.15%
"Aug. 19, 2019",1.68%
"Aug. 16, 2019",1.80%
"Aug. 15, 2019",2.34%
"Aug. 14, 2019",2.61%
"Aug. 13, 2019",5.10%
"Aug. 12, 2019",4.80%
"Aug. 9, 2019",4.22%
"Aug. 8, 2019",6.00%
"Aug. 7, 2019",5.24%
"Aug. 6, 2019",6.10%
"Aug. 5, 2019",4.54%
"Aug. 2, 2019",5.82%
"Aug. 1, 2019",5.71%
"July 31, 2019",6.02%
"July 30, 2019",10.17%
"July 29, 2019",9.12%
"July 26, 2019",8.40%
"July 25, 2019",10.15%
"July 24, 2019",9.20%
"July 23, 2019",11.42%
"July 22, 2019",12.44%
"July 19, 2019",12.62%
"July 18, 2019",16.32%
"July 17, 2019",15.94%
"July 16, 2019",14.83%
"July 15, 2019",15.31%
"July 12, 2019",15.84%
"July 11, 2019",16.70%
"July 10, 2019",17.07%
"July 9, 2019",17.04%
"July 8, 2019",13.18%
"July 5, 2019",14.63%
"July 3, 2019",14.53%
"July 2, 2019",13.82%
"July 1, 2019",12.79%
"June 28, 2019",13.39%
"June 27, 2019",12.70%
"June 26, 2019",13.70%
"June 25, 2019",17.18%
"June 24, 2019",20.87%
"June 21, 2019",21.65%
"June 20, 2019",20.19%
"June 19, 2019",20.16%
"June 18, 2019",19.61%
"June 17, 2019",21.60%
"June 14, 2019",23.69%
"June 13, 2019",23.82%
"June 12, 2019",24.60%
"June 11, 2019",23.24%
"June 10, 2019",23.92%
"June 7, 2019",24.44%
"June 6, 2019",26.49%
"June 5, 2019",22.98%
"June 4, 2019",20.15%
"June 3, 2019",18.37%
"May 31, 2019",16.16%
"May 30, 2019",16.55%
"May 29, 2019",18.52%
"May 28, 2019",19.94%
"May 24, 2019",22.28%
"May 23, 2019",23.23%
"May 22, 2019",23.58%
"May 21, 2019",23.44%
