date,ps_ratio
"March 19, 2020",0.9169
"March 18, 2020",0.9347
"March 17, 2020",1.018
"March 16, 2020",0.8632
"March 13, 2020",1.029
"March 12, 2020",0.9978
"March 11, 2020",1.126
"March 10, 2020",1.220
"March 9, 2020",1.186
"March 6, 2020",1.278
"March 5, 2020",1.305
"March 4, 2020",1.325
"March 3, 2020",1.250
"March 2, 2020",1.285
"Feb. 28, 2020",1.220
"Feb. 27, 2020",1.277
"Feb. 26, 2020",1.331
"Feb. 25, 2020",1.348
"Feb. 24, 2020",1.381
"Feb. 21, 2020",1.407
"Feb. 20, 2020",1.410
"Feb. 19, 2020",1.403
"Feb. 18, 2020",1.425
"Feb. 14, 2020",1.408
"Feb. 13, 2020",1.402
"Feb. 12, 2020",1.394
"Feb. 11, 2020",1.396
"Feb. 10, 2020",1.367
"Feb. 7, 2020",1.363
"Feb. 6, 2020",1.365
"Feb. 5, 2020",1.367
"Feb. 4, 2020",1.360
"Feb. 3, 2020",1.364
"Jan. 31, 2020",1.346
"Jan. 30, 2020",1.360
"Jan. 29, 2020",1.353
"Jan. 28, 2020",1.350
"Jan. 27, 2020",1.337
"Jan. 24, 2020",1.350
"Jan. 23, 2020",1.356
"Jan. 22, 2020",1.348
"Jan. 21, 2020",1.346
"Jan. 17, 2020",1.341
"Jan. 16, 2020",1.322
"Jan. 15, 2020",1.317
"Jan. 14, 2020",1.296
"Jan. 13, 2020",1.307
"Jan. 10, 2020",1.309
"Jan. 9, 2020",1.306
"Jan. 8, 2020",1.302
"Jan. 7, 2020",1.292
"Jan. 6, 2020",1.291
"Jan. 3, 2020",1.289
"Jan. 2, 2020",1.285
"Dec. 31, 2019",1.290
"Dec. 30, 2019",1.264
"Dec. 27, 2019",1.265
"Dec. 26, 2019",1.262
"Dec. 24, 2019",1.262
"Dec. 23, 2019",1.259
"Dec. 20, 2019",1.266
"Dec. 19, 2019",1.253
"Dec. 18, 2019",1.264
"Dec. 17, 2019",1.253
"Dec. 16, 2019",1.245
"Dec. 13, 2019",1.221
"Dec. 12, 2019",1.228
"Dec. 11, 2019",1.231
"Dec. 10, 2019",1.246
"Dec. 9, 2019",1.252
"Dec. 6, 2019",1.250
"Dec. 5, 2019",1.250
"Dec. 4, 2019",1.241
"Dec. 3, 2019",1.233
"Dec. 2, 2019",1.223
"Nov. 29, 2019",1.237
"Nov. 27, 2019",1.233
"Nov. 26, 2019",1.226
"Nov. 25, 2019",1.230
"Nov. 22, 2019",1.238
"Nov. 21, 2019",1.236
"Nov. 20, 2019",1.264
"Nov. 19, 2019",1.264
"Nov. 18, 2019",1.265
"Nov. 15, 2019",1.254
"Nov. 14, 2019",1.243
"Nov. 13, 2019",1.240
"Nov. 12, 2019",1.235
"Nov. 11, 2019",1.226
"Nov. 8, 2019",1.245
"Nov. 7, 2019",1.245
"Nov. 6, 2019",1.248
"Nov. 5, 2019",1.247
"Nov. 4, 2019",1.240
"Nov. 1, 2019",1.263
"Oct. 31, 2019",1.267
"Oct. 30, 2019",1.300
"Oct. 29, 2019",1.278
"Oct. 28, 2019",1.270
"Oct. 25, 2019",1.278
"Oct. 24, 2019",1.286
"Oct. 23, 2019",1.272
"Oct. 22, 2019",1.260
"Oct. 21, 2019",1.245
"Oct. 18, 2019",1.244
"Oct. 17, 2019",1.227
"Oct. 16, 2019",1.251
"Oct. 15, 2019",1.311
"Oct. 14, 2019",1.312
"Oct. 11, 2019",1.323
"Oct. 10, 2019",1.321
"Oct. 9, 2019",1.335
"Oct. 8, 2019",1.331
"Oct. 7, 2019",1.350
"Oct. 4, 2019",1.350
"Oct. 3, 2019",1.329
"Oct. 2, 2019",1.326
"Oct. 1, 2019",1.336
"Sept. 30, 2019",1.346
"Sept. 27, 2019",1.334
"Sept. 26, 2019",1.350
"Sept. 25, 2019",1.346
"Sept. 24, 2019",1.340
"Sept. 23, 2019",1.326
"Sept. 20, 2019",1.330
"Sept. 19, 2019",1.312
"Sept. 18, 2019",1.316
"Sept. 17, 2019",1.298
"Sept. 16, 2019",1.301
"Sept. 13, 2019",1.298
"Sept. 12, 2019",1.314
"Sept. 11, 2019",1.338
"Sept. 10, 2019",1.327
"Sept. 9, 2019",1.319
"Sept. 6, 2019",1.321
"Sept. 5, 2019",1.321
"Sept. 4, 2019",1.318
"Sept. 3, 2019",1.316
"Aug. 30, 2019",1.298
"Aug. 29, 2019",1.284
"Aug. 28, 2019",1.275
"Aug. 27, 2019",1.270
"Aug. 26, 2019",1.254
"Aug. 23, 2019",1.232
"Aug. 22, 2019",1.250
"Aug. 21, 2019",1.248
"Aug. 20, 2019",1.241
"Aug. 19, 2019",1.243
"Aug. 16, 2019",1.239
"Aug. 15, 2019",1.226
"Aug. 14, 2019",1.221
"Aug. 13, 2019",1.250
"Aug. 12, 2019",1.241
"Aug. 9, 2019",1.241
"Aug. 8, 2019",1.247
"Aug. 7, 2019",1.236
"Aug. 6, 2019",1.241
"Aug. 5, 2019",1.220
"Aug. 2, 2019",1.229
"Aug. 1, 2019",1.219
"July 31, 2019",1.237
"July 30, 2019",1.264
"July 29, 2019",1.264
"July 26, 2019",1.258
"July 25, 2019",1.266
"July 24, 2019",1.249
"July 23, 2019",1.273
"July 22, 2019",1.298
"July 19, 2019",1.306
"July 18, 2019",1.339
"July 17, 2019",1.334
"July 16, 2019",1.329
"July 15, 2019",1.342
"July 12, 2019",1.347
"July 11, 2019",1.360
"July 10, 2019",1.355
"July 9, 2019",1.345
"July 8, 2019",1.339
"July 5, 2019",1.351
"July 3, 2019",1.346
"July 2, 2019",1.341
"July 1, 2019",1.319
"June 30, 2019",1.316
"June 28, 2019",1.300
"June 27, 2019",1.290
"June 26, 2019",1.296
"June 25, 2019",1.330
"June 24, 2019",1.360
"June 21, 2019",1.367
"June 20, 2019",1.363
"June 19, 2019",1.356
"June 18, 2019",1.353
"June 17, 2019",1.368
"June 14, 2019",1.378
"June 13, 2019",1.361
"June 12, 2019",1.368
"June 11, 2019",1.335
"June 10, 2019",1.344
"June 7, 2019",1.355
"June 6, 2019",1.362
"June 5, 2019",1.348
"June 4, 2019",1.321
"June 3, 2019",1.316
"May 31, 2019",1.304
"May 30, 2019",1.303
"May 29, 2019",1.309
"May 28, 2019",1.323
"May 24, 2019",1.344
"May 23, 2019",1.347
"May 22, 2019",1.336
"May 21, 2019",1.327
"May 20, 2019",1.327
"May 17, 2019",1.328
"May 16, 2019",1.326
"May 15, 2019",1.323
"May 14, 2019",1.328
"May 13, 2019",1.351
"May 10, 2019",1.338
"May 9, 2019",1.322
"May 8, 2019",1.318
"May 7, 2019",1.331
"May 6, 2019",1.340
"May 3, 2019",1.353
"May 2, 2019",1.349
"May 1, 2019",1.364
"April 30, 2019",1.382
"April 29, 2019",1.358
"April 26, 2019",1.369
"April 25, 2019",1.367
"April 24, 2019",1.358
"April 23, 2019",1.349
"April 22, 2019",1.342
"April 18, 2019",1.340
"April 17, 2019",1.326
"April 16, 2019",1.334
"April 15, 2019",1.361
"April 12, 2019",1.348
"April 11, 2019",1.350
"April 10, 2019",1.344
"April 9, 2019",1.343
"April 8, 2019",1.346
"April 5, 2019",1.353
"April 4, 2019",1.346
"April 3, 2019",1.354
"April 2, 2019",1.364
"April 1, 2019",1.352
"March 31, 2019",1.360
"March 29, 2019",1.350
"March 28, 2019",1.340
"March 27, 2019",1.361
"March 26, 2019",1.365
"March 25, 2019",1.357
"March 22, 2019",1.354
"March 21, 2019",1.337
"March 20, 2019",1.322
"March 19, 2019",1.322
"March 18, 2019",1.338
"March 15, 2019",1.347
"March 14, 2019",1.336
"March 13, 2019",1.337
"March 12, 2019",1.332
"March 11, 2019",1.322
"March 8, 2019",1.314
"March 7, 2019",1.308
"March 6, 2019",1.304
"March 5, 2019",1.304
"March 4, 2019",1.305
"March 1, 2019",1.307
"Feb. 28, 2019",1.309
"Feb. 27, 2019",1.301
"Feb. 26, 2019",1.308
"Feb. 25, 2019",1.304
"Feb. 22, 2019",1.313
"Feb. 21, 2019",1.306
"Feb. 20, 2019",1.296
"Feb. 19, 2019",1.297
"Feb. 15, 2019",1.300
"Feb. 14, 2019",1.289
"Feb. 13, 2019",1.29
"Feb. 12, 2019",1.291
"Feb. 11, 2019",1.287
"Feb. 8, 2019",1.285
"Feb. 7, 2019",1.296
"Feb. 6, 2019",1.274
"Feb. 5, 2019",1.274
"Feb. 4, 2019",1.275
"Feb. 1, 2019",1.278
"Jan. 31, 2019",1.286
"Jan. 30, 2019",1.256
