date,ev_revenues
"March 19, 2020",2.130
"March 18, 2020",2.312
"March 17, 2020",2.16
"March 16, 2020",1.954
"March 13, 2020",1.947
"March 12, 2020",1.803
"March 11, 2020",1.883
"March 10, 2020",1.930
"March 9, 2020",1.931
"March 6, 2020",2.062
"March 5, 2020",2.046
"March 4, 2020",2.068
"March 3, 2020",1.994
"March 2, 2020",2.00
"Feb. 28, 2020",1.915
"Feb. 27, 2020",1.991
"Feb. 26, 2020",2.074
"Feb. 25, 2020",2.113
"Feb. 24, 2020",2.160
"Feb. 21, 2020",2.177
"Feb. 20, 2020",2.179
"Feb. 19, 2020",2.173
"Feb. 18, 2020",2.198
"Feb. 14, 2020",2.201
"Feb. 13, 2020",2.176
"Feb. 12, 2020",2.131
"Feb. 11, 2020",2.116
"Feb. 10, 2020",2.123
"Feb. 7, 2020",2.116
"Feb. 6, 2020",2.118
"Feb. 5, 2020",2.124
"Feb. 4, 2020",2.125
"Feb. 3, 2020",2.144
"Jan. 31, 2020",2.145
"Jan. 30, 2020",2.161
"Jan. 29, 2020",2.142
"Jan. 28, 2020",2.136
"Jan. 27, 2020",2.120
"Jan. 24, 2020",2.127
"Jan. 23, 2020",2.121
"Jan. 22, 2020",2.105
"Jan. 21, 2020",2.098
"Jan. 17, 2020",2.091
"Jan. 16, 2020",2.082
"Jan. 15, 2020",2.072
"Jan. 14, 2020",2.047
"Jan. 13, 2020",2.039
"Jan. 10, 2020",2.015
"Jan. 9, 2020",2.013
"Jan. 8, 2020",2.022
"Jan. 7, 2020",2.018
"Jan. 6, 2020",2.028
"Jan. 3, 2020",2.033
"Jan. 2, 2020",2.035
"Dec. 31, 2019",2.067
"Dec. 30, 2019",2.024
"Dec. 27, 2019",2.019
"Dec. 26, 2019",2.02
"Dec. 24, 2019",2.017
"Dec. 23, 2019",2.020
"Dec. 20, 2019",2.047
"Dec. 19, 2019",2.020
"Dec. 18, 2019",2.014
"Dec. 17, 2019",1.997
"Dec. 16, 2019",1.988
"Dec. 13, 2019",1.968
"Dec. 12, 2019",1.960
"Dec. 11, 2019",1.960
"Dec. 10, 2019",1.940
"Dec. 9, 2019",1.935
"Dec. 6, 2019",1.934
"Dec. 5, 2019",1.932
"Dec. 4, 2019",1.921
"Dec. 3, 2019",1.901
"Dec. 2, 2019",1.894
"Nov. 29, 2019",1.907
"Nov. 27, 2019",1.917
"Nov. 26, 2019",1.912
"Nov. 25, 2019",1.900
"Nov. 22, 2019",1.910
"Nov. 21, 2019",1.910
"Nov. 20, 2019",1.930
"Nov. 19, 2019",1.910
"Nov. 18, 2019",1.911
"Nov. 15, 2019",1.905
"Nov. 14, 2019",1.914
"Nov. 13, 2019",1.909
"Nov. 12, 2019",1.887
"Nov. 11, 2019",1.881
"Nov. 8, 2019",1.898
"Nov. 7, 2019",1.899
"Nov. 6, 2019",1.926
"Nov. 5, 2019",1.914
"Nov. 4, 2019",1.928
"Nov. 1, 2019",1.962
"Oct. 31, 2019",1.962
"Oct. 30, 2019",1.961
"Oct. 29, 2019",1.947
"Oct. 28, 2019",1.943
"Oct. 25, 2019",1.968
"Oct. 24, 2019",1.980
"Oct. 23, 2019",1.978
"Oct. 22, 2019",1.972
"Oct. 21, 2019",1.973
"Oct. 18, 2019",1.966
"Oct. 17, 2019",1.954
"Oct. 16, 2019",1.938
"Oct. 15, 2019",1.931
"Oct. 14, 2019",1.940
"Oct. 11, 2019",1.953
"Oct. 10, 2019",1.953
"Oct. 9, 2019",1.956
"Oct. 8, 2019",1.947
"Oct. 7, 2019",1.965
"Oct. 4, 2019",1.965
"Oct. 3, 2019",1.945
"Oct. 2, 2019",1.940
"Oct. 1, 2019",1.969
"Sept. 30, 2019",1.980
"Sept. 27, 2019",1.947
"Sept. 26, 2019",1.954
"Sept. 25, 2019",1.952
"Sept. 24, 2019",1.940
"Sept. 23, 2019",1.930
"Sept. 20, 2019",1.920
"Sept. 19, 2019",1.909
"Sept. 18, 2019",1.907
"Sept. 17, 2019",1.902
"Sept. 16, 2019",1.905
"Sept. 13, 2019",1.899
"Sept. 12, 2019",1.917
"Sept. 11, 2019",1.907
"Sept. 10, 2019",1.876
"Sept. 9, 2019",1.888
"Sept. 6, 2019",1.909
"Sept. 5, 2019",1.913
"Sept. 4, 2019",1.931
"Sept. 3, 2019",1.943
"Aug. 30, 2019",1.909
"Aug. 29, 2019",1.904
"Aug. 28, 2019",1.888
"Aug. 27, 2019",1.896
"Aug. 26, 2019",1.908
"Aug. 23, 2019",1.890
"Aug. 22, 2019",1.917
"Aug. 21, 2019",1.917
"Aug. 20, 2019",1.915
"Aug. 19, 2019",1.919
"Aug. 16, 2019",1.921
"Aug. 15, 2019",1.910
"Aug. 14, 2019",1.904
"Aug. 13, 2019",1.906
"Aug. 12, 2019",1.899
"Aug. 9, 2019",1.909
"Aug. 8, 2019",1.933
"Aug. 7, 2019",1.896
"Aug. 6, 2019",1.886
"Aug. 5, 2019",1.869
"Aug. 2, 2019",1.908
"Aug. 1, 2019",1.917
"July 31, 2019",1.924
"July 30, 2019",1.921
"July 29, 2019",1.93
"July 26, 2019",1.915
"July 25, 2019",1.907
"July 24, 2019",1.909
"July 23, 2019",1.900
"July 22, 2019",1.904
"July 19, 2019",1.906
"July 18, 2019",1.934
"July 17, 2019",1.917
"July 16, 2019",1.913
"July 15, 2019",1.915
"July 12, 2019",1.916
"July 11, 2019",1.917
"July 10, 2019",1.911
"July 9, 2019",1.905
"July 8, 2019",1.908
"July 5, 2019",1.907
"July 3, 2019",1.902
"July 2, 2019",1.887
"July 1, 2019",1.875
"June 30, 2019",1.877
"June 28, 2019",1.839
"June 27, 2019",1.826
"June 26, 2019",1.816
"June 25, 2019",1.843
"June 24, 2019",1.839
"June 21, 2019",1.853
"June 20, 2019",1.846
"June 19, 2019",1.840
"June 18, 2019",1.821
"June 17, 2019",1.826
"June 14, 2019",1.835
"June 13, 2019",1.825
"June 12, 2019",1.820
"June 11, 2019",1.806
"June 10, 2019",1.820
"June 7, 2019",1.811
"June 6, 2019",1.821
"June 5, 2019",1.822
"June 4, 2019",1.786
"June 3, 2019",1.786
"May 31, 2019",1.763
"May 30, 2019",1.739
"May 29, 2019",1.752
"May 28, 2019",1.762
"May 24, 2019",1.781
"May 23, 2019",1.776
"May 22, 2019",1.776
"May 21, 2019",1.785
"May 20, 2019",1.781
"May 17, 2019",1.775
"May 16, 2019",1.775
"May 15, 2019",1.771
"May 14, 2019",1.779
"May 13, 2019",1.797
"May 10, 2019",1.783
"May 9, 2019",1.755
"May 8, 2019",1.758
"May 7, 2019",1.781
"May 6, 2019",1.769
"May 3, 2019",1.766
"May 2, 2019",1.750
"May 1, 2019",1.750
"April 30, 2019",1.761
"April 29, 2019",1.75
"April 26, 2019",1.752
"April 25, 2019",1.751
"April 24, 2019",1.742
"April 23, 2019",1.742
"April 22, 2019",1.741
"April 18, 2019",1.743
"April 17, 2019",1.746
"April 16, 2019",1.744
"April 15, 2019",1.758
"April 12, 2019",1.758
"April 11, 2019",1.742
"April 10, 2019",1.733
"April 9, 2019",1.727
"April 8, 2019",1.725
"April 5, 2019",1.733
"April 4, 2019",1.723
"April 3, 2019",1.724
"April 2, 2019",1.724
"April 1, 2019",1.728
"March 31, 2019",1.734
"March 29, 2019",1.729
"March 28, 2019",1.727
"March 27, 2019",1.737
"March 26, 2019",1.74
"March 25, 2019",1.730
"March 22, 2019",1.723
"March 21, 2019",1.722
"March 20, 2019",1.702
"March 19, 2019",1.702
"March 18, 2019",1.722
"March 15, 2019",1.724
"March 14, 2019",1.710
"March 13, 2019",1.705
"March 12, 2019",1.692
"March 11, 2019",1.698
"March 8, 2019",1.678
"March 7, 2019",1.667
"March 6, 2019",1.657
"March 5, 2019",1.656
"March 4, 2019",1.656
"March 1, 2019",1.640
"Feb. 28, 2019",1.634
"Feb. 27, 2019",1.627
"Feb. 26, 2019",1.624
"Feb. 25, 2019",1.630
"Feb. 22, 2019",1.647
"Feb. 21, 2019",1.636
"Feb. 20, 2019",1.623
"Feb. 19, 2019",1.612
"Feb. 15, 2019",1.618
"Feb. 14, 2019",1.612
"Feb. 13, 2019",1.608
"Feb. 12, 2019",1.611
"Feb. 11, 2019",1.614
"Feb. 8, 2019",1.622
"Feb. 7, 2019",1.621
"Feb. 6, 2019",1.598
"Feb. 5, 2019",1.594
"Feb. 4, 2019",1.592
"Feb. 1, 2019",1.589
"Jan. 31, 2019",1.592
"Jan. 30, 2019",1.568
"Jan. 29, 2019",1.562
"Jan. 28, 2019",1.562
"Jan. 25, 2019",1.569
"Jan. 24, 2019",1.582
"Jan. 23, 2019",1.572
"Jan. 22, 2019",1.556
"Jan. 18, 2019",1.563
"Jan. 17, 2019",1.560
"Jan. 16, 2019",1.546
"Jan. 15, 2019",1.535
"Jan. 14, 2019",1.523
"Jan. 11, 2019",1.541
"Jan. 10, 2019",1.547
"Jan. 9, 2019",1.536
"Jan. 8, 2019",1.542
"Jan. 7, 2019",1.529
"Jan. 4, 2019",1.538
"Jan. 3, 2019",1.539
"Jan. 2, 2019",1.534
"Dec. 31, 2018",1.570
"Dec. 28, 2018",1.608
"Dec. 27, 2018",1.613
"Dec. 26, 2018",1.603
"Dec. 24, 2018",1.581
"Dec. 21, 2018",1.652
"Dec. 20, 2018",1.664
"Dec. 19, 2018",1.658
"Dec. 18, 2018",1.656
"Dec. 17, 2018",1.665
"Dec. 14, 2018",1.710
"Dec. 13, 2018",1.724
"Dec. 12, 2018",1.715
"Dec. 11, 2018",1.725
"Dec. 10, 2018",1.725
"Dec. 7, 2018",1.726
"Dec. 6, 2018",1.703
"Dec. 4, 2018",1.708
"Dec. 3, 2018",1.700
"Nov. 30, 2018",1.693
"Nov. 29, 2018",1.675
"Nov. 28, 2018",1.678
"Nov. 27, 2018",1.677
"Nov. 26, 2018",1.665
"Nov. 23, 2018",1.655
"Nov. 21, 2018",1.650
"Nov. 20, 2018",1.666
"Nov. 19, 2018",1.678
"Nov. 16, 2018",1.674
"Nov. 15, 2018",1.663
"Nov. 14, 2018",1.673
"Nov. 13, 2018",1.667
"Nov. 12, 2018",1.663
"Nov. 9, 2018",1.663
"Nov. 8, 2018",1.662
"Nov. 7, 2018",1.671
"Nov. 6, 2018",1.670
"Nov. 5, 2018",1.657
"Nov. 2, 2018",1.638
"Nov. 1, 2018",1.651
"Oct. 31, 2018",1.653
"Oct. 30, 2018",1.659
"Oct. 29, 2018",1.641
"Oct. 26, 2018",1.619
"Oct. 25, 2018",1.634
"Oct. 24, 2018",1.611
"Oct. 23, 2018",1.586
"Oct. 22, 2018",1.595
"Oct. 19, 2018",1.605
"Oct. 18, 2018",1.597
"Oct. 17, 2018",1.599
"Oct. 16, 2018",1.597
"Oct. 15, 2018",1.582
"Oct. 12, 2018",1.568
"Oct. 11, 2018",1.577
"Oct. 10, 2018",1.597
"Oct. 9, 2018",1.604
"Oct. 8, 2018",1.604
"Oct. 5, 2018",1.603
"Oct. 4, 2018",1.586
"Oct. 3, 2018",1.576
"Oct. 2, 2018",1.585
"Oct. 1, 2018",1.584
"Sept. 30, 2018",1.585
"Sept. 28, 2018",1.624
"Sept. 27, 2018",1.602
"Sept. 26, 2018",1.596
"Sept. 25, 2018",1.599
"Sept. 24, 2018",1.611
"Sept. 21, 2018",1.612
"Sept. 20, 2018",1.615
"Sept. 19, 2018",1.603
"Sept. 18, 2018",1.627
"Sept. 17, 2018",1.624
"Sept. 14, 2018",1.616
"Sept. 13, 2018",1.616
"Sept. 12, 2018",1.609
"Sept. 11, 2018",1.618
"Sept. 10, 2018",1.622
"Sept. 7, 2018",1.635
"Sept. 6, 2018",1.646
"Sept. 5, 2018",1.633
"Sept. 4, 2018",1.626
"Aug. 31, 2018",1.610
"Aug. 30, 2018",1.618
"Aug. 29, 2018",1.613
"Aug. 28, 2018",1.602
"Aug. 27, 2018",1.603
"Aug. 24, 2018",1.611
"Aug. 23, 2018",1.609
"Aug. 22, 2018",1.618
"Aug. 21, 2018",1.626
"Aug. 20, 2018",1.623
"Aug. 17, 2018",1.631
"Aug. 16, 2018",1.630
"Aug. 15, 2018",1.615
"Aug. 14, 2018",1.603
"Aug. 13, 2018",1.597
"Aug. 10, 2018",1.586
"Aug. 9, 2018",1.594
"Aug. 8, 2018",1.584
"Aug. 7, 2018",1.585
"Aug. 6, 2018",1.593
"Aug. 3, 2018",1.608
"Aug. 2, 2018",1.609
"Aug. 1, 2018",1.597
"July 31, 2018",1.606
"July 30, 2018",1.575
"July 27, 2018",1.584
"July 26, 2018",1.600
"July 25, 2018",1.589
"July 24, 2018",1.589
"July 23, 2018",1.589
"July 20, 2018",1.604
"July 19, 2018",1.606
"July 18, 2018",1.584
"July 17, 2018",1.582
"July 16, 2018",1.583
"July 13, 2018",1.586
"July 12, 2018",1.591
"July 11, 2018",1.605
"July 10, 2018",1.598
"July 9, 2018",1.597
"July 6, 2018",1.646
"July 5, 2018",1.626
"July 3, 2018",1.609
"July 2, 2018",1.595
"June 30, 2018",1.571
"June 29, 2018",1.568
"June 28, 2018",1.568
"June 27, 2018",1.556
"June 26, 2018",1.551
"June 25, 2018",1.558
"June 22, 2018",1.548
"June 21, 2018",1.536
"June 20, 2018",1.534
"June 19, 2018",1.536
"June 18, 2018",1.519
"June 15, 2018",1.514
"June 14, 2018",1.505
"June 13, 2018",1.503
"June 12, 2018",1.508
"June 11, 2018",1.501
"June 8, 2018",1.518
"June 7, 2018",1.512
"June 6, 2018",1.511
"June 5, 2018",1.542
"June 4, 2018",1.554
"June 1, 2018",1.555
"May 31, 2018",1.569
"May 30, 2018",1.566
"May 29, 2018",1.552
"May 25, 2018",1.551
"May 24, 2018",1.549
"May 23, 2018",1.539
"May 22, 2018",1.531
"May 21, 2018",1.533
"May 18, 2018",1.513
"May 17, 2018",1.520
"May 16, 2018",1.524
"May 15, 2018",1.536
"May 14, 2018",1.545
"May 11, 2018",1.549
"May 10, 2018",1.562
"May 9, 2018",1.550
"May 8, 2018",1.565
"May 7, 2018",1.592
"May 4, 2018",1.600
"May 3, 2018",1.587
"May 2, 2018",1.583
"May 1, 2018",1.585
"April 30, 2018",1.584
"April 27, 2018",1.593
"April 26, 2018",1.579
"April 25, 2018",1.573
"April 24, 2018",1.577
"April 23, 2018",1.577
"April 20, 2018",1.568
"April 19, 2018",1.568
"April 18, 2018",1.575
"April 17, 2018",1.594
"April 16, 2018",1.582
"April 13, 2018",1.563
"April 12, 2018",1.552
"April 11, 2018",1.574
"April 10, 2018",1.574
"April 9, 2018",1.586
"April 6, 2018",1.587
"April 5, 2018",1.593
"April 4, 2018",1.569
"April 3, 2018",1.580
"April 2, 2018",1.560
"March 31, 2018",1.572
"March 29, 2018",1.593
"March 28, 2018",1.592
"March 27, 2018",1.586
"March 26, 2018",1.569
"March 23, 2018",1.548
"March 22, 2018",1.567
"March 21, 2018",1.569
"March 20, 2018",1.570
"March 19, 2018",1.576
"March 16, 2018",1.582
"March 15, 2018",1.567
"March 14, 2018",1.562
"March 13, 2018",1.563
"March 12, 2018",1.565
"March 9, 2018",1.547
"March 8, 2018",1.530
"March 7, 2018",1.527
"March 6, 2018",1.539
"March 5, 2018",1.556
"March 2, 2018",1.534
"March 1, 2018",1.538
"Feb. 28, 2018",1.533
"Feb. 27, 2018",1.543
"Feb. 26, 2018",1.563
"Feb. 23, 2018",1.568
"Feb. 22, 2018",1.541
"Feb. 21, 2018",1.543
"Feb. 20, 2018",1.549
"Feb. 16, 2018",1.564
"Feb. 15, 2018",1.567
"Feb. 14, 2018",1.518
"Feb. 13, 2018",1.524
"Feb. 12, 2018",1.528
"Feb. 9, 2018",1.516
"Feb. 8, 2018",1.480
"Feb. 7, 2018",1.494
"Feb. 6, 2018",1.497
"Feb. 5, 2018",1.524
"Feb. 2, 2018",1.558
"Feb. 1, 2018",1.570
"Jan. 31, 2018",1.581
"Jan. 30, 2018",1.574
"Jan. 29, 2018",1.583
"Jan. 26, 2018",1.598
"Jan. 25, 2018",1.608
"Jan. 24, 2018",1.594
"Jan. 23, 2018",1.601
"Jan. 22, 2018",1.592
"Jan. 19, 2018",1.595
"Jan. 18, 2018",1.596
"Jan. 17, 2018",1.603
"Jan. 16, 2018",1.585
"Jan. 12, 2018",1.594
"Jan. 11, 2018",1.597
"Jan. 10, 2018",1.602
"Jan. 9, 2018",1.626
"Jan. 8, 2018",1.633
"Jan. 5, 2018",1.618
"Jan. 4, 2018",1.618
"Jan. 3, 2018",1.631
"Jan. 2, 2018",1.643
"Dec. 31, 2017",1.668
"Dec. 29, 2017",1.673
"Dec. 28, 2017",1.68
"Dec. 27, 2017",1.669
"Dec. 26, 2017",1.666
"Dec. 22, 2017",1.680
"Dec. 21, 2017",1.661
"Dec. 20, 2017",1.667
"Dec. 19, 2017",1.680
"Dec. 18, 2017",1.698
"Dec. 15, 2017",1.707
"Dec. 14, 2017",1.697
"Dec. 13, 2017",1.719
"Dec. 12, 2017",1.724
"Dec. 11, 2017",1.747
"Dec. 8, 2017",1.748
"Dec. 7, 2017",1.734
"Dec. 6, 2017",1.739
"Dec. 5, 2017",1.748
"Dec. 4, 2017",1.764
"Dec. 1, 2017",1.757
"Nov. 30, 2017",1.768
"Nov. 29, 2017",1.759
"Nov. 28, 2017",1.741
"Nov. 27, 2017",1.716
