date,enterprise_value
"March 19, 2020",5.856B
"March 18, 2020",6.259B
"March 17, 2020",6.382B
"March 16, 2020",5.741B
"March 13, 2020",6.148B
"March 12, 2020",5.830B
"March 11, 2020",6.455B
"March 10, 2020",6.717B
"March 9, 2020",6.702B
"March 6, 2020",7.038B
"March 5, 2020",6.962B
"March 4, 2020",6.998B
"March 3, 2020",6.709B
"March 2, 2020",6.776B
"Feb. 28, 2020",6.497B
"Feb. 27, 2020",6.829B
"Feb. 26, 2020",7.047B
"Feb. 25, 2020",7.118B
"Feb. 24, 2020",7.238B
"Feb. 21, 2020",7.265B
"Feb. 20, 2020",7.258B
"Feb. 19, 2020",7.267B
"Feb. 18, 2020",7.329B
"Feb. 14, 2020",7.267B
"Feb. 13, 2020",7.227B
"Feb. 12, 2020",7.162B
"Feb. 11, 2020",7.174B
"Feb. 10, 2020",7.183B
"Feb. 7, 2020",7.150B
"Feb. 6, 2020",7.196B
"Feb. 5, 2020",7.202B
"Feb. 4, 2020",7.188B
"Feb. 3, 2020",7.298B
"Jan. 31, 2020",7.279B
"Jan. 30, 2020",7.329B
"Jan. 29, 2020",7.274B
"Jan. 28, 2020",7.254B
"Jan. 27, 2020",7.259B
"Jan. 24, 2020",7.272B
"Jan. 23, 2020",7.234B
"Jan. 22, 2020",7.177B
"Jan. 21, 2020",7.159B
"Jan. 17, 2020",7.125B
"Jan. 16, 2020",7.099B
"Jan. 15, 2020",7.077B
"Jan. 14, 2020",7.017B
"Jan. 13, 2020",7.019B
"Jan. 10, 2020",6.954B
"Jan. 9, 2020",6.938B
"Jan. 8, 2020",6.902B
"Jan. 7, 2020",6.925B
"Jan. 6, 2020",6.947B
"Jan. 3, 2020",6.947B
"Jan. 2, 2020",6.945B
"Dec. 31, 2019",7.008B
"Dec. 30, 2019",6.965B
"Dec. 27, 2019",6.954B
"Dec. 26, 2019",6.933B
"Dec. 24, 2019",6.924B
"Dec. 23, 2019",6.927B
"Dec. 20, 2019",7.025B
"Dec. 19, 2019",7.005B
"Dec. 18, 2019",7.009B
"Dec. 17, 2019",6.966B
"Dec. 16, 2019",6.956B
"Dec. 13, 2019",6.893B
"Dec. 12, 2019",6.886B
"Dec. 11, 2019",6.912B
"Dec. 10, 2019",6.886B
"Dec. 9, 2019",6.847B
"Dec. 6, 2019",6.854B
"Dec. 5, 2019",6.858B
"Dec. 4, 2019",6.847B
"Dec. 3, 2019",6.828B
"Dec. 2, 2019",6.820B
"Nov. 29, 2019",6.876B
"Nov. 27, 2019",6.932B
"Nov. 26, 2019",6.886B
"Nov. 25, 2019",6.856B
"Nov. 22, 2019",6.906B
"Nov. 21, 2019",6.852B
"Nov. 20, 2019",6.911B
"Nov. 19, 2019",6.811B
"Nov. 18, 2019",6.792B
"Nov. 15, 2019",6.840B
"Nov. 14, 2019",6.838B
"Nov. 13, 2019",6.837B
"Nov. 12, 2019",6.739B
"Nov. 11, 2019",6.726B
"Nov. 8, 2019",6.765B
"Nov. 7, 2019",6.784B
"Nov. 6, 2019",6.886B
"Nov. 5, 2019",6.893B
"Nov. 4, 2019",6.942B
"Nov. 1, 2019",7.026B
"Oct. 31, 2019",7.006B
"Oct. 30, 2019",7.071B
"Oct. 29, 2019",7.012B
"Oct. 28, 2019",6.964B
"Oct. 25, 2019",7.021B
"Oct. 24, 2019",7.075B
"Oct. 23, 2019",7.084B
"Oct. 22, 2019",7.080B
"Oct. 21, 2019",7.093B
"Oct. 18, 2019",7.105B
