date,operating_pe_ratio
"March 19, 2020",14.76
"March 18, 2020",16.16
"March 17, 2020",16.59
"March 16, 2020",14.36
"March 13, 2020",15.78
"March 12, 2020",14.67
"March 11, 2020",16.85
"March 10, 2020",17.76
"March 9, 2020",17.71
"March 6, 2020",18.89
"March 5, 2020",18.62
"March 4, 2020",18.74
"March 3, 2020",17.74
"March 2, 2020",17.97
"Feb. 28, 2020",17.00
"Feb. 27, 2020",18.15
"Feb. 26, 2020",18.92
"Feb. 25, 2020",19.16
"Feb. 24, 2020",19.58
"Feb. 21, 2020",19.68
"Feb. 20, 2020",19.65
"Feb. 19, 2020",19.68
"Feb. 18, 2020",19.90
"Feb. 14, 2020",19.68
"Feb. 13, 2020",19.55
"Feb. 12, 2020",19.32
"Feb. 11, 2020",19.36
"Feb. 10, 2020",19.40
"Feb. 7, 2020",19.28
"Feb. 6, 2020",19.44
"Feb. 5, 2020",19.46
"Feb. 4, 2020",19.41
"Feb. 3, 2020",19.79
"Jan. 31, 2020",19.73
"Jan. 30, 2020",19.91
"Jan. 29, 2020",19.71
"Jan. 28, 2020",19.64
"Jan. 27, 2020",19.66
"Jan. 24, 2020",19.70
"Jan. 23, 2020",19.57
"Jan. 22, 2020",19.37
"Jan. 21, 2020",19.31
"Jan. 17, 2020",19.19
"Jan. 16, 2020",19.10
"Jan. 15, 2020",19.02
"Jan. 14, 2020",18.82
"Jan. 13, 2020",18.82
"Jan. 10, 2020",18.60
"Jan. 9, 2020",18.54
"Jan. 8, 2020",18.41
"Jan. 7, 2020",18.49
"Jan. 6, 2020",18.57
"Jan. 3, 2020",18.57
"Jan. 2, 2020",18.57
"Dec. 31, 2019",18.78
"Dec. 30, 2019",19.52
"Dec. 27, 2019",19.48
"Dec. 26, 2019",19.40
"Dec. 24, 2019",19.37
"Dec. 23, 2019",19.38
"Dec. 20, 2019",19.74
"Dec. 19, 2019",19.66
"Dec. 18, 2019",19.67
"Dec. 17, 2019",19.52
"Dec. 16, 2019",19.48
"Dec. 13, 2019",19.25
"Dec. 12, 2019",19.23
"Dec. 11, 2019",19.33
"Dec. 10, 2019",19.23
"Dec. 9, 2019",19.09
"Dec. 6, 2019",19.11
"Dec. 5, 2019",19.13
"Dec. 4, 2019",19.09
"Dec. 3, 2019",19.02
"Dec. 2, 2019",18.99
"Nov. 29, 2019",19.19
"Nov. 27, 2019",19.40
"Nov. 26, 2019",19.23
"Nov. 25, 2019",19.12
"Nov. 22, 2019",19.30
"Nov. 21, 2019",19.11
"Nov. 20, 2019",19.32
"Nov. 19, 2019",18.96
