date,earning_yield
"March 19, 2020",4.66%
"March 18, 2020",4.40%
"March 17, 2020",4.31%
"March 16, 2020",5.08%
"March 13, 2020",4.40%
"March 12, 2020",4.63%
"March 11, 2020",4.14%
"March 10, 2020",4.06%
"March 9, 2020",4.11%
"March 6, 2020",3.92%
"March 5, 2020",3.89%
"March 4, 2020",3.85%
"March 3, 2020",4.03%
"March 2, 2020",3.97%
"Feb. 28, 2020",4.24%
"Feb. 27, 2020",4.11%
"Feb. 26, 2020",3.93%
"Feb. 25, 2020",4.01%
"Feb. 24, 2020",3.95%
"Feb. 21, 2020",3.93%
"Feb. 20, 2020",3.91%
"Feb. 19, 2020",3.90%
"Feb. 18, 2020",3.86%
"Feb. 14, 2020",3.86%
"Feb. 13, 2020",3.91%
"Feb. 12, 2020",3.96%
"Feb. 11, 2020",3.98%
"Feb. 10, 2020",3.99%
"Feb. 7, 2020",4.01%
"Feb. 6, 2020",4.03%
"Feb. 5, 2020",4.05%
"Feb. 4, 2020",4.07%
"Feb. 3, 2020",4.05%
"Jan. 31, 2020",4.08%
"Jan. 30, 2020",4.09%
"Jan. 29, 2020",4.13%
"Jan. 28, 2020",4.17%
"Jan. 27, 2020",4.18%
"Jan. 24, 2020",4.17%
"Jan. 23, 2020",4.17%
"Jan. 22, 2020",4.19%
"Jan. 21, 2020",4.19%
"Jan. 17, 2020",4.20%
"Jan. 16, 2020",4.23%
"Jan. 15, 2020",4.28%
"Jan. 14, 2020",4.32%
"Jan. 13, 2020",4.32%
"Jan. 10, 2020",4.35%
"Jan. 9, 2020",4.37%
"Jan. 8, 2020",4.39%
"Jan. 7, 2020",4.38%
"Jan. 6, 2020",4.40%
"Jan. 3, 2020",4.40%
"Jan. 2, 2020",4.40%
"Dec. 31, 2019",4.36%
"Dec. 30, 2019",4.24%
"Dec. 27, 2019",4.26%
"Dec. 26, 2019",4.30%
"Dec. 24, 2019",4.29%
"Dec. 23, 2019",4.30%
"Dec. 20, 2019",4.24%
"Dec. 19, 2019",4.31%
"Dec. 18, 2019",4.27%
"Dec. 17, 2019",4.30%
"Dec. 16, 2019",4.29%
"Dec. 13, 2019",4.33%
"Dec. 12, 2019",4.35%
"Dec. 11, 2019",4.34%
"Dec. 10, 2019",4.36%
"Dec. 9, 2019",4.34%
"Dec. 6, 2019",4.32%
"Dec. 5, 2019",4.33%
