date,operating_earning_yield
"March 19, 2020",7.13%
"March 18, 2020",6.73%
"March 17, 2020",6.60%
"March 16, 2020",7.77%
"March 13, 2020",6.73%
"March 12, 2020",7.08%
"March 11, 2020",6.34%
"March 10, 2020",6.21%
"March 9, 2020",6.28%
"March 6, 2020",6.01%
"March 5, 2020",5.96%
"March 4, 2020",5.89%
"March 3, 2020",6.17%
"March 2, 2020",6.07%
"Feb. 28, 2020",6.49%
"Feb. 27, 2020",6.29%
"Feb. 26, 2020",6.02%
"Feb. 25, 2020",6.14%
"Feb. 24, 2020",6.04%
"Feb. 21, 2020",6.01%
"Feb. 20, 2020",5.99%
"Feb. 19, 2020",5.97%
"Feb. 18, 2020",5.91%
"Feb. 14, 2020",5.91%
"Feb. 13, 2020",5.98%
"Feb. 12, 2020",6.06%
"Feb. 11, 2020",6.08%
"Feb. 10, 2020",6.10%
"Feb. 7, 2020",6.13%
"Feb. 6, 2020",6.16%
"Feb. 5, 2020",6.20%
"Feb. 4, 2020",6.23%
"Feb. 3, 2020",6.20%
"Jan. 31, 2020",6.25%
"Jan. 30, 2020",6.26%
"Jan. 29, 2020",6.33%
"Jan. 28, 2020",6.38%
"Jan. 27, 2020",6.40%
"Jan. 24, 2020",6.38%
"Jan. 23, 2020",6.38%
"Jan. 22, 2020",6.42%
"Jan. 21, 2020",6.41%
"Jan. 17, 2020",6.43%
"Jan. 16, 2020",6.47%
"Jan. 15, 2020",6.56%
"Jan. 14, 2020",6.61%
"Jan. 13, 2020",6.60%
"Jan. 10, 2020",6.66%
"Jan. 9, 2020",6.69%
"Jan. 8, 2020",6.72%
"Jan. 7, 2020",6.71%
"Jan. 6, 2020",6.73%
"Jan. 3, 2020",6.74%
"Jan. 2, 2020",6.74%
"Dec. 31, 2019",6.68%
"Dec. 30, 2019",6.63%
"Dec. 27, 2019",6.66%
"Dec. 26, 2019",6.71%
"Dec. 24, 2019",6.70%
"Dec. 23, 2019",6.71%
"Dec. 20, 2019",6.63%
"Dec. 19, 2019",6.73%
"Dec. 18, 2019",6.68%
"Dec. 17, 2019",6.72%
"Dec. 16, 2019",6.70%
"Dec. 13, 2019",6.77%
"Dec. 12, 2019",6.80%
"Dec. 11, 2019",6.78%
"Dec. 10, 2019",6.81%
"Dec. 9, 2019",6.78%
"Dec. 6, 2019",6.75%
"Dec. 5, 2019",6.76%
"Dec. 4, 2019",6.83%
"Dec. 3, 2019",6.88%
"Dec. 2, 2019",6.89%
"Nov. 29, 2019",6.83%
"Nov. 27, 2019",6.85%
"Nov. 26, 2019",6.85%
"Nov. 25, 2019",6.85%
"Nov. 22, 2019",6.78%
"Nov. 21, 2019",6.75%
"Nov. 20, 2019",6.73%
"Nov. 19, 2019",6.73%
"Nov. 18, 2019",6.71%
"Nov. 15, 2019",6.63%
"Nov. 14, 2019",6.64%
"Nov. 13, 2019",6.72%
"Nov. 12, 2019",6.84%
"Nov. 11, 2019",6.85%
"Nov. 8, 2019",6.88%
"Nov. 7, 2019",6.80%
"Nov. 6, 2019",6.72%
"Nov. 5, 2019",6.77%
"Nov. 4, 2019",6.67%
"Nov. 1, 2019",6.56%
"Oct. 31, 2019",6.54%
"Oct. 30, 2019",6.55%
"Oct. 29, 2019",6.64%
"Oct. 28, 2019",6.70%
"Oct. 25, 2019",6.63%
"Oct. 24, 2019",6.55%
"Oct. 23, 2019",6.59%
"Oct. 22, 2019",6.59%
"Oct. 21, 2019",6.62%
"Oct. 18, 2019",6.63%
"Oct. 17, 2019",6.70%
"Oct. 16, 2019",6.71%
"Oct. 15, 2019",6.70%
"Oct. 14, 2019",6.66%
"Oct. 11, 2019",6.59%
"Oct. 10, 2019",6.61%
"Oct. 9, 2019",6.57%
"Oct. 8, 2019",6.56%
"Oct. 7, 2019",6.43%
"Oct. 4, 2019",6.38%
"Oct. 3, 2019",6.47%
"Oct. 2, 2019",6.45%
"Oct. 1, 2019",6.37%
"Sept. 30, 2019",6.34%
"Sept. 27, 2019",6.42%
"Sept. 26, 2019",6.39%
"Sept. 25, 2019",6.40%
"Sept. 24, 2019",6.46%
"Sept. 23, 2019",6.50%
"Sept. 20, 2019",6.50%
"Sept. 19, 2019",6.53%
"Sept. 18, 2019",6.55%
"Sept. 17, 2019",6.62%
"Sept. 16, 2019",6.66%
"Sept. 13, 2019",6.71%
"Sept. 12, 2019",6.71%
"Sept. 11, 2019",6.87%
"Sept. 10, 2019",6.92%
"Sept. 9, 2019",6.83%
"Sept. 6, 2019",6.74%
"Sept. 5, 2019",6.66%
"Sept. 4, 2019",6.54%
"Sept. 3, 2019",6.54%
"Aug. 30, 2019",6.66%
"Aug. 29, 2019",6.66%
"Aug. 28, 2019",6.78%
"Aug. 27, 2019",6.78%
"Aug. 26, 2019",6.77%
"Aug. 23, 2019",6.82%
"Aug. 22, 2019",6.69%
"Aug. 21, 2019",6.68%
"Aug. 20, 2019",6.70%
"Aug. 19, 2019",6.67%
"Aug. 16, 2019",6.70%
"Aug. 15, 2019",6.78%
"Aug. 14, 2019",6.83%
"Aug. 13, 2019",6.71%
"Aug. 12, 2019",6.70%
"Aug. 9, 2019",6.70%
"Aug. 8, 2019",6.73%
"Aug. 7, 2019",6.83%
"Aug. 6, 2019",6.85%
"Aug. 5, 2019",6.84%
