date,ev_ebitda
"March 19, 2020",1.977
"March 18, 2020",1.784
"March 17, 2020",2.020
"March 16, 2020",2.009
"March 13, 2020",2.359
"March 12, 2020",2.149
"March 11, 2020",2.436
"March 10, 2020",2.590
"March 9, 2020",2.536
"March 6, 2020",3.279
"March 5, 2020",3.435
"March 4, 2020",3.549
"March 3, 2020",3.463
"March 2, 2020",3.536
"Feb. 28, 2020",3.482
"Feb. 27, 2020",3.397
"Feb. 26, 2020",3.664
"Feb. 25, 2020",3.839
"Feb. 24, 2020",4.008
"Feb. 21, 2020",4.143
"Feb. 20, 2020",4.172
"Feb. 19, 2020",4.198
"Feb. 18, 2020",4.134
"Feb. 14, 2020",4.155
"Feb. 13, 2020",4.168
"Feb. 12, 2020",4.230
"Feb. 11, 2020",4.161
"Feb. 10, 2020",4.106
"Feb. 7, 2020",4.114
"Feb. 6, 2020",4.141
"Feb. 5, 2020",4.166
"Feb. 4, 2020",4.015
"Feb. 3, 2020",4.192
"Jan. 31, 2020",4.209
"Jan. 30, 2020",4.319
"Jan. 29, 2020",4.292
"Jan. 28, 2020",4.338
"Jan. 27, 2020",4.329
"Jan. 24, 2020",4.433
"Jan. 23, 2020",4.468
"Jan. 22, 2020",4.459
"Jan. 21, 2020",4.527
"Jan. 17, 2020",4.596
"Jan. 16, 2020",4.596
"Jan. 15, 2020",4.591
"Jan. 14, 2020",4.600
"Jan. 13, 2020",4.600
"Jan. 10, 2020",4.619
"Jan. 9, 2020",4.662
"Jan. 8, 2020",4.587
"Jan. 7, 2020",4.689
"Jan. 6, 2020",4.689
"Jan. 3, 2020",4.637
"Jan. 2, 2020",4.621
"Dec. 31, 2019",4.593
"Dec. 30, 2019",4.239
"Dec. 27, 2019",4.262
"Dec. 26, 2019",4.263
"Dec. 24, 2019",4.243
"Dec. 23, 2019",4.238
"Dec. 20, 2019",4.185
"Dec. 19, 2019",4.152
"Dec. 18, 2019",4.153
"Dec. 17, 2019",4.172
"Dec. 16, 2019",4.129
"Dec. 13, 2019",4.122
"Dec. 12, 2019",4.115
"Dec. 11, 2019",4.060
"Dec. 10, 2019",4.064
"Dec. 9, 2019",4.069
"Dec. 6, 2019",4.077
"Dec. 5, 2019",3.947
"Dec. 4, 2019",3.995
"Dec. 3, 2019",3.888
"Dec. 2, 2019",3.979
"Nov. 29, 2019",3.953
"Nov. 27, 2019",3.977
"Nov. 26, 2019",3.963
"Nov. 25, 2019",4.021
"Nov. 22, 2019",3.950
"Nov. 21, 2019",3.969
"Nov. 20, 2019",3.917
"Nov. 19, 2019",3.783
"Nov. 18, 2019",3.754
"Nov. 15, 2019",3.849
"Nov. 14, 2019",3.788
"Nov. 13, 2019",3.807
"Nov. 12, 2019",3.848
"Nov. 11, 2019",3.890
"Nov. 8, 2019",3.905
"Nov. 7, 2019",3.928
"Nov. 6, 2019",3.811
"Nov. 5, 2019",3.865
"Nov. 4, 2019",3.834
"Nov. 1, 2019",3.782
"Oct. 31, 2019",3.662
"Oct. 30, 2019",3.652
"Oct. 29, 2019",3.778
"Oct. 28, 2019",3.692
"Oct. 25, 2019",3.733
"Oct. 24, 2019",3.721
"Oct. 23, 2019",3.726
"Oct. 22, 2019",3.744
"Oct. 21, 2019",3.709
"Oct. 18, 2019",3.586
"Oct. 17, 2019",3.621
"Oct. 16, 2019",3.626
"Oct. 15, 2019",3.708
"Oct. 14, 2019",3.719
"Oct. 11, 2019",3.738
"Oct. 10, 2019",3.704
"Oct. 9, 2019",3.646
"Oct. 8, 2019",3.582
"Oct. 7, 2019",3.625
"Oct. 4, 2019",3.558
"Oct. 3, 2019",3.568
"Oct. 2, 2019",3.532
"Oct. 1, 2019",3.659
"Sept. 30, 2019",3.771
"Sept. 27, 2019",4.107
"Sept. 26, 2019",4.093
"Sept. 25, 2019",4.209
"Sept. 24, 2019",4.197
"Sept. 23, 2019",4.254
"Sept. 20, 2019",4.295
"Sept. 19, 2019",4.240
"Sept. 18, 2019",4.243
"Sept. 17, 2019",4.321
"Sept. 16, 2019",4.405
"Sept. 13, 2019",4.071
