date,ytd_return
"March 19, 2020",-60.65%
"March 18, 2020",-65.14%
"March 17, 2020",-59.63%
"March 16, 2020",-59.90%
"March 13, 2020",-51.75%
"March 12, 2020",-56.64%
"March 11, 2020",-49.93%
"March 10, 2020",-46.36%
"March 9, 2020",-47.61%
"March 6, 2020",-30.29%
"March 5, 2020",-26.65%
"March 4, 2020",-23.99%
"March 3, 2020",-26.00%
"March 2, 2020",-24.30%
"Feb. 28, 2020",-25.54%
"Feb. 27, 2020",-27.53%
"Feb. 26, 2020",-21.31%
"Feb. 25, 2020",-17.22%
"Feb. 24, 2020",-13.30%
"Feb. 21, 2020",-10.13%
"Feb. 20, 2020",-9.46%
"Feb. 19, 2020",-8.87%
"Feb. 18, 2020",-10.35%
"Feb. 14, 2020",-9.86%
"Feb. 13, 2020",-9.55%
"Feb. 12, 2020",-8.10%
"Feb. 11, 2020",-9.72%
"Feb. 10, 2020",-11.01%
"Feb. 7, 2020",-10.83%
"Feb. 6, 2020",-10.18%
"Feb. 5, 2020",-9.61%
"Feb. 4, 2020",-13.13%
"Feb. 3, 2020",-9.00%
"Jan. 31, 2020",-8.61%
"Jan. 30, 2020",-6.37%
"Jan. 29, 2020",-6.98%
"Jan. 28, 2020",-5.92%
"Jan. 27, 2020",-6.14%
"Jan. 24, 2020",-3.71%
"Jan. 23, 2020",-2.91%
"Jan. 22, 2020",-3.11%
"Jan. 21, 2020",-1.54%
"Jan. 17, 2020",0.06%
"Jan. 16, 2020",0.06%
"Jan. 15, 2020",-0.05%
"Jan. 14, 2020",0.17%
"Jan. 13, 2020",0.15%
"Jan. 10, 2020",0.60%
"Jan. 9, 2020",1.60%
"Jan. 8, 2020",-0.14%
"Jan. 7, 2020",2.23%
"Jan. 6, 2020",2.23%
"Jan. 3, 2020",1.03%
"Jan. 2, 2020",0.66%
"Dec. 31, 2019",4.30%
"Dec. 30, 2019",3.62%
"Dec. 27, 2019",4.22%
"Dec. 26, 2019",4.25%
"Dec. 24, 2019",3.72%
"Dec. 23, 2019",3.61%
"Dec. 20, 2019",2.20%
"Dec. 19, 2019",1.35%
"Dec. 18, 2019",1.36%
"Dec. 17, 2019",1.88%
"Dec. 16, 2019",0.75%
"Dec. 13, 2019",0.56%
"Dec. 12, 2019",0.38%
"Dec. 11, 2019",-1.07%
"Dec. 10, 2019",-0.95%
"Dec. 9, 2019",-0.83%
"Dec. 6, 2019",-0.61%
"Dec. 5, 2019",-4.03%
"Dec. 4, 2019",-2.76%
"Dec. 3, 2019",-5.55%
"Dec. 2, 2019",-3.18%
"Nov. 29, 2019",-3.87%
"Nov. 27, 2019",-3.22%
"Nov. 26, 2019",-3.59%
"Nov. 25, 2019",-2.08%
"Nov. 22, 2019",-3.93%
"Nov. 21, 2019",-3.43%
"Nov. 20, 2019",-4.80%
"Nov. 19, 2019",-8.31%
"Nov. 18, 2019",-9.06%
"Nov. 15, 2019",-6.58%
"Nov. 14, 2019",-8.18%
"Nov. 13, 2019",-7.68%
"Nov. 12, 2019",-6.61%
"Nov. 11, 2019",-5.52%
"Nov. 8, 2019",-5.12%
"Nov. 7, 2019",-4.51%
"Nov. 6, 2019",-7.57%
"Nov. 5, 2019",-6.16%
"Nov. 4, 2019",-6.98%
"Nov. 1, 2019",-8.34%
"Oct. 31, 2019",-11.47%
"Oct. 30, 2019",-11.72%
"Oct. 29, 2019",-8.44%
"Oct. 28, 2019",-10.70%
"Oct. 25, 2019",-9.62%
"Oct. 24, 2019",-9.93%
"Oct. 23, 2019",-9.78%
"Oct. 22, 2019",-9.32%
"Oct. 21, 2019",-10.25%
"Oct. 18, 2019",-13.47%
"Oct. 17, 2019",-12.54%
"Oct. 16, 2019",-12.41%
"Oct. 15, 2019",-10.26%
"Oct. 14, 2019",-9.98%
"Oct. 11, 2019",-9.49%
"Oct. 10, 2019",-10.38%
"Oct. 9, 2019",-11.88%
"Oct. 8, 2019",-13.55%
"Oct. 7, 2019",-12.43%
"Oct. 4, 2019",-14.19%
"Oct. 3, 2019",-13.94%
"Oct. 2, 2019",-14.88%
"Oct. 1, 2019",-11.55%
"Sept. 30, 2019",-8.61%
"Sept. 27, 2019",-7.14%
"Sept. 26, 2019",-7.49%
"Sept. 25, 2019",-4.60%
"Sept. 24, 2019",-4.89%
"Sept. 23, 2019",-3.48%
"Sept. 20, 2019",-2.45%
"Sept. 19, 2019",-3.82%
"Sept. 18, 2019",-3.75%
"Sept. 17, 2019",-1.81%
"Sept. 16, 2019",0.29%
"Sept. 13, 2019",-8.04%
"Sept. 12, 2019",-9.62%
"Sept. 11, 2019",-8.26%
"Sept. 10, 2019",-9.67%
"Sept. 9, 2019",-11.84%
"Sept. 6, 2019",-13.99%
"Sept. 5, 2019",-14.29%
"Sept. 4, 2019",-14.51%
"Sept. 3, 2019",-16.54%
"Aug. 30, 2019",-16.31%
"Aug. 29, 2019",-16.13%
"Aug. 28, 2019",-16.68%
"Aug. 27, 2019",-18.24%
"Aug. 26, 2019",-17.61%
"Aug. 23, 2019",-19.13%
"Aug. 22, 2019",-16.18%
"Aug. 21, 2019",-15.59%
"Aug. 20, 2019",-15.46%
"Aug. 19, 2019",-13.49%
"Aug. 16, 2019",-17.45%
"Aug. 15, 2019",-18.35%
"Aug. 14, 2019",-16.95%
"Aug. 13, 2019",-13.60%
"Aug. 12, 2019",-14.80%
"Aug. 9, 2019",-13.38%
"Aug. 8, 2019",-11.68%
"Aug. 7, 2019",-14.48%
"Aug. 6, 2019",-13.02%
"Aug. 5, 2019",-12.30%
"Aug. 2, 2019",-9.43%
"Aug. 1, 2019",-5.69%
"July 31, 2019",-5.24%
"July 30, 2019",-4.55%
"July 29, 2019",-6.67%
"July 26, 2019",-5.77%
"July 25, 2019",-5.31%
"July 24, 2019",-3.64%
"July 23, 2019",-3.32%
"July 22, 2019",-3.06%
"July 19, 2019",-3.24%
"July 18, 2019",-3.26%
"July 17, 2019",-4.12%
"July 16, 2019",-4.17%
"July 15, 2019",-2.73%
"July 12, 2019",-0.95%
"July 11, 2019",-1.43%
"July 10, 2019",-1.83%
"July 9, 2019",-3.95%
"July 8, 2019",-3.95%
"July 5, 2019",-3.93%
"July 3, 2019",-2.97%
"July 2, 2019",-3.61%
"July 1, 2019",-0.16%
"June 28, 2019",-2.17%
"June 27, 2019",-1.73%
"June 26, 2019",0.64%
"June 25, 2019",-4.14%
"June 24, 2019",-2.94%
"June 21, 2019",-3.24%
"June 20, 2019",-2.65%
"June 19, 2019",-4.33%
"June 18, 2019",-4.04%
"June 17, 2019",-5.36%
"June 14, 2019",-5.66%
"June 13, 2019",-5.28%
"June 12, 2019",-6.09%
"June 11, 2019",-5.81%
"June 10, 2019",-4.96%
"June 7, 2019",-5.44%
"June 6, 2019",-6.66%
"June 5, 2019",-8.45%
"June 4, 2019",-5.21%
"June 3, 2019",-4.70%
"May 31, 2019",-5.44%
"May 30, 2019",-5.45%
"May 29, 2019",-3.54%
"May 28, 2019",-3.69%
"May 24, 2019",-3.96%
"May 23, 2019",-4.57%
"May 22, 2019",1.12%
"May 21, 2019",2.04%
"May 20, 2019",0.16%
"May 17, 2019",-0.40%
"May 16, 2019",0.35%
"May 15, 2019",-0.50%
"May 14, 2019",-0.05%
"May 13, 2019",-1.86%
"May 10, 2019",-0.69%
"May 9, 2019",-1.30%
"May 8, 2019",-1.48%
"May 7, 2019",-2.17%
"May 6, 2019",-0.75%
"May 3, 2019",-0.55%
"May 2, 2019",-1.70%
"May 1, 2019",0.51%
"April 30, 2019",1.24%
"April 29, 2019",0.48%
"April 26, 2019",0.69%
"April 25, 2019",2.60%
"April 24, 2019",3.77%
"April 23, 2019",6.58%
"April 22, 2019",7.39%
"April 18, 2019",5.69%
"April 17, 2019",5.50%
"April 16, 2019",5.60%
"April 15, 2019",6.40%
"April 12, 2019",8.05%
"April 11, 2019",6.45%
"April 10, 2019",7.41%
"April 9, 2019",5.37%
"April 8, 2019",6.74%
"April 5, 2019",6.05%
"April 4, 2019",4.51%
"April 3, 2019",5.07%
"April 2, 2019",6.42%
"April 1, 2019",8.56%
"March 29, 2019",7.04%
"March 28, 2019",8.07%
"March 27, 2019",8.92%
"March 26, 2019",9.96%
"March 25, 2019",7.57%
"March 22, 2019",5.97%
"March 21, 2019",9.29%
"March 20, 2019",8.32%
"March 19, 2019",8.02%
"March 18, 2019",8.44%
"March 15, 2019",8.40%
"March 14, 2019",7.49%
"March 13, 2019",8.02%
"March 12, 2019",5.26%
"March 11, 2019",5.65%
"March 8, 2019",4.94%
"March 7, 2019",8.98%
"March 6, 2019",9.53%
"March 5, 2019",10.68%
"March 4, 2019",12.11%
"March 1, 2019",10.55%
"Feb. 28, 2019",8.82%
"Feb. 27, 2019",11.02%
"Feb. 26, 2019",10.54%
"Feb. 25, 2019",11.07%
"Feb. 22, 2019",12.22%
"Feb. 21, 2019",12.65%
"Feb. 20, 2019",13.31%
"Feb. 19, 2019",11.45%
"Feb. 15, 2019",12.56%
"Feb. 14, 2019",10.83%
"Feb. 13, 2019",8.71%
"Feb. 12, 2019",8.18%
"Feb. 11, 2019",7.04%
"Feb. 8, 2019",6.27%
"Feb. 7, 2019",8.23%
"Feb. 6, 2019",10.84%
"Feb. 5, 2019",11.08%
"Feb. 4, 2019",12.16%
"Feb. 1, 2019",10.15%
"Jan. 31, 2019",8.56%
"Jan. 30, 2019",5.36%
"Jan. 29, 2019",4.73%
"Jan. 28, 2019",4.81%
"Jan. 25, 2019",7.44%
"Jan. 24, 2019",6.05%
"Jan. 23, 2019",5.63%
"Jan. 22, 2019",5.45%
"Jan. 18, 2019",8.90%
"Jan. 17, 2019",7.55%
"Jan. 16, 2019",5.31%
"Jan. 15, 2019",5.90%
"Jan. 14, 2019",5.23%
"Jan. 11, 2019",6.48%
"Jan. 10, 2019",8.97%
"Jan. 9, 2019",6.58%
"Jan. 8, 2019",3.16%
"Jan. 7, 2019",1.80%
"Jan. 4, 2019",2.25%
"Jan. 3, 2019",-0.27%
"Jan. 2, 2019",1.65%
"Dec. 31, 2018",13.59%
"Dec. 28, 2018",12.35%
"Dec. 27, 2018",13.37%
"Dec. 26, 2018",12.04%
"Dec. 24, 2018",3.86%
"Dec. 21, 2018",8.95%
"Dec. 20, 2018",9.31%
"Dec. 19, 2018",11.64%
"Dec. 18, 2018",12.79%
"Dec. 17, 2018",14.99%
"Dec. 14, 2018",17.60%
"Dec. 13, 2018",20.48%
"Dec. 12, 2018",18.91%
"Dec. 11, 2018",19.22%
"Dec. 10, 2018",18.78%
"Dec. 7, 2018",20.08%
"Dec. 6, 2018",21.35%
"Dec. 4, 2018",21.92%
"Dec. 3, 2018",25.91%
"Nov. 30, 2018",20.57%
"Nov. 29, 2018",21.83%
"Nov. 28, 2018",20.88%
"Nov. 27, 2018",18.93%
"Nov. 26, 2018",17.87%
"Nov. 23, 2018",16.23%
"Nov. 21, 2018",19.29%
"Nov. 20, 2018",16.58%
"Nov. 19, 2018",21.04%
"Nov. 16, 2018",20.46%
"Nov. 15, 2018",18.80%
"Nov. 14, 2018",16.82%
"Nov. 13, 2018",16.09%
"Nov. 12, 2018",18.67%
"Nov. 9, 2018",21.57%
"Nov. 8, 2018",21.90%
"Nov. 7, 2018",27.58%
"Nov. 6, 2018",26.62%
"Nov. 5, 2018",25.76%
"Nov. 2, 2018",23.59%
"Nov. 1, 2018",26.76%
"Oct. 31, 2018",27.35%
"Oct. 30, 2018",26.65%
"Oct. 29, 2018",22.70%
"Oct. 26, 2018",24.76%
"Oct. 25, 2018",23.92%
"Oct. 24, 2018",19.68%
"Oct. 23, 2018",26.11%
"Oct. 22, 2018",31.26%
"Oct. 19, 2018",32.06%
"Oct. 18, 2018",32.25%
"Oct. 17, 2018",32.05%
"Oct. 16, 2018",34.45%
"Oct. 15, 2018",33.49%
"Oct. 12, 2018",34.51%
"Oct. 11, 2018",32.61%
"Oct. 10, 2018",36.80%
"Oct. 9, 2018",44.65%
"Oct. 8, 2018",42.61%
"Oct. 5, 2018",42.81%
"Oct. 4, 2018",42.61%
"Oct. 3, 2018",43.14%
"Oct. 2, 2018",42.61%
"Oct. 1, 2018",45.55%
"Sept. 28, 2018",41.01%
"Sept. 27, 2018",41.23%
"Sept. 26, 2018",40.79%
"Sept. 25, 2018",42.30%
"Sept. 24, 2018",40.39%
"Sept. 21, 2018",38.97%
"Sept. 20, 2018",37.29%
"Sept. 19, 2018",37.60%
"Sept. 18, 2018",36.71%
"Sept. 17, 2018",35.25%
"Sept. 14, 2018",33.90%
"Sept. 13, 2018",32.17%
"Sept. 12, 2018",31.12%
"Sept. 11, 2018",30.21%
"Sept. 10, 2018",29.62%
"Sept. 7, 2018",27.93%
"Sept. 6, 2018",28.51%
"Sept. 5, 2018",32.99%
"Sept. 4, 2018",33.19%
