date,Open,High,Low,Close,Volume
"March 19, 2020",23.13,25.99,21.00,25.59,14.99M
"March 18, 2020",24.25,25.60,20.84,22.67,17.04M
"March 17, 2020",26.36,26.85,24.39,26.25,18.69M
"March 16, 2020",27.49,31.15,25.91,26.08,13.77M
"March 13, 2020",30.60,31.74,27.58,31.38,17.51M
"March 12, 2020",30.34,31.41,27.82,28.20,16.58M
"March 11, 2020",33.59,33.94,31.51,32.56,18.46M
"March 10, 2020",36.64,37.42,33.00,34.88,20.33M
"March 9, 2020",33.95,36.20,32.00,34.07,29.83M
"March 6, 2020",45.98,46.49,44.68,45.33,14.50M
"March 5, 2020",47.98,48.64,46.78,47.70,9.604M
"March 4, 2020",48.75,49.55,47.74,49.43,8.925M
"March 3, 2020",49.53,51.49,47.45,48.12,11.79M
"March 2, 2020",49.32,49.38,46.88,49.23,10.67M
"Feb. 28, 2020",45.42,48.44,45.12,48.42,16.56M
"Feb. 27, 2020",49.60,49.61,47.13,47.13,14.68M
"Feb. 26, 2020",54.02,54.25,51.11,51.17,11.65M
"Feb. 25, 2020",56.52,56.68,53.54,53.83,10.45M
"Feb. 24, 2020",56.15,56.94,55.99,56.38,10.35M
"Feb. 21, 2020",58.32,58.60,57.77,58.44,5.216M
"Feb. 20, 2020",59.25,59.55,58.58,58.88,5.755M
"Feb. 19, 2020",58.75,59.36,58.68,59.26,5.267M
"Feb. 18, 2020",58.41,58.57,57.71,58.30,3.938M
"Feb. 14, 2020",58.87,59.10,58.18,58.62,4.205M
"Feb. 13, 2020",59.09,59.45,58.60,58.82,5.996M
"Feb. 12, 2020",59.90,61.15,59.54,59.76,5.907M
"Feb. 11, 2020",58.85,59.01,58.21,58.71,6.143M
"Feb. 10, 2020",57.46,58.14,57.21,57.87,6.756M
"Feb. 7, 2020",57.81,58.37,57.56,57.99,5.082M
"Feb. 6, 2020",59.07,59.07,57.93,58.41,5.902M
"Feb. 5, 2020",57.28,58.95,56.82,58.78,12.89M
"Feb. 4, 2020",58.93,59.82,56.43,56.49,13.40M
"Feb. 3, 2020",59.41,60.34,58.86,59.18,7.016M
"Jan. 31, 2020",60.00,60.41,59.12,59.43,7.673M
"Jan. 30, 2020",59.75,60.99,59.59,60.89,6.932M
"Jan. 29, 2020",61.59,61.68,60.27,60.49,4.102M
"Jan. 28, 2020",61.61,61.68,60.90,61.18,4.825M
"Jan. 27, 2020",61.37,61.83,60.84,61.04,7.321M
"Jan. 24, 2020",62.70,62.70,62.05,62.62,5.690M
"Jan. 23, 2020",62.01,63.36,61.62,63.14,6.200M
"Jan. 22, 2020",63.80,63.80,62.83,63.01,6.756M
"Jan. 21, 2020",64.57,64.85,63.94,64.03,6.974M
"Jan. 17, 2020",65.28,65.43,64.84,65.07,4.766M
"Jan. 16, 2020",65.39,65.62,64.76,65.07,4.315M
"Jan. 15, 2020",65.00,65.33,64.44,65.00,3.933M
"Jan. 14, 2020",65.22,65.33,64.66,65.14,6.119M
"Jan. 13, 2020",65.36,65.51,64.88,65.13,3.676M
"Jan. 10, 2020",65.86,66.20,65.33,65.42,7.228M
"Jan. 9, 2020",64.57,66.15,64.29,66.07,6.006M
"Jan. 8, 2020",66.45,66.63,64.52,64.94,6.470M
"Jan. 7, 2020",66.44,66.49,65.74,66.48,5.850M
"Jan. 6, 2020",66.28,66.94,65.88,66.48,8.829M
"Jan. 3, 2020",67.04,67.13,65.07,65.70,6.334M
"Jan. 2, 2020",65.28,65.68,64.85,65.46,4.123M
"Dec. 31, 2019",64.15,65.17,63.90,65.03,3.640M
"Dec. 30, 2019",65.07,65.25,64.53,64.61,3.665M
"Dec. 27, 2019",65.20,65.63,64.61,64.98,5.414M
"Dec. 26, 2019",65.09,65.74,64.85,65.00,4.835M
"Dec. 24, 2019",64.76,65.51,64.61,64.67,3.188M
"Dec. 23, 2019",63.67,64.84,63.46,64.60,7.020M
"Dec. 20, 2019",63.93,64.02,63.23,63.72,11.01M
"Dec. 19, 2019",62.98,63.37,62.90,63.19,5.197M
"Dec. 18, 2019",63.47,63.96,63.15,63.20,5.599M
"Dec. 17, 2019",62.90,63.78,62.90,63.52,6.211M
"Dec. 16, 2019",63.05,63.57,62.52,62.82,5.590M
"Dec. 13, 2019",63.45,64.07,62.49,62.70,6.965M
"Dec. 12, 2019",61.49,62.95,61.37,62.59,5.163M
"Dec. 11, 2019",61.37,61.84,61.03,61.68,3.959M
"Dec. 10, 2019",61.84,62.01,61.33,61.76,4.631M
