date,ev_ebit
"March 19, 2020",9.344
"March 18, 2020",9.079
"March 17, 2020",9.826
"March 16, 2020",9.356
"March 13, 2020",10.09
"March 12, 2020",9.902
"March 11, 2020",10.87
"March 10, 2020",11.16
"March 9, 2020",10.85
"March 6, 2020",12.03
"March 5, 2020",12.52
"March 4, 2020",12.99
"March 3, 2020",12.76
"March 2, 2020",13.29
"Feb. 28, 2020",12.79
"Feb. 27, 2020",12.46
"Feb. 26, 2020",13.11
"Feb. 25, 2020",13.35
"Feb. 24, 2020",13.79
"Feb. 21, 2020",14.35
"Feb. 20, 2020",14.50
"Feb. 19, 2020",14.59
"Feb. 18, 2020",14.50
"Feb. 14, 2020",14.66
"Feb. 13, 2020",14.71
"Feb. 12, 2020",14.78
"Feb. 11, 2020",14.63
"Feb. 10, 2020",14.52
"Feb. 7, 2020",14.82
"Feb. 6, 2020",14.91
"Feb. 5, 2020",15.08
"Feb. 4, 2020",14.52
"Feb. 3, 2020",14.67
"Jan. 31, 2020",14.96
"Jan. 30, 2020",15.50
"Jan. 29, 2020",15.36
"Jan. 28, 2020",15.47
"Jan. 27, 2020",15.49
"Jan. 24, 2020",15.81
"Jan. 23, 2020",15.90
"Jan. 22, 2020",15.99
"Jan. 21, 2020",16.07
"Jan. 17, 2020",16.27
"Jan. 16, 2020",16.32
"Jan. 15, 2020",16.37
"Jan. 14, 2020",16.40
"Jan. 13, 2020",16.52
"Jan. 10, 2020",16.38
"Jan. 9, 2020",16.51
"Jan. 8, 2020",16.40
"Jan. 7, 2020",16.62
"Jan. 6, 2020",16.73
"Jan. 3, 2020",16.62
"Jan. 2, 2020",16.74
"Dec. 31, 2019",16.51
"Dec. 30, 2019",15.17
"Dec. 27, 2019",15.25
"Dec. 26, 2019",15.29
"Dec. 24, 2019",15.27
"Dec. 23, 2019",15.32
"Dec. 20, 2019",15.26
"Dec. 19, 2019",15.15
"Dec. 18, 2019",15.24
"Dec. 17, 2019",15.21
"Dec. 16, 2019",15.27
"Dec. 13, 2019",15.12
"Dec. 12, 2019",15.33
"Dec. 11, 2019",15.07
"Dec. 10, 2019",15.09
"Dec. 9, 2019",15.20
"Dec. 6, 2019",15.18
"Dec. 5, 2019",14.97
"Dec. 4, 2019",15.02
"Dec. 3, 2019",14.87
"Dec. 2, 2019",14.97
"Nov. 29, 2019",14.92
"Nov. 27, 2019",15.02
"Nov. 26, 2019",15.03
"Nov. 25, 2019",15.06
"Nov. 22, 2019",15.15
"Nov. 21, 2019",15.21
"Nov. 20, 2019",14.90
"Nov. 19, 2019",14.86
"Nov. 18, 2019",14.99
"Nov. 15, 2019",15.12
"Nov. 14, 2019",14.99
"Nov. 13, 2019",15.04
"Nov. 12, 2019",15.15
"Nov. 11, 2019",15.33
"Nov. 8, 2019",15.41
"Nov. 7, 2019",15.83
"Nov. 6, 2019",15.55
"Nov. 5, 2019",15.85
"Nov. 4, 2019",15.58
"Nov. 1, 2019",15.19
"Oct. 31, 2019",14.81
"Oct. 30, 2019",14.84
"Oct. 29, 2019",14.98
"Oct. 28, 2019",15.01
"Oct. 25, 2019",15.13
"Oct. 24, 2019",15.10
"Oct. 23, 2019",15.22
"Oct. 22, 2019",15.10
"Oct. 21, 2019",15.03
"Oct. 18, 2019",14.82
"Oct. 17, 2019",14.92
"Oct. 16, 2019",14.94
"Oct. 15, 2019",15.16
"Oct. 14, 2019",15.11
"Oct. 11, 2019",15.08
"Oct. 10, 2019",14.94
"Oct. 9, 2019",14.79
"Oct. 8, 2019",14.65
"Oct. 7, 2019",14.90
"Oct. 4, 2019",15.08
"Oct. 3, 2019",14.89
"Oct. 2, 2019",14.73
"Oct. 1, 2019",15.07
"Sept. 30, 2019",15.38
"Sept. 27, 2019",13.01
"Sept. 26, 2019",12.93
"Sept. 25, 2019",12.99
"Sept. 24, 2019",12.96
"Sept. 23, 2019",13.12
"Sept. 20, 2019",13.11
"Sept. 19, 2019",13.15
"Sept. 18, 2019",13.22
"Sept. 17, 2019",13.28
"Sept. 16, 2019",13.37
"Sept. 13, 2019",13.20
"Sept. 12, 2019",13.09
"Sept. 11, 2019",13.08
"Sept. 10, 2019",13.11
"Sept. 9, 2019",13.02
"Sept. 6, 2019",12.93
"Sept. 5, 2019",12.82
"Sept. 4, 2019",12.67
"Sept. 3, 2019",12.56
"Aug. 30, 2019",12.54
"Aug. 29, 2019",12.53
"Aug. 28, 2019",12.42
"Aug. 27, 2019",12.34
"Aug. 26, 2019",12.44
"Aug. 23, 2019",12.39
"Aug. 22, 2019",12.71
"Aug. 21, 2019",12.74
"Aug. 20, 2019",12.63
"Aug. 19, 2019",12.69
"Aug. 16, 2019",12.51
"Aug. 15, 2019",12.35
"Aug. 14, 2019",12.41
"Aug. 13, 2019",12.86
"Aug. 12, 2019",12.72
"Aug. 9, 2019",12.91
"Aug. 8, 2019",13.16
"Aug. 7, 2019",12.86
"Aug. 6, 2019",12.93
"Aug. 5, 2019",12.83
"Aug. 2, 2019",13.06
"Aug. 1, 2019",13.17
"July 31, 2019",13.47
"July 30, 2019",13.62
"July 29, 2019",13.62
"July 26, 2019",13.54
"July 25, 2019",13.56
"July 24, 2019",13.62
"July 23, 2019",13.62
"July 22, 2019",13.58
"July 19, 2019",13.57
"July 18, 2019",13.54
"July 17, 2019",13.64
"July 16, 2019",13.71
"July 15, 2019",13.89
"July 12, 2019",13.98
"July 11, 2019",13.97
"July 10, 2019",13.96
"July 9, 2019",13.79
"July 8, 2019",13.80
"July 5, 2019",13.74
"July 3, 2019",13.79
"July 2, 2019",13.68
"July 1, 2019",13.81
"June 30, 2019",13.82
"June 28, 2019",12.78
"June 27, 2019",12.66
"June 26, 2019",12.78
"June 25, 2019",12.73
"June 24, 2019",12.83
"June 21, 2019",12.94
"June 20, 2019",12.78
"June 19, 2019",12.59
"June 18, 2019",12.65
"June 17, 2019",12.56
"June 14, 2019",12.45
"June 13, 2019",12.49
"June 12, 2019",12.40
"June 11, 2019",12.52
"June 10, 2019",12.53
"June 7, 2019",12.48
"June 6, 2019",12.44
"June 5, 2019",12.24
"June 4, 2019",12.33
"June 3, 2019",12.08
"May 31, 2019",11.92
"May 30, 2019",12.10
"May 29, 2019",12.12
"May 28, 2019",12.19
"May 24, 2019",12.41
"May 23, 2019",12.36
"May 22, 2019",12.62
"May 21, 2019",12.73
"May 20, 2019",12.67
"May 17, 2019",12.68
"May 16, 2019",12.74
"May 15, 2019",12.74
"May 14, 2019",12.66
