date,price_to_book_value
"March 19, 2020",0.7603
"March 18, 2020",0.7314
"March 17, 2020",0.8129
"March 16, 2020",0.7616
"March 13, 2020",0.8418
"March 12, 2020",0.821
"March 11, 2020",0.927
"March 10, 2020",0.9586
"March 9, 2020",0.9244
"March 6, 2020",1.053
"March 5, 2020",1.107
"March 4, 2020",1.158
"March 3, 2020",1.133
"March 2, 2020",1.190
"Feb. 28, 2020",1.136
"Feb. 27, 2020",1.100
"Feb. 26, 2020",1.171
"Feb. 25, 2020",1.197
"Feb. 24, 2020",1.245
"Feb. 21, 2020",1.306
"Feb. 20, 2020",1.322
"Feb. 19, 2020",1.332
"Feb. 18, 2020",1.322
"Feb. 14, 2020",1.339
"Feb. 13, 2020",1.346
"Feb. 12, 2020",1.353
"Feb. 11, 2020",1.337
"Feb. 10, 2020",1.324
"Feb. 7, 2020",1.357
"Feb. 6, 2020",1.366
"Feb. 5, 2020",1.385
"Feb. 4, 2020",1.324
"Feb. 3, 2020",1.341
"Jan. 31, 2020",1.372
"Jan. 30, 2020",1.431
"Jan. 29, 2020",1.416
"Jan. 28, 2020",1.428
"Jan. 27, 2020",1.430
"Jan. 24, 2020",1.465
"Jan. 23, 2020",1.475
"Jan. 22, 2020",1.484
"Jan. 21, 2020",1.493
"Jan. 17, 2020",1.515
"Jan. 16, 2020",1.520
"Jan. 15, 2020",1.526
"Jan. 14, 2020",1.529
"Jan. 13, 2020",1.542
"Jan. 10, 2020",1.528
"Jan. 9, 2020",1.541
"Jan. 8, 2020",1.530
"Jan. 7, 2020",1.553
"Jan. 6, 2020",1.566
"Jan. 3, 2020",1.554
"Jan. 2, 2020",1.566
"Dec. 31, 2019",1.542
"Dec. 30, 2019",1.548
"Dec. 27, 2019",1.557
"Dec. 26, 2019",1.562
"Dec. 24, 2019",1.56
"Dec. 23, 2019",1.566
"Dec. 20, 2019",1.558
"Dec. 19, 2019",1.546
"Dec. 18, 2019",1.557
"Dec. 17, 2019",1.552
"Dec. 16, 2019",1.560
"Dec. 13, 2019",1.542
"Dec. 12, 2019",1.567
"Dec. 11, 2019",1.536
"Dec. 10, 2019",1.539
"Dec. 9, 2019",1.552
"Dec. 6, 2019",1.549
"Dec. 5, 2019",1.524
"Dec. 4, 2019",1.529
"Dec. 3, 2019",1.512
"Dec. 2, 2019",1.524
"Nov. 29, 2019",1.518
"Nov. 27, 2019",1.531
"Nov. 26, 2019",1.532
"Nov. 25, 2019",1.535
"Nov. 22, 2019",1.546
"Nov. 21, 2019",1.552
"Nov. 20, 2019",1.516
"Nov. 19, 2019",1.511
"Nov. 18, 2019",1.527
"Nov. 15, 2019",1.542
"Nov. 14, 2019",1.526
"Nov. 13, 2019",1.533
"Nov. 12, 2019",1.546
"Nov. 11, 2019",1.567
"Nov. 8, 2019",1.577
"Nov. 7, 2019",1.627
"Nov. 6, 2019",1.593
"Nov. 5, 2019",1.628
"Nov. 4, 2019",1.597
"Nov. 1, 2019",1.551
"Oct. 31, 2019",1.505
"Oct. 30, 2019",1.509
"Oct. 29, 2019",1.525
"Oct. 28, 2019",1.529
"Oct. 25, 2019",1.543
"Oct. 24, 2019",1.539
"Oct. 23, 2019",1.554
"Oct. 22, 2019",1.539
"Oct. 21, 2019",1.532
"Oct. 18, 2019",1.506
"Oct. 17, 2019",1.518
"Oct. 16, 2019",1.520
"Oct. 15, 2019",1.547
"Oct. 14, 2019",1.541
"Oct. 11, 2019",1.537
"Oct. 10, 2019",1.520
"Oct. 9, 2019",1.502
"Oct. 8, 2019",1.486
"Oct. 7, 2019",1.515
"Oct. 4, 2019",1.537
"Oct. 3, 2019",1.514
"Oct. 2, 2019",1.496
"Oct. 1, 2019",1.536
"Sept. 30, 2019",1.573
"Sept. 27, 2019",1.580
"Sept. 26, 2019",1.569
"Sept. 25, 2019",1.578
"Sept. 24, 2019",1.573
"Sept. 23, 2019",1.595
"Sept. 20, 2019",1.594
"Sept. 19, 2019",1.599
"Sept. 18, 2019",1.61
"Sept. 17, 2019",1.618
"Sept. 16, 2019",1.630
"Sept. 13, 2019",1.606
"Sept. 12, 2019",1.591
"Sept. 11, 2019",1.590
"Sept. 10, 2019",1.593
"Sept. 9, 2019",1.581
"Sept. 6, 2019",1.568
"Sept. 5, 2019",1.554
"Sept. 4, 2019",1.532
"Sept. 3, 2019",1.516
"Aug. 30, 2019",1.514
"Aug. 29, 2019",1.513
"Aug. 28, 2019",1.496
"Aug. 27, 2019",1.486
"Aug. 26, 2019",1.500
"Aug. 23, 2019",1.492
"Aug. 22, 2019",1.538
"Aug. 21, 2019",1.541
"Aug. 20, 2019",1.526
"Aug. 19, 2019",1.536
"Aug. 16, 2019",1.51
"Aug. 15, 2019",1.487
"Aug. 14, 2019",1.496
"Aug. 13, 2019",1.558
"Aug. 12, 2019",1.539
"Aug. 9, 2019",1.566
"Aug. 8, 2019",1.600
"Aug. 7, 2019",1.559
"Aug. 6, 2019",1.569
"Aug. 5, 2019",1.554
"Aug. 2, 2019",1.586
"Aug. 1, 2019",1.602
"July 31, 2019",1.644
"July 30, 2019",1.666
"July 29, 2019",1.666
"July 26, 2019",1.654
"July 25, 2019",1.657
"July 24, 2019",1.666
"July 23, 2019",1.666
"July 22, 2019",1.660
"July 19, 2019",1.658
"July 18, 2019",1.655
"July 17, 2019",1.669
"July 16, 2019",1.679
"July 15, 2019",1.704
"July 12, 2019",1.716
"July 11, 2019",1.715
"July 10, 2019",1.714
"July 9, 2019",1.690
"July 8, 2019",1.691
"July 5, 2019",1.683
"July 3, 2019",1.69
"July 2, 2019",1.674
"July 1, 2019",1.693
"June 30, 2019",
"June 28, 2019",1.696
"June 27, 2019",1.678
"June 26, 2019",1.696
"June 25, 2019",1.688
"June 24, 2019",1.704
"June 21, 2019",1.720
"June 20, 2019",1.696
"June 19, 2019",1.667
"June 18, 2019",1.677
"June 17, 2019",1.662
"June 14, 2019",1.646
"June 13, 2019",1.653
"June 12, 2019",1.639
"June 11, 2019",1.657
"June 10, 2019",1.658
"June 7, 2019",1.651
"June 6, 2019",1.645
"June 5, 2019",1.616
"June 4, 2019",1.629
"June 3, 2019",1.591
"May 31, 2019",1.567
"May 30, 2019",1.593
"May 29, 2019",1.597
"May 28, 2019",1.607
"May 24, 2019",1.640
"May 23, 2019",1.634
"May 22, 2019",1.673
"May 21, 2019",1.688
"May 20, 2019",1.680
"May 17, 2019",1.680
"May 16, 2019",1.690
"May 15, 2019",1.691
"May 14, 2019",1.678
"May 13, 2019",1.676
"May 10, 2019",1.695
"May 9, 2019",1.700
"May 8, 2019",1.701
"May 7, 2019",1.698
"May 6, 2019",1.707
"May 3, 2019",1.715
"May 2, 2019",1.711
"May 1, 2019",1.742
"April 30, 2019",1.777
"April 29, 2019",1.770
"April 26, 2019",1.782
"April 25, 2019",1.820
"April 24, 2019",1.810
"April 23, 2019",1.846
"April 22, 2019",1.835
"April 18, 2019",1.796
"April 17, 2019",1.803
"April 16, 2019",1.798
"April 15, 2019",1.785
"April 12, 2019",1.791
"April 11, 2019",1.814
"April 10, 2019",1.806
"April 9, 2019",1.814
"April 8, 2019",1.837
"April 5, 2019",1.826
"April 4, 2019",1.816
"April 3, 2019",1.791
"April 2, 2019",1.801
"April 1, 2019",1.808
"March 31, 2019",
"March 29, 2019",1.783
"March 28, 2019",1.782
"March 27, 2019",1.773
"March 26, 2019",1.787
"March 25, 2019",1.764
"March 22, 2019",1.776
"March 21, 2019",1.805
"March 20, 2019",1.795
"March 19, 2019",1.785
"March 18, 2019",1.790
"March 15, 2019",1.769
"March 14, 2019",1.775
"March 13, 2019",1.781
"March 12, 2019",1.766
"March 11, 2019",1.761
"March 8, 2019",1.744
"March 7, 2019",1.769
"March 6, 2019",1.750
"March 5, 2019",1.770
"March 4, 2019",1.772
"March 1, 2019",1.766
"Feb. 28, 2019",1.744
"Feb. 27, 2019",1.755
"Feb. 26, 2019",1.737
"Feb. 25, 2019",1.733
"Feb. 22, 2019",1.732
"Feb. 21, 2019",1.718
"Feb. 20, 2019",1.734
"Feb. 19, 2019",1.727
"Feb. 15, 2019",1.716
"Feb. 14, 2019",1.684
"Feb. 13, 2019",1.684
"Feb. 12, 2019",1.665
"Feb. 11, 2019",1.636
"Feb. 8, 2019",1.634
"Feb. 7, 2019",1.649
"Feb. 6, 2019",1.662
"Feb. 5, 2019",1.669
"Feb. 4, 2019",1.652
"Feb. 1, 2019",1.676
"Jan. 31, 2019",1.618
"Jan. 30, 2019",1.597
"Jan. 29, 2019",1.580
