date,enterprise_value
"March 19, 2020",195.16B
"March 18, 2020",189.62B
"March 17, 2020",205.24B
"March 16, 2020",195.42B
"March 13, 2020",210.78B
"March 12, 2020",206.80B
"March 11, 2020",227.12B
"March 10, 2020",233.17B
"March 9, 2020",226.61B
"March 6, 2020",251.28B
"March 5, 2020",261.52B
"March 4, 2020",271.30B
"March 3, 2020",266.56B
"March 2, 2020",277.48B
"Feb. 28, 2020",267.15B
"Feb. 27, 2020",260.30B
"Feb. 26, 2020",273.80B
"Feb. 25, 2020",278.83B
"Feb. 24, 2020",287.98B
"Feb. 21, 2020",299.70B
"Feb. 20, 2020",302.79B
"Feb. 19, 2020",304.82B
"Feb. 18, 2020",302.87B
"Feb. 14, 2020",306.13B
"Feb. 13, 2020",307.32B
"Feb. 12, 2020",308.76B
"Feb. 11, 2020",305.62B
"Feb. 10, 2020",303.21B
"Feb. 7, 2020",309.60B
"Feb. 6, 2020",311.34B
"Feb. 5, 2020",314.93B
"Feb. 4, 2020",303.25B
"Feb. 3, 2020",306.47B
"Jan. 31, 2020",312.35B
"Jan. 30, 2020",323.77B
"Jan. 29, 2020",320.89B
"Jan. 28, 2020",323.18B
"Jan. 27, 2020",323.56B
"Jan. 24, 2020",330.25B
"Jan. 23, 2020",332.15B
"Jan. 22, 2020",333.93B
"Jan. 21, 2020",335.58B
"Jan. 17, 2020",339.73B
"Jan. 16, 2020",340.83B
"Jan. 15, 2020",341.98B
"Jan. 14, 2020",342.44B
"Jan. 13, 2020",344.98B
"Jan. 10, 2020",342.19B
"Jan. 9, 2020",344.81B
"Jan. 8, 2020",342.57B
"Jan. 7, 2020",347.06B
"Jan. 6, 2020",349.51B
"Jan. 3, 2020",347.23B
"Jan. 2, 2020",349.64B
"Dec. 31, 2019",344.90B
"Dec. 30, 2019",342.97B
"Dec. 27, 2019",344.70B
"Dec. 26, 2019",345.72B
"Dec. 24, 2019",345.25B
"Dec. 23, 2019",346.39B
"Dec. 20, 2019",344.91B
"Dec. 19, 2019",342.59B
"Dec. 18, 2019",344.62B
"Dec. 17, 2019",343.81B
"Dec. 16, 2019",345.17B
"Dec. 13, 2019",341.91B
"Dec. 12, 2019",346.61B
"Dec. 11, 2019",340.77B
"Dec. 10, 2019",341.19B
"Dec. 9, 2019",343.73B
"Dec. 6, 2019",343.09B
"Dec. 5, 2019",338.44B
"Dec. 4, 2019",339.45B
"Dec. 3, 2019",336.20B
"Dec. 2, 2019",338.48B
"Nov. 29, 2019",337.25B
"Nov. 27, 2019",339.67B
"Nov. 26, 2019",339.84B
"Nov. 25, 2019",340.55B
"Nov. 22, 2019",342.50B
"Nov. 21, 2019",343.77B
"Nov. 20, 2019",336.83B
"Nov. 19, 2019",335.94B
"Nov. 18, 2019",338.90B
"Nov. 15, 2019",341.74B
"Nov. 14, 2019",338.82B
"Nov. 13, 2019",340.09B
"Nov. 12, 2019",342.50B
"Nov. 11, 2019",346.61B
"Nov. 8, 2019",348.42B
"Nov. 7, 2019",357.90B
"Nov. 6, 2019",351.47B
"Nov. 5, 2019",358.24B
"Nov. 4, 2019",352.23B
"Nov. 1, 2019",343.47B
"Oct. 31, 2019",334.88B
"Oct. 30, 2019",335.52B
"Oct. 29, 2019",338.57B
"Oct. 28, 2019",339.41B
"Oct. 25, 2019",341.99B
"Oct. 24, 2019",341.32B
"Oct. 23, 2019",344.11B
"Oct. 22, 2019",341.32B
"Oct. 21, 2019",339.84B
"Oct. 18, 2019",335.05B
"Oct. 17, 2019",337.30B
"Oct. 16, 2019",337.68B
"Oct. 15, 2019",342.71B
"Oct. 14, 2019",341.70B
"Oct. 11, 2019",340.85B
"Oct. 10, 2019",337.76B
"Oct. 9, 2019",334.33B
"Oct. 8, 2019",331.20B
"Oct. 7, 2019",336.79B
"Oct. 4, 2019",340.81B
"Oct. 3, 2019",336.62B
"Oct. 2, 2019",333.11B
"Oct. 1, 2019",340.72B
"Sept. 30, 2019",347.75B
"Sept. 27, 2019",350.51B
"Sept. 26, 2019",348.35B
"Sept. 25, 2019",349.96B
"Sept. 24, 2019",349.07B
"Sept. 23, 2019",353.26B
"Sept. 20, 2019",353.05B
"Sept. 19, 2019",354.11B
"Sept. 18, 2019",356.18B
"Sept. 17, 2019",357.66B
"Sept. 16, 2019",360.03B
"Sept. 13, 2019",355.42B
"Sept. 12, 2019",352.63B
"Sept. 11, 2019",352.41B
"Sept. 10, 2019",353.01B
"Sept. 9, 2019",350.55B
"Sept. 6, 2019",348.18B
"Sept. 5, 2019",345.39B
"Sept. 4, 2019",341.24B
"Sept. 3, 2019",338.16B
"Aug. 30, 2019",337.82B
"Aug. 29, 2019",337.61B
"Aug. 28, 2019",334.43B
"Aug. 27, 2019",332.36B
"Aug. 26, 2019",335.15B
"Aug. 23, 2019",333.63B
"Aug. 22, 2019",342.43B
"Aug. 21, 2019",343.06B
"Aug. 20, 2019",340.14B
"Aug. 19, 2019",341.92B
"Aug. 16, 2019",337.06B
"Aug. 15, 2019",332.61B
"Aug. 14, 2019",334.31B
"Aug. 13, 2019",346.32B
"Aug. 12, 2019",342.68B
"Aug. 9, 2019",347.80B
"Aug. 8, 2019",354.32B
"Aug. 7, 2019",346.36B
"Aug. 6, 2019",348.31B
"Aug. 5, 2019",345.43B
"Aug. 2, 2019",351.65B
"Aug. 1, 2019",354.66B
"July 31, 2019",362.70B
"July 30, 2019",366.88B
"July 29, 2019",366.84B
"July 26, 2019",364.60B
"July 25, 2019",365.11B
"July 24, 2019",366.93B
"July 23, 2019",366.97B
"July 22, 2019",365.70B
"July 19, 2019",365.36B
"July 18, 2019",364.73B
"July 17, 2019",367.43B
"July 16, 2019",369.34B
"July 15, 2019",374.20B
"July 12, 2019",376.53B
"July 11, 2019",376.28B
"July 10, 2019",376.02B
"July 9, 2019",371.45B
"July 8, 2019",371.67B
"July 5, 2019",370.19B
"July 3, 2019",371.50B
"July 2, 2019",368.45B
"July 1, 2019",372.00B
"June 30, 2019",372.30B
"June 28, 2019",367.42B
"June 27, 2019",363.99B
"June 26, 2019",367.29B
"June 25, 2019",365.90B
"June 24, 2019",368.78B
"June 21, 2019",371.91B
"June 20, 2019",367.34B
"June 19, 2019",361.88B
"June 18, 2019",363.65B
"June 17, 2019",360.90B
"June 14, 2019",357.77B
"June 13, 2019",359.17B
"June 12, 2019",356.41B
"June 11, 2019",359.84B
"June 10, 2019",360.14B
"June 7, 2019",358.74B
"June 6, 2019",357.60B
"June 5, 2019",351.97B
"June 4, 2019",354.55B
"June 3, 2019",347.31B
"May 31, 2019",342.61B
"May 30, 2019",347.69B
"May 29, 2019",348.50B
"May 28, 2019",350.40B
"May 24, 2019",356.71B
"May 23, 2019",355.40B
"May 22, 2019",362.89B
"May 21, 2019",365.81B
"May 20, 2019",364.33B
"May 17, 2019",364.37B
"May 16, 2019",366.28B
"May 15, 2019",366.32B
"May 14, 2019",363.95B
"May 13, 2019",363.53B
"May 10, 2019",367.12B
"May 9, 2019",368.01B
"May 8, 2019",368.31B
"May 7, 2019",367.80B
"May 6, 2019",369.54B
"May 3, 2019",370.98B
"May 2, 2019",370.21B
"May 1, 2019",376.06B
"April 30, 2019",382.87B
"April 29, 2019",381.56B
"April 26, 2019",383.76B
"April 25, 2019",391.08B
"April 24, 2019",389.14B
"April 23, 2019",395.99B
"April 22, 2019",393.96B
"April 18, 2019",386.47B
"April 17, 2019",387.74B
"April 16, 2019",386.77B
"April 15, 2019",384.44B
"April 12, 2019",385.58B
"April 11, 2019",389.94B
"April 10, 2019",388.29B
"April 9, 2019",389.86B
"April 8, 2019",394.39B
"April 5, 2019",392.23B
"April 4, 2019",390.36B
"April 3, 2019",385.50B
"April 2, 2019",387.36B
"April 1, 2019",388.85B
"March 31, 2019",384.91B
"March 29, 2019",382.22B
"March 28, 2019",381.97B
"March 27, 2019",380.27B
"March 26, 2019",382.90B
"March 25, 2019",378.49B
"March 22, 2019",380.87B
"March 21, 2019",386.41B
"March 20, 2019",384.42B
"March 19, 2019",382.52B
"March 18, 2019",383.41B
"March 15, 2019",379.47B
"March 14, 2019",380.70B
"March 13, 2019",381.84B
"March 12, 2019",378.83B
"March 11, 2019",377.90B
"March 8, 2019",374.64B
"March 7, 2019",379.51B
"March 6, 2019",375.79B
"March 5, 2019",379.64B
"March 4, 2019",380.15B
"March 1, 2019",378.83B
"Feb. 28, 2019",374.73B
"Feb. 27, 2019",376.72B
"Feb. 26, 2019",373.29B
"Feb. 25, 2019",372.62B
"Feb. 22, 2019",372.28B
"Feb. 21, 2019",369.74B
