date,ev_revenues
"March 19, 2020",0.7636
"March 18, 2020",0.7419
"March 17, 2020",0.803
"March 16, 2020",0.7646
"March 13, 2020",0.8247
"March 12, 2020",0.8091
"March 11, 2020",0.8886
"March 10, 2020",0.9123
"March 9, 2020",0.8866
"March 6, 2020",0.9832
"March 5, 2020",1.023
"March 4, 2020",1.062
"March 3, 2020",1.043
"March 2, 2020",1.086
"Feb. 28, 2020",1.045
"Feb. 27, 2020",1.018
"Feb. 26, 2020",1.071
"Feb. 25, 2020",1.091
"Feb. 24, 2020",1.127
"Feb. 21, 2020",1.173
"Feb. 20, 2020",1.185
"Feb. 19, 2020",1.193
"Feb. 18, 2020",1.185
"Feb. 14, 2020",1.198
"Feb. 13, 2020",1.202
"Feb. 12, 2020",1.208
"Feb. 11, 2020",1.196
"Feb. 10, 2020",1.186
"Feb. 7, 2020",1.211
"Feb. 6, 2020",1.218
"Feb. 5, 2020",1.232
"Feb. 4, 2020",1.186
"Feb. 3, 2020",1.199
"Jan. 31, 2020",1.222
"Jan. 30, 2020",1.267
"Jan. 29, 2020",1.256
"Jan. 28, 2020",1.264
"Jan. 27, 2020",1.266
"Jan. 24, 2020",1.292
"Jan. 23, 2020",1.300
"Jan. 22, 2020",1.306
"Jan. 21, 2020",1.313
"Jan. 17, 2020",1.329
"Jan. 16, 2020",1.334
"Jan. 15, 2020",1.338
"Jan. 14, 2020",1.340
"Jan. 13, 2020",1.350
"Jan. 10, 2020",1.339
"Jan. 9, 2020",1.349
"Jan. 8, 2020",1.340
"Jan. 7, 2020",1.358
"Jan. 6, 2020",1.368
"Jan. 3, 2020",1.359
"Jan. 2, 2020",1.368
"Dec. 31, 2019",1.350
"Dec. 30, 2019",1.315
"Dec. 27, 2019",1.322
"Dec. 26, 2019",1.326
"Dec. 24, 2019",1.324
"Dec. 23, 2019",1.328
"Dec. 20, 2019",1.322
"Dec. 19, 2019",1.314
"Dec. 18, 2019",1.321
"Dec. 17, 2019",1.318
"Dec. 16, 2019",1.323
"Dec. 13, 2019",1.311
"Dec. 12, 2019",1.329
"Dec. 11, 2019",1.307
"Dec. 10, 2019",1.308
"Dec. 9, 2019",1.318
"Dec. 6, 2019",1.316
"Dec. 5, 2019",1.298
"Dec. 4, 2019",1.302
"Dec. 3, 2019",1.289
"Dec. 2, 2019",1.298
"Nov. 29, 2019",1.293
"Nov. 27, 2019",1.302
"Nov. 26, 2019",1.303
"Nov. 25, 2019",1.306
"Nov. 22, 2019",1.313
"Nov. 21, 2019",1.318
"Nov. 20, 2019",1.292
"Nov. 19, 2019",1.288
"Nov. 18, 2019",1.299
"Nov. 15, 2019",1.310
"Nov. 14, 2019",1.299
"Nov. 13, 2019",1.304
"Nov. 12, 2019",1.313
"Nov. 11, 2019",1.329
"Nov. 8, 2019",1.336
"Nov. 7, 2019",1.372
"Nov. 6, 2019",1.348
"Nov. 5, 2019",1.374
"Nov. 4, 2019",1.350
"Nov. 1, 2019",1.317
"Oct. 31, 2019",1.284
"Oct. 30, 2019",1.286
"Oct. 29, 2019",1.298
"Oct. 28, 2019",1.301
"Oct. 25, 2019",1.311
"Oct. 24, 2019",1.309
"Oct. 23, 2019",1.319
"Oct. 22, 2019",1.309
"Oct. 21, 2019",1.303
"Oct. 18, 2019",1.285
"Oct. 17, 2019",1.293
"Oct. 16, 2019",1.295
