date,one_year_return
"March 19, 2020",-57.43%
"March 18, 2020",-59.15%
"March 17, 2020",-54.07%
"March 16, 2020",-56.97%
"March 13, 2020",-52.77%
"March 12, 2020",-53.52%
"March 11, 2020",-47.38%
"March 10, 2020",-45.06%
"March 9, 2020",-47.02%
"March 6, 2020",-39.85%
"March 5, 2020",-37.51%
"March 4, 2020",-34.73%
"March 3, 2020",-35.88%
"March 2, 2020",-32.65%
"Feb. 28, 2020",-34.91%
"Feb. 27, 2020",-37.31%
"Feb. 26, 2020",-32.61%
"Feb. 25, 2020",-30.96%
"Feb. 24, 2020",-28.13%
"Feb. 21, 2020",-24.02%
"Feb. 20, 2020",-23.77%
"Feb. 19, 2020",-22.87%
"Feb. 18, 2020",-22.94%
"Feb. 14, 2020",-20.48%
"Feb. 13, 2020",-20.09%
"Feb. 12, 2020",-18.74%
"Feb. 11, 2020",-18.31%
"Feb. 10, 2020",-18.95%
"Feb. 7, 2020",-17.69%
"Feb. 6, 2020",-17.78%
"Feb. 5, 2020",-17.01%
"Feb. 4, 2020",-19.85%
"Feb. 3, 2020",-20.01%
"Jan. 31, 2020",-15.23%
"Jan. 30, 2020",-10.37%
"Jan. 29, 2020",-10.35%
"Jan. 28, 2020",-9.25%
"Jan. 27, 2020",-9.73%
"Jan. 24, 2020",-7.11%
"Jan. 23, 2020",-6.35%
"Jan. 22, 2020",-6.54%
"Jan. 21, 2020",-7.41%
"Jan. 17, 2020",-4.95%
"Jan. 16, 2020",-3.94%
"Jan. 15, 2020",-3.60%
"Jan. 14, 2020",-3.39%
"Jan. 13, 2020",-2.68%
"Jan. 10, 2020",-4.04%
"Jan. 9, 2020",-3.67%
"Jan. 8, 2020",-3.90%
"Jan. 7, 2020",-1.72%
"Jan. 6, 2020",-0.39%
"Jan. 3, 2020",2.49%
"Jan. 2, 2020",1.74%
"Dec. 31, 2019",2.33%
"Dec. 30, 2019",1.92%
"Dec. 27, 2019",1.38%
"Dec. 26, 2019",2.17%
"Dec. 24, 2019",6.88%
"Dec. 23, 2019",3.19%
"Dec. 20, 2019",1.91%
"Dec. 19, 2019",-1.96%
"Dec. 18, 2019",-2.96%
"Dec. 17, 2019",-5.89%
"Dec. 16, 2019",-7.38%
"Dec. 13, 2019",-10.07%
"Dec. 12, 2019",-7.47%
"Dec. 11, 2019",-10.07%
"Dec. 10, 2019",-9.77%
"Dec. 9, 2019",-10.28%
"Dec. 6, 2019",-11.33%
"Dec. 5, 2019",-13.87%
"Dec. 4, 2019",-13.57%
"Dec. 3, 2019",-16.42%
"Dec. 2, 2019",-13.94%
"Nov. 29, 2019",-13.82%
"Nov. 27, 2019",-10.84%
"Nov. 26, 2019",-10.70%
"Nov. 25, 2019",-8.72%
"Nov. 22, 2019",-10.56%
"Nov. 21, 2019",-10.17%
"Nov. 20, 2019",-11.61%
"Nov. 19, 2019",-14.39%
"Nov. 18, 2019",-13.22%
"Nov. 15, 2019",-11.51%
"Nov. 14, 2019",-11.49%
"Nov. 13, 2019",-11.79%
"Nov. 12, 2019",-13.10%
"Nov. 11, 2019",-13.02%
"Nov. 8, 2019",-13.39%
"Nov. 7, 2019",-12.07%
"Nov. 6, 2019",-12.81%
"Nov. 5, 2019",-10.47%
"Nov. 4, 2019",-12.54%
"Nov. 1, 2019",-13.72%
"Oct. 31, 2019",-15.20%
"Oct. 30, 2019",-14.04%
"Oct. 29, 2019",-11.17%
"Oct. 28, 2019",-11.47%
"Oct. 25, 2019",-11.57%
"Oct. 24, 2019",-10.99%
"Oct. 23, 2019",-12.64%
"Oct. 22, 2019",-14.86%
"Oct. 21, 2019",-16.14%
"Oct. 18, 2019",-17.40%
"Oct. 17, 2019",-16.39%
"Oct. 16, 2019",-15.97%
"Oct. 15, 2019",-14.11%
"Oct. 14, 2019",-14.99%
"Oct. 11, 2019",-15.47%
"Oct. 10, 2019",-19.25%
"Oct. 9, 2019",-22.04%
"Oct. 8, 2019",-22.56%
"Oct. 7, 2019",-20.30%
"Oct. 4, 2019",-19.41%
"Oct. 3, 2019",-21.09%
"Oct. 2, 2019",-22.33%
"Oct. 1, 2019",-19.65%
"Sept. 30, 2019",-16.95%
"Sept. 27, 2019",-16.66%
"Sept. 26, 2019",-17.27%
"Sept. 25, 2019",-17.51%
"Sept. 24, 2019",-17.85%
"Sept. 23, 2019",-15.31%
"Sept. 20, 2019",-15.02%
"Sept. 19, 2019",-14.53%
"Sept. 18, 2019",-12.93%
"Sept. 17, 2019",-12.28%
"Sept. 16, 2019",-11.08%
"Sept. 13, 2019",-11.76%
"Sept. 12, 2019",-13.41%
"Sept. 11, 2019",-13.19%
"Sept. 10, 2019",-11.80%
"Sept. 9, 2019",-12.64%
"Sept. 6, 2019",-11.84%
"Sept. 5, 2019",-13.63%
"Sept. 4, 2019",-13.70%
"Sept. 3, 2019",-14.48%
"Aug. 30, 2019",-14.94%
"Aug. 29, 2019",-15.37%
"Aug. 28, 2019",-15.70%
"Aug. 27, 2019",-16.43%
"Aug. 26, 2019",-14.78%
"Aug. 23, 2019",-14.66%
"Aug. 22, 2019",-12.99%
"Aug. 21, 2019",-11.56%
"Aug. 20, 2019",-12.41%
"Aug. 19, 2019",-11.26%
"Aug. 16, 2019",-12.44%
"Aug. 15, 2019",-12.59%
"Aug. 14, 2019",-13.61%
"Aug. 13, 2019",-10.27%
"Aug. 12, 2019",-12.33%
"Aug. 9, 2019",-11.80%
"Aug. 8, 2019",-10.34%
"Aug. 7, 2019",-13.25%
"Aug. 6, 2019",-11.50%
"Aug. 5, 2019",-12.37%
"Aug. 2, 2019",-10.21%
"Aug. 1, 2019",-9.86%
"July 31, 2019",-8.77%
"July 30, 2019",-7.82%
"July 29, 2019",-8.03%
"July 26, 2019",-11.19%
"July 25, 2019",-10.36%
"July 24, 2019",-9.22%
"July 23, 2019",-7.41%
"July 22, 2019",-7.78%
"July 19, 2019",-8.56%
"July 18, 2019",-8.98%
"July 17, 2019",-8.30%
"July 16, 2019",-7.95%
"July 15, 2019",-7.48%
"July 12, 2019",-6.12%
"July 11, 2019",-6.08%
"July 10, 2019",-7.35%
"July 9, 2019",-7.80%
"July 8, 2019",-7.11%
"July 5, 2019",-7.51%
"July 3, 2019",-7.05%
"July 2, 2019",-7.39%
"July 1, 2019",-7.46%
"June 28, 2019",-6.51%
"June 27, 2019",-7.21%
"June 26, 2019",-5.01%
"June 25, 2019",-4.35%
"June 24, 2019",-5.44%
"June 21, 2019",-2.51%
"June 20, 2019",-4.77%
"June 19, 2019",-6.67%
"June 18, 2019",-6.29%
"June 17, 2019",-6.91%
"June 14, 2019",-9.21%
"June 13, 2019",-8.38%
"June 12, 2019",-10.18%
"June 11, 2019",-9.94%
"June 10, 2019",-10.39%
"June 7, 2019",-10.01%
"June 6, 2019",-9.44%
"June 5, 2019",-9.54%
"June 4, 2019",-9.11%
"June 3, 2019",-12.16%
"May 31, 2019",-12.89%
"May 30, 2019",-11.69%
"May 29, 2019",-7.98%
"May 28, 2019",-7.75%
"May 24, 2019",-7.69%
"May 23, 2019",-10.18%
"May 22, 2019",-7.45%
"May 21, 2019",-7.33%
"May 20, 2019",-6.64%
"May 17, 2019",-7.29%
"May 16, 2019",-6.90%
"May 15, 2019",-6.63%
"May 14, 2019",-7.36%
"May 13, 2019",-6.85%
"May 10, 2019",-6.31%
"May 9, 2019",-3.95%
"May 8, 2019",-1.60%
"May 7, 2019",-1.31%
"May 6, 2019",0.30%
"May 3, 2019",1.22%
"May 2, 2019",0.64%
"May 1, 2019",2.24%
"April 30, 2019",3.25%
"April 29, 2019",2.80%
"April 26, 2019",-0.46%
"April 25, 2019",3.42%
"April 24, 2019",4.35%
"April 23, 2019",4.79%
"April 22, 2019",4.94%
"April 18, 2019",2.41%
"April 17, 2019",3.96%
"April 16, 2019",3.39%
"April 15, 2019",3.61%
"April 12, 2019",4.79%
"April 11, 2019",5.84%
"April 10, 2019",5.83%
"April 9, 2019",9.43%
"April 8, 2019",10.86%
"April 5, 2019",8.51%
"April 4, 2019",9.59%
"April 3, 2019",7.84%
"April 2, 2019",11.14%
"April 1, 2019",9.54%
"March 29, 2019",8.30%
"March 28, 2019",10.89%
"March 27, 2019",9.01%
"March 26, 2019",9.41%
"March 25, 2019",9.64%
"March 22, 2019",9.50%
"March 21, 2019",9.00%
"March 20, 2019",9.91%
"March 19, 2019",9.06%
"March 18, 2019",7.93%
"March 15, 2019",7.70%
"March 14, 2019",9.29%
"March 13, 2019",8.29%
"March 12, 2019",6.33%
"March 11, 2019",7.00%
"March 8, 2019",6.60%
"March 7, 2019",7.95%
"March 6, 2019",4.07%
"March 5, 2019",5.14%
"March 4, 2019",6.30%
"March 1, 2019",6.38%
"Feb. 28, 2019",4.34%
"Feb. 27, 2019",2.54%
"Feb. 26, 2019",-0.23%
"Feb. 25, 2019",1.25%
"Feb. 22, 2019",3.37%
"Feb. 21, 2019",3.91%
"Feb. 20, 2019",3.67%
"Feb. 19, 2019",2.21%
"Feb. 15, 2019",1.97%
"Feb. 14, 2019",-0.25%
"Feb. 13, 2019",-0.07%
"Feb. 12, 2019",-1.33%
"Feb. 11, 2019",-2.22%
"Feb. 8, 2019",-2.75%
"Feb. 7, 2019",-2.94%
"Feb. 6, 2019",-3.94%
"Feb. 5, 2019",-5.18%
"Feb. 4, 2019",-11.49%
"Feb. 1, 2019",-14.76%
"Jan. 31, 2019",-16.06%
"Jan. 30, 2019",-16.70%
"Jan. 29, 2019",-18.75%
"Jan. 28, 2019",-19.96%
"Jan. 25, 2019",-18.84%
"Jan. 24, 2019",-19.35%
"Jan. 23, 2019",-19.25%
"Jan. 22, 2019",-18.54%
"Jan. 18, 2019",-16.52%
"Jan. 17, 2019",-18.03%
