date,year_high
"March 19, 2020",83.49
"March 18, 2020",83.49
"March 17, 2020",83.49
"March 16, 2020",83.49
"March 13, 2020",83.49
"March 12, 2020",83.49
"March 11, 2020",83.49
"March 10, 2020",83.49
"March 9, 2020",83.49
"March 6, 2020",83.49
"March 5, 2020",83.49
"March 4, 2020",83.49
"March 3, 2020",83.49
"March 2, 2020",83.49
"Feb. 28, 2020",83.49
"Feb. 27, 2020",83.49
"Feb. 26, 2020",83.49
"Feb. 25, 2020",83.49
"Feb. 24, 2020",83.49
"Feb. 21, 2020",83.49
"Feb. 20, 2020",83.49
"Feb. 19, 2020",83.49
"Feb. 18, 2020",83.49
"Feb. 14, 2020",83.49
"Feb. 13, 2020",83.49
"Feb. 12, 2020",83.49
"Feb. 11, 2020",83.49
"Feb. 10, 2020",83.49
"Feb. 7, 2020",83.49
"Feb. 6, 2020",83.49
"Feb. 5, 2020",83.49
"Feb. 4, 2020",83.49
"Feb. 3, 2020",83.49
"Jan. 31, 2020",83.49
"Jan. 30, 2020",83.49
"Jan. 29, 2020",83.49
"Jan. 28, 2020",83.49
"Jan. 27, 2020",83.49
"Jan. 24, 2020",83.49
"Jan. 23, 2020",83.49
"Jan. 22, 2020",83.49
"Jan. 21, 2020",83.49
"Jan. 17, 2020",83.49
"Jan. 16, 2020",83.49
"Jan. 15, 2020",83.49
"Jan. 14, 2020",83.49
"Jan. 13, 2020",83.49
"Jan. 10, 2020",83.49
"Jan. 9, 2020",83.49
"Jan. 8, 2020",83.49
"Jan. 7, 2020",83.49
"Jan. 6, 2020",83.49
"Jan. 3, 2020",83.49
"Jan. 2, 2020",83.49
"Dec. 31, 2019",83.49
"Dec. 30, 2019",83.49
"Dec. 27, 2019",83.49
"Dec. 26, 2019",83.49
"Dec. 24, 2019",83.49
"Dec. 23, 2019",83.49
"Dec. 20, 2019",83.49
"Dec. 19, 2019",83.49
"Dec. 18, 2019",83.49
"Dec. 17, 2019",83.49
"Dec. 16, 2019",83.49
"Dec. 13, 2019",83.49
"Dec. 12, 2019",83.49
"Dec. 11, 2019",83.49
"Dec. 10, 2019",83.49
"Dec. 9, 2019",83.49
"Dec. 6, 2019",83.49
"Dec. 5, 2019",83.49
"Dec. 4, 2019",83.49
"Dec. 3, 2019",83.49
"Dec. 2, 2019",83.49
"Nov. 29, 2019",83.49
"Nov. 27, 2019",83.49
"Nov. 26, 2019",83.49
"Nov. 25, 2019",83.49
"Nov. 22, 2019",83.49
"Nov. 21, 2019",83.49
"Nov. 20, 2019",83.49
"Nov. 19, 2019",83.49
"Nov. 18, 2019",83.49
"Nov. 15, 2019",83.49
"Nov. 14, 2019",83.49
"Nov. 13, 2019",83.49
"Nov. 12, 2019",83.49
"Nov. 11, 2019",83.49
"Nov. 8, 2019",83.49
"Nov. 7, 2019",83.74
"Nov. 6, 2019",83.74
"Nov. 5, 2019",83.74
"Nov. 4, 2019",83.74
"Nov. 1, 2019",83.74
"Oct. 31, 2019",83.74
"Oct. 30, 2019",83.74
"Oct. 29, 2019",83.74
"Oct. 28, 2019",83.74
"Oct. 25, 2019",83.74
"Oct. 24, 2019",83.74
"Oct. 23, 2019",83.74
"Oct. 22, 2019",83.74
"Oct. 21, 2019",83.74
"Oct. 18, 2019",83.74
"Oct. 17, 2019",83.74
"Oct. 16, 2019",83.74
"Oct. 15, 2019",83.74
"Oct. 14, 2019",83.74
"Oct. 11, 2019",83.74
"Oct. 10, 2019",84.17
"Oct. 9, 2019",86.82
"Oct. 8, 2019",86.88
"Oct. 7, 2019",86.88
"Oct. 4, 2019",86.88
"Oct. 3, 2019",86.88
"Oct. 2, 2019",86.89
"Oct. 1, 2019",86.89
"Sept. 30, 2019",86.89
"Sept. 27, 2019",86.89
"Sept. 26, 2019",86.89
"Sept. 25, 2019",86.89
"Sept. 24, 2019",87.36
"Sept. 23, 2019",87.36
"Sept. 20, 2019",87.36
"Sept. 19, 2019",87.36
"Sept. 18, 2019",87.36
"Sept. 17, 2019",87.36
"Sept. 16, 2019",87.36
"Sept. 13, 2019",87.36
"Sept. 12, 2019",87.36
"Sept. 11, 2019",87.36
"Sept. 10, 2019",87.36
"Sept. 9, 2019",87.36
"Sept. 6, 2019",87.36
"Sept. 5, 2019",87.36
"Sept. 4, 2019",87.36
"Sept. 3, 2019",87.36
"Aug. 30, 2019",87.36
"Aug. 29, 2019",87.36
"Aug. 28, 2019",87.36
"Aug. 27, 2019",87.36
"Aug. 26, 2019",87.36
"Aug. 23, 2019",87.36
"Aug. 22, 2019",87.36
"Aug. 21, 2019",87.36
"Aug. 20, 2019",87.36
"Aug. 19, 2019",87.36
"Aug. 16, 2019",87.36
"Aug. 15, 2019",87.36
"Aug. 14, 2019",87.36
"Aug. 13, 2019",87.36
"Aug. 12, 2019",87.36
"Aug. 9, 2019",87.36
"Aug. 8, 2019",87.36
"Aug. 7, 2019",87.36
"Aug. 6, 2019",87.36
"Aug. 5, 2019",87.36
"Aug. 2, 2019",87.36
"Aug. 1, 2019",87.36
"July 31, 2019",87.36
"July 30, 2019",87.36
"July 29, 2019",87.36
"July 26, 2019",87.36
"July 25, 2019",87.36
"July 24, 2019",87.36
"July 23, 2019",87.36
"July 22, 2019",87.36
"July 19, 2019",87.36
"July 18, 2019",87.36
"July 17, 2019",87.36
"July 16, 2019",87.36
"July 15, 2019",87.36
"July 12, 2019",87.36
"July 11, 2019",87.36
"July 10, 2019",87.36
"July 9, 2019",87.36
"July 8, 2019",87.36
"July 5, 2019",87.36
"July 3, 2019",87.36
"July 2, 2019",87.36
"July 1, 2019",87.36
"June 28, 2019",87.36
"June 27, 2019",87.36
"June 26, 2019",87.36
"June 25, 2019",87.36
"June 24, 2019",87.36
"June 21, 2019",87.36
"June 20, 2019",87.36
"June 19, 2019",87.36
"June 18, 2019",87.36
"June 17, 2019",87.36
"June 14, 2019",87.36
"June 13, 2019",87.36
"June 12, 2019",87.36
"June 11, 2019",87.36
"June 10, 2019",87.36
"June 7, 2019",87.36
"June 6, 2019",87.36
"June 5, 2019",87.36
"June 4, 2019",87.36
"June 3, 2019",87.36
"May 31, 2019",87.36
"May 30, 2019",87.36
"May 29, 2019",87.36
"May 28, 2019",87.36
"May 24, 2019",87.36
"May 23, 2019",87.36
"May 22, 2019",87.36
"May 21, 2019",87.36
"May 20, 2019",87.36
"May 17, 2019",87.36
"May 16, 2019",87.36
"May 15, 2019",87.36
"May 14, 2019",87.36
"May 13, 2019",87.36
"May 10, 2019",87.36
"May 9, 2019",87.36
"May 8, 2019",87.36
"May 7, 2019",87.36
"May 6, 2019",87.36
"May 3, 2019",87.36
"May 2, 2019",87.36
"May 1, 2019",87.36
"April 30, 2019",87.36
"April 29, 2019",87.36
"April 26, 2019",87.36
"April 25, 2019",87.36
"April 24, 2019",87.36
"April 23, 2019",87.36
"April 22, 2019",87.36
"April 18, 2019",87.36
"April 17, 2019",87.36
"April 16, 2019",87.36
"April 15, 2019",87.36
"April 12, 2019",87.36
"April 11, 2019",87.36
"April 10, 2019",87.36
"April 9, 2019",87.36
"April 8, 2019",87.36
"April 5, 2019",87.36
"April 4, 2019",87.36
"April 3, 2019",87.36
"April 2, 2019",87.36
"April 1, 2019",87.36
"March 29, 2019",87.36
"March 28, 2019",87.36
"March 27, 2019",87.36
"March 26, 2019",87.36
"March 25, 2019",87.36
"March 22, 2019",87.36
"March 21, 2019",87.36
"March 20, 2019",87.36
"March 19, 2019",87.36
"March 18, 2019",87.36
"March 15, 2019",87.36
"March 14, 2019",87.36
"March 13, 2019",87.36
"March 12, 2019",87.36
"March 11, 2019",87.36
"March 8, 2019",87.36
"March 7, 2019",87.36
"March 6, 2019",87.36
"March 5, 2019",87.36
"March 4, 2019",87.36
"March 1, 2019",87.36
"Feb. 28, 2019",87.36
"Feb. 27, 2019",87.36
"Feb. 26, 2019",87.36
"Feb. 25, 2019",87.36
"Feb. 22, 2019",87.36
"Feb. 21, 2019",87.36
"Feb. 20, 2019",87.36
"Feb. 19, 2019",87.36
"Feb. 15, 2019",87.36
"Feb. 14, 2019",87.36
"Feb. 13, 2019",87.36
"Feb. 12, 2019",87.36
"Feb. 11, 2019",87.36
"Feb. 8, 2019",87.36
"Feb. 7, 2019",87.36
"Feb. 6, 2019",87.36
"Feb. 5, 2019",87.36
"Feb. 4, 2019",87.36
"Feb. 1, 2019",87.36
"Jan. 31, 2019",89.25
"Jan. 30, 2019",89.25
"Jan. 29, 2019",89.25
"Jan. 28, 2019",89.30
"Jan. 25, 2019",89.30
