date,ps_ratio
"March 19, 2020",2.532
"March 18, 2020",2.539
"March 17, 2020",2.684
"March 16, 2020",2.292
"March 13, 2020",2.656
"March 12, 2020",2.433
"March 11, 2020",2.636
"March 10, 2020",2.657
"March 9, 2020",2.604
"March 6, 2020",2.706
"March 5, 2020",2.671
"March 4, 2020",2.701
"March 3, 2020",2.602
"March 2, 2020",2.576
"Feb. 28, 2020",2.412
"Feb. 27, 2020",2.538
"Feb. 26, 2020",2.678
"Feb. 25, 2020",2.670
"Feb. 24, 2020",2.716
"Feb. 21, 2020",2.771
"Feb. 20, 2020",2.776
"Feb. 19, 2020",2.765
"Feb. 18, 2020",2.807
"Feb. 14, 2020",2.804
"Feb. 13, 2020",2.832
"Feb. 12, 2020",2.767
"Feb. 11, 2020",2.755
"Feb. 10, 2020",2.77
"Feb. 7, 2020",2.760
"Feb. 6, 2020",2.760
"Feb. 5, 2020",2.768
"Feb. 4, 2020",2.766
"Feb. 3, 2020",2.761
"Jan. 31, 2020",2.714
"Jan. 30, 2020",2.737
"Jan. 29, 2020",2.707
"Jan. 28, 2020",2.704
"Jan. 27, 2020",2.706
"Jan. 24, 2020",2.699
"Jan. 23, 2020",2.682
"Jan. 22, 2020",2.669
"Jan. 21, 2020",2.660
"Jan. 17, 2020",2.685
"Jan. 16, 2020",2.695
"Jan. 15, 2020",2.657
"Jan. 14, 2020",2.626
"Jan. 13, 2020",2.619
"Jan. 10, 2020",2.588
"Jan. 9, 2020",2.580
"Jan. 8, 2020",2.574
"Jan. 7, 2020",2.612
"Jan. 6, 2020",2.635
"Jan. 3, 2020",2.664
"Jan. 2, 2020",2.665
"Dec. 31, 2019",2.703
"Dec. 30, 2019",2.673
"Dec. 27, 2019",2.670
"Dec. 26, 2019",2.672
"Dec. 24, 2019",2.696
"Dec. 23, 2019",2.709
"Dec. 20, 2019",2.738
"Dec. 19, 2019",2.717
"Dec. 18, 2019",2.726
"Dec. 17, 2019",2.690
"Dec. 16, 2019",2.665
"Dec. 13, 2019",2.641
"Dec. 12, 2019",2.655
"Dec. 11, 2019",2.685
"Dec. 10, 2019",2.660
"Dec. 9, 2019",2.597
"Dec. 6, 2019",2.614
"Dec. 5, 2019",2.613
"Dec. 4, 2019",2.601
"Dec. 3, 2019",2.569
"Dec. 2, 2019",2.558
"Nov. 29, 2019",2.560
"Nov. 27, 2019",2.584
"Nov. 26, 2019",2.555
"Nov. 25, 2019",2.560
"Nov. 22, 2019",2.540
"Nov. 21, 2019",2.510
"Nov. 20, 2019",2.527
"Nov. 19, 2019",2.538
"Nov. 18, 2019",2.518
"Nov. 15, 2019",2.515
"Nov. 14, 2019",2.519
"Nov. 13, 2019",2.504
