date,three_month_return
"March 19, 2020",-7.24%
"March 18, 2020",-7.27%
"March 17, 2020",-0.64%
"March 16, 2020",-14.38%
"March 13, 2020",0.12%
"March 12, 2020",-8.76%
"March 11, 2020",-2.25%
"March 10, 2020",-0.56%
"March 9, 2020",-0.16%
"March 6, 2020",3.12%
"March 5, 2020",1.80%
"March 4, 2020",3.39%
"March 3, 2020",0.84%
"March 2, 2020",0.31%
"Feb. 28, 2020",-7.09%
"Feb. 27, 2020",-2.22%
"Feb. 26, 2020",4.38%
"Feb. 25, 2020",3.84%
"Feb. 24, 2020",6.45%
"Feb. 21, 2020",9.94%
"Feb. 20, 2020",9.38%
"Feb. 19, 2020",8.47%
"Feb. 18, 2020",10.97%
"Feb. 14, 2020",10.81%
"Feb. 13, 2020",12.64%
"Feb. 12, 2020",11.71%
"Feb. 11, 2020",12.16%
"Feb. 10, 2020",11.57%
"Feb. 7, 2020",9.75%
"Feb. 6, 2020",7.74%
"Feb. 5, 2020",8.85%
"Feb. 4, 2020",7.60%
"Feb. 3, 2020",3.56%
"Jan. 31, 2020",1.49%
"Jan. 30, 2020",2.05%
"Jan. 29, 2020",2.59%
"Jan. 28, 2020",2.51%
"Jan. 27, 2020",1.58%
"Jan. 24, 2020",1.17%
"Jan. 23, 2020",1.92%
"Jan. 22, 2020",1.41%
"Jan. 21, 2020",0.83%
"Jan. 17, 2020",1.82%
"Jan. 16, 2020",3.84%
"Jan. 15, 2020",2.41%
"Jan. 14, 2020",-0.18%
"Jan. 13, 2020",-1.15%
"Jan. 10, 2020",-1.89%
"Jan. 9, 2020",-2.72%
"Jan. 8, 2020",-2.30%
"Jan. 7, 2020",-2.33%
"Jan. 6, 2020",-1.50%
"Jan. 3, 2020",0.27%
"Jan. 2, 2020",0.49%
"Dec. 31, 2019",0.54%
"Dec. 30, 2019",-0.16%
"Dec. 27, 2019",-0.41%
"Dec. 26, 2019",0.02%
"Dec. 24, 2019",2.05%
"Dec. 23, 2019",3.17%
