date,operating_pe_ratio
"March 19, 2020",14.00
"March 18, 2020",14.04
"March 17, 2020",14.85
"March 16, 2020",12.68
"March 13, 2020",14.69
"March 12, 2020",13.46
"March 11, 2020",14.58
"March 10, 2020",14.69
"March 9, 2020",14.40
"March 6, 2020",14.97
"March 5, 2020",14.77
"March 4, 2020",14.94
"March 3, 2020",14.39
"March 2, 2020",14.25
"Feb. 28, 2020",13.34
"Feb. 27, 2020",14.04
"Feb. 26, 2020",14.81
"Feb. 25, 2020",14.76
"Feb. 24, 2020",15.02
"Feb. 21, 2020",15.33
"Feb. 20, 2020",15.35
"Feb. 19, 2020",15.29
"Feb. 18, 2020",15.52
"Feb. 14, 2020",15.51
"Feb. 13, 2020",15.67
"Feb. 12, 2020",15.30
"Feb. 11, 2020",15.24
"Feb. 10, 2020",15.32
"Feb. 7, 2020",15.27
"Feb. 6, 2020",15.27
"Feb. 5, 2020",15.31
"Feb. 4, 2020",15.30
"Feb. 3, 2020",15.27
"Jan. 31, 2020",15.01
"Jan. 30, 2020",15.14
"Jan. 29, 2020",14.97
"Jan. 28, 2020",14.96
"Jan. 27, 2020",14.97
"Jan. 24, 2020",14.93
"Jan. 23, 2020",14.84
"Jan. 22, 2020",14.76
"Jan. 21, 2020",14.71
"Jan. 17, 2020",14.85
"Jan. 16, 2020",14.91
"Jan. 15, 2020",14.69
"Jan. 14, 2020",14.52
"Jan. 13, 2020",14.49
"Jan. 10, 2020",14.31
"Jan. 9, 2020",14.27
"Jan. 8, 2020",14.24
"Jan. 7, 2020",14.44
"Jan. 6, 2020",14.57
"Jan. 3, 2020",14.74
"Jan. 2, 2020",14.74
"Dec. 31, 2019",14.95
"Dec. 30, 2019",14.95
"Dec. 27, 2019",14.94
"Dec. 26, 2019",14.94
"Dec. 24, 2019",15.08
"Dec. 23, 2019",15.15
"Dec. 20, 2019",15.32
"Dec. 19, 2019",15.20
"Dec. 18, 2019",15.25
"Dec. 17, 2019",15.04
"Dec. 16, 2019",14.91
"Dec. 13, 2019",14.77
"Dec. 12, 2019",14.85
"Dec. 11, 2019",15.02
"Dec. 10, 2019",14.88
"Dec. 9, 2019",14.52
"Dec. 6, 2019",14.62
"Dec. 5, 2019",14.61
"Dec. 4, 2019",14.55
"Dec. 3, 2019",14.37
"Dec. 2, 2019",14.30
"Nov. 29, 2019",14.32
"Nov. 27, 2019",14.45
"Nov. 26, 2019",14.29
