date,one_year_return
"March 19, 2020",-2.02%
"March 18, 2020",-3.07%
"March 17, 2020",3.03%
"March 16, 2020",-12.03%
"March 13, 2020",0.73%
"March 12, 2020",-8.04%
"March 11, 2020",-0.27%
"March 10, 2020",2.22%
"March 9, 2020",0.18%
"March 6, 2020",5.61%
"March 5, 2020",2.80%
"March 4, 2020",3.35%
"March 3, 2020",1.57%
"March 2, 2020",0.57%
"Feb. 28, 2020",-5.01%
"Feb. 27, 2020",-0.41%
"Feb. 26, 2020",4.70%
"Feb. 25, 2020",3.78%
"Feb. 24, 2020",4.54%
"Feb. 21, 2020",7.64%
"Feb. 20, 2020",8.18%
"Feb. 19, 2020",7.55%
"Feb. 18, 2020",11.37%
"Feb. 14, 2020",13.06%
"Feb. 13, 2020",13.90%
"Feb. 12, 2020",10.90%
"Feb. 11, 2020",10.96%
"Feb. 10, 2020",11.45%
"Feb. 7, 2020",12.61%
"Feb. 6, 2020",11.62%
"Feb. 5, 2020",10.73%
"Feb. 4, 2020",10.68%
"Feb. 3, 2020",10.54%
"Jan. 31, 2020",6.23%
"Jan. 30, 2020",8.15%
"Jan. 29, 2020",7.23%
"Jan. 28, 2020",8.44%
"Jan. 27, 2020",7.51%
"Jan. 24, 2020",7.32%
"Jan. 23, 2020",8.33%
"Jan. 22, 2020",6.95%
"Jan. 21, 2020",8.55%
"Jan. 17, 2020",10.85%
"Jan. 16, 2020",13.21%
"Jan. 15, 2020",13.24%
"Jan. 14, 2020",14.15%
"Jan. 13, 2020",11.37%
"Jan. 10, 2020",9.47%
"Jan. 9, 2020",10.77%
"Jan. 8, 2020",9.34%
"Jan. 7, 2020",13.39%
"Jan. 6, 2020",13.64%
"Jan. 3, 2020",17.99%
"Jan. 2, 2020",18.72%
"Dec. 31, 2019",17.87%
"Dec. 30, 2019",19.53%
"Dec. 27, 2019",19.22%
"Dec. 26, 2019",20.04%
"Dec. 24, 2019",21.56%
"Dec. 23, 2019",16.21%
"Dec. 20, 2019",15.75%
"Dec. 19, 2019",11.97%
"Dec. 18, 2019",11.46%
"Dec. 17, 2019",8.98%
"Dec. 16, 2019",1.91%
"Dec. 13, 2019",1.10%
"Dec. 12, 2019",3.06%
"Dec. 11, 2019",5.85%
"Dec. 10, 2019",6.37%
"Dec. 9, 2019",3.81%
"Dec. 6, 2019",6.02%
"Dec. 5, 2019",7.92%
"Dec. 4, 2019",7.42%
"Dec. 3, 2019",4.93%
"Dec. 2, 2019",5.83%
"Nov. 29, 2019",8.44%
"Nov. 27, 2019",12.81%
"Nov. 26, 2019",9.16%
"Nov. 25, 2019",9.41%
"Nov. 22, 2019",10.04%
"Nov. 21, 2019",8.70%
"Nov. 20, 2019",8.02%
"Nov. 19, 2019",7.15%
"Nov. 18, 2019",5.87%
"Nov. 15, 2019",6.04%
"Nov. 14, 2019",8.02%
"Nov. 13, 2019",6.68%
"Nov. 12, 2019",6.49%
"Nov. 11, 2019",5.37%
"Nov. 8, 2019",6.65%
"Nov. 7, 2019",9.16%
"Nov. 6, 2019",10.58%
"Nov. 5, 2019",11.74%
"Nov. 4, 2019",14.64%
"Nov. 1, 2019",20.95%
"Oct. 31, 2019",19.32%
"Oct. 30, 2019",16.33%
"Oct. 29, 2019",15.82%
"Oct. 28, 2019",15.56%
"Oct. 25, 2019",15.03%
"Oct. 24, 2019",10.70%
"Oct. 23, 2019",8.40%
"Oct. 22, 2019",14.65%
"Oct. 21, 2019",14.24%
"Oct. 18, 2019",14.77%
"Oct. 17, 2019",13.49%
"Oct. 16, 2019",11.50%
"Oct. 15, 2019",14.55%
"Oct. 14, 2019",16.87%
"Oct. 11, 2019",15.24%
"Oct. 10, 2019",11.02%
"Oct. 9, 2019",11.23%
"Oct. 8, 2019",10.48%
"Oct. 7, 2019",14.16%
"Oct. 4, 2019",15.15%
"Oct. 3, 2019",14.21%
"Oct. 2, 2019",14.74%
"Oct. 1, 2019",16.11%
"Sept. 30, 2019",13.61%
"Sept. 27, 2019",15.02%
"Sept. 26, 2019",15.51%
"Sept. 25, 2019",13.96%
"Sept. 24, 2019",12.09%
"Sept. 23, 2019",4.97%
"Sept. 20, 2019",6.08%
"Sept. 19, 2019",6.84%
"Sept. 18, 2019",3.59%
"Sept. 17, 2019",4.20%
"Sept. 16, 2019",5.44%
"Sept. 13, 2019",5.54%
"Sept. 12, 2019",7.28%
"Sept. 11, 2019",7.73%
"Sept. 10, 2019",6.06%
"Sept. 9, 2019",6.17%
"Sept. 6, 2019",7.12%
"Sept. 5, 2019",9.36%
"Sept. 4, 2019",10.52%
"Sept. 3, 2019",10.43%
"Aug. 30, 2019",10.43%
"Aug. 29, 2019",11.74%
"Aug. 28, 2019",11.37%
"Aug. 27, 2019",10.21%
"Aug. 26, 2019",11.57%
"Aug. 23, 2019",9.91%
"Aug. 22, 2019",11.95%
"Aug. 21, 2019",11.32%
"Aug. 20, 2019",10.69%
"Aug. 19, 2019",11.34%
"Aug. 16, 2019",10.97%
"Aug. 15, 2019",10.96%
"Aug. 14, 2019",10.25%
"Aug. 13, 2019",13.13%
"Aug. 12, 2019",13.67%
"Aug. 9, 2019",12.89%
"Aug. 8, 2019",11.19%
"Aug. 7, 2019",9.13%
"Aug. 6, 2019",8.86%
"Aug. 5, 2019",9.93%
"Aug. 2, 2019",12.63%
"Aug. 1, 2019",13.54%
"July 31, 2019",11.46%
"July 30, 2019",13.89%
"July 29, 2019",11.79%
"July 26, 2019",9.90%
"July 25, 2019",8.48%
"July 24, 2019",9.52%
"July 23, 2019",8.91%
"July 22, 2019",7.60%
"July 19, 2019",7.78%
"July 18, 2019",10.80%
"July 17, 2019",10.07%
"July 16, 2019",7.99%
"July 15, 2019",8.14%
"July 12, 2019",8.51%
"July 11, 2019",8.37%
"July 10, 2019",8.76%
"July 9, 2019",12.27%
"July 8, 2019",10.95%
"July 5, 2019",11.27%
"July 3, 2019",14.16%
"July 2, 2019",15.42%
"July 1, 2019",16.32%
"June 28, 2019",18.63%
"June 27, 2019",16.86%
"June 26, 2019",15.45%
"June 25, 2019",19.16%
"June 24, 2019",19.21%
"June 21, 2019",20.75%
"June 20, 2019",22.03%
"June 19, 2019",21.67%
"June 18, 2019",20.71%
"June 17, 2019",23.77%
"June 14, 2019",24.36%
"June 13, 2019",26.66%
"June 12, 2019",26.94%
"June 11, 2019",22.51%
"June 10, 2019",21.56%
"June 7, 2019",20.82%
"June 6, 2019",20.41%
"June 5, 2019",19.73%
"June 4, 2019",17.06%
"June 3, 2019",16.96%
"May 31, 2019",13.69%
"May 30, 2019",11.43%
"May 29, 2019",14.87%
"May 28, 2019",17.96%
"May 24, 2019",23.12%
"May 23, 2019",22.80%
"May 22, 2019",22.44%
"May 21, 2019",21.63%
"May 20, 2019",21.06%
"May 17, 2019",22.76%
"May 16, 2019",23.14%
"May 15, 2019",21.43%
"May 14, 2019",21.49%
"May 13, 2019",24.59%
"May 10, 2019",22.44%
"May 9, 2019",21.66%
"May 8, 2019",22.55%
"May 7, 2019",21.66%
"May 6, 2019",24.57%
"May 3, 2019",24.60%
"May 2, 2019",20.55%
"May 1, 2019",21.49%
"April 30, 2019",21.89%
"April 29, 2019",20.27%
"April 26, 2019",21.46%
"April 25, 2019",23.62%
"April 24, 2019",22.15%
"April 23, 2019",21.64%
"April 22, 2019",20.87%
"April 18, 2019",20.35%
"April 17, 2019",18.98%
"April 16, 2019",20.95%
"April 15, 2019",24.74%
"April 12, 2019",24.88%
"April 11, 2019",24.65%
"April 10, 2019",24.12%
"April 9, 2019",22.90%
"April 8, 2019",24.04%
"April 5, 2019",26.74%
"April 4, 2019",25.28%
"April 3, 2019",27.91%
"April 2, 2019",28.65%
"April 1, 2019",28.40%
"March 29, 2019",29.65%
"March 28, 2019",30.14%
"March 27, 2019",35.47%
"March 26, 2019",31.57%
"March 25, 2019",32.13%
"March 22, 2019",26.11%
"March 21, 2019",29.44%
"March 20, 2019",27.43%
"March 19, 2019",23.28%
"March 18, 2019",30.04%
"March 15, 2019",31.38%
"March 14, 2019",32.07%
"March 13, 2019",32.76%
"March 12, 2019",32.39%
"March 11, 2019",34.06%
"March 8, 2019",32.86%
"March 7, 2019",31.41%
"March 6, 2019",32.24%
"March 5, 2019",32.55%
"March 4, 2019",35.34%
"March 1, 2019",31.43%
"Feb. 28, 2019",35.05%
"Feb. 27, 2019",32.87%
"Feb. 26, 2019",31.72%
"Feb. 25, 2019",31.49%
"Feb. 22, 2019",35.74%
"Feb. 21, 2019",35.30%
"Feb. 20, 2019",33.50%
"Feb. 19, 2019",32.94%
"Feb. 15, 2019",30.15%
"Feb. 14, 2019",29.48%
"Feb. 13, 2019",27.49%
"Feb. 12, 2019",27.07%
"Feb. 11, 2019",24.85%
"Feb. 8, 2019",28.91%
"Feb. 7, 2019",25.76%
"Feb. 6, 2019",26.68%
"Feb. 5, 2019",26.41%
"Feb. 4, 2019",22.30%
"Feb. 1, 2019",21.37%
"Jan. 31, 2019",23.22%
"Jan. 30, 2019",22.75%
"Jan. 29, 2019",22.69%
"Jan. 28, 2019",18.26%
"Jan. 25, 2019",18.03%
"Jan. 24, 2019",19.26%
"Jan. 23, 2019",16.26%
"Jan. 22, 2019",23.12%
