Cash Flow - Operations (Quarterly),2019-12,2019-09,2019-06,2019-03,2018-12,2018-09,2018-06,2018-03,2017-12,2017-09,2017-06,2017-03,2016-12,2016-09,2016-06,2016-03,2015-12,2015-09,2015-06,2015-03,2014-12,2014-09,2014-06,2014-03,2013-12,2013-09,2013-06,2013-03,2012-12,2012-09,2012-06,2012-03,2011-12,2011-09,2011-06,2011-03,2010-12,2010-09,2010-06,2010-03,2009-12,2009-09,2009-06,2009-03,2008-12,2008-09,2008-06,2008-03,2007-12,2007-09,2007-06,2007-03,2006-12,2006-09,2006-06,2006-03,2005-12,2005-09,2005-06,2005-03,2004-12,2004-09,2004-06,2004-03,2003-12,2003-09,2003-06,2003-03,2002-12,2002-09,2002-06,2002-03,2001-12,2001-09,2001-06,2001-03,2000-12,2000-09,2000-06,2000-03,1999-12,1999-09,1999-06,1999-03,1998-12,1998-09,1998-06,1998-03,1997-12,1997-09,1997-06,1997-03,1996-12,1996-09,1996-06,1996-03,1995-12,1995-09,1995-06,1995-03,1994-12,1994-09,1994-06,1994-03
Net Income,-139.30M,6.60M,296.90M,218.90M,-11.70M,-339.50M,24.50M,276.10M,-52.40M,14.00M,-44.40M,211.30M,88.80M,27.20M,28.90M,186.60M,64.40M,14.80M,-73.10M,192.50M,79.50M,-168.20M,78.50M,266.40M,-116.90M,49.50M,72.40M,216.00M,132.10M,16.30M,67.90M,192.50M,25.20M,34.70M,40.20M,209.50M,18.20M,33.20M,28.10M,197.30M,89.50M,-15.40M,-4.80M,148.40M,162.00M,20.00M,-202.30M,99.30M,67.00M,11.00M,26.70M,216.70M,62.50M,25.80M,21.00M,172.90M,68.00M,-6.80M,39.00M,206.30M,159.40M,28.80M,34.60M,213.50M,139.80M,15.40M,-324.90M,254.90M,82.10M,23.20M,25.00M,242.20M,55.50M,-9.60M,-18.50M,188.80M,1.871M,52.00M,23.43M,79.60M,32.94M,27.96M,22.90M,76.60M,60.60M,43.10M,29.50M,60.70M,55.90M,35.80M,28.30M,70.80M,51.40M,34.40M,23.40M,67.50M,51.90M,36.40M,26.90M,60.30M,49.00M,28.50M,21.50M,65.00M
Gain and Loss on Sale of PPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00M,-2.00M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gain (Loss) on Investment Securities,,,,,,,,,,,,,,,,,,,,,-1.90M,0.50M,0.60M,0.80M,0.70M,0.60M,0.80M,0.50M,1.30M,21.30M,-45.00M,24.90M,2.60M,,-1.80M,1.80M,-5.50M,-7.90M,7.90M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earnings Loss from Eq. Investments,,,,,,,,,,,,,,,,,,,,,-0.60M,21.20M,-11.00M,-9.60M,26.00M,-10.30M,-7.90M,-7.30M,-8.00M,-8.00M,-8.30M,-6.60M,-16.60M,-2.60M,8.60M,-3.10M,-11.60M,4.60M,-0.40M,-7.40M,-5.90M,-5.40M,2.60M,-6.40M,-5.00M,-19.20M,0.60M,-1.70M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operating Gains Losses,,,,,0.00,33.00M,12.50M,,0.00,0.00,111.50M,,,,,,0.00,0.00,97.20M,,-3.60M,37.60M,-11.30M,-22.70M,37.00M,-17.50M,-7.30M,-7.40M,-10.50M,14.10M,-56.30M,16.00M,40.50M,-1.10M,7.40M,-1.70M,59.00M,-3.30M,7.60M,-7.40M,-1.50M,-3.20M,3.90M,-0.60M,-27.10M,-8.40M,220.90M,85.20M,-3.10M,-16.40M,5.10M,-3.60M,11.90M,-6.40M,20.20M,-18.40M,120.30M,-94.60M,6.80M,-39.70M,18.00M,-9.20M,-1.40M,-12.90M,2.80M,9.60M,353.80M,-34.40M,9.80M,21.10M,-66.10M,-2.40M,-539.90M,225.90M,-183.80M,0.30M,6.423M,-66.08M,-6.341M,2.60M,24.54M,0.857M,1.50M,-8.30M,-1.50M,-1.30M,-1.40M,-1.30M,-1.50M,-1.30M,-1.40M,-1.30M,-1.60M,-1.50M,-1.20M,-20.20M,-1.90M,-1.90M,-1.80M,-1.90M,-1.80M,-1.90M,-1.80M,-1.00M
Total Depreciation and Amortization,182.20M,182.20M,177.90M,175.10M,161.80M,148.50M,144.60M,144.70M,141.80M,143.00M,142.20M,143.30M,141.10M,136.30M,136.90M,132.80M,133.40M,132.50M,133.50M,125.00M,123.80M,65.30M,149.10M,148.70M,39.00M,144.50M,143.30M,143.60M,143.90M,125.30M,147.30M,145.40M,132.00M,134.90M,134.50M,134.30M,140.30M,153.10M,151.60M,149.80M,148.60M,148.80M,148.20M,143.70M,143.20M,140.70M,147.50M,135.60M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Total Depreciation, Amortization, Depletion",182.20M,182.20M,177.90M,175.10M,161.80M,148.50M,144.60M,144.70M,141.80M,143.00M,142.20M,143.30M,141.10M,136.30M,136.90M,132.80M,133.40M,132.50M,133.50M,125.00M,123.80M,65.30M,149.10M,148.70M,39.00M,144.50M,143.30M,143.60M,143.90M,125.30M,147.30M,145.40M,132.00M,134.90M,134.50M,134.30M,140.30M,153.10M,151.60M,149.80M,148.60M,148.80M,148.20M,143.70M,143.20M,140.70M,147.50M,135.60M,135.00M,124.40M,144.70M,136.10M,139.80M,138.40M,139.80M,138.90M,132.90M,142.90M,144.50M,141.40M,131.40M,132.60M,133.80M,132.40M,121.70M,132.40M,137.20M,124.60M,195.90M,127.40M,101.30M,149.40M,176.00M,171.60M,163.00M,161.10M,121.03M,84.10M,88.97M,80.10M,64.55M,78.05M,77.50M,72.90M,,,,,,,,,,,,,,,,,,,,
Deferred Taxes,-2.20M,-6.10M,74.90M,51.60M,-161.80M,-92.70M,9.50M,56.80M,210.40M,7.90M,-21.00M,109.40M,44.60M,20.60M,22.00M,95.10M,75.20M,9.30M,-39.10M,89.90M,51.30M,-76.70M,37.90M,148.90M,-80.70M,30.50M,51.50M,117.10M,159.80M,3.80M,36.80M,92.20M,27.60M,33.00M,33.60M,102.30M,63.20M,92.00M,11.40M,27.20M,23.40M,318.40M,13.30M,23.10M,45.50M,40.10M,35.50M,16.70M,29.70M,-10.20M,-13.30M,-0.80M,16.00M,-21.10M,-67.80M,-40.50M,40.10M,24.80M,-51.80M,-29.80M,103.40M,6.00M,1.50M,-13.40M,82.70M,-20.50M,-11.40M,27.10M,34.30M,37.00M,25.10M,17.70M,45.60M,17.80M,-42.50M,-64.00M,66.59M,1.466M,-6.654M,-26.70M,9.472M,4.028M,-3.90M,-26.90M,27.70M,-6.90M,-12.70M,-30.00M,31.90M,-0.40M,-20.80M,-12.30M,6.20M,2.10M,-2.20M,15.00M,15.00M,4.30M,-4.90M,-17.10M,-3.60M,7.50M,-0.30M,-15.10M
Amortization of Securities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.60M,2.40M,2.10M,2.10M,-8.10M,2.70M,2.70M,2.70M,3.10M,3.70M,4.10M,2.10M,2.00M,2.00M,1.90M,1.80M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
