date,enterprise_value
"March 19, 2020",5.249B
"March 18, 2020",5.570B
"March 17, 2020",5.601B
"March 16, 2020",5.040B
"March 13, 2020",5.148B
"March 12, 2020",4.969B
"March 11, 2020",5.350B
"March 10, 2020",5.512B
"March 9, 2020",5.517B
"March 6, 2020",5.658B
"March 5, 2020",5.576B
"March 4, 2020",5.612B
"March 3, 2020",5.439B
"March 2, 2020",5.458B
"Feb. 28, 2020",5.292B
"Feb. 27, 2020",5.388B
"Feb. 26, 2020",5.449B
"Feb. 25, 2020",5.420B
"Feb. 24, 2020",5.514B
"Feb. 21, 2020",5.564B
"Feb. 20, 2020",5.588B
"Feb. 19, 2020",5.632B
"Feb. 18, 2020",5.626B
"Feb. 14, 2020",5.619B
"Feb. 13, 2020",5.595B
"Feb. 12, 2020",5.564B
"Feb. 11, 2020",5.563B
"Feb. 10, 2020",5.576B
"Feb. 7, 2020",5.562B
"Feb. 6, 2020",5.570B
"Feb. 5, 2020",5.561B
"Feb. 4, 2020",5.535B
"Feb. 3, 2020",5.558B
"Jan. 31, 2020",5.541B
"Jan. 30, 2020",5.528B
"Jan. 29, 2020",5.506B
"Jan. 28, 2020",5.481B
"Jan. 27, 2020",5.457B
"Jan. 24, 2020",5.455B
"Jan. 23, 2020",5.473B
"Jan. 22, 2020",5.458B
"Jan. 21, 2020",5.456B
"Jan. 17, 2020",5.435B
"Jan. 16, 2020",5.389B
"Jan. 15, 2020",5.349B
"Jan. 14, 2020",5.318B
"Jan. 13, 2020",5.322B
"Jan. 10, 2020",5.295B
"Jan. 9, 2020",5.273B
"Jan. 8, 2020",5.270B
"Jan. 7, 2020",5.304B
"Jan. 6, 2020",5.327B
"Jan. 3, 2020",5.324B
"Jan. 2, 2020",5.312B
"Dec. 31, 2019",5.354B
"Dec. 30, 2019",5.246B
"Dec. 27, 2019",5.237B
"Dec. 26, 2019",5.233B
"Dec. 24, 2019",5.235B
"Dec. 23, 2019",5.235B
"Dec. 20, 2019",5.280B
"Dec. 19, 2019",5.324B
"Dec. 18, 2019",5.334B
"Dec. 17, 2019",5.320B
"Dec. 16, 2019",5.293B
"Dec. 13, 2019",5.232B
"Dec. 12, 2019",5.223B
"Dec. 11, 2019",5.233B
"Dec. 10, 2019",5.200B
"Dec. 9, 2019",5.188B
"Dec. 6, 2019",5.209B
"Dec. 5, 2019",5.202B
"Dec. 4, 2019",5.201B
"Dec. 3, 2019",5.175B
"Dec. 2, 2019",5.168B
"Nov. 29, 2019",5.205B
"Nov. 27, 2019",5.204B
"Nov. 26, 2019",5.180B
