date,enterprise_value
"March 19, 2020",40.98B
"March 18, 2020",44.02B
"March 17, 2020",44.33B
"March 16, 2020",41.02B
"March 13, 2020",44.77B
"March 12, 2020",42.82B
"March 11, 2020",44.53B
"March 10, 2020",45.63B
"March 9, 2020",46.10B
"March 6, 2020",47.35B
"March 5, 2020",47.71B
"March 4, 2020",48.07B
"March 3, 2020",46.05B
"March 2, 2020",46.45B
"Feb. 28, 2020",44.09B
"Feb. 27, 2020",45.10B
"Feb. 26, 2020",46.40B
"Feb. 25, 2020",46.37B
"Feb. 24, 2020",46.97B
"Feb. 21, 2020",47.22B
"Feb. 20, 2020",47.12B
"Feb. 19, 2020",46.67B
"Feb. 18, 2020",46.84B
"Feb. 14, 2020",46.46B
"Feb. 13, 2020",46.07B
"Feb. 12, 2020",45.67B
"Feb. 11, 2020",45.64B
"Feb. 10, 2020",45.71B
"Feb. 7, 2020",45.45B
"Feb. 6, 2020",45.54B
"Feb. 5, 2020",45.42B
"Feb. 4, 2020",45.45B
"Feb. 3, 2020",46.05B
"Jan. 31, 2020",46.06B
"Jan. 30, 2020",46.30B
"Jan. 29, 2020",46.03B
"Jan. 28, 2020",45.83B
"Jan. 27, 2020",45.70B
"Jan. 24, 2020",45.84B
"Jan. 23, 2020",45.65B
"Jan. 22, 2020",45.23B
"Jan. 21, 2020",45.18B
"Jan. 17, 2020",44.83B
"Jan. 16, 2020",44.51B
"Jan. 15, 2020",44.36B
"Jan. 14, 2020",43.88B
"Jan. 13, 2020",43.64B
"Jan. 10, 2020",43.40B
"Jan. 9, 2020",43.07B
"Jan. 8, 2020",42.85B
"Jan. 7, 2020",42.83B
"Jan. 6, 2020",43.04B
"Jan. 3, 2020",42.89B
"Jan. 2, 2020",43.01B
"Dec. 31, 2019",43.62B
"Dec. 30, 2019",42.90B
"Dec. 27, 2019",42.87B
"Dec. 26, 2019",42.86B
"Dec. 24, 2019",42.75B
"Dec. 23, 2019",42.67B
"Dec. 20, 2019",42.95B
"Dec. 19, 2019",42.69B
"Dec. 18, 2019",42.63B
"Dec. 17, 2019",42.37B
"Dec. 16, 2019",42.13B
"Dec. 13, 2019",41.90B
"Dec. 12, 2019",41.74B
"Dec. 11, 2019",41.90B
"Dec. 10, 2019",41.78B
"Dec. 9, 2019",41.70B
"Dec. 6, 2019",41.86B
"Dec. 5, 2019",42.17B
"Dec. 4, 2019",42.45B
"Dec. 3, 2019",42.12B
"Dec. 2, 2019",42.12B
"Nov. 29, 2019",42.32B
"Nov. 27, 2019",42.41B
"Nov. 26, 2019",42.35B
"Nov. 25, 2019",42.16B
"Nov. 22, 2019",42.19B
"Nov. 21, 2019",42.19B
"Nov. 20, 2019",42.28B
"Nov. 19, 2019",42.18B
"Nov. 18, 2019",42.16B
"Nov. 15, 2019",41.88B
"Nov. 14, 2019",41.73B
"Nov. 13, 2019",41.76B
"Nov. 12, 2019",41.21B
"Nov. 11, 2019",41.24B
"Nov. 8, 2019",41.28B
"Nov. 7, 2019",41.27B
"Nov. 6, 2019",41.92B
"Nov. 5, 2019",41.82B
"Nov. 4, 2019",41.93B
"Nov. 1, 2019",42.37B
"Oct. 31, 2019",42.68B
"Oct. 30, 2019",42.51B
"Oct. 29, 2019",42.40B
"Oct. 28, 2019",42.71B
"Oct. 25, 2019",43.18B
"Oct. 24, 2019",43.47B
"Oct. 23, 2019",43.43B
"Oct. 22, 2019",43.36B
"Oct. 21, 2019",43.45B
"Oct. 18, 2019",43.28B
"Oct. 17, 2019",43.12B
"Oct. 16, 2019",42.95B
"Oct. 15, 2019",42.79B
"Oct. 14, 2019",43.01B
"Oct. 11, 2019",43.27B
"Oct. 10, 2019",43.26B
"Oct. 9, 2019",43.44B
"Oct. 8, 2019",43.04B
"Oct. 7, 2019",43.20B
"Oct. 4, 2019",43.28B
"Oct. 3, 2019",42.97B
"Oct. 2, 2019",42.90B
"Oct. 1, 2019",43.20B
"Sept. 30, 2019",43.24B
"Sept. 27, 2019",42.75B
"Sept. 26, 2019",42.72B
"Sept. 25, 2019",42.52B
"Sept. 24, 2019",42.53B
"Sept. 23, 2019",42.15B
"Sept. 20, 2019",42.07B
"Sept. 19, 2019",42.07B
"Sept. 18, 2019",42.11B
"Sept. 17, 2019",42.04B
"Sept. 16, 2019",41.81B
"Sept. 13, 2019",41.79B
"Sept. 12, 2019",41.95B
"Sept. 11, 2019",41.72B
"Sept. 10, 2019",41.63B
"Sept. 9, 2019",41.60B
"Sept. 6, 2019",41.78B
"Sept. 5, 2019",41.68B
"Sept. 4, 2019",41.83B
"Sept. 3, 2019",41.50B
"Aug. 30, 2019",41.06B
"Aug. 29, 2019",41.15B
"Aug. 28, 2019",41.11B
"Aug. 27, 2019",41.20B
"Aug. 26, 2019",41.00B
"Aug. 23, 2019",40.75B
"Aug. 22, 2019",40.95B
"Aug. 21, 2019",40.88B
"Aug. 20, 2019",40.73B
"Aug. 19, 2019",40.69B
"Aug. 16, 2019",40.58B
"Aug. 15, 2019",40.63B
"Aug. 14, 2019",40.10B
"Aug. 13, 2019",40.34B
"Aug. 12, 2019",40.30B
"Aug. 9, 2019",40.51B
"Aug. 8, 2019",40.51B
"Aug. 7, 2019",40.34B
"Aug. 6, 2019",40.19B
"Aug. 5, 2019",39.90B
"Aug. 2, 2019",39.95B
"Aug. 1, 2019",39.90B
"July 31, 2019",39.68B
"July 30, 2019",39.89B
"July 29, 2019",39.99B
"July 26, 2019",39.80B
"July 25, 2019",39.79B
"July 24, 2019",39.86B
"July 23, 2019",39.97B
"July 22, 2019",40.02B
"July 19, 2019",39.97B
"July 18, 2019",40.50B
"July 17, 2019",40.16B
"July 16, 2019",40.08B
"July 15, 2019",40.29B
"July 12, 2019",40.22B
"July 11, 2019",40.39B
"July 10, 2019",40.26B
"July 9, 2019",40.03B
"July 8, 2019",40.06B
"July 5, 2019",40.04B
"July 3, 2019",40.09B
"July 2, 2019",39.94B
"July 1, 2019",39.61B
"June 30, 2019",39.65B
"June 28, 2019",39.63B
"June 27, 2019",39.52B
"June 26, 2019",39.50B
"June 25, 2019",40.02B
"June 24, 2019",40.16B
"June 21, 2019",40.16B
"June 20, 2019",40.20B
"June 19, 2019",40.09B
"June 18, 2019",39.80B
"June 17, 2019",39.87B
"June 14, 2019",40.16B
"June 13, 2019",39.92B
"June 12, 2019",39.87B
"June 11, 2019",39.54B
"June 10, 2019",39.71B
"June 7, 2019",39.80B
"June 6, 2019",39.98B
"June 5, 2019",39.81B
"June 4, 2019",39.19B
"June 3, 2019",38.88B
"May 31, 2019",38.57B
"May 30, 2019",38.35B
"May 29, 2019",38.27B
"May 28, 2019",38.66B
"May 24, 2019",38.90B
"May 23, 2019",38.88B
"May 22, 2019",38.54B
"May 21, 2019",38.54B
"May 20, 2019",38.50B
"May 17, 2019",38.47B
"May 16, 2019",38.34B
"May 15, 2019",38.17B
"May 14, 2019",38.17B
"May 13, 2019",38.30B
"May 10, 2019",37.91B
"May 9, 2019",37.49B
"May 8, 2019",37.48B
"May 7, 2019",37.83B
"May 6, 2019",37.94B
"May 3, 2019",38.01B
"May 2, 2019",37.83B
"May 1, 2019",37.71B
"April 30, 2019",37.89B
"April 29, 2019",37.54B
"April 26, 2019",37.68B
"April 25, 2019",37.62B
"April 24, 2019",37.62B
"April 23, 2019",37.48B
"April 22, 2019",37.35B
"April 18, 2019",37.34B
"April 17, 2019",37.42B
"April 16, 2019",37.40B
"April 15, 2019",37.60B
"April 12, 2019",37.57B
"April 11, 2019",37.54B
"April 10, 2019",37.45B
"April 9, 2019",37.60B
"April 8, 2019",37.55B
"April 5, 2019",37.69B
"April 4, 2019",37.47B
"April 3, 2019",37.51B
"April 2, 2019",37.58B
"April 1, 2019",37.57B
"March 31, 2019",37.65B
"March 29, 2019",37.04B
"March 28, 2019",36.84B
"March 27, 2019",37.13B
"March 26, 2019",37.35B
"March 25, 2019",37.30B
"March 22, 2019",37.27B
"March 21, 2019",37.01B
"March 20, 2019",36.80B
"March 19, 2019",36.80B
"March 18, 2019",37.13B
"March 15, 2019",37.28B
"March 14, 2019",37.03B
"March 13, 2019",36.93B
"March 12, 2019",36.90B
"March 11, 2019",36.82B
"March 8, 2019",36.63B
"March 7, 2019",36.54B
"March 6, 2019",36.44B
"March 5, 2019",36.29B
"March 4, 2019",36.38B
"March 1, 2019",36.62B
"Feb. 28, 2019",36.65B
"Feb. 27, 2019",36.60B
"Feb. 26, 2019",36.60B
"Feb. 25, 2019",36.51B
"Feb. 22, 2019",36.80B
"Feb. 21, 2019",36.87B
"Feb. 20, 2019",36.79B
"Feb. 19, 2019",36.83B
"Feb. 15, 2019",36.77B
"Feb. 14, 2019",36.74B
"Feb. 13, 2019",36.72B
"Feb. 12, 2019",36.79B
"Feb. 11, 2019",36.75B
"Feb. 8, 2019",36.72B
"Feb. 7, 2019",36.71B
"Feb. 6, 2019",36.40B
"Feb. 5, 2019",36.49B
"Feb. 4, 2019",36.40B
"Feb. 1, 2019",36.44B
"Jan. 31, 2019",36.53B
"Jan. 30, 2019",35.94B
"Jan. 29, 2019",35.87B
"Jan. 28, 2019",35.79B
"Jan. 25, 2019",35.84B
"Jan. 24, 2019",36.22B
"Jan. 23, 2019",36.17B
"Jan. 22, 2019",35.91B
"Jan. 18, 2019",35.97B
"Jan. 17, 2019",35.84B
"Jan. 16, 2019",35.65B
"Jan. 15, 2019",35.57B
"Jan. 14, 2019",35.31B
"Jan. 11, 2019",35.43B
"Jan. 10, 2019",35.45B
"Jan. 9, 2019",35.04B
"Jan. 8, 2019",35.15B
"Jan. 7, 2019",34.78B
"Jan. 4, 2019",34.83B
"Jan. 3, 2019",34.63B
"Jan. 2, 2019",34.64B
"Dec. 31, 2018",35.13B
"Dec. 28, 2018",34.68B
"Dec. 27, 2018",34.71B
"Dec. 26, 2018",34.54B
"Dec. 24, 2018",34.27B
"Dec. 21, 2018",35.25B
"Dec. 20, 2018",35.47B
"Dec. 19, 2018",35.51B
"Dec. 18, 2018",35.43B
"Dec. 17, 2018",35.49B
"Dec. 14, 2018",36.29B
"Dec. 13, 2018",36.44B
"Dec. 12, 2018",36.19B
"Dec. 11, 2018",36.42B
"Dec. 10, 2018",36.25B
"Dec. 7, 2018",36.19B
"Dec. 6, 2018",36.09B
"Dec. 4, 2018",36.03B
"Dec. 3, 2018",35.97B
"Nov. 30, 2018",35.84B
"Nov. 29, 2018",35.44B
"Nov. 28, 2018",35.55B
"Nov. 27, 2018",35.56B
"Nov. 26, 2018",35.35B
