date,ps_ratio
"March 19, 2020",2.918
"March 18, 2020",3.267
"March 17, 2020",3.303
"March 16, 2020",2.923
"March 13, 2020",3.353
"March 12, 2020",3.129
"March 11, 2020",3.325
"March 10, 2020",3.452
"March 9, 2020",3.506
"March 6, 2020",3.650
"March 5, 2020",3.690
"March 4, 2020",3.732
"March 3, 2020",3.500
"March 2, 2020",3.546
"Feb. 28, 2020",3.275
"Feb. 27, 2020",3.391
"Feb. 26, 2020",3.540
"Feb. 25, 2020",3.537
"Feb. 24, 2020",3.606
"Feb. 21, 2020",3.634
"Feb. 20, 2020",3.623
"Feb. 19, 2020",3.572
"Feb. 18, 2020",3.591
"Feb. 14, 2020",3.547
"Feb. 13, 2020",3.503
"Feb. 12, 2020",3.456
"Feb. 11, 2020",3.453
"Feb. 10, 2020",3.461
"Feb. 7, 2020",3.431
"Feb. 6, 2020",3.442
"Feb. 5, 2020",3.427
"Feb. 4, 2020",3.432
"Feb. 3, 2020",3.50
"Jan. 31, 2020",3.501
"Jan. 30, 2020",3.530
"Jan. 29, 2020",3.499
"Jan. 28, 2020",3.477
"Jan. 27, 2020",3.461
"Jan. 24, 2020",3.477
"Jan. 23, 2020",3.456
"Jan. 22, 2020",3.407
"Jan. 21, 2020",3.401
"Jan. 17, 2020",3.361
"Jan. 16, 2020",3.324
"Jan. 15, 2020",3.307
"Jan. 14, 2020",3.252
"Jan. 13, 2020",3.225
"Jan. 10, 2020",3.197
"Jan. 9, 2020",3.159
"Jan. 8, 2020",3.134
"Jan. 7, 2020",3.132
"Jan. 6, 2020",3.155
"Jan. 3, 2020",3.138
"Jan. 2, 2020",3.152
"Dec. 31, 2019",3.222
"Dec. 30, 2019",3.181
"Dec. 27, 2019",3.177
"Dec. 26, 2019",3.177
"Dec. 24, 2019",3.164
"Dec. 23, 2019",3.155
"Dec. 20, 2019",3.188
"Dec. 19, 2019",3.157
"Dec. 18, 2019",3.150
"Dec. 17, 2019",3.12
"Dec. 16, 2019",3.092
"Dec. 13, 2019",3.065
"Dec. 12, 2019",3.047
"Dec. 11, 2019",3.065
"Dec. 10, 2019",3.052
"Dec. 9, 2019",3.042
"Dec. 6, 2019",3.060
"Dec. 5, 2019",3.096
"Dec. 4, 2019",3.128
"Dec. 3, 2019",3.091
"Dec. 2, 2019",3.091
"Nov. 29, 2019",3.114
"Nov. 27, 2019",3.124
"Nov. 26, 2019",3.117
"Nov. 25, 2019",3.096
"Nov. 22, 2019",3.099
"Nov. 21, 2019",3.098
"Nov. 20, 2019",3.109
"Nov. 19, 2019",3.097
"Nov. 18, 2019",3.096
"Nov. 15, 2019",3.062
"Nov. 14, 2019",3.045
"Nov. 13, 2019",3.049
"Nov. 12, 2019",2.984
"Nov. 11, 2019",2.988
"Nov. 8, 2019",2.992
"Nov. 7, 2019",2.992
"Nov. 6, 2019",3.067
"Nov. 5, 2019",3.055
"Nov. 4, 2019",3.068
"Nov. 1, 2019",3.120
"Oct. 31, 2019",3.156
"Oct. 30, 2019",3.137
"Oct. 29, 2019",3.124
"Oct. 28, 2019",3.160
"Oct. 25, 2019",3.215
"Oct. 24, 2019",3.248
"Oct. 23, 2019",3.243
"Oct. 22, 2019",3.235
"Oct. 21, 2019",3.246
"Oct. 18, 2019",3.226
"Oct. 17, 2019",3.208
"Oct. 16, 2019",3.187
"Oct. 15, 2019",3.169
"Oct. 14, 2019",3.194
"Oct. 11, 2019",3.224
"Oct. 10, 2019",3.223
"Oct. 9, 2019",3.244
"Oct. 8, 2019",3.197
"Oct. 7, 2019",3.217
"Oct. 4, 2019",3.226
"Oct. 3, 2019",3.190
"Oct. 2, 2019",3.181
"Oct. 1, 2019",3.216
"Sept. 30, 2019",3.221
"Sept. 27, 2019",3.160
"Sept. 26, 2019",3.157
"Sept. 25, 2019",3.134
"Sept. 24, 2019",3.135
"Sept. 23, 2019",3.092
"Sept. 20, 2019",3.083
"Sept. 19, 2019",3.082
"Sept. 18, 2019",3.087
"Sept. 17, 2019",3.079
"Sept. 16, 2019",3.053
"Sept. 13, 2019",3.050
"Sept. 12, 2019",3.068
"Sept. 11, 2019",3.043
"Sept. 10, 2019",3.032
"Sept. 9, 2019",3.029
"Sept. 6, 2019",3.049
"Sept. 5, 2019",3.038
"Sept. 4, 2019",3.055
"Sept. 3, 2019",3.017
"Aug. 30, 2019",2.967
"Aug. 29, 2019",2.978
"Aug. 28, 2019",2.973
"Aug. 27, 2019",2.983
"Aug. 26, 2019",2.960
"Aug. 23, 2019",2.932
"Aug. 22, 2019",2.954
"Aug. 21, 2019",2.946
"Aug. 20, 2019",2.929
"Aug. 19, 2019",2.924
"Aug. 16, 2019",2.912
"Aug. 15, 2019",2.918
"Aug. 14, 2019",2.857
"Aug. 13, 2019",2.885
"Aug. 12, 2019",2.88
"Aug. 9, 2019",2.904
"Aug. 8, 2019",2.904
"Aug. 7, 2019",2.884
"Aug. 6, 2019",2.868
"Aug. 5, 2019",2.835
"Aug. 2, 2019",2.840
"Aug. 1, 2019",2.834
"July 31, 2019",2.809
"July 30, 2019",2.834
"July 29, 2019",2.844
"July 26, 2019",2.823
"July 25, 2019",2.822
"July 24, 2019",2.830
"July 23, 2019",2.842
"July 22, 2019",2.848
"July 19, 2019",2.843
"July 18, 2019",2.903
"July 17, 2019",2.865
"July 16, 2019",2.855
"July 15, 2019",2.879
"July 12, 2019",2.871
"July 11, 2019",2.890
"July 10, 2019",2.876
"July 9, 2019",2.850
"July 8, 2019",2.853
"July 5, 2019",2.851
"July 3, 2019",2.856
"July 2, 2019",2.839
"July 1, 2019",2.802
"June 30, 2019",2.805
"June 28, 2019",2.810
"June 27, 2019",2.797
"June 26, 2019",2.795
"June 25, 2019",2.855
"June 24, 2019",2.870
"June 21, 2019",2.871
"June 20, 2019",2.876
"June 19, 2019",2.862
"June 18, 2019",2.830
"June 17, 2019",2.837
"June 14, 2019",2.871
"June 13, 2019",2.844
"June 12, 2019",2.838
"June 11, 2019",2.800
"June 10, 2019",2.820
"June 7, 2019",2.830
"June 6, 2019",2.850
"June 5, 2019",2.831
"June 4, 2019",2.759
"June 3, 2019",2.775
"May 31, 2019",2.739
"May 30, 2019",2.714
"May 29, 2019",2.703
"May 28, 2019",2.749
"May 24, 2019",2.777
"May 23, 2019",2.776
"May 22, 2019",2.735
"May 21, 2019",2.735
"May 20, 2019",2.731
"May 17, 2019",2.727
"May 16, 2019",2.712
"May 15, 2019",2.693
"May 14, 2019",2.692
"May 13, 2019",2.707
"May 10, 2019",2.662
"May 9, 2019",2.613
"May 8, 2019",2.611
"May 7, 2019",2.652
"May 6, 2019",2.666
"May 3, 2019",2.673
"May 2, 2019",2.653
"May 1, 2019",2.638
"April 30, 2019",2.658
"April 29, 2019",2.618
"April 26, 2019",2.634
"April 25, 2019",2.627
"April 24, 2019",2.628
"April 23, 2019",2.611
"April 22, 2019",2.596
"April 18, 2019",2.595
"April 17, 2019",2.604
"April 16, 2019",2.602
"April 15, 2019",2.625
"April 12, 2019",2.621
"April 11, 2019",2.618
"April 10, 2019",2.608
"April 9, 2019",2.625
"April 8, 2019",2.619
"April 5, 2019",2.636
"April 4, 2019",2.610
"April 3, 2019",2.615
"April 2, 2019",2.623
"April 1, 2019",2.621
"March 31, 2019",2.632
"March 29, 2019",2.671
"March 28, 2019",2.648
"March 27, 2019",2.681
"March 26, 2019",2.708
"March 25, 2019",2.702
"March 22, 2019",2.698
"March 21, 2019",2.667
"March 20, 2019",2.643
"March 19, 2019",2.642
"March 18, 2019",2.682
"March 15, 2019",2.700
"March 14, 2019",2.670
"March 13, 2019",2.657
"March 12, 2019",2.654
"March 11, 2019",2.645
"March 8, 2019",2.623
"March 7, 2019",2.612
"March 6, 2019",2.600
"March 5, 2019",2.582
"March 4, 2019",2.596
"March 1, 2019",2.625
"Feb. 28, 2019",2.628
"Feb. 27, 2019",2.622
"Feb. 26, 2019",2.622
"Feb. 25, 2019",2.611
"Feb. 22, 2019",2.646
"Feb. 21, 2019",2.655
"Feb. 20, 2019",2.645
"Feb. 19, 2019",2.650
"Feb. 15, 2019",2.642
"Feb. 14, 2019",2.639
"Feb. 13, 2019",2.637
"Feb. 12, 2019",2.645
"Feb. 11, 2019",2.640
"Feb. 8, 2019",2.637
"Feb. 7, 2019",2.636
"Feb. 6, 2019",2.598
"Feb. 5, 2019",2.609
"Feb. 4, 2019",2.598
"Feb. 1, 2019",2.602
"Jan. 31, 2019",2.613
"Jan. 30, 2019",2.544
"Jan. 29, 2019",2.535
"Jan. 28, 2019",2.526
"Jan. 25, 2019",2.532
"Jan. 24, 2019",2.577
"Jan. 23, 2019",2.571
"Jan. 22, 2019",2.540
"Jan. 18, 2019",2.547
"Jan. 17, 2019",2.532
"Jan. 16, 2019",2.509
"Jan. 15, 2019",2.500
