date,pe_10
"March 19, 2020",50.87
"March 18, 2020",55.65
"March 17, 2020",57.42
"March 16, 2020",51.47
"March 13, 2020",55.26
"March 12, 2020",48.25
"March 11, 2020",48.76
"March 10, 2020",50.96
"March 9, 2020",50.81
"March 6, 2020",49.24
"March 5, 2020",44.88
"March 4, 2020",44.94
"March 3, 2020",44.49
"March 2, 2020",43.77
"Feb. 28, 2020",41.90
"Feb. 27, 2020",40.64
"Feb. 26, 2020",44.10
"Feb. 25, 2020",43.92
"Feb. 24, 2020",45.27
"Feb. 21, 2020",44.79
"Feb. 20, 2020",46.17
"Feb. 19, 2020",46.93
"Feb. 18, 2020",46.02
"Feb. 14, 2020",44.52
"Feb. 13, 2020",45.33
"Feb. 12, 2020",45.00
"Feb. 11, 2020",44.40
"Feb. 10, 2020",44.07
"Feb. 7, 2020",44.04
"Feb. 6, 2020",44.43
"Feb. 5, 2020",44.73
"Feb. 4, 2020",43.35
"Feb. 3, 2020",42.59
"Jan. 31, 2020",42.38
"Jan. 30, 2020",43.05
"Jan. 29, 2020",43.08
"Jan. 28, 2020",44.25
"Jan. 27, 2020",43.38
"Jan. 24, 2020",44.04
"Jan. 23, 2020",45.81
"Jan. 22, 2020",46.41
"Jan. 21, 2020",46.69
"Jan. 17, 2020",50.57
"Jan. 16, 2020",52.25
"Jan. 15, 2020",52.16
"Jan. 14, 2020",52.67
"Jan. 13, 2020",51.71
"Jan. 10, 2020",52.61
"Jan. 9, 2020",51.92
"Jan. 8, 2020",50.69
"Jan. 7, 2020",52.70
"Jan. 6, 2020",52.40
"Jan. 3, 2020",51.98
"Jan. 2, 2020",51.83
"Dec. 31, 2019",52.37
"Dec. 30, 2019",56.99
"Dec. 27, 2019",57.29
"Dec. 26, 2019",57.82
"Dec. 24, 2019",58.02
"Dec. 23, 2019",58.52
"Dec. 20, 2019",57.92
"Dec. 19, 2019",56.59
"Dec. 18, 2019",56.06
"Dec. 17, 2019",55.53
"Dec. 16, 2019",56.19
"Dec. 13, 2019",53.57
"Dec. 12, 2019",53.77
"Dec. 11, 2019",53.23
"Dec. 10, 2019",53.87
"Dec. 9, 2019",53.60
"Dec. 6, 2019",53.50
"Dec. 5, 2019",53.10
"Dec. 4, 2019",53.57
"Dec. 3, 2019",52.27
"Dec. 2, 2019",53.23
"Nov. 29, 2019",53.03
"Nov. 27, 2019",54.07
"Nov. 26, 2019",53.27
"Nov. 25, 2019",55.53
