date,three_year_return
"March 19, 2020",-24.34%
"March 18, 2020",-17.23%
"March 17, 2020",-14.59%
"March 16, 2020",-23.17%
"March 13, 2020",-19.68%
"March 12, 2020",-29.37%
"March 11, 2020",-28.62%
"March 10, 2020",-25.41%
"March 9, 2020",-26.15%
"March 6, 2020",-29.29%
"March 5, 2020",-33.27%
"March 4, 2020",-33.18%
"March 3, 2020",-33.86%
"March 2, 2020",-34.93%
"Feb. 28, 2020",-36.39%
"Feb. 27, 2020",-39.06%
"Feb. 26, 2020",-34.70%
"Feb. 25, 2020",-34.97%
"Feb. 24, 2020",-32.96%
"Feb. 21, 2020",-35.06%
"Feb. 20, 2020",-33.58%
"Feb. 19, 2020",-32.50%
"Feb. 18, 2020",-33.79%
"Feb. 14, 2020",-38.94%
"Feb. 13, 2020",-37.08%
"Feb. 12, 2020",-37.85%
"Feb. 11, 2020",-38.68%
"Feb. 10, 2020",-39.14%
"Feb. 7, 2020",-37.89%
"Feb. 6, 2020",-37.76%
"Feb. 5, 2020",-30.61%
"Feb. 4, 2020",-32.76%
"Feb. 3, 2020",-33.92%
"Jan. 31, 2020",-34.40%
"Jan. 30, 2020",-32.69%
"Jan. 29, 2020",-36.50%
"Jan. 28, 2020",-34.77%
"Jan. 27, 2020",-36.05%
"Jan. 24, 2020",-36.26%
"Jan. 23, 2020",-31.33%
"Jan. 22, 2020",-30.28%
"Jan. 21, 2020",-29.87%
"Jan. 17, 2020",-22.57%
"Jan. 16, 2020",-20.76%
"Jan. 15, 2020",-20.89%
"Jan. 14, 2020",-20.12%
"Jan. 13, 2020",-21.58%
"Jan. 10, 2020",-21.11%
"Jan. 9, 2020",-21.87%
"Jan. 8, 2020",-26.39%
"Jan. 7, 2020",-23.46%
"Jan. 6, 2020",-23.90%
"Jan. 3, 2020",-22.65%
"Jan. 2, 2020",-26.24%
"Dec. 31, 2019",-25.47%
"Dec. 30, 2019",-26.67%
"Dec. 27, 2019",-25.62%
"Dec. 26, 2019",-23.74%
"Dec. 24, 2019",-23.48%
"Dec. 23, 2019",-22.82%
"Dec. 20, 2019",-20.21%
"Dec. 19, 2019",-22.12%
"Dec. 18, 2019",-22.67%
"Dec. 17, 2019",-23.41%
"Dec. 16, 2019",-22.49%
"Dec. 13, 2019",-31.31%
"Dec. 12, 2019",-30.49%
"Dec. 11, 2019",-33.08%
"Dec. 10, 2019",-32.29%
"Dec. 9, 2019",-32.62%
"Dec. 6, 2019",-31.78%
"Dec. 5, 2019",-32.46%
"Dec. 4, 2019",-28.95%
"Dec. 3, 2019",-30.67%
"Dec. 2, 2019",-29.39%
"Nov. 29, 2019",-30.88%
"Nov. 27, 2019",-28.92%
"Nov. 26, 2019",-29.96%
"Nov. 25, 2019",-26.99%
"Nov. 22, 2019",-27.64%
"Nov. 21, 2019",-30.52%
"Nov. 20, 2019",-25.33%
"Nov. 19, 2019",-23.01%
"Nov. 18, 2019",-21.78%
"Nov. 15, 2019",-18.45%
"Nov. 14, 2019",-18.46%
"Nov. 13, 2019",-16.08%
"Nov. 12, 2019",-16.55%
"Nov. 11, 2019",-16.83%
"Nov. 8, 2019",-10.00%
"Nov. 7, 2019",-10.74%
"Nov. 6, 2019",-8.33%
"Nov. 5, 2019",-9.68%
"Nov. 4, 2019",-6.48%
"Nov. 1, 2019",-10.27%
"Oct. 31, 2019",-10.73%
"Oct. 30, 2019",-9.89%
"Oct. 29, 2019",-7.60%
"Oct. 28, 2019",-11.74%
"Oct. 25, 2019",-8.82%
"Oct. 24, 2019",-12.55%
"Oct. 23, 2019",-13.34%
"Oct. 22, 2019",-13.34%
"Oct. 21, 2019",-14.60%
"Oct. 18, 2019",-18.82%
"Oct. 17, 2019",-18.38%
"Oct. 16, 2019",-20.84%
"Oct. 15, 2019",-20.22%
"Oct. 14, 2019",-22.00%
"Oct. 11, 2019",-25.72%
"Oct. 10, 2019",-27.52%
"Oct. 9, 2019",-30.00%
"Oct. 8, 2019",-28.58%
"Oct. 7, 2019",-26.65%
"Oct. 4, 2019",-28.68%
"Oct. 3, 2019",-31.27%
"Oct. 2, 2019",-33.60%
"Oct. 1, 2019",-31.86%
"Sept. 30, 2019",-31.90%
"Sept. 27, 2019",-27.98%
"Sept. 26, 2019",-31.65%
"Sept. 25, 2019",-31.09%
"Sept. 24, 2019",-29.67%
"Sept. 23, 2019",-28.97%
"Sept. 20, 2019",-26.39%
"Sept. 19, 2019",-25.38%
"Sept. 18, 2019",-24.57%
"Sept. 17, 2019",-24.49%
"Sept. 16, 2019",-25.31%
"Sept. 13, 2019",-25.39%
"Sept. 12, 2019",-29.09%
"Sept. 11, 2019",-27.05%
"Sept. 10, 2019",-28.66%
"Sept. 9, 2019",-29.39%
"Sept. 6, 2019",-29.15%
"Sept. 5, 2019",-28.72%
"Sept. 4, 2019",-29.82%
"Sept. 3, 2019",-30.27%
"Aug. 30, 2019",-31.08%
"Aug. 29, 2019",-31.52%
"Aug. 28, 2019",-33.45%
"Aug. 27, 2019",-34.21%
"Aug. 26, 2019",-34.40%
"Aug. 23, 2019",-35.26%
"Aug. 22, 2019",-34.65%
"Aug. 21, 2019",-35.13%
"Aug. 20, 2019",-35.25%
"Aug. 19, 2019",-35.48%
"Aug. 16, 2019",-34.33%
"Aug. 15, 2019",-35.85%
"Aug. 14, 2019",-35.57%
"Aug. 13, 2019",-32.26%
"Aug. 12, 2019",-30.82%
"Aug. 9, 2019",-28.19%
"Aug. 8, 2019",-29.32%
"Aug. 7, 2019",-28.91%
"Aug. 6, 2019",-29.60%
"Aug. 5, 2019",-28.95%
"Aug. 2, 2019",-23.88%
"Aug. 1, 2019",-21.07%
"July 31, 2019",-22.33%
"July 30, 2019",-21.65%
"July 29, 2019",-22.46%
"July 26, 2019",-18.68%
"July 25, 2019",-7.55%
"July 24, 2019",-9.31%
"July 23, 2019",-8.65%
"July 22, 2019",-8.70%
"July 19, 2019",-10.51%
"July 18, 2019",-11.64%
"July 17, 2019",-10.65%
"July 16, 2019",-7.22%
"July 15, 2019",-6.19%
"July 12, 2019",-7.37%
"July 11, 2019",-6.99%
"July 10, 2019",-5.54%
"July 9, 2019",-5.94%
"July 8, 2019",-6.29%
"July 5, 2019",-6.82%
"July 3, 2019",-8.90%
"July 2, 2019",-10.88%
"July 1, 2019",-10.92%
"June 28, 2019",-11.66%
"June 27, 2019",-5.82%
"June 26, 2019",-8.53%
"June 25, 2019",-7.19%
"June 24, 2019",-6.10%
"June 21, 2019",-8.01%
"June 20, 2019",-6.13%
"June 19, 2019",-2.39%
"June 18, 2019",-3.16%
"June 17, 2019",-2.68%
"June 14, 2019",-3.57%
"June 13, 2019",-4.74%
"June 12, 2019",-5.31%
"June 11, 2019",-4.23%
"June 10, 2019",-3.47%
"June 7, 2019",0.04%
"June 6, 2019",3.75%
"June 5, 2019",4.33%
"June 4, 2019",5.16%
"June 3, 2019",4.37%
"May 31, 2019",4.38%
"May 30, 2019",6.61%
"May 29, 2019",7.03%
"May 28, 2019",8.85%
"May 24, 2019",10.30%
"May 23, 2019",9.73%
"May 22, 2019",14.80%
"May 21, 2019",18.04%
"May 20, 2019",14.16%
"May 17, 2019",9.64%
"May 16, 2019",10.52%
"May 15, 2019",10.71%
"May 14, 2019",10.46%
"May 13, 2019",8.53%
"May 10, 2019",5.44%
"May 9, 2019",8.04%
"May 8, 2019",7.43%
"May 7, 2019",7.10%
"May 6, 2019",6.97%
"May 3, 2019",6.24%
"May 2, 2019",3.59%
"May 1, 2019",8.46%
"April 30, 2019",10.64%
"April 29, 2019",10.94%
"April 26, 2019",16.88%
"April 25, 2019",16.69%
"April 24, 2019",12.25%
"April 23, 2019",12.60%
"April 22, 2019",12.51%
"April 18, 2019",11.62%
"April 17, 2019",17.41%
"April 16, 2019",19.11%
"April 15, 2019",18.80%
"April 12, 2019",14.75%
"April 11, 2019",18.16%
"April 10, 2019",15.63%
"April 9, 2019",15.59%
"April 8, 2019",14.22%
"April 5, 2019",17.25%
"April 4, 2019",13.74%
"April 3, 2019",13.24%
"April 2, 2019",15.06%
"April 1, 2019",14.93%
"March 29, 2019",15.28%
"March 28, 2019",19.49%
"March 27, 2019",19.71%
"March 26, 2019",20.12%
"March 25, 2019",20.12%
"March 22, 2019",19.25%
"March 21, 2019",22.03%
"March 20, 2019",15.99%
"March 19, 2019",14.01%
"March 18, 2019",13.97%
"March 15, 2019",14.84%
"March 14, 2019",17.87%
"March 13, 2019",18.31%
"March 12, 2019",16.21%
"March 11, 2019",13.39%
"March 8, 2019",15.44%
"March 7, 2019",12.19%
"March 6, 2019",18.35%
"March 5, 2019",19.93%
"March 4, 2019",18.03%
"March 1, 2019",20.25%
"Feb. 28, 2019",20.45%
"Feb. 27, 2019",21.14%
"Feb. 26, 2019",22.85%
"Feb. 25, 2019",28.23%
"Feb. 22, 2019",12.63%
"Feb. 21, 2019",23.25%
"Feb. 20, 2019",25.31%
"Feb. 19, 2019",26.47%
"Feb. 15, 2019",27.75%
"Feb. 14, 2019",25.16%
"Feb. 13, 2019",24.51%
"Feb. 12, 2019",25.11%
"Feb. 11, 2019",22.85%
"Feb. 8, 2019",14.48%
"Feb. 7, 2019",14.81%
"Feb. 6, 2019",16.84%
"Feb. 5, 2019",19.85%
"Feb. 4, 2019",19.09%
"Feb. 1, 2019",21.94%
"Jan. 31, 2019",20.24%
"Jan. 30, 2019",22.17%
"Jan. 29, 2019",23.47%
"Jan. 28, 2019",31.56%
"Jan. 25, 2019",40.82%
"Jan. 24, 2019",30.40%
"Jan. 23, 2019",27.74%
"Jan. 22, 2019",29.02%
"Jan. 18, 2019",56.12%
"Jan. 17, 2019",53.93%
"Jan. 16, 2019",52.53%
"Jan. 15, 2019",51.13%
"Jan. 14, 2019",51.20%
