date,ytd_return
"March 19, 2020",-2.87%
"March 18, 2020",6.26%
"March 17, 2020",9.65%
"March 16, 2020",-1.72%
"March 13, 2020",5.51%
"March 12, 2020",-7.87%
"March 11, 2020",-6.89%
"March 10, 2020",-2.70%
"March 9, 2020",-2.99%
"March 6, 2020",-5.97%
"March 5, 2020",-14.30%
"March 4, 2020",-14.19%
"March 3, 2020",-15.05%
"March 2, 2020",-16.43%
"Feb. 28, 2020",-19.99%
"Feb. 27, 2020",-22.40%
"Feb. 26, 2020",-15.80%
"Feb. 25, 2020",-16.14%
"Feb. 24, 2020",-13.56%
"Feb. 21, 2020",-14.47%
"Feb. 20, 2020",-11.83%
"Feb. 19, 2020",-10.40%
"Feb. 18, 2020",-12.12%
"Feb. 14, 2020",-14.99%
"Feb. 13, 2020",-13.44%
"Feb. 12, 2020",-14.07%
"Feb. 11, 2020",-15.22%
"Feb. 10, 2020",-15.85%
"Feb. 7, 2020",-15.91%
"Feb. 6, 2020",-15.16%
"Feb. 5, 2020",-14.59%
"Feb. 4, 2020",-17.23%
"Feb. 3, 2020",-18.67%
"Jan. 31, 2020",-19.07%
"Jan. 30, 2020",-17.81%
"Jan. 29, 2020",-17.75%
"Jan. 28, 2020",-15.51%
"Jan. 27, 2020",-17.17%
"Jan. 24, 2020",-15.91%
"Jan. 23, 2020",-12.52%
"Jan. 22, 2020",-11.37%
"Jan. 21, 2020",-10.86%
"Jan. 17, 2020",-3.45%
"Jan. 16, 2020",-0.23%
"Jan. 15, 2020",-0.40%
"Jan. 14, 2020",0.57%
"Jan. 13, 2020",-1.26%
"Jan. 10, 2020",0.46%
"Jan. 9, 2020",-0.86%
"Jan. 8, 2020",-3.22%
"Jan. 7, 2020",0.63%
"Jan. 6, 2020",0.06%
"Jan. 3, 2020",-0.75%
"Jan. 2, 2020",-1.03%
"Dec. 31, 2019",-22.10%
"Dec. 30, 2019",-23.36%
"Dec. 27, 2019",-22.95%
"Dec. 26, 2019",-22.24%
"Dec. 24, 2019",-21.97%
"Dec. 23, 2019",-21.30%
"Dec. 20, 2019",-22.10%
"Dec. 19, 2019",-23.89%
"Dec. 18, 2019",-24.61%
"Dec. 17, 2019",-25.32%
"Dec. 16, 2019",-24.43%
"Dec. 13, 2019",-27.96%
"Dec. 12, 2019",-27.70%
"Dec. 11, 2019",-28.41%
"Dec. 10, 2019",-27.56%
"Dec. 9, 2019",-27.92%
"Dec. 6, 2019",-28.05%
"Dec. 5, 2019",-28.59%
"Dec. 4, 2019",-27.96%
"Dec. 3, 2019",-29.71%
"Dec. 2, 2019",-28.41%
"Nov. 29, 2019",-28.68%
"Nov. 27, 2019",-27.29%
"Nov. 26, 2019",-28.37%
"Nov. 25, 2019",-25.32%
"Nov. 22, 2019",-26.67%
"Nov. 21, 2019",-28.19%
"Nov. 20, 2019",-26.67%
"Nov. 19, 2019",-24.38%
"Nov. 18, 2019",-23.18%
"Nov. 15, 2019",-18.70%
"Nov. 14, 2019",-20.13%
"Nov. 13, 2019",-19.91%
"Nov. 12, 2019",-20.36%
"Nov. 11, 2019",-20.63%
"Nov. 8, 2019",-17.81%
"Nov. 7, 2019",-17.85%
"Nov. 6, 2019",-17.76%
"Nov. 5, 2019",-18.97%
"Nov. 4, 2019",-16.11%
"Nov. 1, 2019",-17.54%
"Oct. 31, 2019",-16.60%
"Oct. 30, 2019",-17.27%
"Oct. 29, 2019",-15.17%
"Oct. 28, 2019",-18.97%
"Oct. 25, 2019",-15.84%
"Oct. 24, 2019",-17.40%
"Oct. 23, 2019",-17.14%
"Oct. 22, 2019",-17.14%
"Oct. 21, 2019",-18.34%
"Oct. 18, 2019",-19.69%
"Oct. 17, 2019",-19.91%
"Oct. 16, 2019",-20.13%
"Oct. 15, 2019",-19.51%
"Oct. 14, 2019",-21.30%
"Oct. 11, 2019",-21.43%
"Oct. 10, 2019",-21.66%
"Oct. 9, 2019",-22.42%
"Oct. 8, 2019",-20.85%
"Oct. 7, 2019",-18.70%
"Oct. 4, 2019",-19.55%
"Oct. 3, 2019",-20.94%
"Oct. 2, 2019",-23.36%
"Oct. 1, 2019",-21.34%
"Sept. 30, 2019",-21.39%
"Sept. 27, 2019",-21.57%
"Sept. 26, 2019",-23.18%
"Sept. 25, 2019",-21.34%
"Sept. 24, 2019",-19.73%
"Sept. 23, 2019",-18.93%
"Sept. 20, 2019",-19.24%
"Sept. 19, 2019",-18.70%
