date,one_year_return
"March 19, 2020",-85.65%
"March 18, 2020",-87.32%
"March 17, 2020",-87.05%
"March 16, 2020",-84.15%
"March 13, 2020",-76.49%
"March 12, 2020",-76.96%
"March 11, 2020",-74.81%
"March 10, 2020",-66.23%
"March 9, 2020",-70.11%
"March 6, 2020",-36.76%
"March 5, 2020",-27.84%
"March 4, 2020",-25.36%
"March 3, 2020",-26.48%
"March 2, 2020",-24.92%
"Feb. 28, 2020",-24.89%
"Feb. 27, 2020",-25.30%
"Feb. 26, 2020",-26.17%
"Feb. 25, 2020",-23.79%
"Feb. 24, 2020",-20.08%
"Feb. 21, 2020",-14.89%
"Feb. 20, 2020",-15.44%
"Feb. 19, 2020",-14.53%
"Feb. 18, 2020",-15.59%
"Feb. 14, 2020",-16.25%
"Feb. 13, 2020",-13.51%
"Feb. 12, 2020",-8.37%
"Feb. 11, 2020",-7.18%
"Feb. 10, 2020",-6.36%
"Feb. 7, 2020",-7.93%
"Feb. 6, 2020",-9.14%
"Feb. 5, 2020",-11.97%
"Feb. 4, 2020",-15.06%
"Feb. 3, 2020",-15.59%
"Jan. 31, 2020",-16.39%
"Jan. 30, 2020",-15.63%
"Jan. 29, 2020",-15.08%
"Jan. 28, 2020",-11.03%
"Jan. 27, 2020",-10.01%
"Jan. 24, 2020",-5.84%
"Jan. 23, 2020",-2.26%
"Jan. 22, 2020",-2.06%
"Jan. 21, 2020",-1.09%
"Jan. 17, 2020",3.09%
"Jan. 16, 2020",6.06%
"Jan. 15, 2020",5.64%
"Jan. 14, 2020",6.40%
"Jan. 13, 2020",2.93%
"Jan. 10, 2020",4.59%
"Jan. 9, 2020",5.64%
"Jan. 8, 2020",11.48%
"Jan. 7, 2020",12.37%
"Jan. 6, 2020",-9.46%
"Jan. 3, 2020",-5.48%
"Jan. 2, 2020",-6.46%
"Dec. 31, 2019",-2.51%
"Dec. 30, 2019",-3.19%
"Dec. 27, 2019",-2.32%
"Dec. 26, 2019",-2.85%
"Dec. 24, 2019",3.03%
"Dec. 23, 2019",-0.08%
"Dec. 20, 2019",-16.22%
"Dec. 19, 2019",-21.01%
"Dec. 18, 2019",-22.23%
"Dec. 17, 2019",-25.52%
"Dec. 16, 2019",-27.02%
"Dec. 13, 2019",-31.79%
"Dec. 12, 2019",-29.65%
"Dec. 11, 2019",-30.39%
"Dec. 10, 2019",-33.05%
"Dec. 9, 2019",-37.50%
"Dec. 6, 2019",-41.03%
"Dec. 5, 2019",-46.97%
"Dec. 4, 2019",-46.63%
"Dec. 3, 2019",-49.63%
"Dec. 2, 2019",-44.38%
"Nov. 29, 2019",-37.31%
"Nov. 27, 2019",-33.81%
"Nov. 26, 2019",-35.28%
"Nov. 25, 2019",-32.44%
"Nov. 22, 2019",-35.03%
"Nov. 21, 2019",-35.55%
"Nov. 20, 2019",-34.04%
"Nov. 19, 2019",-38.76%
"Nov. 18, 2019",-38.61%
"Nov. 15, 2019",-35.36%
"Nov. 14, 2019",-35.13%
"Nov. 13, 2019",-33.88%
"Nov. 12, 2019",-33.98%
"Nov. 11, 2019",-35.68%
"Nov. 8, 2019",-32.18%
"Nov. 7, 2019",-36.31%
"Nov. 6, 2019",-36.74%
"Nov. 5, 2019",-36.24%
"Nov. 4, 2019",-31.78%
"Nov. 1, 2019",-34.57%
"Oct. 31, 2019",-42.74%
"Oct. 30, 2019",-42.96%
"Oct. 29, 2019",-39.05%
"Oct. 28, 2019",-41.88%
"Oct. 25, 2019",-42.15%
"Oct. 24, 2019",-38.82%
"Oct. 23, 2019",-40.82%
"Oct. 22, 2019",-44.42%
"Oct. 21, 2019",-45.91%
"Oct. 18, 2019",-46.99%
"Oct. 17, 2019",-48.89%
"Oct. 16, 2019",-51.11%
"Oct. 15, 2019",-50.24%
"Oct. 14, 2019",-51.38%
"Oct. 11, 2019",-52.01%
"Oct. 10, 2019",-55.97%
"Oct. 9, 2019",-58.36%
"Oct. 8, 2019",-57.81%
"Oct. 7, 2019",-55.40%
"Oct. 4, 2019",-54.29%
"Oct. 3, 2019",-52.19%
"Oct. 2, 2019",-52.21%
"Oct. 1, 2019",-49.81%
"Sept. 30, 2019",-46.30%
"Sept. 27, 2019",-45.81%
"Sept. 26, 2019",-46.50%
"Sept. 25, 2019",-46.59%
"Sept. 24, 2019",-46.55%
"Sept. 23, 2019",-43.04%
"Sept. 20, 2019",-43.51%
"Sept. 19, 2019",-44.96%
"Sept. 18, 2019",-45.03%
"Sept. 17, 2019",-43.16%
"Sept. 16, 2019",-37.42%
"Sept. 13, 2019",-45.35%
"Sept. 12, 2019",-47.17%
"Sept. 11, 2019",-45.59%
