date,three_year_return
"March 19, 2020",-90.34%
"March 18, 2020",-91.33%
"March 17, 2020",-91.29%
"March 16, 2020",-89.31%
"March 13, 2020",-83.91%
"March 12, 2020",-84.55%
"March 11, 2020",-83.58%
"March 10, 2020",-78.52%
"March 9, 2020",-81.14%
"March 6, 2020",-60.34%
"March 5, 2020",-53.27%
"March 4, 2020",-51.76%
"March 3, 2020",-52.03%
"March 2, 2020",-50.85%
"Feb. 28, 2020",-52.61%
"Feb. 27, 2020",-52.64%
"Feb. 26, 2020",-54.26%
"Feb. 25, 2020",-52.26%
"Feb. 24, 2020",-49.92%
"Feb. 21, 2020",-49.19%
"Feb. 20, 2020",-48.45%
"Feb. 19, 2020",-48.65%
"Feb. 18, 2020",-49.30%
"Feb. 14, 2020",-50.70%
"Feb. 13, 2020",-51.17%
"Feb. 12, 2020",-50.37%
"Feb. 11, 2020",-50.91%
"Feb. 10, 2020",-51.25%
"Feb. 7, 2020",-50.71%
"Feb. 6, 2020",-49.99%
"Feb. 5, 2020",-51.54%
"Feb. 4, 2020",-52.82%
"Feb. 3, 2020",-53.79%
"Jan. 31, 2020",-54.13%
"Jan. 30, 2020",-52.99%
"Jan. 29, 2020",-54.75%
"Jan. 28, 2020",-53.72%
"Jan. 27, 2020",-53.53%
"Jan. 24, 2020",-50.82%
"Jan. 23, 2020",-50.19%
"Jan. 22, 2020",-50.06%
"Jan. 21, 2020",-48.65%
"Jan. 17, 2020",-48.22%
"Jan. 16, 2020",-47.28%
"Jan. 15, 2020",-46.58%
"Jan. 14, 2020",-46.50%
"Jan. 13, 2020",-49.01%
"Jan. 10, 2020",-48.50%
"Jan. 9, 2020",-47.72%
"Jan. 8, 2020",-48.15%
"Jan. 7, 2020",-48.49%
"Jan. 6, 2020",-59.38%
"Jan. 3, 2020",-59.72%
"Jan. 2, 2020",-60.04%
"Dec. 31, 2019",-59.68%
"Dec. 30, 2019",-59.82%
"Dec. 27, 2019",-60.63%
"Dec. 26, 2019",-60.44%
"Dec. 24, 2019",-60.59%
"Dec. 23, 2019",-60.05%
"Dec. 20, 2019",-66.11%
"Dec. 19, 2019",-65.95%
"Dec. 18, 2019",-65.75%
"Dec. 17, 2019",-66.15%
"Dec. 16, 2019",-66.76%
"Dec. 13, 2019",-68.30%
"Dec. 12, 2019",-67.00%
"Dec. 11, 2019",-68.03%
"Dec. 10, 2019",-68.55%
"Dec. 9, 2019",-69.01%
"Dec. 6, 2019",-69.87%
"Dec. 5, 2019",-72.02%
"Dec. 4, 2019",-71.28%
"Dec. 3, 2019",-71.77%
"Dec. 2, 2019",-69.99%
"Nov. 29, 2019",-63.32%
"Nov. 27, 2019",-63.05%
"Nov. 26, 2019",-63.57%
"Nov. 25, 2019",-62.52%
"Nov. 22, 2019",-62.53%
"Nov. 21, 2019",-63.30%
"Nov. 20, 2019",-63.16%
"Nov. 19, 2019",-63.97%
"Nov. 18, 2019",-62.98%
"Nov. 15, 2019",-62.28%
"Nov. 14, 2019",-60.24%
"Nov. 13, 2019",-59.63%
"Nov. 12, 2019",-58.77%
"Nov. 11, 2019",-58.68%
"Nov. 8, 2019",-57.09%
"Nov. 7, 2019",-58.09%
"Nov. 6, 2019",-57.93%
"Nov. 5, 2019",-57.32%
"Nov. 4, 2019",-56.32%
"Nov. 1, 2019",-60.00%
"Oct. 31, 2019",-63.58%
"Oct. 30, 2019",-64.82%
"Oct. 29, 2019",-63.69%
"Oct. 28, 2019",-64.21%
"Oct. 25, 2019",-63.56%
"Oct. 24, 2019",-62.28%
"Oct. 23, 2019",-62.15%
"Oct. 22, 2019",-63.10%
"Oct. 21, 2019",-63.39%
"Oct. 18, 2019",-64.28%
"Oct. 17, 2019",-64.24%
"Oct. 16, 2019",-64.77%
"Oct. 15, 2019",-64.09%
"Oct. 14, 2019",-64.48%
"Oct. 11, 2019",-65.93%
"Oct. 10, 2019",-68.16%
"Oct. 9, 2019",-67.58%
"Oct. 8, 2019",-68.02%
"Oct. 7, 2019",-66.21%
"Oct. 4, 2019",-65.26%
"Oct. 3, 2019",-63.46%
"Oct. 2, 2019",-63.68%
"Oct. 1, 2019",-62.00%
"Sept. 30, 2019",-59.92%
"Sept. 27, 2019",-56.87%
"Sept. 26, 2019",-57.84%
"Sept. 25, 2019",-57.48%
"Sept. 24, 2019",-57.71%
"Sept. 23, 2019",-56.38%
"Sept. 20, 2019",-55.12%
"Sept. 19, 2019",-55.47%
"Sept. 18, 2019",-56.57%
"Sept. 17, 2019",-55.57%
"Sept. 16, 2019",-51.42%
"Sept. 13, 2019",-57.68%
"Sept. 12, 2019",-60.20%
"Sept. 11, 2019",-59.61%
"Sept. 10, 2019",-60.10%
"Sept. 9, 2019",-60.19%
"Sept. 6, 2019",-56.74%
"Sept. 5, 2019",-55.80%
"Sept. 4, 2019",-57.03%
"Sept. 3, 2019",-58.26%
"Aug. 30, 2019",-58.86%
"Aug. 29, 2019",-58.28%
"Aug. 28, 2019",-58.68%
"Aug. 27, 2019",-59.96%
"Aug. 26, 2019",-59.89%
"Aug. 23, 2019",-61.25%
"Aug. 22, 2019",-59.62%
"Aug. 21, 2019",-59.38%
"Aug. 20, 2019",-59.34%
"Aug. 19, 2019",-59.06%
"Aug. 16, 2019",-59.11%
"Aug. 15, 2019",-60.04%
"Aug. 14, 2019",-59.03%
"Aug. 13, 2019",-55.27%
"Aug. 12, 2019",-56.00%
"Aug. 9, 2019",-56.26%
"Aug. 8, 2019",-55.69%
"Aug. 7, 2019",-55.70%
"Aug. 6, 2019",-53.83%
"Aug. 5, 2019",-53.16%
"Aug. 2, 2019",-51.56%
"Aug. 1, 2019",-51.63%
"July 31, 2019",-53.49%
"July 30, 2019",-54.10%
"July 29, 2019",-55.56%
"July 26, 2019",-54.64%
"July 25, 2019",-53.47%
"July 24, 2019",-53.79%
"July 23, 2019",-54.69%
"July 22, 2019",-55.53%
"July 19, 2019",-56.40%
"July 18, 2019",-58.19%
"July 17, 2019",-57.14%
"July 16, 2019",-55.81%
"July 15, 2019",-53.87%
"July 12, 2019",-53.23%
