date,ps_ratio
"March 19, 2020",0.2953
"March 18, 2020",0.2649
"March 17, 2020",0.2661
"March 16, 2020",0.3257
"March 13, 2020",0.4815
"March 12, 2020",0.463
"March 11, 2020",0.4922
"March 10, 2020",0.6437
"March 9, 2020",0.5697
"March 6, 2020",1.235
"March 5, 2020",1.452
"March 4, 2020",1.499
"March 3, 2020",1.491
"March 2, 2020",1.522
"Feb. 28, 2020",1.487
"Feb. 27, 2020",1.496
"Feb. 26, 2020",1.458
"Feb. 25, 2020",1.521
"Feb. 24, 2020",1.596
"Feb. 21, 2020",1.694
"Feb. 20, 2020",1.705
"Feb. 19, 2020",1.698
"Feb. 18, 2020",1.677
"Feb. 14, 2020",1.632
"Feb. 13, 2020",1.666
"Feb. 12, 2020",1.699
"Feb. 11, 2020",1.681
"Feb. 10, 2020",1.669
"Feb. 7, 2020",1.677
"Feb. 6, 2020",1.726
"Feb. 5, 2020",1.724
"Feb. 4, 2020",1.679
"Feb. 3, 2020",1.644
"Jan. 31, 2020",1.637
"Jan. 30, 2020",1.681
"Jan. 29, 2020",1.676
"Jan. 28, 2020",1.714
"Jan. 27, 2020",1.721
"Jan. 24, 2020",1.789
"Jan. 23, 2020",1.806
"Jan. 22, 2020",1.842
"Jan. 21, 2020",1.894
"Jan. 17, 2020",1.949
"Jan. 16, 2020",1.975
"Jan. 15, 2020",2.001
"Jan. 14, 2020",2.004
"Jan. 13, 2020",1.910
"Jan. 10, 2020",1.932
"Jan. 9, 2020",1.945
"Jan. 8, 2020",1.953
"Jan. 7, 2020",1.940
"Jan. 6, 2020",1.530
"Jan. 3, 2020",1.533
"Jan. 2, 2020",1.513
"Dec. 31, 2019",1.527
"Dec. 30, 2019",1.507
"Dec. 27, 2019",1.543
"Dec. 26, 2019",1.552
"Dec. 24, 2019",1.546
"Dec. 23, 2019",1.568
"Dec. 20, 2019",1.337
"Dec. 19, 2019",1.342
"Dec. 18, 2019",1.344
"Dec. 17, 2019",1.328
"Dec. 16, 2019",1.304
"Dec. 13, 2019",1.262
"Dec. 12, 2019",1.302
"Dec. 11, 2019",1.257
"Dec. 10, 2019",1.237
"Dec. 9, 2019",1.219
"Dec. 6, 2019",1.181
"Dec. 5, 2019",1.098
"Dec. 4, 2019",1.105
"Dec. 3, 2019",1.086
"Dec. 2, 2019",1.155
"Nov. 29, 2019",1.316
"Nov. 27, 2019",1.372
"Nov. 26, 2019",1.352
"Nov. 25, 2019",1.392
"Nov. 22, 2019",1.383
"Nov. 21, 2019",1.372
"Nov. 20, 2019",1.351
"Nov. 19, 2019",1.322
"Nov. 18, 2019",1.358
"Nov. 15, 2019",1.413
"Nov. 14, 2019",1.384
"Nov. 13, 2019",1.377
"Nov. 12, 2019",1.406
"Nov. 11, 2019",1.409
"Nov. 8, 2019",1.444
"Nov. 7, 2019",1.423
"Nov. 6, 2019",1.396
"Nov. 5, 2019",1.416
"Nov. 4, 2019",1.449
"Nov. 1, 2019",1.407
"Oct. 31, 2019",1.280
"Oct. 30, 2019",1.262
"Oct. 29, 2019",1.303
"Oct. 28, 2019",1.284
"Oct. 25, 2019",1.304
"Oct. 24, 2019",1.373
"Oct. 23, 2019",1.391
"Oct. 22, 2019",1.356
"Oct. 21, 2019",1.345
"Oct. 18, 2019",1.326
"Oct. 17, 2019",1.307
"Oct. 16, 2019",1.286
"Oct. 15, 2019",1.311
"Oct. 14, 2019",1.296
"Oct. 11, 2019",1.266
"Oct. 10, 2019",1.207
"Oct. 9, 2019",1.213
"Oct. 8, 2019",1.196
"Oct. 7, 2019",1.264
"Oct. 4, 2019",1.309
"Oct. 3, 2019",1.381
"Oct. 2, 2019",1.371
"Oct. 1, 2019",1.434
"Sept. 30, 2019",1.513
"Sept. 27, 2019",1.408
"Sept. 26, 2019",1.384
"Sept. 25, 2019",1.398
"Sept. 24, 2019",1.391
"Sept. 23, 2019",1.434
"Sept. 20, 2019",1.414
"Sept. 19, 2019",1.411
"Sept. 18, 2019",1.393
"Sept. 17, 2019",1.426
"Sept. 16, 2019",1.559
"Sept. 13, 2019",1.334
"Sept. 12, 2019",1.306
"Sept. 11, 2019",1.314
"Sept. 10, 2019",1.298
"Sept. 9, 2019",1.296
"Sept. 6, 2019",1.225
"Sept. 5, 2019",1.242
"Sept. 4, 2019",1.208
"Sept. 3, 2019",1.173
"Aug. 30, 2019",1.182
"Aug. 29, 2019",1.208
"Aug. 28, 2019",1.185
"Aug. 27, 2019",1.148
"Aug. 26, 2019",1.151
"Aug. 23, 2019",1.134
"Aug. 22, 2019",1.176
"Aug. 21, 2019",1.191
"Aug. 20, 2019",1.192
"Aug. 19, 2019",1.200
"Aug. 16, 2019",1.142
"Aug. 15, 2019",1.092
"Aug. 14, 2019",1.100
"Aug. 13, 2019",1.201
"Aug. 12, 2019",1.182
"Aug. 9, 2019",1.204
"Aug. 8, 2019",1.23
"Aug. 7, 2019",1.205
"Aug. 6, 2019",1.256
"Aug. 5, 2019",1.274
"Aug. 2, 2019",1.325
"Aug. 1, 2019",1.322
"July 31, 2019",1.338
"July 30, 2019",1.320
"July 29, 2019",1.278
"July 26, 2019",1.311
"July 25, 2019",1.325
"July 24, 2019",1.358
"July 23, 2019",1.332
"July 22, 2019",1.307
"July 19, 2019",1.317
"July 18, 2019",1.290
"July 17, 2019",1.341
"July 16, 2019",1.383
"July 15, 2019",1.444
"July 12, 2019",1.474
"July 11, 2019",1.465
"July 10, 2019",1.505
"July 9, 2019",1.477
