date,ev_ebit
"Dec. 30, 2019",248.78
"Dec. 27, 2019",251.77
"Dec. 26, 2019",252.49
"Dec. 24, 2019",252.01
"Dec. 23, 2019",253.75
"Dec. 20, 2019",234.90
"Dec. 19, 2019",235.33
"Dec. 18, 2019",235.48
"Dec. 17, 2019",234.17
"Dec. 16, 2019",232.25
"Dec. 13, 2019",228.77
"Dec. 12, 2019",232.10
"Dec. 11, 2019",228.44
"Dec. 10, 2019",226.75
"Dec. 9, 2019",225.30
"Dec. 6, 2019",222.22
"Dec. 5, 2019",215.42
"Dec. 4, 2019",216.00
"Dec. 3, 2019",214.46
"Dec. 2, 2019",220.05
"Nov. 29, 2019",233.26
"Nov. 27, 2019",237.79
"Nov. 26, 2019",236.20
"Nov. 25, 2019",239.38
"Nov. 22, 2019",238.71
"Nov. 21, 2019",237.79
"Nov. 20, 2019",236.10
"Nov. 19, 2019",233.69
"Nov. 18, 2019",236.63
"Nov. 15, 2019",241.12
"Nov. 14, 2019",238.80
"Nov. 13, 2019",238.17
"Nov. 12, 2019",240.59
"Nov. 11, 2019",240.83
"Nov. 8, 2019",243.62
"Nov. 7, 2019",241.94
"Nov. 6, 2019",239.72
"Nov. 5, 2019",241.36
"Nov. 4, 2019",244.06
"Nov. 1, 2019",240.63
"Oct. 31, 2019",230.27
"Oct. 30, 2019",228.82
"Oct. 29, 2019",232.14
"Oct. 28, 2019",230.60
"Oct. 25, 2019",232.24
"Oct. 24, 2019",237.83
"Oct. 23, 2019",239.33
"Oct. 22, 2019",236.48
"Oct. 21, 2019",235.62
"Oct. 18, 2019",234.02
"Oct. 17, 2019",232.48
"Oct. 16, 2019",230.75
"Oct. 15, 2019",232.77
"Oct. 14, 2019",231.61
"Oct. 11, 2019",229.11
"Oct. 10, 2019",224.34
"Oct. 9, 2019",224.82
"Oct. 8, 2019",223.47
"Oct. 7, 2019",229.01
"Oct. 4, 2019",232.68
"Oct. 3, 2019",238.51
"Oct. 2, 2019",237.69
"Oct. 1, 2019",242.85
"Sept. 30, 2019",249.26
"Sept. 27, 2019",40.19
"Sept. 26, 2019",39.84
"Sept. 25, 2019",40.04
"Sept. 24, 2019",39.93
"Sept. 23, 2019",40.57
"Sept. 20, 2019",40.27
"Sept. 19, 2019",40.23
"Sept. 18, 2019",39.97
"Sept. 17, 2019",40.44
"Sept. 16, 2019",42.37
"Sept. 13, 2019",39.11
"Sept. 12, 2019",38.71
"Sept. 11, 2019",38.83
"Sept. 10, 2019",38.60
"Sept. 9, 2019",38.56
"Sept. 6, 2019",37.53
"Sept. 5, 2019",37.78
"Sept. 4, 2019",37.28
"Sept. 3, 2019",36.78
"Aug. 30, 2019",36.91
"Aug. 29, 2019",37.28
"Aug. 28, 2019",36.96
"Aug. 27, 2019",36.43
"Aug. 26, 2019",36.46
"Aug. 23, 2019",36.21
"Aug. 22, 2019",36.82
"Aug. 21, 2019",37.04
"Aug. 20, 2019",37.05
"Aug. 19, 2019",37.17
"Aug. 16, 2019",36.33
"Aug. 15, 2019",35.61
"Aug. 14, 2019",35.73
"Aug. 13, 2019",37.19
"Aug. 12, 2019",36.91
"Aug. 9, 2019",37.23
"Aug. 8, 2019",37.61
"Aug. 7, 2019",37.24
"Aug. 6, 2019",37.98
"Aug. 5, 2019",38.24
"Aug. 2, 2019",38.99
"Aug. 1, 2019",38.93
"July 31, 2019",39.17
"July 30, 2019",38.92
"July 29, 2019",38.31
"July 26, 2019",38.78
"July 25, 2019",38.98
"July 24, 2019",39.46
