date,price_to_book_value
"March 19, 2020",0.5738
"March 18, 2020",0.5147
"March 17, 2020",0.517
"March 16, 2020",0.6329
"March 13, 2020",0.9355
"March 12, 2020",0.8995
"March 11, 2020",0.9563
"March 10, 2020",1.251
"March 9, 2020",1.107
"March 6, 2020",2.400
"March 5, 2020",2.822
"March 4, 2020",2.913
"March 3, 2020",2.897
"March 2, 2020",2.958
"Feb. 28, 2020",2.889
"Feb. 27, 2020",2.906
"Feb. 26, 2020",2.832
"Feb. 25, 2020",2.956
"Feb. 24, 2020",3.101
"Feb. 21, 2020",3.292
"Feb. 20, 2020",3.313
"Feb. 19, 2020",3.300
"Feb. 18, 2020",3.258
"Feb. 14, 2020",3.172
"Feb. 13, 2020",3.236
"Feb. 12, 2020",3.301
"Feb. 11, 2020",3.265
"Feb. 10, 2020",3.242
"Feb. 7, 2020",3.258
"Feb. 6, 2020",3.355
"Feb. 5, 2020",3.350
"Feb. 4, 2020",3.262
"Feb. 3, 2020",3.195
"Jan. 31, 2020",3.181
"Jan. 30, 2020",3.256
"Jan. 29, 2020",3.245
"Jan. 28, 2020",3.319
"Jan. 27, 2020",3.333
"Jan. 24, 2020",3.464
"Jan. 23, 2020",3.497
"Jan. 22, 2020",3.566
"Jan. 21, 2020",3.667
"Jan. 17, 2020",3.774
"Jan. 16, 2020",3.824
"Jan. 15, 2020",3.875
"Jan. 14, 2020",3.881
"Jan. 13, 2020",3.698
"Jan. 10, 2020",3.741
"Jan. 9, 2020",3.766
"Jan. 8, 2020",3.781
"Jan. 7, 2020",3.756
"Jan. 6, 2020",2.962
"Jan. 3, 2020",2.968
"Jan. 2, 2020",2.930
"Dec. 31, 2019",2.956
"Dec. 30, 2019",1.522
"Dec. 27, 2019",1.559
"Dec. 26, 2019",1.568
"Dec. 24, 2019",1.562
"Dec. 23, 2019",1.583
"Dec. 20, 2019",1.350
"Dec. 19, 2019",1.355
"Dec. 18, 2019",1.357
"Dec. 17, 2019",1.341
"Dec. 16, 2019",1.317
"Dec. 13, 2019",1.274
"Dec. 12, 2019",1.315
"Dec. 11, 2019",1.27
"Dec. 10, 2019",1.249
"Dec. 9, 2019",1.231
"Dec. 6, 2019",1.193
"Dec. 5, 2019",1.109
"Dec. 4, 2019",1.116
"Dec. 3, 2019",1.097
"Dec. 2, 2019",1.166
"Nov. 29, 2019",1.330
"Nov. 27, 2019",1.386
"Nov. 26, 2019",1.366
"Nov. 25, 2019",1.405
"Nov. 22, 2019",1.397
"Nov. 21, 2019",1.386
"Nov. 20, 2019",1.365
"Nov. 19, 2019",1.335
"Nov. 18, 2019",1.371
"Nov. 15, 2019",1.427
"Nov. 14, 2019",1.398
"Nov. 13, 2019",1.390
"Nov. 12, 2019",1.420
"Nov. 11, 2019",1.423
"Nov. 8, 2019",1.458
"Nov. 7, 2019",1.437
"Nov. 6, 2019",1.410
"Nov. 5, 2019",1.430
"Nov. 4, 2019",1.463
"Nov. 1, 2019",1.421
"Oct. 31, 2019",1.293
"Oct. 30, 2019",1.275
"Oct. 29, 2019",1.316
"Oct. 28, 2019",1.297
"Oct. 25, 2019",1.317
"Oct. 24, 2019",1.386
"Oct. 23, 2019",1.405
"Oct. 22, 2019",1.370
"Oct. 21, 2019",1.359
"Oct. 18, 2019",1.339
"Oct. 17, 2019",1.32
"Oct. 16, 2019",1.299
"Oct. 15, 2019",1.324
