date,pe_ratio
"March 29, 2019",346.60
"March 28, 2019",350.90
"March 27, 2019",350.20
"March 26, 2019",356.60
"March 25, 2019",349.20
"March 22, 2019",348.20
"March 21, 2019",360.80
"March 20, 2019",352.90
"March 19, 2019",344.90
"March 18, 2019",350.10
"March 15, 2019",344.50
"March 14, 2019",342.70
"March 13, 2019",343.20
"March 12, 2019",336.80
"March 11, 2019",327.50
"March 8, 2019",319.50
"March 7, 2019",332.70
"March 6, 2019",327.30
"March 5, 2019",337.30
"March 4, 2019",336.70
"March 1, 2019",339.90
"Feb. 28, 2019",331.80
"Feb. 27, 2019",335.60
"Feb. 26, 2019",330.90
"Feb. 25, 2019",334.60
"Feb. 22, 2019",334.70
"Feb. 21, 2019",333.70
"Feb. 20, 2019",338.00
"Feb. 19, 2019",333.10
"Feb. 15, 2019",333.00
"Feb. 14, 2019",326.70
"Feb. 13, 2019",322.80
"Feb. 12, 2019",310.80
"Feb. 11, 2019",303.50
"Feb. 8, 2019",298.70
"Feb. 7, 2019",305.30
"Feb. 6, 2019",318.50
"Feb. 5, 2019",328.30
"Feb. 4, 2019",331.30
"Feb. 1, 2019",326.50
"Jan. 31, 2019",328.20
"Jan. 30, 2019",334.00
"Jan. 29, 2019",330.80
"Jan. 28, 2019",322.90
"Jan. 25, 2019",320.60
"Jan. 24, 2019",318.40
"Jan. 23, 2019",309.70
"Jan. 22, 2019",315.20
"Jan. 18, 2019",320.90
"Jan. 17, 2019",316.90
"Jan. 16, 2019",312.10
"Jan. 15, 2019",317.50
"Jan. 14, 2019",315.70
"Jan. 11, 2019",311.00
"Jan. 10, 2019",309.60
"Jan. 9, 2019",308.60
"Jan. 8, 2019",293.60
"Jan. 7, 2019",289.30
"Jan. 4, 2019",283.20
"Jan. 3, 2019",271.80
"Jan. 2, 2019",271.10
"Dec. 31, 2018",262.50
"Dec. 28, 2018",11.50
"Dec. 27, 2018",11.68
"Dec. 26, 2018",11.81
"Dec. 24, 2018",11.09
"Dec. 21, 2018",11.59
"Dec. 20, 2018",11.79
"Dec. 19, 2018",12.55
"Dec. 18, 2018",12.77
"Dec. 17, 2018",13.17
"Dec. 14, 2018",13.21
"Dec. 13, 2018",13.67
"Dec. 12, 2018",13.68
"Dec. 11, 2018",13.35
"Dec. 10, 2018",13.65
"Dec. 7, 2018",14.41
"Dec. 6, 2018",14.80
"Dec. 4, 2018",15.30
"Dec. 3, 2018",15.93
"Nov. 30, 2018",15.34
"Nov. 29, 2018",15.52
"Nov. 28, 2018",15.40
"Nov. 27, 2018",15.32
"Nov. 26, 2018",15.45
"Nov. 23, 2018",15.22
"Nov. 21, 2018",15.73
"Nov. 20, 2018",15.14
"Nov. 19, 2018",15.95
"Nov. 16, 2018",16.34
"Nov. 15, 2018",16.15
"Nov. 14, 2018",15.77
"Nov. 13, 2018",15.39
"Nov. 12, 2018",15.74
"Nov. 9, 2018",16.19
"Nov. 8, 2018",15.73
"Nov. 7, 2018",16.51
"Nov. 6, 2018",16.31
"Nov. 5, 2018",16.41
"Nov. 2, 2018",15.69
"Nov. 1, 2018",15.89
"Oct. 31, 2018",16.52
"Oct. 30, 2018",16.35
"Oct. 29, 2018",15.80
"Oct. 26, 2018",16.33
"Oct. 25, 2018",16.66
"Oct. 24, 2018",16.58
"Oct. 23, 2018",17.37
"Oct. 22, 2018",18.03
"Oct. 19, 2018",18.38
