date,year_high
"March 19, 2020",38.12
"March 18, 2020",38.12
"March 17, 2020",38.12
"March 16, 2020",38.12
"March 13, 2020",38.12
"March 12, 2020",38.12
"March 11, 2020",38.12
"March 10, 2020",38.12
"March 9, 2020",38.12
"March 6, 2020",38.12
"March 5, 2020",38.12
"March 4, 2020",38.12
"March 3, 2020",38.12
"March 2, 2020",38.12
"Feb. 28, 2020",38.12
"Feb. 27, 2020",38.12
"Feb. 26, 2020",38.12
"Feb. 25, 2020",38.12
"Feb. 24, 2020",38.12
"Feb. 21, 2020",38.12
"Feb. 20, 2020",38.12
"Feb. 19, 2020",38.12
"Feb. 18, 2020",38.12
"Feb. 14, 2020",38.12
"Feb. 13, 2020",38.12
"Feb. 12, 2020",38.12
"Feb. 11, 2020",38.12
"Feb. 10, 2020",38.12
"Feb. 7, 2020",38.12
"Feb. 6, 2020",38.12
"Feb. 5, 2020",38.12
"Feb. 4, 2020",38.12
"Feb. 3, 2020",38.12
"Jan. 31, 2020",38.12
"Jan. 30, 2020",38.12
"Jan. 29, 2020",38.12
"Jan. 28, 2020",38.12
"Jan. 27, 2020",38.12
"Jan. 24, 2020",38.12
"Jan. 23, 2020",38.12
"Jan. 22, 2020",38.12
"Jan. 21, 2020",38.12
"Jan. 17, 2020",38.12
"Jan. 16, 2020",38.12
"Jan. 15, 2020",38.12
"Jan. 14, 2020",38.12
"Jan. 13, 2020",38.12
"Jan. 10, 2020",38.12
"Jan. 9, 2020",38.12
"Jan. 8, 2020",38.12
"Jan. 7, 2020",38.12
"Jan. 6, 2020",38.12
"Jan. 3, 2020",38.12
"Jan. 2, 2020",38.12
"Dec. 31, 2019",38.12
"Dec. 30, 2019",38.12
"Dec. 27, 2019",38.12
"Dec. 26, 2019",38.12
"Dec. 24, 2019",38.12
"Dec. 23, 2019",38.12
"Dec. 20, 2019",38.12
"Dec. 19, 2019",38.12
"Dec. 18, 2019",38.12
"Dec. 17, 2019",38.12
"Dec. 16, 2019",38.12
"Dec. 13, 2019",38.12
"Dec. 12, 2019",38.12
"Dec. 11, 2019",38.12
"Dec. 10, 2019",38.12
"Dec. 9, 2019",38.12
"Dec. 6, 2019",38.12
"Dec. 5, 2019",38.12
"Dec. 4, 2019",38.12
"Dec. 3, 2019",38.12
"Dec. 2, 2019",38.12
"Nov. 29, 2019",38.12
"Nov. 27, 2019",38.12
