date,gross_profit_margin
"Dec. 31, 2019",29.85%
"Sept. 30, 2019",21.63%
"June 30, 2019",33.23%
"March 31, 2019",33.56%
"Dec. 31, 2018",36.93%
"Sept. 30, 2018",45.14%
"June 30, 2018",45.97%
"March 31, 2018",42.99%
"Dec. 31, 2017",42.56%
"Sept. 30, 2017",31.17%
"June 30, 2017",26.30%
"March 31, 2017",35.91%
"Dec. 31, 2016",28.32%
"Sept. 30, 2016",24.88%
"June 30, 2016",22.08%
"March 31, 2016",-1.93%
"Dec. 31, 2015",-4.63%
"Sept. 30, 2015",14.07%
"June 30, 2015",34.20%
"March 31, 2015",-439.6%
"Dec. 31, 2014",
"Sept. 30, 2014",-6.57%
"June 30, 2014",42.84%
"March 31, 2014",48.64%
"Dec. 31, 2013",33.29%
"Sept. 30, 2013",33.58%
"June 30, 2013",44.81%
"March 31, 2013",47.60%
"Dec. 31, 2012",52.35%
"Sept. 30, 2012",29.58%
"June 30, 2012",31.55%
"March 31, 2012",44.13%
"Dec. 31, 2011",55.58%
"Sept. 30, 2011",58.01%
"June 30, 2011",98.32%
"March 31, 2011",98.06%
"Dec. 31, 2010",-46.58%
"Sept. 30, 2010",98.57%
"June 30, 2010",98.55%
"March 31, 2010",82.04%
"Dec. 31, 2009",98.44%
"Sept. 30, 2009",98.45%
"June 30, 2009",79.04%
"March 31, 2009",73.63%
"Dec. 31, 2008",71.43%
"Sept. 30, 2008",84.23%
"June 30, 2008",87.53%
"March 31, 2008",98.71%
"Dec. 31, 2007",84.39%
"Sept. 30, 2007",81.87%
"June 30, 2007",81.63%
"March 31, 2007",79.21%
"Dec. 31, 2006",79.63%
"Sept. 30, 2006",81.35%
"June 30, 2006",83.78%
"March 31, 2006",83.71%
"Dec. 31, 2005",85.79%
"Sept. 30, 2005",85.27%
"June 30, 2005",84.13%
"March 31, 2005",84.54%
"Dec. 31, 2004",82.44%
"Sept. 30, 2004",83.70%
"June 30, 2004",82.27%
"March 31, 2004",80.18%
"Dec. 31, 2003",81.11%
"Sept. 30, 2003",80.85%
"June 30, 2003",80.90%
"March 31, 2003",84.90%
"Dec. 31, 2002",82.40%
"Sept. 30, 2002",80.29%
"June 30, 2002",81.23%
"March 31, 2002",77.17%
"Dec. 31, 2001",82.53%
"Sept. 30, 2001",83.21%
"June 30, 2001",87.33%
"March 31, 2001",88.67%
"Dec. 31, 2000",95.49%
"Sept. 30, 2000",86.80%
"June 30, 2000",87.97%
"March 31, 2000",84.21%
"Dec. 31, 1999",
"Sept. 30, 1999",72.73%
"June 30, 1999",79.25%
"March 31, 1999",62.17%
"Dec. 31, 1998",
"Sept. 30, 1998",63.01%
"June 30, 1998",64.11%
"March 31, 1998",64.29%
"Dec. 31, 1997",64.52%
"Sept. 30, 1997",64.76%
"June 30, 1997",62.56%
"March 31, 1997",63.01%
"Dec. 31, 1996",64.47%
"Sept. 30, 1996",64.20%
"June 30, 1996",62.16%
"March 31, 1996",58.77%
"Dec. 31, 1995",58.85%
"Sept. 30, 1995",60.30%
"June 30, 1995",59.49%
"March 31, 1995",59.54%
"Dec. 31, 1994",66.20%
"Sept. 30, 1994",66.31%
"June 30, 1994",66.22%
"March 31, 1994",65.12%
"Dec. 31, 1993",50.24%
"Sept. 30, 1993",65.72%
"June 30, 1993",67.96%
"March 31, 1993",68.83%
"Dec. 31, 1992",68.79%
"Sept. 30, 1992",64.03%
"June 30, 1992",64.74%
"March 31, 1992",62.90%
"Dec. 31, 1991",67.78%
"Sept. 30, 1991",63.27%
"June 30, 1991",71.90%
"March 31, 1991",78.24%
"Dec. 31, 1990",63.78%
"Sept. 30, 1990",77.38%
"June 30, 1990",73.33%
"March 31, 1990",73.91%
