date,ni_per_employee_annual
"Dec. 31, 2019",-1.068M
"Dec. 31, 2018",11806.38
"Dec. 31, 2017",368205.6
"Dec. 31, 2016",-370370.4
"Dec. 31, 2015",-2.350M
"Dec. 31, 2014",-1.625M
"Dec. 31, 2013",394416.0
"Dec. 31, 2012",354944.6
"Dec. 31, 2011",940500.6
"Dec. 31, 2010",767497.8
"Dec. 31, 2009",-80383.58
"Dec. 31, 2008",198869.8
"Dec. 31, 2007",843159.3
"Dec. 31, 2006",857102.4
"Dec. 31, 2005",963190.2
"Dec. 31, 2004",668169.8
"Dec. 31, 2003",520475.5
"Dec. 31, 2002",286253.0
"Dec. 31, 2001",418028.9
"Dec. 31, 2000",479365.4
"Dec. 31, 1999",148232.5
"Dec. 31, 1998",-100768.7
"Dec. 31, 1997",121824.6
"Dec. 31, 1996",95552.93
"Dec. 31, 1995",17039.22
"Dec. 31, 1994",41352.66
"Dec. 31, 1993",40809.63
"Dec. 31, 1992",55613.73
"Dec. 31, 1991",45169.71
"Dec. 31, 1990",58746.36
