date,operating_pe_ratio
"March 19, 2020",4.549
"March 18, 2020",4.080
"March 17, 2020",4.098
"March 16, 2020",5.017
"March 13, 2020",7.416
"March 12, 2020",7.131
"March 11, 2020",7.581
"March 10, 2020",9.915
"March 9, 2020",8.776
"March 6, 2020",19.02
"March 5, 2020",22.37
"March 4, 2020",23.09
"March 3, 2020",22.96
"March 2, 2020",23.45
"Feb. 28, 2020",22.90
"Feb. 27, 2020",23.04
"Feb. 26, 2020",22.45
"Feb. 25, 2020",23.43
"Feb. 24, 2020",24.58
"Feb. 21, 2020",26.10
"Feb. 20, 2020",26.26
"Feb. 19, 2020",26.16
"Feb. 18, 2020",25.83
"Feb. 14, 2020",25.14
"Feb. 13, 2020",25.66
"Feb. 12, 2020",26.17
"Feb. 11, 2020",25.89
"Feb. 10, 2020",25.70
"Feb. 7, 2020",25.83
"Feb. 6, 2020",26.59
"Feb. 5, 2020",26.56
"Feb. 4, 2020",25.86
"Feb. 3, 2020",25.32
"Jan. 31, 2020",25.21
"Jan. 30, 2020",25.89
"Jan. 29, 2020",25.81
"Jan. 28, 2020",26.40
"Jan. 27, 2020",26.51
"Jan. 24, 2020",27.55
"Jan. 23, 2020",27.82
"Jan. 22, 2020",28.37
"Jan. 21, 2020",29.17
"Jan. 17, 2020",30.02
"Jan. 16, 2020",30.42
"Jan. 15, 2020",30.82
"Jan. 14, 2020",30.87
"Jan. 13, 2020",29.41
"Jan. 10, 2020",29.75
"Jan. 9, 2020",29.96
"Jan. 8, 2020",30.08
"Jan. 7, 2020",29.87
"Jan. 6, 2020",23.56
"Jan. 3, 2020",23.61
"Jan. 2, 2020",23.30
"Dec. 31, 2019",23.51
"Dec. 30, 2019",10.98
"Dec. 27, 2019",11.25
"Dec. 26, 2019",11.32
"Dec. 24, 2019",11.27
"Dec. 23, 2019",11.43
"Dec. 20, 2019",9.743
"Dec. 19, 2019",9.782
"Dec. 18, 2019",9.795
"Dec. 17, 2019",9.678
"Dec. 16, 2019",9.506
"Dec. 13, 2019",9.196
"Dec. 12, 2019",9.493
"Dec. 11, 2019",9.166
"Dec. 10, 2019",9.015
"Dec. 9, 2019",8.886
