date,ev_ebit
"March 19, 2020",8.721
"March 18, 2020",8.398
"March 17, 2020",8.714
"March 16, 2020",9.080
"March 13, 2020",9.456
"March 12, 2020",9.029
"March 11, 2020",9.42
"March 10, 2020",10.08
"March 9, 2020",10.01
"March 6, 2020",12.45
"March 5, 2020",13.28
"March 4, 2020",13.58
"March 3, 2020",13.50
"March 2, 2020",13.61
"Feb. 28, 2020",13.53
"Feb. 27, 2020",13.15
"Feb. 26, 2020",13.52
"Feb. 25, 2020",13.92
"Feb. 24, 2020",14.33
"Feb. 21, 2020",14.67
"Feb. 20, 2020",14.80
"Feb. 19, 2020",14.80
"Feb. 18, 2020",14.80
"Feb. 14, 2020",14.70
"Feb. 13, 2020",14.81
"Feb. 12, 2020",14.89
"Feb. 11, 2020",14.62
"Feb. 10, 2020",14.51
"Feb. 7, 2020",14.66
"Feb. 6, 2020",14.80
"Feb. 5, 2020",14.89
"Feb. 4, 2020",14.52
"Feb. 3, 2020",14.41
"Jan. 31, 2020",14.30
"Jan. 30, 2020",14.38
"Jan. 29, 2020",14.86
"Jan. 28, 2020",15.12
"Jan. 27, 2020",15.04
"Jan. 24, 2020",15.31
"Jan. 23, 2020",15.46
"Jan. 22, 2020",15.62
"Jan. 21, 2020",15.58
"Jan. 17, 2020",15.87
"Jan. 16, 2020",16.22
"Jan. 15, 2020",16.79
"Jan. 14, 2020",16.83
"Jan. 13, 2020",16.58
"Jan. 10, 2020",16.52
"Jan. 9, 2020",16.61
"Jan. 8, 2020",16.50
"Jan. 7, 2020",16.73
"Jan. 6, 2020",16.62
"Jan. 3, 2020",16.58
"Jan. 2, 2020",16.31
"Dec. 31, 2019",16.40
"Dec. 30, 2019",12.83
"Dec. 27, 2019",12.88
"Dec. 26, 2019",12.89
"Dec. 24, 2019",12.89
"Dec. 23, 2019",12.91
"Dec. 20, 2019",12.67
"Dec. 19, 2019",12.58
"Dec. 18, 2019",12.58
"Dec. 17, 2019",12.58
"Dec. 16, 2019",12.52
"Dec. 13, 2019",12.45
"Dec. 12, 2019",12.71
"Dec. 11, 2019",12.40
"Dec. 10, 2019",12.41
"Dec. 9, 2019",12.43
"Dec. 6, 2019",12.28
"Dec. 5, 2019",12.08
"Dec. 4, 2019",12.19
"Dec. 3, 2019",11.95
"Dec. 2, 2019",11.99
"Nov. 29, 2019",11.86
"Nov. 27, 2019",12.08
"Nov. 26, 2019",12.07
"Nov. 25, 2019",12.17
"Nov. 22, 2019",12.30
"Nov. 21, 2019",12.19
"Nov. 20, 2019",12.10
"Nov. 19, 2019",11.90
"Nov. 18, 2019",12.07
"Nov. 15, 2019",12.24
"Nov. 14, 2019",12.10
"Nov. 13, 2019",12.13
"Nov. 12, 2019",12.23
"Nov. 11, 2019",12.27
"Nov. 8, 2019",12.37
"Nov. 7, 2019",12.43
"Nov. 6, 2019",12.05
"Nov. 5, 2019",12.18
"Nov. 4, 2019",12.09
"Nov. 1, 2019",11.57
"Oct. 31, 2019",11.16
"Oct. 30, 2019",10.84
"Oct. 29, 2019",10.91
"Oct. 28, 2019",10.89
"Oct. 25, 2019",10.92
"Oct. 24, 2019",10.87
"Oct. 23, 2019",11.01
"Oct. 22, 2019",10.84
"Oct. 21, 2019",10.71
"Oct. 18, 2019",10.59
"Oct. 17, 2019",10.66
"Oct. 16, 2019",10.73
"Oct. 15, 2019",10.90
"Oct. 14, 2019",10.97
"Oct. 11, 2019",10.97
"Oct. 10, 2019",10.86
"Oct. 9, 2019",10.78
"Oct. 8, 2019",10.69
"Oct. 7, 2019",11.03
"Oct. 4, 2019",11.26
"Oct. 3, 2019",11.72
"Oct. 2, 2019",11.56
"Oct. 1, 2019",11.65
"Sept. 30, 2019",11.78
"Sept. 27, 2019",19.72
"Sept. 26, 2019",19.67
"Sept. 25, 2019",19.73
"Sept. 24, 2019",19.79
"Sept. 23, 2019",20.28
"Sept. 20, 2019",20.15
"Sept. 19, 2019",20.05
"Sept. 18, 2019",20.07
"Sept. 17, 2019",20.23
"Sept. 16, 2019",20.88
"Sept. 13, 2019",19.20
"Sept. 12, 2019",19.13
"Sept. 11, 2019",19.49
"Sept. 10, 2019",19.30
"Sept. 9, 2019",19.20
"Sept. 6, 2019",18.72
"Sept. 5, 2019",18.78
"Sept. 4, 2019",18.48
"Sept. 3, 2019",18.23
"Aug. 30, 2019",18.28
"Aug. 29, 2019",18.38
"Aug. 28, 2019",18.20
"Aug. 27, 2019",17.96
"Aug. 26, 2019",18.02
"Aug. 23, 2019",18.16
"Aug. 22, 2019",18.64
"Aug. 21, 2019",18.81
"Aug. 20, 2019",18.87
"Aug. 19, 2019",18.92
"Aug. 16, 2019",18.57
"Aug. 15, 2019",18.39
"Aug. 14, 2019",18.33
"Aug. 13, 2019",18.85
"Aug. 12, 2019",18.74
"Aug. 9, 2019",19.10
"Aug. 8, 2019",18.99
"Aug. 7, 2019",19.60
"Aug. 6, 2019",19.76
"Aug. 5, 2019",19.96
"Aug. 2, 2019",20.06
"Aug. 1, 2019",20.18
"July 31, 2019",20.52
"July 30, 2019",20.32
"July 29, 2019",19.83
"July 26, 2019",19.84
"July 25, 2019",19.88
"July 24, 2019",19.99
"July 23, 2019",19.86
"July 22, 2019",19.78
"July 19, 2019",19.57
"July 18, 2019",19.47
"July 17, 2019",19.66
"July 16, 2019",19.99
"July 15, 2019",20.30
"July 12, 2019",20.41
"July 11, 2019",20.40
"July 10, 2019",20.89
"July 9, 2019",20.74
"July 8, 2019",20.70
"July 5, 2019",20.81
"July 3, 2019",20.68
"July 2, 2019",20.57
"July 1, 2019",20.87
"June 30, 2019",20.76
"June 28, 2019",26.75
"June 27, 2019",26.49
"June 26, 2019",26.82
"June 25, 2019",26.49
"June 24, 2019",26.83
"June 21, 2019",26.93
"June 20, 2019",26.93
"June 19, 2019",26.47
"June 18, 2019",26.34
"June 17, 2019",26.01
"June 14, 2019",25.85
"June 13, 2019",26.27
"June 12, 2019",25.81
"June 11, 2019",26.14
"June 10, 2019",26.04
"June 7, 2019",26.31
"June 6, 2019",26.55
"June 5, 2019",26.51
"June 4, 2019",26.81
"June 3, 2019",26.75
"May 31, 2019",26.88
"May 30, 2019",26.90
"May 29, 2019",27.27
"May 28, 2019",27.28
"May 24, 2019",27.35
"May 23, 2019",27.21
"May 22, 2019",28.02
"May 21, 2019",28.51
