date,one_year_return
"March 19, 2020",-81.53%
"March 18, 2020",-84.53%
"March 17, 2020",-81.34%
"March 16, 2020",-77.95%
"March 13, 2020",-75.20%
"March 12, 2020",-78.81%
"March 11, 2020",-74.86%
"March 10, 2020",-67.83%
"March 9, 2020",-68.55%
"March 6, 2020",-46.92%
"March 5, 2020",-40.34%
"March 4, 2020",-37.07%
"March 3, 2020",-37.53%
"March 2, 2020",-36.53%
"Feb. 28, 2020",-34.78%
"Feb. 27, 2020",-39.37%
"Feb. 26, 2020",-35.51%
"Feb. 25, 2020",-32.76%
"Feb. 24, 2020",-28.84%
"Feb. 21, 2020",-25.52%
"Feb. 20, 2020",-25.33%
"Feb. 19, 2020",-23.89%
"Feb. 18, 2020",-23.54%
"Feb. 14, 2020",-23.46%
"Feb. 13, 2020",-20.79%
"Feb. 12, 2020",-17.33%
"Feb. 11, 2020",-18.16%
"Feb. 10, 2020",-17.63%
"Feb. 7, 2020",-16.92%
"Feb. 6, 2020",-20.04%
"Feb. 5, 2020",-18.95%
"Feb. 4, 2020",-22.85%
"Feb. 3, 2020",-23.98%
"Jan. 31, 2020",-23.36%
"Jan. 30, 2020",-23.81%
"Jan. 29, 2020",-18.03%
"Jan. 28, 2020",-13.50%
"Jan. 27, 2020",-16.10%
"Jan. 24, 2020",-11.88%
"Jan. 23, 2020",-9.73%
"Jan. 22, 2020",-9.61%
"Jan. 21, 2020",-12.73%
"Jan. 17, 2020",-9.15%
"Jan. 16, 2020",-4.95%
"Jan. 15, 2020",3.37%
"Jan. 14, 2020",5.03%
"Jan. 13, 2020",1.90%
"Jan. 10, 2020",-1.60%
"Jan. 9, 2020",-0.73%
"Jan. 8, 2020",1.96%
"Jan. 7, 2020",6.41%
"Jan. 6, 2020",7.07%
"Jan. 3, 2020",10.97%
"Jan. 2, 2020",10.30%
"Dec. 31, 2019",14.58%
"Dec. 30, 2019",13.83%
"Dec. 27, 2019",12.18%
"Dec. 26, 2019",11.38%
"Dec. 24, 2019",19.86%
"Dec. 23, 2019",13.67%
"Dec. 20, 2019",4.97%
"Dec. 19, 2019",-0.59%
"Dec. 18, 2019",-2.86%
"Dec. 17, 2019",-5.56%
"Dec. 16, 2019",-8.21%
"Dec. 13, 2019",-12.36%
"Dec. 12, 2019",-8.11%
"Dec. 11, 2019",-11.37%
"Dec. 10, 2019",-13.15%
"Dec. 9, 2019",-16.71%
"Dec. 6, 2019",-19.13%
"Dec. 5, 2019",-23.27%
"Dec. 4, 2019",-22.11%
"Dec. 3, 2019",-27.06%
"Dec. 2, 2019",-26.46%
"Nov. 29, 2019",-27.87%
"Nov. 27, 2019",-22.00%
"Nov. 26, 2019",-21.83%
"Nov. 25, 2019",-19.73%
"Nov. 22, 2019",-22.36%
"Nov. 21, 2019",-23.50%
"Nov. 20, 2019",-22.66%
"Nov. 19, 2019",-26.79%
"Nov. 18, 2019",-24.23%
"Nov. 15, 2019",-23.71%
"Nov. 14, 2019",-23.23%
