date,ev_revenues
"March 19, 2020",7.686
"March 18, 2020",7.776
"March 17, 2020",8.059
"March 16, 2020",7.540
"March 13, 2020",8.054
"March 12, 2020",7.731
"March 11, 2020",8.555
"March 10, 2020",8.924
"March 9, 2020",9.065
"March 6, 2020",9.333
"March 5, 2020",9.444
"March 4, 2020",9.598
"March 3, 2020",9.164
"March 2, 2020",9.245
"Feb. 28, 2020",8.848
"Feb. 27, 2020",8.927
"Feb. 26, 2020",9.274
"Feb. 25, 2020",9.296
"Feb. 24, 2020",9.387
"Feb. 21, 2020",9.480
"Feb. 20, 2020",9.466
"Feb. 19, 2020",9.406
"Feb. 18, 2020",9.594
"Feb. 14, 2020",9.504
"Feb. 13, 2020",9.426
"Feb. 12, 2020",9.294
"Feb. 11, 2020",9.342
"Feb. 10, 2020",9.331
"Feb. 7, 2020",9.275
"Feb. 6, 2020",9.245
"Feb. 5, 2020",9.203
"Feb. 4, 2020",9.148
"Feb. 3, 2020",9.206
"Jan. 31, 2020",9.241
"Jan. 30, 2020",9.286
"Jan. 29, 2020",9.180
"Jan. 28, 2020",9.181
"Jan. 27, 2020",9.205
"Jan. 24, 2020",9.128
"Jan. 23, 2020",9.035
"Jan. 22, 2020",9.030
"Jan. 21, 2020",8.954
"Jan. 17, 2020",8.865
"Jan. 16, 2020",8.836
"Jan. 15, 2020",8.819
"Jan. 14, 2020",8.720
"Jan. 13, 2020",8.687
"Jan. 10, 2020",8.614
"Jan. 9, 2020",8.602
"Jan. 8, 2020",8.554
"Jan. 7, 2020",8.557
"Jan. 6, 2020",8.562
"Jan. 3, 2020",8.532
"Jan. 2, 2020",8.489
"Dec. 31, 2019",8.579
"Dec. 30, 2019",8.532
"Dec. 27, 2019",8.564
"Dec. 26, 2019",8.550
"Dec. 24, 2019",8.512
"Dec. 23, 2019",8.468
"Dec. 20, 2019",8.569
"Dec. 19, 2019",8.516
"Dec. 18, 2019",8.507
"Dec. 17, 2019",8.495
"Dec. 16, 2019",8.486
"Dec. 13, 2019",8.421
"Dec. 12, 2019",8.342
"Dec. 11, 2019",8.391
"Dec. 10, 2019",8.356
"Dec. 9, 2019",8.352
"Dec. 6, 2019",8.355
"Dec. 5, 2019",8.359
"Dec. 4, 2019",8.352
"Dec. 3, 2019",8.299
"Dec. 2, 2019",8.274
"Nov. 29, 2019",8.340
"Nov. 27, 2019",8.321
"Nov. 26, 2019",8.369
"Nov. 25, 2019",8.308
"Nov. 22, 2019",8.329
"Nov. 21, 2019",8.374
"Nov. 20, 2019",8.376
"Nov. 19, 2019",8.310
"Nov. 18, 2019",8.298
"Nov. 15, 2019",8.279
"Nov. 14, 2019",8.239
"Nov. 13, 2019",8.188
"Nov. 12, 2019",8.068
"Nov. 11, 2019",8.042
"Nov. 8, 2019",8.038
"Nov. 7, 2019",8.064
"Nov. 6, 2019",8.178
"Nov. 5, 2019",8.168
"Nov. 4, 2019",8.232
"Nov. 1, 2019",8.389
"Oct. 31, 2019",8.456
"Oct. 30, 2019",8.382
"Oct. 29, 2019",8.309
"Oct. 28, 2019",8.325
"Oct. 25, 2019",8.419
