date,price_to_book_value
"March 19, 2020",2.736
"March 18, 2020",2.783
"March 17, 2020",2.930
"March 16, 2020",2.661
"March 13, 2020",2.928
"March 12, 2020",2.760
"March 11, 2020",3.188
"March 10, 2020",3.379
"March 9, 2020",3.452
"March 6, 2020",3.592
"March 5, 2020",3.649
"March 4, 2020",3.729
"March 3, 2020",3.504
"March 2, 2020",3.546
"Feb. 28, 2020",3.340
"Feb. 27, 2020",3.381
"Feb. 26, 2020",3.561
"Feb. 25, 2020",3.572
"Feb. 24, 2020",3.620
"Feb. 21, 2020",3.668
"Feb. 20, 2020",3.660
"Feb. 19, 2020",3.629
"Feb. 18, 2020",3.727
"Feb. 14, 2020",3.680
"Feb. 13, 2020",3.640
"Feb. 12, 2020",3.571
"Feb. 11, 2020",3.596
"Feb. 10, 2020",3.591
"Feb. 7, 2020",3.562
"Feb. 6, 2020",3.546
"Feb. 5, 2020",3.524
"Feb. 4, 2020",3.496
"Feb. 3, 2020",3.526
"Jan. 31, 2020",3.544
"Jan. 30, 2020",3.567
"Jan. 29, 2020",3.512
"Jan. 28, 2020",3.512
"Jan. 27, 2020",3.525
"Jan. 24, 2020",3.485
"Jan. 23, 2020",3.437
"Jan. 22, 2020",3.434
"Jan. 21, 2020",3.395
"Jan. 17, 2020",3.348
"Jan. 16, 2020",3.334
"Jan. 15, 2020",3.324
"Jan. 14, 2020",3.274
"Jan. 13, 2020",3.256
"Jan. 10, 2020",3.218
"Jan. 9, 2020",3.212
"Jan. 8, 2020",3.187
"Jan. 7, 2020",3.189
"Jan. 6, 2020",3.192
"Jan. 3, 2020",3.176
"Jan. 2, 2020",3.153
"Dec. 31, 2019",3.20
"Dec. 30, 2019",3.223
"Dec. 27, 2019",3.239
"Dec. 26, 2019",3.232
"Dec. 24, 2019",3.213
"Dec. 23, 2019",3.190
"Dec. 20, 2019",3.242
"Dec. 19, 2019",3.214
"Dec. 18, 2019",3.210
"Dec. 17, 2019",3.203
"Dec. 16, 2019",3.199
"Dec. 13, 2019",3.165
"Dec. 12, 2019",3.124
"Dec. 11, 2019",3.149
"Dec. 10, 2019",3.132
"Dec. 9, 2019",3.129
"Dec. 6, 2019",3.131
"Dec. 5, 2019",3.133
"Dec. 4, 2019",3.129
"Dec. 3, 2019",3.102
"Dec. 2, 2019",3.089
"Nov. 29, 2019",3.123
"Nov. 27, 2019",3.113
"Nov. 26, 2019",3.138
"Nov. 25, 2019",3.106
"Nov. 22, 2019",3.117
"Nov. 21, 2019",3.141
"Nov. 20, 2019",3.142
"Nov. 19, 2019",3.108
"Nov. 18, 2019",3.101
"Nov. 15, 2019",3.091
"Nov. 14, 2019",3.070
"Nov. 13, 2019",3.044
"Nov. 12, 2019",2.982
"Nov. 11, 2019",2.968
"Nov. 8, 2019",2.966
"Nov. 7, 2019",2.980
"Nov. 6, 2019",3.039
"Nov. 5, 2019",3.034
"Nov. 4, 2019",3.067
"Nov. 1, 2019",3.148
"Oct. 31, 2019",3.184
"Oct. 30, 2019",3.145
"Oct. 29, 2019",3.107
"Oct. 28, 2019",3.115
"Oct. 25, 2019",3.164
"Oct. 24, 2019",3.173
"Oct. 23, 2019",3.152
"Oct. 22, 2019",3.156
"Oct. 21, 2019",3.110
"Oct. 18, 2019",3.105
"Oct. 17, 2019",3.087
"Oct. 16, 2019",3.071
"Oct. 15, 2019",3.039
"Oct. 14, 2019",3.058
"Oct. 11, 2019",3.066
"Oct. 10, 2019",3.099
"Oct. 9, 2019",3.117
"Oct. 8, 2019",3.072
"Oct. 7, 2019",3.106
"Oct. 4, 2019",3.120
"Oct. 3, 2019",3.074
"Oct. 2, 2019",3.060
"Oct. 1, 2019",3.099
"Sept. 30, 2019",3.112
"Sept. 27, 2019",3.238
"Sept. 26, 2019",3.244
"Sept. 25, 2019",3.211
"Sept. 24, 2019",3.199
"Sept. 23, 2019",3.154
"Sept. 20, 2019",3.160
"Sept. 19, 2019",3.149
"Sept. 18, 2019",3.135
"Sept. 17, 2019",3.111
"Sept. 16, 2019",3.056
"Sept. 13, 2019",3.059
"Sept. 12, 2019",3.090
"Sept. 11, 2019",3.081
"Sept. 10, 2019",3.054
"Sept. 9, 2019",3.078
"Sept. 6, 2019",3.082
"Sept. 5, 2019",3.077
"Sept. 4, 2019",3.138
"Sept. 3, 2019",3.158
"Aug. 30, 2019",3.007
"Aug. 29, 2019",3.035
"Aug. 28, 2019",3.036
"Aug. 27, 2019",3.074
"Aug. 26, 2019",3.069
"Aug. 23, 2019",3.045
"Aug. 22, 2019",3.042
"Aug. 21, 2019",3.037
"Aug. 20, 2019",3.007
"Aug. 19, 2019",3.005
"Aug. 16, 2019",2.985
"Aug. 15, 2019",2.980
"Aug. 14, 2019",2.950
"Aug. 13, 2019",2.959
"Aug. 12, 2019",2.957
"Aug. 9, 2019",2.971
"Aug. 8, 2019",2.954
"Aug. 7, 2019",2.921
"Aug. 6, 2019",2.901
"Aug. 5, 2019",2.855
"Aug. 2, 2019",2.901
"Aug. 1, 2019",2.886
"July 31, 2019",2.843
"July 30, 2019",2.874
"July 29, 2019",2.901
"July 26, 2019",2.871
"July 25, 2019",2.850
"July 24, 2019",2.883
"July 23, 2019",2.845
"July 22, 2019",2.873
"July 19, 2019",2.878
"July 18, 2019",2.914
"July 17, 2019",2.881
"July 16, 2019",2.853
"July 15, 2019",2.866
"July 12, 2019",2.865
"July 11, 2019",2.888
"July 10, 2019",2.875
"July 9, 2019",2.857
"July 8, 2019",2.870
"July 5, 2019",2.856
"July 3, 2019",2.865
"July 2, 2019",2.850
"July 1, 2019",2.80
"June 30, 2019",
"June 28, 2019",2.867
"June 27, 2019",2.862
"June 26, 2019",2.842
"June 25, 2019",2.886
"June 24, 2019",2.913
"June 21, 2019",2.904
"June 20, 2019",2.888
"June 19, 2019",2.886
"June 18, 2019",2.874
"June 17, 2019",2.888
"June 14, 2019",2.896
"June 13, 2019",2.865
"June 12, 2019",2.862
"June 11, 2019",2.826
"June 10, 2019",2.846
"June 7, 2019",2.860
"June 6, 2019",2.879
"June 5, 2019",2.864
"June 4, 2019",2.79
"June 3, 2019",2.793
"May 31, 2019",2.774
"May 30, 2019",2.784
"May 29, 2019",2.781
"May 28, 2019",2.815
"May 24, 2019",2.846
"May 23, 2019",2.848
"May 22, 2019",2.826
"May 21, 2019",2.783
"May 20, 2019",2.790
"May 17, 2019",2.784
"May 16, 2019",2.758
"May 15, 2019",2.727
"May 14, 2019",2.727
"May 13, 2019",2.728
"May 10, 2019",2.683
"May 9, 2019",2.639
"May 8, 2019",2.629
"May 7, 2019",2.655
"May 6, 2019",2.671
"May 3, 2019",2.692
"May 2, 2019",2.683
"May 1, 2019",2.704
"April 30, 2019",2.721
"April 29, 2019",2.684
"April 26, 2019",2.683
"April 25, 2019",2.665
"April 24, 2019",2.660
"April 23, 2019",2.656
"April 22, 2019",2.664
"April 18, 2019",2.650
"April 17, 2019",2.654
"April 16, 2019",2.652
"April 15, 2019",2.675
"April 12, 2019",2.671
"April 11, 2019",2.659
"April 10, 2019",2.639
"April 9, 2019",2.655
"April 8, 2019",2.640
"April 5, 2019",2.660
"April 4, 2019",2.636
"April 3, 2019",2.649
"April 2, 2019",2.652
"April 1, 2019",2.666
"March 31, 2019",
"March 29, 2019",2.711
"March 28, 2019",2.692
"March 27, 2019",2.720
"March 26, 2019",2.735
"March 25, 2019",2.711
"March 22, 2019",2.716
"March 21, 2019",2.688
"March 20, 2019",2.659
"March 19, 2019",2.640
"March 18, 2019",2.673
"March 15, 2019",2.678
"March 14, 2019",2.675
