date,enterprise_value
"March 19, 2020",147.60B
"March 18, 2020",149.33B
"March 17, 2020",154.77B
"March 16, 2020",144.80B
"March 13, 2020",154.67B
"March 12, 2020",148.48B
"March 11, 2020",164.31B
"March 10, 2020",171.38B
"March 9, 2020",174.10B
"March 6, 2020",179.25B
"March 5, 2020",181.37B
"March 4, 2020",184.33B
"March 3, 2020",175.99B
"March 2, 2020",177.55B
"Feb. 28, 2020",169.93B
"Feb. 27, 2020",171.44B
"Feb. 26, 2020",178.10B
"Feb. 25, 2020",178.52B
"Feb. 24, 2020",180.29B
"Feb. 21, 2020",182.07B
"Feb. 20, 2020",181.80B
"Feb. 19, 2020",180.64B
"Feb. 18, 2020",184.25B
"Feb. 14, 2020",182.52B
"Feb. 13, 2020",181.03B
"Feb. 12, 2020",178.49B
"Feb. 11, 2020",179.41B
"Feb. 10, 2020",179.21B
"Feb. 7, 2020",178.13B
"Feb. 6, 2020",177.54B
"Feb. 5, 2020",176.75B
"Feb. 4, 2020",175.69B
"Feb. 3, 2020",176.80B
"Jan. 31, 2020",177.48B
"Jan. 30, 2020",178.33B
"Jan. 29, 2020",176.29B
"Jan. 28, 2020",176.32B
"Jan. 27, 2020",176.77B
"Jan. 24, 2020",175.30B
"Jan. 23, 2020",173.52B
"Jan. 22, 2020",173.43B
"Jan. 21, 2020",171.96B
"Jan. 17, 2020",170.25B
"Jan. 16, 2020",169.70B
"Jan. 15, 2020",169.36B
"Jan. 14, 2020",167.48B
"Jan. 13, 2020",166.83B
"Jan. 10, 2020",165.43B
"Jan. 9, 2020",165.21B
"Jan. 8, 2020",164.28B
"Jan. 7, 2020",164.34B
"Jan. 6, 2020",164.44B
"Jan. 3, 2020",163.85B
"Jan. 2, 2020",163.02B
"Dec. 31, 2019",164.75B
"Dec. 30, 2019",162.17B
"Dec. 27, 2019",162.77B
"Dec. 26, 2019",162.50B
"Dec. 24, 2019",161.79B
"Dec. 23, 2019",160.95B
"Dec. 20, 2019",162.87B
"Dec. 19, 2019",161.86B
"Dec. 18, 2019",161.69B
"Dec. 17, 2019",161.46B
"Dec. 16, 2019",161.29B
"Dec. 13, 2019",160.05B
"Dec. 12, 2019",158.56B
"Dec. 11, 2019",159.48B
"Dec. 10, 2019",158.83B
"Dec. 9, 2019",158.74B
"Dec. 6, 2019",158.80B
"Dec. 5, 2019",158.89B
"Dec. 4, 2019",158.74B
"Dec. 3, 2019",157.75B
"Dec. 2, 2019",157.27B
"Nov. 29, 2019",158.52B
"Nov. 27, 2019",158.16B
"Nov. 26, 2019",159.06B
"Nov. 25, 2019",157.91B
"Nov. 22, 2019",158.31B
"Nov. 21, 2019",159.17B
"Nov. 20, 2019",159.21B
