date,ev_revenues
"March 19, 2020",2.45
"March 18, 2020",2.462
"March 17, 2020",2.697
"March 16, 2020",2.764
"March 13, 2020",3.037
"March 12, 2020",2.756
"March 11, 2020",3.113
"March 10, 2020",3.273
"March 9, 2020",3.103
"March 6, 2020",3.318
"March 5, 2020",3.336
"March 4, 2020",3.456
"March 3, 2020",3.277
"March 2, 2020",3.322
"Feb. 28, 2020",3.282
"Feb. 27, 2020",3.255
"Feb. 26, 2020",3.403
"Feb. 25, 2020",3.415
"Feb. 24, 2020",3.560
"Feb. 21, 2020",3.650
"Feb. 20, 2020",3.666
"Feb. 19, 2020",3.669
"Feb. 18, 2020",3.641
"Feb. 14, 2020",3.668
"Feb. 13, 2020",3.654
"Feb. 12, 2020",3.675
"Feb. 11, 2020",3.636
"Feb. 10, 2020",3.593
"Feb. 7, 2020",3.560
"Feb. 6, 2020",3.581
"Feb. 5, 2020",3.592
"Feb. 4, 2020",3.559
"Feb. 3, 2020",3.484
"Jan. 31, 2020",3.520
"Jan. 30, 2020",3.620
"Jan. 29, 2020",3.568
"Jan. 28, 2020",3.564
"Jan. 27, 2020",3.527
"Jan. 24, 2020",3.589
"Jan. 23, 2020",3.637
"Jan. 22, 2020",3.646
"Jan. 21, 2020",3.663
"Jan. 17, 2020",3.707
"Jan. 16, 2020",3.689
"Jan. 15, 2020",3.659
"Jan. 14, 2020",3.654
"Jan. 13, 2020",3.669
"Jan. 10, 2020",3.619
"Jan. 9, 2020",3.627
"Jan. 8, 2020",3.601
"Jan. 7, 2020",3.598
"Jan. 6, 2020",3.596
"Jan. 3, 2020",3.623
"Jan. 2, 2020",3.660
"Dec. 31, 2019",3.587
"Dec. 30, 2019",3.587
"Dec. 27, 2019",3.588
"Dec. 26, 2019",3.596
"Dec. 24, 2019",3.585
"Dec. 23, 2019",3.587
"Dec. 20, 2019",3.587
"Dec. 19, 2019",3.588
"Dec. 18, 2019",3.552
"Dec. 17, 2019",3.592
"Dec. 16, 2019",3.586
"Dec. 13, 2019",3.598
"Dec. 12, 2019",3.606
"Dec. 11, 2019",3.579
"Dec. 10, 2019",3.541
"Dec. 9, 2019",3.549
"Dec. 6, 2019",3.568
"Dec. 5, 2019",3.540
"Dec. 4, 2019",3.525
"Dec. 3, 2019",3.512
"Dec. 2, 2019",3.546
"Nov. 29, 2019",3.628
"Nov. 27, 2019",3.645
"Nov. 26, 2019",3.627
"Nov. 25, 2019",3.588
"Nov. 22, 2019",3.594
"Nov. 21, 2019",3.589
"Nov. 20, 2019",3.602
"Nov. 19, 2019",3.658
"Nov. 18, 2019",3.652
"Nov. 15, 2019",3.690
