date,price_to_book_value
"March 19, 2020",4.550
"March 18, 2020",4.574
"March 17, 2020",5.041
"March 16, 2020",5.173
"March 13, 2020",5.714
"March 12, 2020",5.157
"March 11, 2020",5.866
"March 10, 2020",6.184
"March 9, 2020",5.846
"March 6, 2020",6.273
"March 5, 2020",6.307
"March 4, 2020",6.547
"March 3, 2020",6.191
"March 2, 2020",6.281
"Feb. 28, 2020",6.202
"Feb. 27, 2020",6.148
"Feb. 26, 2020",6.442
"Feb. 25, 2020",6.466
"Feb. 24, 2020",6.753
"Feb. 21, 2020",6.931
"Feb. 20, 2020",6.963
"Feb. 19, 2020",6.969
"Feb. 18, 2020",6.913
"Feb. 14, 2020",6.967
"Feb. 13, 2020",6.940
"Feb. 12, 2020",6.981
"Feb. 11, 2020",6.903
"Feb. 10, 2020",6.818
"Feb. 7, 2020",6.754
"Feb. 6, 2020",6.795
"Feb. 5, 2020",6.816
"Feb. 4, 2020",6.751
"Feb. 3, 2020",6.601
"Jan. 31, 2020",6.674
"Jan. 30, 2020",6.872
"Jan. 29, 2020",6.769
"Jan. 28, 2020",6.761
"Jan. 27, 2020",6.687
"Jan. 24, 2020",6.811
"Jan. 23, 2020",6.905
"Jan. 22, 2020",6.923
"Jan. 21, 2020",6.957
"Jan. 17, 2020",7.045
"Jan. 16, 2020",7.008
"Jan. 15, 2020",6.949
"Jan. 14, 2020",6.938
"Jan. 13, 2020",6.970
"Jan. 10, 2020",6.870
"Jan. 9, 2020",6.885
"Jan. 8, 2020",6.835
"Jan. 7, 2020",6.829
"Jan. 6, 2020",6.825
"Jan. 3, 2020",6.877
"Jan. 2, 2020",6.951
"Dec. 31, 2019",6.806
"Dec. 30, 2019",6.961
"Dec. 27, 2019",6.963
"Dec. 26, 2019",6.979
"Dec. 24, 2019",6.957
"Dec. 23, 2019",6.962
"Dec. 20, 2019",6.961
"Dec. 19, 2019",6.964
"Dec. 18, 2019",6.891
"Dec. 17, 2019",6.972
"Dec. 16, 2019",6.960
"Dec. 13, 2019",6.983
"Dec. 12, 2019",6.999
"Dec. 11, 2019",6.945
"Dec. 10, 2019",6.867
"Dec. 9, 2019",6.885
"Dec. 6, 2019",6.923
"Dec. 5, 2019",6.866
"Dec. 4, 2019",6.834
"Dec. 3, 2019",6.808
"Dec. 2, 2019",6.878
"Nov. 29, 2019",7.045
"Nov. 27, 2019",7.079
"Nov. 26, 2019",7.044
"Nov. 25, 2019",6.965
"Nov. 22, 2019",6.976
"Nov. 21, 2019",6.965
"Nov. 20, 2019",6.993
"Nov. 19, 2019",7.107
"Nov. 18, 2019",7.094
"Nov. 15, 2019",7.171
"Nov. 14, 2019",7.088
"Nov. 13, 2019",7.179
"Nov. 12, 2019",7.182
"Nov. 11, 2019",7.135
"Nov. 8, 2019",7.150
"Nov. 7, 2019",7.089
"Nov. 6, 2019",7.134
"Nov. 5, 2019",7.129
"Nov. 4, 2019",7.102
"Nov. 1, 2019",6.949
"Oct. 31, 2019",6.816
"Oct. 30, 2019",6.889
"Oct. 29, 2019",6.832
"Oct. 28, 2019",6.814
"Oct. 25, 2019",6.772
"Oct. 24, 2019",6.765
"Oct. 23, 2019",6.702
"Oct. 22, 2019",6.666
"Oct. 21, 2019",6.666
"Oct. 18, 2019",6.533
"Oct. 17, 2019",6.610
"Oct. 16, 2019",6.456
"Oct. 15, 2019",6.457
"Oct. 14, 2019",6.431
"Oct. 11, 2019",6.452
"Oct. 10, 2019",6.352
"Oct. 9, 2019",6.307
"Oct. 8, 2019",6.259
"Oct. 7, 2019",6.439
"Oct. 4, 2019",6.456
"Oct. 3, 2019",6.373
"Oct. 2, 2019",6.356
"Oct. 1, 2019",6.478
"Sept. 30, 2019",6.676
"Sept. 27, 2019",6.766
"Sept. 26, 2019",6.725
"Sept. 25, 2019",6.721
"Sept. 24, 2019",6.674
"Sept. 23, 2019",6.730
"Sept. 20, 2019",6.777
"Sept. 19, 2019",6.715
"Sept. 18, 2019",6.763
"Sept. 17, 2019",6.702
"Sept. 16, 2019",6.692
"Sept. 13, 2019",6.753
"Sept. 12, 2019",6.790
"Sept. 11, 2019",6.896
"Sept. 10, 2019",6.829
"Sept. 9, 2019",6.831
"Sept. 6, 2019",6.892
"Sept. 5, 2019",6.860
"Sept. 4, 2019",6.730
"Sept. 3, 2019",6.584
"Aug. 30, 2019",6.628
"Aug. 29, 2019",6.587
"Aug. 28, 2019",6.424
"Aug. 27, 2019",6.341
"Aug. 26, 2019",6.318
"Aug. 23, 2019",6.301
"Aug. 22, 2019",6.559
"Aug. 21, 2019",6.595
"Aug. 20, 2019",6.582
"Aug. 19, 2019",6.678
"Aug. 16, 2019",6.645
"Aug. 15, 2019",6.534
"Aug. 14, 2019",6.605
"Aug. 13, 2019",6.764
"Aug. 12, 2019",6.643
"Aug. 9, 2019",6.711
"Aug. 8, 2019",6.724
"Aug. 7, 2019",6.579
"Aug. 6, 2019",6.624
"Aug. 5, 2019",6.523
"Aug. 2, 2019",6.765
"Aug. 1, 2019",6.827
"July 31, 2019",6.944
"July 30, 2019",7.002
"July 29, 2019",7.027
"July 26, 2019",6.990
"July 25, 2019",6.997
"July 24, 2019",7.004
"July 23, 2019",7.040
"July 22, 2019",6.989
"July 19, 2019",6.965
"July 18, 2019",7.001
"July 17, 2019",6.789
"July 16, 2019",7.037
"July 15, 2019",7.046
"July 12, 2019",7.132
"July 11, 2019",7.028
"July 10, 2019",7.024
"July 9, 2019",7.067
"July 8, 2019",7.073
"July 5, 2019",7.110
"July 3, 2019",7.183
"July 2, 2019",7.111
"July 1, 2019",7.119
"June 30, 2019",
"June 28, 2019",6.770
"June 27, 2019",6.741
"June 26, 2019",6.731
"June 25, 2019",6.745
"June 24, 2019",6.771
"June 21, 2019",6.759
"June 20, 2019",6.836
"June 19, 2019",6.802
"June 18, 2019",6.815
"June 17, 2019",6.684
"June 14, 2019",6.701
"June 13, 2019",6.716
"June 12, 2019",6.705
"June 11, 2019",6.656
"June 10, 2019",6.642
"June 7, 2019",6.680
"June 6, 2019",6.602
"June 5, 2019",6.569
"June 4, 2019",6.520
"June 3, 2019",6.455
"May 31, 2019",6.372
"May 30, 2019",6.416
"May 29, 2019",6.374
"May 28, 2019",6.408
"May 24, 2019",6.464
"May 23, 2019",6.454
"May 22, 2019",6.566
"May 21, 2019",6.577
"May 20, 2019",6.539
"May 17, 2019",6.590
"May 16, 2019",6.623
"May 15, 2019",6.568
"May 14, 2019",6.521
"May 13, 2019",6.469
"May 10, 2019",6.655
"May 9, 2019",6.607
"May 8, 2019",6.606
"May 7, 2019",6.586
"May 6, 2019",6.693
"May 3, 2019",6.730
"May 2, 2019",6.646
"May 1, 2019",6.629
"April 30, 2019",6.733
"April 29, 2019",6.691
"April 26, 2019",6.680
"April 25, 2019",6.608
"April 24, 2019",6.642
"April 23, 2019",6.662
"April 22, 2019",6.524
"April 18, 2019",6.556
"April 17, 2019",6.316
"April 16, 2019",6.315
"April 15, 2019",6.282
"April 12, 2019",6.300
"April 11, 2019",6.239
