date,dividend_yield
"March 19, 2020",3.89%
"March 18, 2020",3.43%
"March 17, 2020",2.57%
"March 16, 2020",2.51%
"March 13, 2020",2.80%
"March 12, 2020",2.97%
"March 11, 2020",2.46%
"March 10, 2020",2.35%
"March 9, 2020",2.71%
"March 6, 2020",2.50%
"March 5, 2020",2.49%
"March 4, 2020",2.16%
"March 3, 2020",2.24%
"March 2, 2020",2.12%
"Feb. 28, 2020",2.10%
"Feb. 27, 2020",1.94%
"Feb. 26, 2020",1.79%
"Feb. 25, 2020",1.73%
"Feb. 24, 2020",1.57%
"Feb. 21, 2020",1.44%
"Feb. 20, 2020",1.40%
"Feb. 19, 2020",1.41%
"Feb. 18, 2020",1.40%
"Feb. 14, 2020",1.37%
"Feb. 13, 2020",1.33%
"Feb. 12, 2020",1.31%
"Feb. 11, 2020",1.34%
"Feb. 10, 2020",1.39%
"Feb. 7, 2020",1.41%
"Feb. 6, 2020",1.41%
"Feb. 5, 2020",1.37%
"Feb. 4, 2020",1.41%
"Feb. 3, 2020",1.47%
"Jan. 31, 2020",1.49%
"Jan. 30, 2020",1.44%
"Jan. 29, 2020",1.49%
"Jan. 28, 2020",1.49%
"Jan. 27, 2020",1.53%
"Jan. 24, 2020",1.45%
"Jan. 23, 2020",1.39%
"Jan. 22, 2020",1.46%
"Jan. 21, 2020",1.47%
"Jan. 17, 2020",1.41%
"Jan. 16, 2020",1.42%
"Jan. 15, 2020",1.45%
"Jan. 14, 2020",1.45%
"Jan. 13, 2020",1.46%
"Jan. 10, 2020",1.46%
"Jan. 9, 2020",1.43%
"Jan. 8, 2020",1.44%
"Jan. 7, 2020",1.47%
"Jan. 6, 2020",1.46%
"Jan. 3, 2020",1.45%
"Jan. 2, 2020",1.38%
"Dec. 31, 2019",1.39%
"Dec. 30, 2019",1.41%
"Dec. 27, 2019",1.41%
"Dec. 26, 2019",1.35%
"Dec. 24, 2019",1.37%
"Dec. 23, 2019",1.37%
"Dec. 20, 2019",1.38%
"Dec. 19, 2019",1.40%
"Dec. 18, 2019",1.43%
"Dec. 17, 2019",1.41%
"Dec. 16, 2019",1.43%
"Dec. 13, 2019",1.46%
"Dec. 12, 2019",1.44%
"Dec. 11, 2019",1.49%
"Dec. 10, 2019",1.48%
"Dec. 9, 2019",1.46%
"Dec. 6, 2019",1.44%
"Dec. 5, 2019",1.47%
"Dec. 4, 2019",1.46%
"Dec. 3, 2019",1.47%
"Dec. 2, 2019",1.42%
"Nov. 29, 2019",1.39%
"Nov. 27, 2019",1.38%
"Nov. 26, 2019",1.38%
"Nov. 25, 2019",1.38%
"Nov. 22, 2019",1.39%
"Nov. 21, 2019",1.43%
"Nov. 20, 2019",1.42%
"Nov. 19, 2019",1.37%
"Nov. 18, 2019",1.40%
"Nov. 15, 2019",1.39%
"Nov. 14, 2019",1.39%
"Nov. 13, 2019",1.40%
"Nov. 12, 2019",1.36%
"Nov. 11, 2019",1.31%
"Nov. 8, 2019",1.30%
"Nov. 7, 2019",1.29%
"Nov. 6, 2019",1.29%
"Nov. 5, 2019",1.28%
"Nov. 4, 2019",1.29%
"Nov. 1, 2019",1.31%
"Oct. 31, 2019",1.33%
"Oct. 30, 2019",1.32%
"Oct. 29, 2019",1.29%
"Oct. 28, 2019",1.28%
"Oct. 25, 2019",1.30%
"Oct. 24, 2019",1.36%
"Oct. 23, 2019",1.41%
"Oct. 22, 2019",1.42%
"Oct. 21, 2019",1.40%
"Oct. 18, 2019",1.42%
"Oct. 17, 2019",1.43%
"Oct. 16, 2019",1.43%
"Oct. 15, 2019",1.41%
"Oct. 14, 2019",1.45%
"Oct. 11, 2019",1.46%
"Oct. 10, 2019",1.47%
"Oct. 9, 2019",1.48%
"Oct. 8, 2019",1.52%
"Oct. 7, 2019",1.55%
"Oct. 4, 2019",1.55%
"Oct. 3, 2019",1.58%
"Oct. 2, 2019",1.58%
"Oct. 1, 2019",1.49%
"Sept. 30, 2019",1.48%
"Sept. 27, 2019",1.48%
"Sept. 26, 2019",1.47%
"Sept. 25, 2019",1.46%
"Sept. 24, 2019",1.48%
"Sept. 23, 2019",1.45%
"Sept. 20, 2019",1.43%
"Sept. 19, 2019",1.41%
"Sept. 18, 2019",1.40%
"Sept. 17, 2019",1.40%
"Sept. 16, 2019",1.44%
"Sept. 13, 2019",1.34%
"Sept. 12, 2019",1.34%
"Sept. 11, 2019",1.34%
"Sept. 10, 2019",1.37%
"Sept. 9, 2019",1.41%
"Sept. 6, 2019",1.44%
"Sept. 5, 2019",1.44%
"Sept. 4, 2019",1.48%
"Sept. 3, 2019",1.51%
"Aug. 30, 2019",1.52%
"Aug. 29, 2019",1.52%
"Aug. 28, 2019",1.58%
"Aug. 27, 2019",1.64%
"Aug. 26, 2019",1.59%
"Aug. 23, 2019",1.57%
"Aug. 22, 2019",1.51%
"Aug. 21, 2019",1.51%
"Aug. 20, 2019",1.55%
"Aug. 19, 2019",1.53%
"Aug. 16, 2019",1.55%
"Aug. 15, 2019",1.57%
"Aug. 14, 2019",1.53%
"Aug. 13, 2019",1.45%
"Aug. 12, 2019",1.45%
"Aug. 9, 2019",1.39%
