date,ytd_return
"March 19, 2020",-64.12%
"March 18, 2020",-59.38%
"March 17, 2020",-45.68%
"March 16, 2020",-44.49%
"March 13, 2020",-50.10%
"March 12, 2020",-53.10%
"March 11, 2020",-43.31%
"March 10, 2020",-40.73%
"March 9, 2020",-48.57%
"March 6, 2020",-44.32%
"March 5, 2020",-44.07%
"March 4, 2020",-35.39%
"March 3, 2020",-37.76%
"March 2, 2020",-34.24%
"Feb. 28, 2020",-33.58%
"Feb. 27, 2020",-28.17%
"Feb. 26, 2020",-22.21%
"Feb. 25, 2020",-19.39%
"Feb. 24, 2020",-11.26%
"Feb. 21, 2020",-3.00%
"Feb. 20, 2020",-0.59%
"Feb. 19, 2020",-1.22%
"Feb. 18, 2020",-0.17%
"Feb. 14, 2020",1.81%
"Feb. 13, 2020",4.92%
"Feb. 12, 2020",6.24%
"Feb. 11, 2020",4.04%
"Feb. 10, 2020",0.38%
"Feb. 7, 2020",-1.05%
"Feb. 6, 2020",-1.32%
"Feb. 5, 2020",1.46%
"Feb. 4, 2020",-0.87%
"Feb. 3, 2020",-5.30%
"Jan. 31, 2020",-6.42%
"Jan. 30, 2020",-3.35%
"Jan. 29, 2020",-6.56%
"Jan. 28, 2020",-6.21%
"Jan. 27, 2020",-8.96%
"Jan. 24, 2020",-3.63%
"Jan. 23, 2020",0.42%
"Jan. 22, 2020",-4.74%
"Jan. 21, 2020",-5.16%
"Jan. 17, 2020",-0.98%
"Jan. 16, 2020",-1.57%
"Jan. 15, 2020",-3.84%
"Jan. 14, 2020",-4.01%
"Jan. 13, 2020",-4.50%
"Jan. 10, 2020",-4.74%
"Jan. 9, 2020",-2.55%
"Jan. 8, 2020",-2.93%
"Jan. 7, 2020",-5.09%
"Jan. 6, 2020",-4.74%
"Jan. 3, 2020",-3.59%
"Jan. 2, 2020",1.43%
"Dec. 31, 2019",-10.68%
"Dec. 30, 2019",-11.87%
"Dec. 27, 2019",-11.43%
"Dec. 26, 2019",-7.60%
"Dec. 24, 2019",-9.12%
"Dec. 23, 2019",-8.75%
"Dec. 20, 2019",-9.56%
"Dec. 19, 2019",-11.09%
"Dec. 18, 2019",-12.80%
"Dec. 17, 2019",-11.93%
"Dec. 16, 2019",-13.05%
"Dec. 13, 2019",-14.42%
"Dec. 12, 2019",-13.67%
"Dec. 11, 2019",-16.35%
"Dec. 10, 2019",-15.91%
"Dec. 9, 2019",-14.39%
"Dec. 6, 2019",-13.66%
"Dec. 5, 2019",-15.17%
"Dec. 4, 2019",-14.73%
"Dec. 3, 2019",-15.01%
"Dec. 2, 2019",-12.55%
"Nov. 29, 2019",-10.50%
"Nov. 27, 2019",-9.84%
"Nov. 26, 2019",-9.53%
"Nov. 25, 2019",-9.72%
"Nov. 22, 2019",-10.68%
"Nov. 21, 2019",-13.02%
"Nov. 20, 2019",-12.08%
"Nov. 19, 2019",-8.78%
"Nov. 18, 2019",-10.93%
"Nov. 15, 2019",-10.12%
"Nov. 14, 2019",-10.40%
"Nov. 13, 2019",-10.74%
"Nov. 12, 2019",-8.07%
"Nov. 11, 2019",-4.73%
"Nov. 8, 2019",-4.20%
"Nov. 7, 2019",-3.80%
"Nov. 6, 2019",-3.58%
"Nov. 5, 2019",-2.90%
"Nov. 4, 2019",-3.61%
"Nov. 1, 2019",-4.83%
"Oct. 31, 2019",-6.38%
"Oct. 30, 2019",-5.67%
"Oct. 29, 2019",-3.71%
"Oct. 28, 2019",-2.34%
"Oct. 25, 2019",-3.89%
"Oct. 24, 2019",-8.41%
"Oct. 23, 2019",-11.90%
"Oct. 22, 2019",-11.99%
"Oct. 21, 2019",-10.87%
"Oct. 18, 2019",-12.11%
"Oct. 17, 2019",-13.02%
"Oct. 16, 2019",-12.64%
"Oct. 15, 2019",-11.96%
"Oct. 14, 2019",-14.00%
"Oct. 11, 2019",-14.81%
"Oct. 10, 2019",-15.35%
"Oct. 9, 2019",-15.71%
"Oct. 8, 2019",-18.22%
"Oct. 7, 2019",-19.56%
"Oct. 4, 2019",-19.56%
"Oct. 3, 2019",-21.32%
"Oct. 2, 2019",-20.99%
"Oct. 1, 2019",-16.54%
"Sept. 30, 2019",-16.01%
"Sept. 27, 2019",-15.88%
"Sept. 26, 2019",-15.32%
"Sept. 25, 2019",-14.54%
"Sept. 24, 2019",-15.93%
"Sept. 23, 2019",-14.36%
"Sept. 20, 2019",-12.83%
"Sept. 19, 2019",-11.87%
"Sept. 18, 2019",-10.93%
"Sept. 17, 2019",-10.81%
"Sept. 16, 2019",-13.52%
"Sept. 13, 2019",-6.73%
"Sept. 12, 2019",-6.76%
"Sept. 11, 2019",-7.32%
"Sept. 10, 2019",-9.31%
"Sept. 9, 2019",-11.43%
"Sept. 6, 2019",-13.45%
"Sept. 5, 2019",-13.77%
"Sept. 4, 2019",-15.91%
"Sept. 3, 2019",-17.44%
"Aug. 30, 2019",-18.06%
"Aug. 29, 2019",-18.03%
"Aug. 28, 2019",-21.11%
"Aug. 27, 2019",-23.86%
"Aug. 26, 2019",-21.55%
"Aug. 23, 2019",-20.83%
"Aug. 22, 2019",-17.38%
"Aug. 21, 2019",-17.72%
"Aug. 20, 2019",-19.56%
"Aug. 19, 2019",-18.72%
"Aug. 16, 2019",-19.68%
"Aug. 15, 2019",-20.87%
"Aug. 14, 2019",-18.72%
"Aug. 13, 2019",-14.33%
"Aug. 12, 2019",-13.92%
"Aug. 9, 2019",-10.37%
"Aug. 8, 2019",-9.44%
"Aug. 7, 2019",-10.84%
"Aug. 6, 2019",-11.68%
"Aug. 5, 2019",-11.15%
"Aug. 2, 2019",-8.28%
"Aug. 1, 2019",-7.07%
"July 31, 2019",-4.98%
"July 30, 2019",-4.36%
"July 29, 2019",-4.27%
"July 26, 2019",-2.71%
"July 25, 2019",-1.37%
"July 24, 2019",7.72%
"July 23, 2019",5.05%
"July 22, 2019",2.46%
"July 19, 2019",3.02%
"July 18, 2019",5.08%
"July 17, 2019",3.58%
"July 16, 2019",6.57%
"July 15, 2019",4.67%
"July 12, 2019",5.20%
"July 11, 2019",2.87%
"July 10, 2019",2.58%
"July 9, 2019",0.78%
"July 8, 2019",2.12%
"July 5, 2019",1.09%
"July 3, 2019",1.90%
"July 2, 2019",0.25%
"July 1, 2019",2.40%
"June 28, 2019",1.56%
"June 27, 2019",0.12%
"June 26, 2019",-2.02%
"June 25, 2019",-2.65%
"June 24, 2019",-0.90%
"June 21, 2019",-1.68%
"June 20, 2019",0.12%
"June 19, 2019",3.43%
"June 18, 2019",1.28%
"June 17, 2019",1.40%
"June 14, 2019",1.78%
"June 13, 2019",3.05%
"June 12, 2019",-3.15%
"June 11, 2019",-4.76%
"June 10, 2019",-4.20%
"June 7, 2019",-3.71%
"June 6, 2019",-5.39%
"June 5, 2019",-5.45%
"June 4, 2019",-9.31%
"June 3, 2019",-15.29%
"May 31, 2019",-15.20%
"May 30, 2019",-12.27%
"May 29, 2019",-11.52%
"May 28, 2019",-10.53%
"May 24, 2019",-9.16%
"May 23, 2019",-8.13%
"May 22, 2019",-6.82%
"May 21, 2019",-2.52%
"May 20, 2019",-3.58%
"May 17, 2019",-1.15%
"May 16, 2019",0.65%
"May 15, 2019",0.16%
"May 14, 2019",0.72%
"May 13, 2019",0.09%
"May 10, 2019",5.85%
"May 9, 2019",5.73%
"May 8, 2019",5.11%
"May 7, 2019",5.61%
"May 6, 2019",8.22%
"May 3, 2019",8.35%
"May 2, 2019",5.73%
"May 1, 2019",5.61%
"April 30, 2019",6.45%
"April 29, 2019",5.17%
"April 26, 2019",2.96%
"April 25, 2019",4.05%
"April 24, 2019",5.85%
"April 23, 2019",5.79%
"April 22, 2019",4.27%
"April 18, 2019",7.04%
