date,days_inventory_outstanding
"Dec. 31, 2019",5.170
"Sept. 30, 2019",5.161
"June 30, 2019",5.198
"March 31, 2019",5.229
"Dec. 31, 2018",4.965
"Sept. 30, 2018",4.721
"June 30, 2018",
"March 31, 2018",
"Dec. 31, 2017",
"Sept. 30, 2017",
"June 30, 2017",
"March 31, 2017",
"Dec. 31, 2016",
"Sept. 30, 2016",
"June 30, 2016",
"March 31, 2016",
"Dec. 31, 2015",
"Sept. 30, 2015",
"June 30, 2015",
"March 31, 2015",
"Dec. 31, 2014",
"Sept. 30, 2014",
"June 30, 2014",
"March 31, 2014",
"Dec. 31, 2013",
"Sept. 30, 2013",
"June 30, 2013",
"March 31, 2013",
"Dec. 31, 2012",
"Sept. 30, 2012",
"June 30, 2012",
"March 31, 2012",
"Dec. 31, 2011",
"Sept. 30, 2011",
"June 30, 2011",
"March 31, 2011",
"Dec. 31, 2010",
"Sept. 30, 2010",
"June 30, 2010",
"March 31, 2010",
"Dec. 31, 2009",
"Sept. 30, 2009",
"June 30, 2009",
"March 31, 2009",
"Dec. 31, 2008",
"Sept. 30, 2008",
"June 30, 2008",
"March 31, 2008",9.373
"Dec. 31, 2007",
"Sept. 30, 2007",
"June 30, 2007",
"March 31, 2007",
"Dec. 31, 2006",
"Sept. 30, 2006",
"June 30, 2006",
"March 31, 2006",
"Dec. 31, 2005",
"Sept. 30, 2005",
"June 30, 2005",
"March 31, 2005",
"Dec. 31, 2004",
"Sept. 30, 2004",
"June 30, 2004",
"March 31, 2004",
"Dec. 31, 2003",
"Sept. 30, 2003",
"June 30, 2003",
"March 31, 2003",
"Dec. 31, 2002",
"Sept. 30, 2002",4.846
"June 30, 2002",7.090
