date,price_target_upside
"March 19, 2020",87.92%
"March 18, 2020",94.09%
"March 17, 2020",92.81%
"March 16, 2020",100.9%
"March 13, 2020",96.71%
"March 12, 2020",109.2%
"March 11, 2020",87.22%
"March 10, 2020",78.63%
"March 9, 2020",118.0%
"March 6, 2020",46.36%
"March 5, 2020",33.57%
"March 4, 2020",27.67%
"March 3, 2020",26.12%
"March 2, 2020",27.24%
"Feb. 28, 2020",29.53%
"Feb. 27, 2020",32.47%
"Feb. 26, 2020",30.43%
"Feb. 25, 2020",26.86%
"Feb. 24, 2020",20.26%
"Feb. 21, 2020",12.42%
"Feb. 20, 2020",11.90%
"Feb. 19, 2020",13.93%
"Feb. 18, 2020",18.45%
"Feb. 14, 2020",20.47%
"Feb. 13, 2020",21.17%
"Feb. 12, 2020",23.69%
"Feb. 11, 2020",29.44%
"Feb. 10, 2020",32.57%
"Feb. 7, 2020",31.37%
"Feb. 6, 2020",27.73%
"Feb. 5, 2020",22.82%
"Feb. 4, 2020",26.32%
"Feb. 3, 2020",29.09%
"Jan. 31, 2020",28.70%
"Jan. 30, 2020",24.79%
"Jan. 29, 2020",26.45%
"Jan. 28, 2020",17.76%
"Jan. 27, 2020",18.01%
"Jan. 24, 2020",13.52%
"Jan. 23, 2020",9.61%
"Jan. 22, 2020",8.29%
"Jan. 21, 2020",6.25%
"Jan. 17, 2020",4.05%
"Jan. 16, 2020",3.17%
"Jan. 15, 2020",3.45%
"Jan. 14, 2020",3.48%
"Jan. 13, 2020",3.55%
"Jan. 10, 2020",3.75%
"Jan. 9, 2020",2.88%
"Jan. 8, 2020",3.79%
"Jan. 7, 2020",0.25%
"Jan. 6, 2020",0.37%
"Jan. 3, 2020",1.95%
"Jan. 2, 2020",5.14%
"Dec. 31, 2019",6.57%
"Dec. 30, 2019",7.63%
"Dec. 27, 2019",7.13%
"Dec. 26, 2019",5.56%
"Dec. 24, 2019",5.89%
"Dec. 23, 2019",6.08%
"Dec. 20, 2019",9.38%
"Dec. 19, 2019",11.35%
"Dec. 18, 2019",9.01%
"Dec. 17, 2019",9.66%
"Dec. 16, 2019",9.94%
"Dec. 13, 2019",13.96%
"Dec. 12, 2019",12.05%
"Dec. 11, 2019",15.29%
"Dec. 10, 2019",15.05%
"Dec. 9, 2019",15.01%
"Dec. 6, 2019",14.58%
"Dec. 5, 2019",16.46%
"Dec. 4, 2019",16.35%
"Dec. 3, 2019",19.13%
"Dec. 2, 2019",16.41%
"Nov. 29, 2019",14.72%
"Nov. 27, 2019",12.85%
"Nov. 26, 2019",12.05%
"Nov. 25, 2019",10.01%
"Nov. 22, 2019",10.66%
"Nov. 21, 2019",6.46%
"Nov. 20, 2019",6.11%
"Nov. 19, 2019",7.60%
"Nov. 18, 2019",6.65%
"Nov. 15, 2019",4.72%
"Nov. 14, 2019",4.80%
"Nov. 13, 2019",3.09%
"Nov. 12, 2019",-0.98%
"Nov. 11, 2019",-2.33%
"Nov. 8, 2019",-1.04%
"Nov. 7, 2019",0.53%
"Nov. 6, 2019",3.56%
"Nov. 5, 2019",2.01%
"Nov. 4, 2019",2.39%
"Nov. 1, 2019",2.88%
"Oct. 31, 2019",7.95%
"Oct. 30, 2019",10.05%
"Oct. 29, 2019",4.32%
"Oct. 28, 2019",6.25%
"Oct. 25, 2019",5.99%
"Oct. 24, 2019",5.85%
"Oct. 23, 2019",6.24%
"Oct. 22, 2019",4.78%
"Oct. 21, 2019",7.39%
"Oct. 18, 2019",8.91%
"Oct. 17, 2019",8.93%
"Oct. 16, 2019",8.82%
"Oct. 15, 2019",7.70%
"Oct. 14, 2019",5.34%
"Oct. 11, 2019",6.07%
"Oct. 10, 2019",7.45%
"Oct. 9, 2019",9.49%
"Oct. 8, 2019",13.43%
"Oct. 7, 2019",12.38%
"Oct. 4, 2019",12.61%
"Oct. 3, 2019",13.71%
"Oct. 2, 2019",18.58%
"Oct. 1, 2019",16.03%
"Sept. 30, 2019",16.30%
"Sept. 27, 2019",16.98%
"Sept. 26, 2019",14.04%
"Sept. 25, 2019",10.74%
"Sept. 24, 2019",9.36%
"Sept. 23, 2019",7.39%
"Sept. 20, 2019",7.13%
"Sept. 19, 2019",8.11%
"Sept. 18, 2019",5.96%
"Sept. 17, 2019",4.57%
"Sept. 16, 2019",0.39%
"Sept. 13, 2019",11.55%
"Sept. 12, 2019",11.09%
"Sept. 11, 2019",8.58%
"Sept. 10, 2019",11.57%
"Sept. 9, 2019",10.09%
"Sept. 6, 2019",10.12%
"Sept. 5, 2019",8.16%
"Sept. 4, 2019",8.07%
"Sept. 3, 2019",11.08%
"Aug. 30, 2019",11.73%
"Aug. 29, 2019",13.00%
"Aug. 28, 2019",14.49%
"Aug. 27, 2019",17.79%
"Aug. 26, 2019",17.38%
"Aug. 23, 2019",18.09%
"Aug. 22, 2019",9.98%
"Aug. 21, 2019",8.49%
"Aug. 20, 2019",13.35%
"Aug. 19, 2019",12.36%
"Aug. 16, 2019",17.02%
"Aug. 15, 2019",17.34%
"Aug. 14, 2019",17.69%
"Aug. 13, 2019",12.65%
"Aug. 12, 2019",14.95%
"Aug. 9, 2019",15.24%
"Aug. 8, 2019",15.75%
"Aug. 7, 2019",20.40%
"Aug. 6, 2019",21.49%
"Aug. 5, 2019",18.76%
"Aug. 2, 2019",12.61%
"Aug. 1, 2019",9.73%
"July 31, 2019",7.59%
"July 30, 2019",12.78%
"July 29, 2019",16.58%
"July 26, 2019",16.87%
"July 25, 2019",16.91%
"July 24, 2019",15.39%
"July 23, 2019",16.08%
"July 22, 2019",16.15%
"July 19, 2019",16.03%
"July 18, 2019",17.50%
"July 17, 2019",18.15%
"July 16, 2019",13.17%
"July 15, 2019",12.31%
"July 12, 2019",10.61%
"July 11, 2019",11.58%
"July 10, 2019",10.12%
"July 9, 2019",12.13%
"July 8, 2019",12.75%
"July 5, 2019",10.93%
"July 3, 2019",11.98%
"July 2, 2019",11.59%
"July 1, 2019",8.76%
"June 28, 2019",9.96%
"June 27, 2019",8.73%
"June 26, 2019",6.76%
"June 25, 2019",12.24%
"June 24, 2019",13.33%
"June 21, 2019",14.13%
"June 20, 2019",13.91%
"June 19, 2019",18.64%
"June 18, 2019",19.06%
"June 17, 2019",20.57%
"June 14, 2019",22.44%
"June 13, 2019",20.21%
"June 12, 2019",23.60%
"June 11, 2019",20.85%
"June 10, 2019",22.37%
"June 7, 2019",23.95%
"June 6, 2019",26.25%
"June 5, 2019",29.37%
"June 4, 2019",25.53%
"June 3, 2019",28.07%
"May 31, 2019",25.48%
"May 30, 2019",21.29%
"May 29, 2019",19.74%
"May 28, 2019",18.44%
"May 24, 2019",17.87%
"May 23, 2019",18.79%
"May 22, 2019",9.37%
"May 21, 2019",5.47%
"May 20, 2019",7.38%
"May 17, 2019",6.71%
"May 16, 2019",5.64%
"May 15, 2019",7.55%
"May 14, 2019",6.62%
"May 13, 2019",8.79%
"May 10, 2019",8.00%
"May 9, 2019",8.55%
"May 8, 2019",8.24%
"May 7, 2019",10.22%
"May 6, 2019",9.32%
"May 3, 2019",8.60%
"May 2, 2019",10.88%
"May 1, 2019",8.80%
"April 30, 2019",7.09%
"April 29, 2019",7.24%
"April 26, 2019",7.52%
"April 25, 2019",6.19%
"April 24, 2019",2.40%
"April 23, 2019",-0.82%
"April 22, 2019",-1.44%
"April 18, 2019",1.30%
"April 17, 2019",1.06%
"April 16, 2019",-0.06%
"April 15, 2019",0.91%
"April 12, 2019",0.06%
"April 11, 2019",3.96%
"April 10, 2019",4.13%
"April 9, 2019",5.50%
"April 8, 2019",4.04%
"April 5, 2019",4.18%
"April 4, 2019",8.03%
"April 3, 2019",10.05%
"April 2, 2019",8.61%
"April 1, 2019",7.73%
"March 29, 2019",8.82%
"March 28, 2019",7.52%
"March 27, 2019",8.77%
"March 26, 2019",7.29%
"March 25, 2019",10.08%
"March 22, 2019",11.56%
"March 21, 2019",7.80%
"March 20, 2019",9.48%
"March 19, 2019",11.84%
"March 18, 2019",8.98%
"March 15, 2019",10.34%
"March 14, 2019",10.38%
"March 13, 2019",10.19%
"March 12, 2019",11.83%
"March 11, 2019",14.39%
"March 8, 2019",16.25%
"March 7, 2019",12.94%
"March 6, 2019",12.69%
"March 5, 2019",8.09%
"March 4, 2019",7.41%
"March 1, 2019",7.46%
"Feb. 28, 2019",10.02%
"Feb. 27, 2019",9.47%
"Feb. 26, 2019",10.32%
"Feb. 25, 2019",10.61%
"Feb. 22, 2019",11.57%
"Feb. 21, 2019",10.56%
"Feb. 20, 2019",8.75%
"Feb. 19, 2019",10.73%
"Feb. 15, 2019",10.75%
"Feb. 14, 2019",11.74%
"Feb. 13, 2019",13.88%
"Feb. 12, 2019",15.65%
"Feb. 11, 2019",19.02%
"Feb. 8, 2019",21.46%
"Feb. 7, 2019",21.18%
"Feb. 6, 2019",15.66%
"Feb. 5, 2019",16.78%
"Feb. 4, 2019",14.14%
"Feb. 1, 2019",14.16%
"Jan. 31, 2019",17.67%
"Jan. 30, 2019",17.51%
"Jan. 29, 2019",21.62%
"Jan. 28, 2019",22.43%
"Jan. 25, 2019",19.27%
"Jan. 24, 2019",24.18%
"Jan. 23, 2019",24.06%
"Jan. 22, 2019",22.10%
"Jan. 18, 2019",19.93%
"Jan. 17, 2019",22.17%
"Jan. 16, 2019",23.50%
"Jan. 15, 2019",23.34%
"Jan. 14, 2019",26.12%
"Jan. 11, 2019",24.99%
"Jan. 10, 2019",23.36%
"Jan. 9, 2019",27.76%
"Jan. 8, 2019",35.88%
"Jan. 7, 2019",37.41%
"Jan. 4, 2019",45.73%
"Jan. 3, 2019",57.56%
"Jan. 2, 2019",58.12%
"Dec. 31, 2018",66.56%
"Dec. 28, 2018",67.06%
"Dec. 27, 2018",62.39%
"Dec. 26, 2018",66.77%
"Dec. 24, 2018",85.17%
"Dec. 21, 2018",64.00%
"Dec. 20, 2018",56.86%
"Dec. 19, 2018",51.36%
"Dec. 18, 2018",47.87%
"Dec. 17, 2018",42.27%
"Dec. 14, 2018",39.16%
"Dec. 13, 2018",35.67%
"Dec. 12, 2018",36.02%
"Dec. 11, 2018",35.39%
"Dec. 10, 2018",36.68%
"Dec. 7, 2018",34.48%
"Dec. 6, 2018",32.88%
"Dec. 4, 2018",29.36%
"Dec. 3, 2018",25.69%
"Nov. 30, 2018",31.67%
"Nov. 29, 2018",30.34%
"Nov. 28, 2018",33.43%
"Nov. 27, 2018",35.51%
"Nov. 26, 2018",35.76%
"Nov. 23, 2018",34.46%
"Nov. 21, 2018",28.38%
"Nov. 20, 2018",31.49%
"Nov. 19, 2018",27.76%
"Nov. 16, 2018",26.25%
"Nov. 15, 2018",29.33%
"Nov. 14, 2018",32.10%
"Nov. 13, 2018",32.24%
"Nov. 12, 2018",29.10%
"Nov. 9, 2018",25.41%
"Nov. 8, 2018",25.24%
"Nov. 7, 2018",21.85%
"Nov. 6, 2018",26.46%
"Nov. 5, 2018",26.50%
"Nov. 2, 2018",32.21%
"Nov. 1, 2018",28.80%
"Oct. 31, 2018",29.79%
"Oct. 30, 2018",30.68%
"Oct. 29, 2018",32.82%
"Oct. 26, 2018",28.36%
"Oct. 25, 2018",26.45%
"Oct. 24, 2018",28.25%
"Oct. 23, 2018",21.42%
"Oct. 22, 2018",17.64%
"Oct. 19, 2018",16.50%
"Oct. 18, 2018",15.50%
"Oct. 17, 2018",13.94%
"Oct. 16, 2018",11.81%
"Oct. 15, 2018",12.08%
"Oct. 12, 2018",10.84%
"Oct. 11, 2018",11.52%
"Oct. 10, 2018",8.43%
"Oct. 9, 2018",0.40%
"Oct. 8, 2018",2.06%
"Oct. 5, 2018",0.18%
"Oct. 4, 2018",-0.01%
