date,ytd_return
"March 19, 2020",-53.41%
"March 18, 2020",-54.89%
"March 17, 2020",-54.17%
"March 16, 2020",-53.52%
"March 13, 2020",-47.73%
"March 12, 2020",-50.85%
"March 11, 2020",-45.08%
"March 10, 2020",-40.61%
"March 9, 2020",-50.64%
"March 6, 2020",-25.58%
"March 5, 2020",-18.46%
"March 4, 2020",-14.68%
"March 3, 2020",-13.64%
"March 2, 2020",-14.40%
"Feb. 28, 2020",-15.91%
"Feb. 27, 2020",-17.65%
"Feb. 26, 2020",-16.36%
"Feb. 25, 2020",-14.10%
"Feb. 24, 2020",-9.86%
"Feb. 21, 2020",-3.58%
"Feb. 20, 2020",-3.13%
"Feb. 19, 2020",-4.85%
"Feb. 18, 2020",-8.49%
"Feb. 14, 2020",-9.68%
"Feb. 13, 2020",-10.21%
"Feb. 12, 2020",-12.03%
"Feb. 11, 2020",-15.94%
"Feb. 10, 2020",-17.75%
"Feb. 7, 2020",-17.00%
"Feb. 6, 2020",-14.64%
"Feb. 5, 2020",-11.23%
"Feb. 4, 2020",-13.68%
"Feb. 3, 2020",-15.54%
"Jan. 31, 2020",-15.33%
"Jan. 30, 2020",-12.35%
"Jan. 29, 2020",-13.46%
"Jan. 28, 2020",-7.02%
"Jan. 27, 2020",-6.98%
"Jan. 24, 2020",-3.59%
"Jan. 23, 2020",-0.42%
"Jan. 22, 2020",0.58%
"Jan. 21, 2020",2.51%
"Jan. 17, 2020",4.63%
"Jan. 16, 2020",5.24%
"Jan. 15, 2020",4.89%
"Jan. 14, 2020",4.86%
"Jan. 13, 2020",3.73%
"Jan. 10, 2020",2.54%
"Jan. 9, 2020",3.41%
"Jan. 8, 2020",2.56%
"Jan. 7, 2020",6.18%
"Jan. 6, 2020",6.06%
"Jan. 3, 2020",4.54%
"Jan. 2, 2020",1.36%
"Dec. 31, 2019",64.96%
"Dec. 30, 2019",63.33%
"Dec. 27, 2019",64.10%
"Dec. 26, 2019",66.54%
"Dec. 24, 2019",66.02%
"Dec. 23, 2019",65.16%
"Dec. 20, 2019",60.10%
"Dec. 19, 2019",57.26%
"Dec. 18, 2019",60.64%
"Dec. 17, 2019",59.68%
"Dec. 16, 2019",59.51%
"Dec. 13, 2019",53.88%
"Dec. 12, 2019",56.49%
"Dec. 11, 2019",52.10%
"Dec. 10, 2019",52.42%
"Dec. 9, 2019",52.47%
"Dec. 6, 2019",53.73%
"Dec. 5, 2019",50.49%
"Dec. 4, 2019",51.16%
"Dec. 3, 2019",47.63%
"Dec. 2, 2019",51.09%
"Nov. 29, 2019",53.31%
"Nov. 27, 2019",55.85%
"Nov. 26, 2019",56.96%
"Nov. 25, 2019",59.88%
"Nov. 22, 2019",58.94%
"Nov. 21, 2019",65.21%
"Nov. 20, 2019",65.75%
"Nov. 19, 2019",63.46%
"Nov. 18, 2019",64.91%
"Nov. 15, 2019",67.95%
"Nov. 14, 2019",67.53%
"Nov. 13, 2019",70.30%
"Nov. 12, 2019",77.31%
"Nov. 11, 2019",79.75%
"Nov. 8, 2019",77.41%
"Nov. 7, 2019",74.64%
"Nov. 6, 2019",69.53%
"Nov. 5, 2019",72.10%
"Nov. 4, 2019",70.96%
"Nov. 1, 2019",70.15%
"Oct. 31, 2019",62.35%
"Oct. 30, 2019",59.90%
"Oct. 29, 2019",67.41%
"Oct. 28, 2019",64.37%
"Oct. 25, 2019",64.89%
"Oct. 24, 2019",65.11%
"Oct. 23, 2019",64.49%
"Oct. 22, 2019",66.79%
"Oct. 21, 2019",62.74%
"Oct. 18, 2019",60.37%
"Oct. 17, 2019",60.89%
"Oct. 16, 2019",61.06%
"Oct. 15, 2019",63.28%
"Oct. 14, 2019",65.90%
"Oct. 11, 2019",64.86%
"Oct. 10, 2019",62.74%
"Oct. 9, 2019",58.89%
"Oct. 8, 2019",53.38%
"Oct. 7, 2019",54.81%
"Oct. 4, 2019",54.05%
"Oct. 3, 2019",52.57%
"Oct. 2, 2019",46.47%
"Oct. 1, 2019",49.68%
"Sept. 30, 2019",49.33%
"Sept. 27, 2019",48.47%
"Sept. 26, 2019",52.30%
"Sept. 25, 2019",56.84%
"Sept. 24, 2019",58.81%
"Sept. 23, 2019",61.75%
"Sept. 20, 2019",62.15%
"Sept. 19, 2019",61.93%
"Sept. 18, 2019",65.21%
"Sept. 17, 2019",67.41%
"Sept. 16, 2019",73.56%
"Sept. 13, 2019",56.10%
"Sept. 12, 2019",56.74%
"Sept. 11, 2019",60.37%
"Sept. 10, 2019",56.07%
"Sept. 9, 2019",58.17%
"Sept. 6, 2019",58.12%
"Sept. 5, 2019",60.47%
"Sept. 4, 2019",60.59%
"Sept. 3, 2019",56.25%
"Aug. 30, 2019",55.43%
"Aug. 29, 2019",53.68%
"Aug. 28, 2019",51.68%
"Aug. 27, 2019",47.43%
"Aug. 26, 2019",47.95%
"Aug. 23, 2019",47.06%
"Aug. 22, 2019",57.90%
"Aug. 21, 2019",60.07%
"Aug. 20, 2019",54.57%
"Aug. 19, 2019",55.93%
"Aug. 16, 2019",47.70%
"Aug. 15, 2019",47.21%
"Aug. 14, 2019",46.57%
"Aug. 13, 2019",53.14%
"Aug. 12, 2019",50.05%
"Aug. 9, 2019",49.68%
"Aug. 8, 2019",49.01%
"Aug. 7, 2019",43.26%
"Aug. 6, 2019",41.98%
"Aug. 5, 2019",45.23%
"Aug. 2, 2019",52.96%
"Aug. 1, 2019",57.19%
