date,operating_earning_yield
"March 19, 2020",6.24%
"March 18, 2020",6.44%
"March 17, 2020",6.34%
"March 16, 2020",6.25%
"March 13, 2020",5.56%
"March 12, 2020",5.91%
"March 11, 2020",5.29%
"March 10, 2020",4.89%
"March 9, 2020",5.89%
"March 6, 2020",3.91%
"March 5, 2020",3.56%
"March 4, 2020",3.41%
"March 3, 2020",3.37%
"March 2, 2020",3.40%
"Feb. 28, 2020",3.46%
"Feb. 27, 2020",3.53%
"Feb. 26, 2020",3.48%
"Feb. 25, 2020",3.38%
"Feb. 24, 2020",3.22%
"Feb. 21, 2020",3.01%
"Feb. 20, 2020",3.00%
"Feb. 19, 2020",3.05%
"Feb. 18, 2020",3.18%
"Feb. 14, 2020",3.22%
"Feb. 13, 2020",3.24%
"Feb. 12, 2020",3.30%
"Feb. 11, 2020",3.46%
"Feb. 10, 2020",3.53%
"Feb. 7, 2020",3.50%
"Feb. 6, 2020",3.40%
"Feb. 5, 2020",3.27%
"Feb. 4, 2020",3.37%
"Feb. 3, 2020",3.44%
"Jan. 31, 2020",3.43%
"Jan. 30, 2020",3.32%
"Jan. 29, 2020",3.36%
"Jan. 28, 2020",3.13%
"Jan. 27, 2020",3.12%
"Jan. 24, 2020",3.01%
"Jan. 23, 2020",2.92%
"Jan. 22, 2020",2.89%
"Jan. 21, 2020",2.84%
"Jan. 17, 2020",2.78%
"Jan. 16, 2020",2.76%
"Jan. 15, 2020",2.77%
"Jan. 14, 2020",2.77%
"Jan. 13, 2020",2.80%
"Jan. 10, 2020",2.83%
"Jan. 9, 2020",2.81%
"Jan. 8, 2020",2.83%
"Jan. 7, 2020",2.74%
"Jan. 6, 2020",2.74%
"Jan. 3, 2020",2.78%
"Jan. 2, 2020",2.87%
"Dec. 31, 2019",2.91%
"Dec. 30, 2019",3.53%
"Dec. 27, 2019",3.52%
"Dec. 26, 2019",3.47%
"Dec. 24, 2019",3.48%
"Dec. 23, 2019",3.50%
"Dec. 20, 2019",3.61%
"Dec. 19, 2019",3.67%
"Dec. 18, 2019",3.59%
"Dec. 17, 2019",3.62%
"Dec. 16, 2019",3.62%
"Dec. 13, 2019",3.75%
"Dec. 12, 2019",3.69%
"Dec. 11, 2019",3.80%
"Dec. 10, 2019",3.79%
"Dec. 9, 2019",3.79%
"Dec. 6, 2019",3.75%
"Dec. 5, 2019",3.84%
"Dec. 4, 2019",3.82%
"Dec. 3, 2019",3.91%
"Dec. 2, 2019",3.82%
"Nov. 29, 2019",3.77%
"Nov. 27, 2019",3.70%
"Nov. 26, 2019",3.68%
"Nov. 25, 2019",3.61%
"Nov. 22, 2019",3.63%
"Nov. 21, 2019",3.49%
"Nov. 20, 2019",3.48%
"Nov. 19, 2019",3.53%
"Nov. 18, 2019",3.50%
"Nov. 15, 2019",3.44%
"Nov. 14, 2019",3.45%
"Nov. 13, 2019",3.39%
"Nov. 12, 2019",3.26%
"Nov. 11, 2019",3.21%
"Nov. 8, 2019",3.25%
"Nov. 7, 2019",3.31%
"Nov. 6, 2019",3.40%
"Nov. 5, 2019",3.35%
"Nov. 4, 2019",3.38%
"Nov. 1, 2019",3.39%
"Oct. 31, 2019",3.56%
"Oct. 30, 2019",3.61%
"Oct. 29, 2019",3.45%
"Oct. 28, 2019",3.51%
"Oct. 25, 2019",3.50%
"Oct. 24, 2019",3.50%
"Oct. 23, 2019",3.51%
"Oct. 22, 2019",3.46%
"Oct. 21, 2019",3.55%
"Oct. 18, 2019",3.60%
"Oct. 17, 2019",3.59%
"Oct. 16, 2019",3.58%
