date,earning_yield
"March 19, 2020",-4.37%
"March 18, 2020",-4.51%
"March 17, 2020",-4.44%
"March 16, 2020",-4.38%
"March 13, 2020",-3.89%
"March 12, 2020",-4.14%
"March 11, 2020",-3.71%
"March 10, 2020",-3.43%
"March 9, 2020",-4.12%
"March 6, 2020",-2.74%
"March 5, 2020",-2.50%
"March 4, 2020",-2.39%
"March 3, 2020",-2.36%
"March 2, 2020",-2.38%
"Feb. 28, 2020",-2.42%
"Feb. 27, 2020",-2.47%
"Feb. 26, 2020",-2.43%
"Feb. 25, 2020",-2.37%
"Feb. 24, 2020",-2.26%
"Feb. 21, 2020",-2.11%
"Feb. 20, 2020",-2.10%
"Feb. 19, 2020",-2.14%
"Feb. 18, 2020",-2.22%
"Feb. 14, 2020",-2.25%
"Feb. 13, 2020",-2.27%
"Feb. 12, 2020",-2.31%
"Feb. 11, 2020",-2.42%
"Feb. 10, 2020",-2.48%
"Feb. 7, 2020",-2.45%
"Feb. 6, 2020",-2.38%
"Feb. 5, 2020",-2.29%
"Feb. 4, 2020",-2.36%
"Feb. 3, 2020",-2.41%
"Jan. 31, 2020",-2.40%
"Jan. 30, 2020",-2.32%
"Jan. 29, 2020",-2.35%
"Jan. 28, 2020",-2.19%
"Jan. 27, 2020",-2.19%
"Jan. 24, 2020",-2.11%
"Jan. 23, 2020",-2.04%
"Jan. 22, 2020",-2.02%
"Jan. 21, 2020",-1.99%
"Jan. 17, 2020",-1.95%
"Jan. 16, 2020",-1.93%
"Jan. 15, 2020",-1.94%
"Jan. 14, 2020",-1.94%
"Jan. 13, 2020",-1.96%
"Jan. 10, 2020",-1.99%
"Jan. 9, 2020",-1.97%
"Jan. 8, 2020",-1.98%
"Jan. 7, 2020",-1.92%
"Jan. 6, 2020",-1.92%
"Jan. 3, 2020",-1.95%
"Jan. 2, 2020",-2.01%
"Dec. 31, 2019",-2.04%
"Dec. 30, 2019",-1.04%
"Dec. 27, 2019",-1.03%
"Dec. 26, 2019",-1.02%
"Dec. 24, 2019",-1.02%
"Dec. 23, 2019",-1.02%
"Dec. 20, 2019",-1.06%
"Dec. 19, 2019",-1.08%
"Dec. 18, 2019",-1.05%
"Dec. 17, 2019",-1.06%
"Dec. 16, 2019",-1.06%
"Dec. 13, 2019",-1.10%
"Dec. 12, 2019",-1.08%
"Dec. 11, 2019",-1.11%
"Dec. 10, 2019",-1.11%
"Dec. 9, 2019",-1.11%
"Dec. 6, 2019",-1.10%
"Dec. 5, 2019",-1.12%
"Dec. 4, 2019",-1.12%
"Dec. 3, 2019",-1.15%
"Dec. 2, 2019",-1.12%
"Nov. 29, 2019",-1.10%
"Nov. 27, 2019",-1.09%
"Nov. 26, 2019",-1.08%
"Nov. 25, 2019",-1.06%
"Nov. 22, 2019",-1.06%
"Nov. 21, 2019",-1.02%
"Nov. 20, 2019",-1.02%
"Nov. 19, 2019",-1.03%
"Nov. 18, 2019",-1.03%
"Nov. 15, 2019",-1.01%
"Nov. 14, 2019",-1.01%
"Nov. 13, 2019",-0.99%
"Nov. 12, 2019",-0.95%
"Nov. 11, 2019",-0.94%
"Nov. 8, 2019",-0.95%
"Nov. 7, 2019",-0.97%
"Nov. 6, 2019",-1.00%
"Nov. 5, 2019",-0.98%
"Nov. 4, 2019",-0.99%
"Nov. 1, 2019",-0.99%
"Oct. 31, 2019",-1.04%
"Oct. 30, 2019",-1.06%
"Oct. 29, 2019",-1.01%
"Oct. 28, 2019",-1.03%
"Oct. 25, 2019",-1.03%
"Oct. 24, 2019",-1.02%
"Oct. 23, 2019",-1.03%
"Oct. 22, 2019",-1.01%
"Oct. 21, 2019",-1.04%
"Oct. 18, 2019",-1.05%
"Oct. 17, 2019",-1.05%
"Oct. 16, 2019",-1.05%
"Oct. 15, 2019",-1.04%
"Oct. 14, 2019",-1.02%
"Oct. 11, 2019",-1.03%
"Oct. 10, 2019",-1.04%
"Oct. 9, 2019",-1.06%
"Oct. 8, 2019",-1.10%
"Oct. 7, 2019",-1.09%
"Oct. 4, 2019",-1.10%
"Oct. 3, 2019",-1.11%
"Oct. 2, 2019",-1.15%
"Oct. 1, 2019",-1.13%
"Sept. 30, 2019",-1.13%
"Sept. 27, 2019",-0.27%
"Sept. 26, 2019",-0.27%
"Sept. 25, 2019",-0.26%
"Sept. 24, 2019",-0.26%
"Sept. 23, 2019",-0.25%
"Sept. 20, 2019",-0.25%
"Sept. 19, 2019",-0.25%
"Sept. 18, 2019",-0.25%
"Sept. 17, 2019",-0.24%
"Sept. 16, 2019",-0.23%
"Sept. 13, 2019",-0.26%
"Sept. 12, 2019",-0.26%
"Sept. 11, 2019",-0.25%
"Sept. 10, 2019",-0.26%
"Sept. 9, 2019",-0.26%
"Sept. 6, 2019",-0.26%
"Sept. 5, 2019",-0.25%
"Sept. 4, 2019",-0.25%
"Sept. 3, 2019",-0.26%
"Aug. 30, 2019",-0.26%
"Aug. 29, 2019",-0.26%
"Aug. 28, 2019",-0.27%
"Aug. 27, 2019",-0.28%
"Aug. 26, 2019",-0.28%
"Aug. 23, 2019",-0.28%
"Aug. 22, 2019",-0.26%
"Aug. 21, 2019",-0.25%
"Aug. 20, 2019",-0.26%
"Aug. 19, 2019",-0.26%
"Aug. 16, 2019",-0.28%
"Aug. 15, 2019",-0.28%
"Aug. 14, 2019",-0.28%
"Aug. 13, 2019",-0.27%
"Aug. 12, 2019",-0.27%
