date,ps_ratio
"March 19, 2020",1.522
"March 18, 2020",1.565
"March 17, 2020",1.804
"March 16, 2020",1.571
"March 13, 2020",1.864
"March 12, 2020",1.840
"March 11, 2020",2.021
"March 10, 2020",2.160
"March 9, 2020",2.090
"March 6, 2020",2.250
"March 5, 2020",2.308
"March 4, 2020",2.324
"March 3, 2020",2.207
"March 2, 2020",2.247
"Feb. 28, 2020",2.117
"Feb. 27, 2020",2.187
"Feb. 26, 2020",2.275
"Feb. 25, 2020",2.287
"Feb. 24, 2020",2.349
"Feb. 21, 2020",2.353
"Feb. 20, 2020",2.380
"Feb. 19, 2020",2.410
"Feb. 18, 2020",2.440
"Feb. 14, 2020",2.429
"Feb. 13, 2020",2.412
"Feb. 12, 2020",2.382
"Feb. 11, 2020",2.406
"Feb. 10, 2020",2.406
"Feb. 7, 2020",2.389
"Feb. 6, 2020",2.379
"Feb. 5, 2020",2.364
"Feb. 4, 2020",2.364
"Feb. 3, 2020",2.394
"Jan. 31, 2020",2.381
"Jan. 30, 2020",2.385
"Jan. 29, 2020",2.364
"Jan. 28, 2020",2.354
"Jan. 27, 2020",2.346
"Jan. 24, 2020",2.367
"Jan. 23, 2020",2.353
"Jan. 22, 2020",2.316
"Jan. 21, 2020",2.306
"Jan. 17, 2020",2.287
"Jan. 16, 2020",2.262
"Jan. 15, 2020",2.240
"Jan. 14, 2020",2.201
"Jan. 13, 2020",2.200
"Jan. 10, 2020",2.184
"Jan. 9, 2020",2.178
"Jan. 8, 2020",2.154
"Jan. 7, 2020",2.157
"Jan. 6, 2020",2.157
"Jan. 3, 2020",2.150
"Jan. 2, 2020",2.135
"Dec. 31, 2019",2.169
"Dec. 30, 2019",2.108
"Dec. 27, 2019",2.118
"Dec. 26, 2019",2.112
"Dec. 24, 2019",2.110
"Dec. 23, 2019",2.095
"Dec. 20, 2019",2.123
"Dec. 19, 2019",2.112
"Dec. 18, 2019",2.114
"Dec. 17, 2019",2.099
"Dec. 16, 2019",2.105
"Dec. 13, 2019",2.090
"Dec. 12, 2019",2.066
"Dec. 11, 2019",2.088
"Dec. 10, 2019",2.079
"Dec. 9, 2019",2.088
"Dec. 6, 2019",2.086
"Dec. 5, 2019",2.092
"Dec. 4, 2019",2.087
"Dec. 3, 2019",2.066
"Dec. 2, 2019",2.049
"Nov. 29, 2019",2.056
"Nov. 27, 2019",2.066
"Nov. 26, 2019",2.058
"Nov. 25, 2019",2.039
"Nov. 22, 2019",2.045
"Nov. 21, 2019",2.048
"Nov. 20, 2019",2.068
"Nov. 19, 2019",2.053
"Nov. 18, 2019",2.065
"Nov. 15, 2019",2.062
"Nov. 14, 2019",2.065
"Nov. 13, 2019",2.076
"Nov. 12, 2019",2.029
"Nov. 11, 2019",2.016
"Nov. 8, 2019",2.030
"Nov. 7, 2019",2.027
"Nov. 6, 2019",2.056
"Nov. 5, 2019",2.060
"Nov. 4, 2019",2.095
"Nov. 1, 2019",2.114
"Oct. 31, 2019",2.146
"Oct. 30, 2019",2.148
"Oct. 29, 2019",2.103
"Oct. 28, 2019",2.087
"Oct. 25, 2019",2.125
"Oct. 24, 2019",2.142
"Oct. 23, 2019",2.132
"Oct. 22, 2019",2.110
"Oct. 21, 2019",2.103
"Oct. 18, 2019",2.088
"Oct. 17, 2019",2.072
"Oct. 16, 2019",2.050
