date,ev_ebitda
"March 19, 2020",9.024
"March 18, 2020",9.142
"March 17, 2020",9.799
"March 16, 2020",9.158
"March 13, 2020",9.964
"March 12, 2020",9.900
"March 11, 2020",10.40
"March 10, 2020",10.78
"March 9, 2020",10.58
"March 6, 2020",11.03
"March 5, 2020",11.18
"March 4, 2020",11.23
"March 3, 2020",10.91
"March 2, 2020",11.02
"Feb. 28, 2020",10.66
"Feb. 27, 2020",10.85
"Feb. 26, 2020",11.09
"Feb. 25, 2020",11.13
"Feb. 24, 2020",11.30
"Feb. 21, 2020",11.31
"Feb. 20, 2020",11.38
"Feb. 19, 2020",11.47
"Feb. 18, 2020",11.55
"Feb. 14, 2020",11.52
"Feb. 13, 2020",11.47
"Feb. 12, 2020",11.39
"Feb. 11, 2020",11.46
"Feb. 10, 2020",11.46
"Feb. 7, 2020",11.41
"Feb. 6, 2020",11.38
"Feb. 5, 2020",11.34
"Feb. 4, 2020",11.34
"Feb. 3, 2020",11.42
"Jan. 31, 2020",11.39
"Jan. 30, 2020",11.38
"Jan. 29, 2020",11.32
"Jan. 28, 2020",11.29
"Jan. 27, 2020",11.27
"Jan. 24, 2020",11.33
"Jan. 23, 2020",11.29
"Jan. 22, 2020",11.19
"Jan. 21, 2020",11.16
"Jan. 17, 2020",11.11
"Jan. 16, 2020",11.04
"Jan. 15, 2020",10.98
"Jan. 14, 2020",10.87
"Jan. 13, 2020",10.87
"Jan. 10, 2020",10.83
"Jan. 9, 2020",10.81
"Jan. 8, 2020",10.74
"Jan. 7, 2020",10.75
"Jan. 6, 2020",10.75
"Jan. 3, 2020",10.73
"Jan. 2, 2020",10.69
"Dec. 31, 2019",10.79
"Dec. 30, 2019",12.96
"Dec. 27, 2019",13.00
"Dec. 26, 2019",12.98
"Dec. 24, 2019",12.97
"Dec. 23, 2019",12.92
"Dec. 20, 2019",13.02
"Dec. 19, 2019",12.98
"Dec. 18, 2019",12.99
"Dec. 17, 2019",12.94
"Dec. 16, 2019",12.96
"Dec. 13, 2019",12.91
"Dec. 12, 2019",12.82
"Dec. 11, 2019",12.90
"Dec. 10, 2019",12.87
"Dec. 9, 2019",12.90
"Dec. 6, 2019",12.89
"Dec. 5, 2019",12.91
"Dec. 4, 2019",12.89
"Dec. 3, 2019",12.82
"Dec. 2, 2019",12.76
"Nov. 29, 2019",12.79
"Nov. 27, 2019",12.82
"Nov. 26, 2019",12.79
"Nov. 25, 2019",12.73
"Nov. 22, 2019",12.75
"Nov. 21, 2019",12.76
"Nov. 20, 2019",12.83
"Nov. 19, 2019",12.78
"Nov. 18, 2019",12.82
"Nov. 15, 2019",12.81
"Nov. 14, 2019",12.82
"Nov. 13, 2019",12.86
"Nov. 12, 2019",12.69
