date,revenues_growth
"Dec. 31, 2019",-2.00%
"Sept. 30, 2019",1.17%
"June 30, 2019",-0.10%
"March 31, 2019",-4.20%
"Dec. 31, 2018",-4.24%
"Sept. 30, 2018",-4.29%
"June 30, 2018",1.92%
"March 31, 2018",5.23%
"Dec. 31, 2017",-0.93%
"Sept. 30, 2017",3.81%
"June 30, 2017",6.33%
"March 31, 2017",-0.82%
"Dec. 31, 2016",5.58%
"Sept. 30, 2016",-7.32%
"June 30, 2016",-9.24%
"March 31, 2016",-10.62%
"Dec. 31, 2015",-11.40%
"Sept. 30, 2015",-2.51%
"June 30, 2015",-9.46%
"March 31, 2015",-9.00%
"Dec. 31, 2014",5.18%
"Sept. 30, 2014",3.17%
"June 30, 2014",9.44%
"March 31, 2014",23.00%
"Dec. 31, 2013",10.49%
"Sept. 30, 2013",13.11%
"June 30, 2013",8.72%
"March 31, 2013",9.45%
"Dec. 31, 2012",-2.12%
"Sept. 30, 2012",-12.72%
"June 30, 2012",-10.16%
"March 31, 2012",-6.20%
"Dec. 31, 2011",-1.74%
"Sept. 30, 2011",1.90%
"June 30, 2011",-2.08%
"March 31, 2011",-7.91%
"Dec. 31, 2010",1.38%
"Sept. 30, 2010",13.45%
"June 30, 2010",13.57%
"March 31, 2010",-1.07%
"Dec. 31, 2009",-16.74%
"Sept. 30, 2009",-25.90%
"June 30, 2009",-22.78%
"March 31, 2009",-2.64%
"Dec. 31, 2008",9.85%
"Sept. 30, 2008",20.52%
"June 30, 2008",17.87%
"March 31, 2008",6.34%
"Dec. 31, 2007",10.12%
"Sept. 30, 2007",1.06%
"June 30, 2007",5.36%
"March 31, 2007",4.91%
"Dec. 31, 2006",-6.47%
"Sept. 30, 2006",12.30%
"June 30, 2006",7.49%
"March 31, 2006",21.70%
"Dec. 31, 2005",33.60%
"Sept. 30, 2005",-2.20%
"June 30, 2005",-1.60%
"March 31, 2005",-6.28%
"Dec. 31, 2004",-5.60%
"Sept. 30, 2004",9.76%
"June 30, 2004",5.57%
"March 31, 2004",10.49%
"Dec. 31, 2003",11.94%
"Sept. 30, 2003",9.37%
"June 30, 2003",12.27%
"March 31, 2003",9.51%
"Dec. 31, 2002",-0.99%
"Sept. 30, 2002",-4.15%
"June 30, 2002",-16.35%
"March 31, 2002",-29.84%
"Dec. 31, 2001",-28.16%
"Sept. 30, 2001",-24.94%
"June 30, 2001",17.24%
"March 31, 2001",46.42%
"Dec. 31, 2000",51.38%
"Sept. 30, 2000",11.98%
"June 30, 2000",-7.71%
"March 31, 2000",10.46%
"Dec. 31, 1999",-16.33%
"Sept. 30, 1999",-33.20%
"June 30, 1999",-7.67%
"March 31, 1999",-29.10%
"Dec. 31, 1998",-17.16%
"Sept. 30, 1998",63.98%
"June 30, 1998",15.18%
"March 31, 1998",13.07%
"Dec. 31, 1997",61.13%
"Sept. 30, 1997",30.22%
"June 30, 1997",17.50%
"March 31, 1997",27.94%
"Dec. 31, 1996",10.35%
"Sept. 30, 1996",9.88%
"June 30, 1996",18.45%
"March 31, 1996",19.56%
"Dec. 31, 1995",19.60%
"Sept. 30, 1995",8.29%
"June 30, 1995",-1.36%
"March 31, 1995",-4.89%
"Dec. 31, 1994",10.87%
"Sept. 30, 1994",27.97%
"June 30, 1994",48.25%
"March 31, 1994",51.78%
"Dec. 31, 1993",6.34%
"Sept. 30, 1993",13.98%
"June 30, 1993",11.69%
"March 31, 1993",1.08%
"Dec. 31, 1992",8.91%
"Sept. 30, 1992",-1.37%
"June 30, 1992",-2.37%
"March 31, 1992",2.63%
"Dec. 31, 1991",-0.46%
"Sept. 30, 1991",2.27%
"June 30, 1991",4.48%
"March 31, 1991",0.40%
"Dec. 31, 1990",4.79%
"Sept. 30, 1990",11.34%
"June 30, 1990",0.89%
"March 31, 1990",-4.47%
"Dec. 31, 1989",4.75%
"Sept. 30, 1989",0.63%
"June 30, 1989",13.58%
"March 31, 1989",15.42%
"Dec. 31, 1988",8.39%
"Sept. 30, 1988",1.89%
"June 30, 1988",-1.43%
"March 31, 1988",4.79%
"Dec. 31, 1987",-2.31%
"Sept. 30, 1987",0.15%
"June 30, 1987",2.57%
"March 31, 1987",-4.36%
"Dec. 31, 1986",-1.57%
"Sept. 30, 1986",32.58%
"June 30, 1986",8.11%
"March 31, 1986",6.72%
"Dec. 31, 1985",11.95%
"Sept. 30, 1985",-15.09%
"June 30, 1985",2.85%
"March 31, 1985",1.91%
