date,six_month_return
"March 19, 2020",-35.16%
"March 18, 2020",-38.13%
"March 17, 2020",-17.38%
"March 16, 2020",-18.71%
"March 13, 2020",-8.68%
"March 12, 2020",-10.30%
"March 11, 2020",12.73%
"March 10, 2020",27.52%
"March 9, 2020",12.78%
"March 6, 2020",40.04%
"March 5, 2020",42.80%
"March 4, 2020",41.53%
"March 3, 2020",40.11%
"March 2, 2020",44.02%
"Feb. 28, 2020",43.25%
"Feb. 27, 2020",45.54%
"Feb. 26, 2020",41.69%
"Feb. 25, 2020",59.15%
"Feb. 24, 2020",56.25%
"Feb. 21, 2020",46.29%
"Feb. 20, 2020",53.09%
"Feb. 19, 2020",64.10%
"Feb. 18, 2020",12.68%
"Feb. 14, 2020",1.69%
"Feb. 13, 2020",-1.12%
"Feb. 12, 2020",0.72%
"Feb. 11, 2020",-1.21%
"Feb. 10, 2020",-0.50%
"Feb. 7, 2020",-4.46%
"Feb. 6, 2020",-7.62%
"Feb. 5, 2020",-5.91%
"Feb. 4, 2020",-9.95%
"Feb. 3, 2020",-7.15%
"Jan. 31, 2020",-16.11%
"Jan. 30, 2020",-17.17%
"Jan. 29, 2020",-17.67%
"Jan. 28, 2020",-20.05%
"Jan. 27, 2020",-24.92%
"Jan. 24, 2020",-24.46%
"Jan. 23, 2020",-27.32%
"Jan. 22, 2020",-28.95%
"Jan. 21, 2020",-25.63%
"Jan. 17, 2020",-29.11%
"Jan. 16, 2020",-30.34%
"Jan. 15, 2020",-28.13%
"Jan. 14, 2020",-38.56%
"Jan. 13, 2020",-42.94%
"Jan. 10, 2020",-52.34%
"Jan. 9, 2020",-53.13%
"Jan. 8, 2020",-51.17%
"Jan. 7, 2020",-51.45%
"Jan. 6, 2020",-52.36%
"Jan. 3, 2020",-52.75%
"Jan. 2, 2020",-51.56%
"Dec. 31, 2019",-52.57%
"Dec. 30, 2019",-52.88%
"Dec. 27, 2019",-56.41%
"Dec. 26, 2019",-50.00%
"Dec. 24, 2019",-49.47%
"Dec. 23, 2019",-52.35%
"Dec. 20, 2019",-53.37%
"Dec. 19, 2019",-46.81%
"Dec. 18, 2019",-40.91%
"Dec. 17, 2019",-42.21%
"Dec. 16, 2019",-47.67%
"Dec. 13, 2019",-38.55%
"Dec. 12, 2019",-35.75%
"Dec. 11, 2019",-36.44%
"Dec. 10, 2019",-37.68%
"Dec. 9, 2019",-45.36%
"Dec. 6, 2019",-53.98%
"Dec. 5, 2019",-52.87%
"Dec. 4, 2019",-49.47%
"Dec. 3, 2019",-52.38%
"Dec. 2, 2019",-54.04%
"Nov. 29, 2019",-56.45%
"Nov. 27, 2019",-59.90%
"Nov. 26, 2019",-60.33%
"Nov. 25, 2019",-60.70%
"Nov. 22, 2019",-61.53%
"Nov. 21, 2019",-62.01%
"Nov. 20, 2019",-59.56%
"Nov. 19, 2019",-59.81%
"Nov. 18, 2019",-58.34%
"Nov. 15, 2019",-58.91%
"Nov. 14, 2019",-63.51%
"Nov. 13, 2019",-62.04%
"Nov. 12, 2019",-62.04%
"Nov. 11, 2019",-66.34%
"Nov. 8, 2019",-68.02%
"Nov. 7, 2019",-71.33%
"Nov. 6, 2019",-67.57%
"Nov. 5, 2019",-62.77%
