date,earning_yield
"March 19, 2020",-183.2%
"March 18, 2020",-199.3%
"March 17, 2020",-157.2%
"March 16, 2020",-161.9%
"March 13, 2020",-141.9%
"March 12, 2020",-159.9%
"March 11, 2020",-120.3%
"March 10, 2020",-104.2%
"March 9, 2020",-114.8%
"March 6, 2020",-101.5%
"March 5, 2020",-96.09%
"March 4, 2020",-95.77%
"March 3, 2020",-97.84%
"March 2, 2020",-96.28%
"Feb. 28, 2020",-93.48%
"Feb. 27, 2020",-88.73%
"Feb. 26, 2020",-86.66%
"Feb. 25, 2020",-82.47%
"Feb. 24, 2020",-84.00%
"Feb. 21, 2020",-80.86%
"Feb. 20, 2020",-81.18%
"Feb. 19, 2020",-82.75%
"Feb. 18, 2020",-90.06%
"Feb. 14, 2020",-89.44%
"Feb. 13, 2020",-86.46%
"Feb. 12, 2020",-85.89%
"Feb. 11, 2020",-80.95%
"Feb. 10, 2020",-80.37%
"Feb. 7, 2020",-83.52%
"Feb. 6, 2020",-86.05%
"Feb. 5, 2020",-85.79%
"Feb. 4, 2020",-86.51%
"Feb. 3, 2020",-83.90%
"Jan. 31, 2020",-95.27%
"Jan. 30, 2020",-97.18%
"Jan. 29, 2020",-96.28%
"Jan. 28, 2020",-96.92%
"Jan. 27, 2020",-103.2%
"Jan. 24, 2020",-101.5%
"Jan. 23, 2020",-105.5%
"Jan. 22, 2020",-115.6%
"Jan. 21, 2020",-109.5%
"Jan. 17, 2020",-110.8%
"Jan. 16, 2020",-114.7%
"Jan. 15, 2020",-113.6%
"Jan. 14, 2020",-121.6%
"Jan. 13, 2020",-130.9%
"Jan. 10, 2020",-142.1%
"Jan. 9, 2020",-141.2%
"Jan. 8, 2020",-136.6%
"Jan. 7, 2020",-137.0%
"Jan. 6, 2020",-139.6%
"Jan. 3, 2020",-137.1%
"Jan. 2, 2020",-133.5%
"Dec. 31, 2019",-133.3%
"Dec. 30, 2019",-193.8%
"Dec. 27, 2019",-200.5%
"Dec. 26, 2019",-192.7%
"Dec. 24, 2019",-191.1%
"Dec. 23, 2019",-191.3%
"Dec. 20, 2019",-190.4%
"Dec. 19, 2019",-191.7%
"Dec. 18, 2019",-185.1%
"Dec. 17, 2019",-191.8%
"Dec. 16, 2019",-216.4%
"Dec. 13, 2019",-186.2%
"Dec. 12, 2019",-178.6%
"Dec. 11, 2019",-172.4%
"Dec. 10, 2019",-169.9%
"Dec. 9, 2019",-187.2%
"Dec. 6, 2019",-216.9%
"Dec. 5, 2019",-214.0%
"Dec. 4, 2019",-221.0%
"Dec. 3, 2019",-245.7%
"Dec. 2, 2019",-266.3%
"Nov. 29, 2019",-280.6%
"Nov. 27, 2019",-277.2%
"Nov. 26, 2019",-280.2%
"Nov. 25, 2019",-282.8%
"Nov. 22, 2019",-286.3%
"Nov. 21, 2019",-298.6%
"Nov. 20, 2019",-292.7%
"Nov. 19, 2019",-306.0%
"Nov. 18, 2019",-295.2%
"Nov. 15, 2019",-282.1%
"Nov. 14, 2019",-312.4%
"Nov. 13, 2019",-302.5%
"Nov. 12, 2019",-296.5%
"Nov. 11, 2019",-334.3%
"Nov. 8, 2019",-323.0%
"Nov. 7, 2019",-347.7%
"Nov. 6, 2019",-302.5%
"Nov. 5, 2019",-261.6%
"Nov. 4, 2019",-287.9%
"Nov. 1, 2019",-325.5%
"Oct. 31, 2019",-339.2%
"Oct. 30, 2019",-340.9%
"Oct. 29, 2019",-416.1%
"Oct. 28, 2019",-550.8%
"Oct. 25, 2019",-418.6%
"Oct. 24, 2019",-290.7%
"Oct. 23, 2019",-255.2%
"Oct. 22, 2019",-258.4%
"Oct. 21, 2019",-260.3%
"Oct. 18, 2019",-269.7%
"Oct. 17, 2019",-267.3%
"Oct. 16, 2019",-265.6%
"Oct. 15, 2019",-271.5%
"Oct. 14, 2019",-272.9%
"Oct. 11, 2019",-261.0%
"Oct. 10, 2019",-268.7%
"Oct. 9, 2019",-190.6%
"Oct. 8, 2019",-192.0%
"Oct. 7, 2019",-182.0%
"Oct. 4, 2019",-192.5%
"Oct. 3, 2019",-219.2%
"Oct. 2, 2019",-233.6%
"Oct. 1, 2019",-211.4%
"Sept. 30, 2019",-209.3%
"Sept. 27, 2019",-165.8%
"Sept. 26, 2019",-156.8%
"Sept. 25, 2019",-155.8%
"Sept. 24, 2019",-153.5%
"Sept. 23, 2019",-145.4%
"Sept. 20, 2019",-144.5%
"Sept. 19, 2019",-137.5%
"Sept. 18, 2019",-142.8%
"Sept. 17, 2019",-150.4%
"Sept. 16, 2019",-152.4%
"Sept. 13, 2019",-150.1%
"Sept. 12, 2019",-166.1%
"Sept. 11, 2019",-157.1%
"Sept. 10, 2019",-153.9%
"Sept. 9, 2019",-150.0%
"Sept. 6, 2019",-164.7%
"Sept. 5, 2019",-158.9%
"Sept. 4, 2019",-157.0%
"Sept. 3, 2019",-158.8%
"Aug. 30, 2019",-160.6%
"Aug. 29, 2019",-160.9%
"Aug. 28, 2019",-155.1%
"Aug. 27, 2019",-149.6%
"Aug. 26, 2019",-142.2%
"Aug. 23, 2019",-152.0%
"Aug. 22, 2019",-143.7%
"Aug. 21, 2019",-137.0%
"Aug. 20, 2019",-143.9%
"Aug. 19, 2019",-157.3%
"Aug. 16, 2019",-117.5%
"Aug. 15, 2019",-116.6%
"Aug. 14, 2019",-105.3%
"Aug. 13, 2019",-99.00%
"Aug. 12, 2019",-100.2%
"Aug. 9, 2019",-92.60%
"Aug. 8, 2019",-90.65%
"Aug. 7, 2019",-92.40%
"Aug. 6, 2019",-92.05%
"Aug. 5, 2019",-93.48%
"Aug. 2, 2019",-90.22%
"Aug. 1, 2019",-92.96%
"July 31, 2019",-92.55%
"July 30, 2019",-93.22%
"July 29, 2019",-91.79%
"July 26, 2019",-89.73%
"July 25, 2019",-91.44%
"July 24, 2019",-88.83%
"July 23, 2019",-88.83%
"July 22, 2019",-95.07%
"July 19, 2019",-94.32%
"July 18, 2019",-90.90%
"July 17, 2019",-90.95%
"July 16, 2019",-92.55%
"July 15, 2019",-94.59%
"July 12, 2019",-86.49%
"July 11, 2019",-82.05%
"July 10, 2019",-78.41%
"July 9, 2019",-76.66%
"July 8, 2019",-77.22%
"July 5, 2019",-77.01%
"July 3, 2019",-75.01%
"July 2, 2019",-74.91%
"July 1, 2019",-71.86%
"June 30, 2019",-73.21%
"June 28, 2019",-60.47%
"June 27, 2019",-57.87%
"June 26, 2019",-63.81%
"June 25, 2019",-64.17%
"June 24, 2019",-63.96%
"June 21, 2019",-60.37%
"June 20, 2019",-58.80%
"June 19, 2019",-67.51%
"June 18, 2019",-72.41%
"June 17, 2019",-73.41%
"June 14, 2019",-75.00%
"June 13, 2019",-75.78%
"June 12, 2019",-75.99%
"June 11, 2019",-72.57%
"June 10, 2019",-70.11%
"June 7, 2019",-67.74%
"June 6, 2019",-66.09%
"June 5, 2019",-66.80%
"June 4, 2019",-73.96%
"June 3, 2019",-77.47%
"May 31, 2019",-81.05%
"May 30, 2019",-77.95%
"May 29, 2019",-80.91%
"May 28, 2019",-78.17%
"May 24, 2019",-73.61%
"May 23, 2019",-72.99%
"May 22, 2019",-72.95%
"May 21, 2019",-75.12%
"May 20, 2019",-78.39%
"May 17, 2019",-81.43%
"May 16, 2019",-76.28%
"May 15, 2019",-76.74%
"May 14, 2019",-75.49%
"May 13, 2019",-76.03%
"May 10, 2019",-74.52%
"May 9, 2019",-71.63%
"May 8, 2019",-68.41%
"May 7, 2019",-66.00%
"May 6, 2019",-64.95%
"May 3, 2019",-64.50%
"May 2, 2019",-66.13%
"May 1, 2019",-63.87%
"April 30, 2019",-61.55%
"April 29, 2019",-59.18%
"April 26, 2019",-59.21%
"April 25, 2019",-60.03%
"April 24, 2019",-60.44%
"April 23, 2019",-64.38%
"April 22, 2019",-64.77%
"April 18, 2019",-66.00%
"April 17, 2019",-63.43%
"April 16, 2019",-62.26%
"April 15, 2019",-58.43%
"April 12, 2019",-60.05%
"April 11, 2019",-72.45%
"April 10, 2019",-73.45%
"April 9, 2019",-73.65%
"April 8, 2019",-70.43%
"April 5, 2019",-71.55%
"April 4, 2019",-73.49%
"April 3, 2019",-75.04%
"April 2, 2019",-78.48%
"April 1, 2019",-76.96%
"March 31, 2019",-77.87%
"March 29, 2019",-74.44%
"March 28, 2019",-76.81%
"March 27, 2019",-74.94%
"March 26, 2019",-73.82%
"March 25, 2019",-72.76%
"March 22, 2019",-68.23%
"March 21, 2019",-69.55%
"March 20, 2019",-69.44%
"March 19, 2019",-69.48%
"March 18, 2019",-68.19%
"March 15, 2019",-67.43%
"March 14, 2019",-67.91%
"March 13, 2019",-68.09%
"March 12, 2019",-68.94%
"March 11, 2019",-68.37%
"March 8, 2019",-68.33%
"March 7, 2019",-69.48%
"March 6, 2019",-72.17%
"March 5, 2019",-72.36%
"March 4, 2019",-73.41%
"March 1, 2019",-73.98%
"Feb. 28, 2019",-77.80%
"Feb. 27, 2019",-74.44%
"Feb. 26, 2019",-71.54%
"Feb. 25, 2019",-71.05%
"Feb. 22, 2019",-70.59%
"Feb. 21, 2019",-68.30%
"Feb. 20, 2019",-72.76%
"Feb. 19, 2019",-74.69%
"Feb. 15, 2019",-85.59%
"Feb. 14, 2019",-85.65%
"Feb. 13, 2019",-87.11%
"Feb. 12, 2019",-85.87%
"Feb. 11, 2019",-92.46%
"Feb. 8, 2019",-93.31%
"Feb. 7, 2019",-94.24%
"Feb. 6, 2019",-96.93%
"Feb. 5, 2019",-94.11%
"Feb. 4, 2019",-99.70%
"Feb. 1, 2019",-101.3%
"Jan. 31, 2019",-101.9%
"Jan. 30, 2019",-96.93%
"Jan. 29, 2019",-94.71%
"Jan. 28, 2019",-110.3%
"Jan. 25, 2019",-112.6%
"Jan. 24, 2019",-94.98%
"Jan. 23, 2019",-165.8%
"Jan. 22, 2019",-172.1%
"Jan. 18, 2019",-183.3%
"Jan. 17, 2019",-208.3%
"Jan. 16, 2019",-188.5%
"Jan. 15, 2019",-191.8%
"Jan. 14, 2019",-158.1%
"Jan. 11, 2019",-75.33%
"Jan. 10, 2019",-74.61%
"Jan. 9, 2019",-74.31%
"Jan. 8, 2019",-75.46%
"Jan. 7, 2019",-69.92%
"Jan. 4, 2019",-54.30%
"Jan. 3, 2019",-55.32%
"Jan. 2, 2019",-55.67%
"Dec. 31, 2018",-55.79%
"Dec. 28, 2018",1.05%
"Dec. 27, 2018",1.06%
"Dec. 26, 2018",1.07%
"Dec. 24, 2018",1.08%
"Dec. 21, 2018",1.10%
"Dec. 20, 2018",1.05%
"Dec. 19, 2018",1.05%
