date,ev_revenues
"March 19, 2020",0.255
"March 18, 2020",0.2353
"March 17, 2020",0.2955
"March 16, 2020",0.2872
"March 13, 2020",0.3261
"March 12, 2020",0.2906
"March 11, 2020",0.3826
"March 10, 2020",0.4401
"March 9, 2020",0.4006
"March 6, 2020",0.4515
"March 5, 2020",0.4766
"March 4, 2020",0.4781
"March 3, 2020",0.4682
"March 2, 2020",0.4756
"Feb. 28, 2020",0.4895
"Feb. 27, 2020",0.5152
"Feb. 26, 2020",0.5272
"Feb. 25, 2020",0.5535
"Feb. 24, 2020",0.5436
"Feb. 21, 2020",0.5643
"Feb. 20, 2020",0.5622
"Feb. 19, 2020",0.5517
"Feb. 18, 2020",0.5078
"Feb. 14, 2020",0.5112
"Feb. 13, 2020",0.5285
"Feb. 12, 2020",0.5319
"Feb. 11, 2020",0.5637
"Feb. 10, 2020",0.5677
"Feb. 7, 2020",0.5467
"Feb. 6, 2020",0.531
"Feb. 5, 2020",0.5325
"Feb. 4, 2020",0.5282
"Feb. 3, 2020",0.5442
"Jan. 31, 2020",0.4806
"Jan. 30, 2020",0.4713
"Jan. 29, 2020",0.4756
"Jan. 28, 2020",0.4725
"Jan. 27, 2020",0.4444
"Jan. 24, 2020",0.4515
"Jan. 23, 2020",0.4348
"Jan. 22, 2020",0.3981
"Jan. 21, 2020",0.4194
"Jan. 17, 2020",0.4148
"Jan. 16, 2020",0.4009
"Jan. 15, 2020",0.4046
"Jan. 14, 2020",0.3789
"Jan. 13, 2020",0.3527
"Jan. 10, 2020",0.3258
"Jan. 9, 2020",0.3276
"Jan. 8, 2020",0.3384
"Jan. 7, 2020",0.3375
"Jan. 6, 2020",0.3313
"Jan. 3, 2020",0.3372
"Jan. 2, 2020",0.3459
"Dec. 31, 2019",0.3465
"Dec. 30, 2019",0.273
"Dec. 27, 2019",0.2615
"Dec. 26, 2019",0.2749
"Dec. 24, 2019",0.2778
"Dec. 23, 2019",0.2775
"Dec. 20, 2019",0.2791
"Dec. 19, 2019",0.2769
"Dec. 18, 2019",0.2894
"Dec. 17, 2019",0.2766
"Dec. 16, 2019",0.2367
"Dec. 13, 2019",0.2872
"Dec. 12, 2019",0.3026
"Dec. 11, 2019",0.3161
"Dec. 10, 2019",0.3218
"Dec. 9, 2019",0.2852
"Dec. 6, 2019",0.2361
"Dec. 5, 2019",0.2402
"Dec. 4, 2019",0.2303
"Dec. 3, 2019",0.1998
"Dec. 2, 2019",0.1786
"Nov. 29, 2019",0.1657
"Nov. 27, 2019",0.1686
"Nov. 26, 2019",0.166
"Nov. 25, 2019",0.1638
"Nov. 22, 2019",0.1609
"Nov. 21, 2019",0.1513
"Nov. 20, 2019",0.1558
"Nov. 19, 2019",0.1458
"Nov. 18, 2019",0.1538
"Nov. 15, 2019",0.1644
"Nov. 14, 2019",0.1413
"Nov. 13, 2019",0.1484
"Nov. 12, 2019",0.1529
"Nov. 11, 2019",0.1272
"Nov. 8, 2019",0.1342
"Nov. 7, 2019",0.1195
"Nov. 6, 2019",0.1484
"Nov. 5, 2019",0.1831
"Nov. 4, 2019",0.1596
"Nov. 1, 2019",0.1326
"Oct. 31, 2019",0.1243
"Oct. 30, 2019",0.1233
"Oct. 29, 2019",0.0877
"Oct. 28, 2019",0.0481
"Oct. 25, 2019",0.0867
"Oct. 24, 2019",0.1574
"Oct. 23, 2019",0.1895
"Oct. 22, 2019",0.1863
"Oct. 21, 2019",0.1844
"Oct. 18, 2019",0.1754
"Oct. 17, 2019",0.1776
"Oct. 16, 2019",0.1792
"Oct. 15, 2019",0.1738
"Oct. 14, 2019",0.1725
"Oct. 11, 2019",0.1837
"Oct. 10, 2019",0.1763
"Oct. 9, 2019",0.2788
"Oct. 8, 2019",0.2762
"Oct. 7, 2019",0.2955
"Oct. 4, 2019",0.2753
"Oct. 3, 2019",0.2329
"Oct. 2, 2019",0.2139
"Oct. 1, 2019",0.2441
"Sept. 30, 2019",0.2473
"Sept. 27, 2019",0.2222
"Sept. 26, 2019",0.2409
"Sept. 25, 2019",0.2431
"Sept. 24, 2019",0.2483
"Sept. 23, 2019",0.2679
"Sept. 20, 2019",0.2702
"Sept. 19, 2019",0.2892
"Sept. 18, 2019",0.2747
"Sept. 17, 2019",0.2557
"Sept. 16, 2019",0.2509
"Sept. 13, 2019",0.2563
"Sept. 12, 2019",0.2215
"Sept. 11, 2019",0.2402
"Sept. 10, 2019",0.2473
"Sept. 9, 2019",0.2567
"Sept. 6, 2019",0.2244
"Sept. 5, 2019",0.2364
"Sept. 4, 2019",0.2405
"Sept. 3, 2019",0.2367
"Aug. 30, 2019",0.2328
"Aug. 29, 2019",0.2322
"Aug. 28, 2019",0.2447
"Aug. 27, 2019",0.2576
"Aug. 26, 2019",0.2763
"Aug. 23, 2019",0.2518
"Aug. 22, 2019",0.2724
"Aug. 21, 2019",0.2908
"Aug. 20, 2019",0.2718
"Aug. 19, 2019",0.2399
"Aug. 16, 2019",0.3562
"Aug. 15, 2019",0.3598
"Aug. 14, 2019",0.4094
"Aug. 13, 2019",0.4423
"Aug. 12, 2019",0.4358
"Aug. 9, 2019",0.48
"Aug. 8, 2019",0.4925
"Aug. 7, 2019",0.4813
"Aug. 6, 2019",0.4835
"Aug. 5, 2019",0.4745
"Aug. 2, 2019",0.4954
"Aug. 1, 2019",0.4777
"July 31, 2019",0.4803
"July 30, 2019",0.4761
"July 29, 2019",0.4851
"July 26, 2019",0.4987
"July 25, 2019",0.4874
"July 24, 2019",0.5048
"July 23, 2019",0.5048
"July 22, 2019",0.4648
"July 19, 2019",0.4693
"July 18, 2019",0.4909
"July 17, 2019",0.4906
"July 16, 2019",0.4803
"July 15, 2019",0.4677
