date,year_high
"March 19, 2020",101.99
"March 18, 2020",101.99
"March 17, 2020",101.99
"March 16, 2020",101.99
"March 13, 2020",101.99
"March 12, 2020",101.99
"March 11, 2020",101.99
"March 10, 2020",101.99
"March 9, 2020",101.99
"March 6, 2020",101.99
"March 5, 2020",101.99
"March 4, 2020",101.99
"March 3, 2020",101.99
"March 2, 2020",101.99
"Feb. 28, 2020",101.99
"Feb. 27, 2020",101.99
"Feb. 26, 2020",101.99
"Feb. 25, 2020",101.99
"Feb. 24, 2020",101.99
"Feb. 21, 2020",101.99
"Feb. 20, 2020",101.99
"Feb. 19, 2020",101.99
"Feb. 18, 2020",101.99
"Feb. 14, 2020",101.99
"Feb. 13, 2020",101.99
"Feb. 12, 2020",101.99
"Feb. 11, 2020",101.99
"Feb. 10, 2020",101.99
"Feb. 7, 2020",101.99
"Feb. 6, 2020",101.99
"Feb. 5, 2020",101.99
"Feb. 4, 2020",101.99
"Feb. 3, 2020",101.99
"Jan. 31, 2020",101.99
"Jan. 30, 2020",101.99
"Jan. 29, 2020",101.99
"Jan. 28, 2020",101.99
"Jan. 27, 2020",101.99
"Jan. 24, 2020",101.99
"Jan. 23, 2020",101.99
"Jan. 22, 2020",101.99
"Jan. 21, 2020",101.99
"Jan. 17, 2020",101.99
"Jan. 16, 2020",101.99
"Jan. 15, 2020",101.99
"Jan. 14, 2020",101.99
"Jan. 13, 2020",101.99
"Jan. 10, 2020",101.99
"Jan. 9, 2020",101.99
"Jan. 8, 2020",101.99
"Jan. 7, 2020",101.99
"Jan. 6, 2020",101.99
"Jan. 3, 2020",101.99
"Jan. 2, 2020",101.99
"Dec. 31, 2019",101.99
"Dec. 30, 2019",101.99
"Dec. 27, 2019",101.99
"Dec. 26, 2019",101.99
"Dec. 24, 2019",101.99
"Dec. 23, 2019",101.99
"Dec. 20, 2019",101.99
"Dec. 19, 2019",101.99
"Dec. 18, 2019",101.99
"Dec. 17, 2019",101.99
"Dec. 16, 2019",101.99
"Dec. 13, 2019",101.99
"Dec. 12, 2019",101.99
"Dec. 11, 2019",101.99
"Dec. 10, 2019",101.99
"Dec. 9, 2019",101.99
"Dec. 6, 2019",101.99
"Dec. 5, 2019",101.99
"Dec. 4, 2019",101.99
"Dec. 3, 2019",101.99
"Dec. 2, 2019",101.99
"Nov. 29, 2019",101.99
"Nov. 27, 2019",101.99
"Nov. 26, 2019",101.99
"Nov. 25, 2019",101.99
"Nov. 22, 2019",101.99
"Nov. 21, 2019",101.99
"Nov. 20, 2019",101.99
"Nov. 19, 2019",101.99
"Nov. 18, 2019",101.99
"Nov. 15, 2019",101.99
"Nov. 14, 2019",101.99
"Nov. 13, 2019",101.99
"Nov. 12, 2019",101.99
"Nov. 11, 2019",101.99
"Nov. 8, 2019",101.99
"Nov. 7, 2019",101.99
"Nov. 6, 2019",101.99
"Nov. 5, 2019",101.99
"Nov. 4, 2019",101.83
"Nov. 1, 2019",101.44
"Oct. 31, 2019",101.44
"Oct. 30, 2019",101.44
"Oct. 29, 2019",101.44
"Oct. 28, 2019",100.82
"Oct. 25, 2019",99.84
"Oct. 24, 2019",97.40
"Oct. 23, 2019",94.72
"Oct. 22, 2019",94.72
"Oct. 21, 2019",94.72
"Oct. 18, 2019",100.29
"Oct. 17, 2019",104.85
"Oct. 16, 2019",106.10
"Oct. 15, 2019",106.19
"Oct. 14, 2019",108.40
"Oct. 11, 2019",108.68
"Oct. 10, 2019",111.38
"Oct. 9, 2019",116.15
"Oct. 8, 2019",117.51
"Oct. 7, 2019",117.51
"Oct. 4, 2019",118.46
"Oct. 3, 2019",119.93
"Oct. 2, 2019",120.72
"Oct. 1, 2019",120.72
"Sept. 30, 2019",120.72
"Sept. 27, 2019",120.72
"Sept. 26, 2019",120.72
"Sept. 25, 2019",120.72
"Sept. 24, 2019",120.72
"Sept. 23, 2019",120.72
"Sept. 20, 2019",120.72
"Sept. 19, 2019",120.72
"Sept. 18, 2019",120.72
"Sept. 17, 2019",120.72
"Sept. 16, 2019",120.72
"Sept. 13, 2019",120.72
"Sept. 12, 2019",120.72
"Sept. 11, 2019",120.72
"Sept. 10, 2019",120.72
"Sept. 9, 2019",120.72
"Sept. 6, 2019",120.72
"Sept. 5, 2019",120.72
"Sept. 4, 2019",120.72
"Sept. 3, 2019",121.22
"Aug. 30, 2019",121.22
"Aug. 29, 2019",121.38
"Aug. 28, 2019",121.72
"Aug. 27, 2019",122.42
"Aug. 26, 2019",122.42
"Aug. 23, 2019",122.42
"Aug. 22, 2019",122.42
"Aug. 21, 2019",122.42
"Aug. 20, 2019",122.42
"Aug. 19, 2019",122.42
"Aug. 16, 2019",122.42
"Aug. 15, 2019",122.42
"Aug. 14, 2019",122.42
"Aug. 13, 2019",122.42
"Aug. 12, 2019",122.42
"Aug. 9, 2019",122.42
"Aug. 8, 2019",122.42
"Aug. 7, 2019",122.42
"Aug. 6, 2019",122.42
"Aug. 5, 2019",122.42
"Aug. 2, 2019",122.42
"Aug. 1, 2019",122.42
"July 31, 2019",122.42
"July 30, 2019",122.42
"July 29, 2019",122.42
"July 26, 2019",122.42
"July 25, 2019",122.42
"July 24, 2019",122.42
"July 23, 2019",122.42
