date,three_month_return
"March 19, 2020",-60.45%
"March 18, 2020",-62.95%
"March 17, 2020",-59.22%
"March 16, 2020",-56.24%
"March 13, 2020",-46.81%
"March 12, 2020",-53.50%
"March 11, 2020",-41.41%
"March 10, 2020",-36.08%
"March 9, 2020",-36.88%
"March 6, 2020",-32.60%
"March 5, 2020",-33.65%
"March 4, 2020",-31.18%
"March 3, 2020",-31.37%
"March 2, 2020",-29.01%
"Feb. 28, 2020",-31.77%
"Feb. 27, 2020",-31.83%
"Feb. 26, 2020",-26.40%
"Feb. 25, 2020",-23.53%
"Feb. 24, 2020",-19.91%
"Feb. 21, 2020",-15.76%
"Feb. 20, 2020",-13.40%
"Feb. 19, 2020",-14.74%
"Feb. 18, 2020",-18.35%
"Feb. 14, 2020",-18.03%
"Feb. 13, 2020",-16.51%
"Feb. 12, 2020",-15.37%
"Feb. 11, 2020",-16.33%
"Feb. 10, 2020",-16.35%
"Feb. 7, 2020",-17.12%
"Feb. 6, 2020",-17.02%
"Feb. 5, 2020",-17.12%
"Feb. 4, 2020",-19.76%
"Feb. 3, 2020",-19.64%
"Jan. 31, 2020",-13.06%
"Jan. 30, 2020",-10.75%
"Jan. 29, 2020",-14.24%
"Jan. 28, 2020",-14.11%
"Jan. 27, 2020",-14.32%
"Jan. 24, 2020",-7.89%
"Jan. 23, 2020",-4.62%
"Jan. 22, 2020",-4.83%
"Jan. 21, 2020",-3.18%
"Jan. 17, 2020",1.24%
"Jan. 16, 2020",3.24%
"Jan. 15, 2020",3.14%
"Jan. 14, 2020",7.76%
"Jan. 13, 2020",9.38%
"Jan. 10, 2020",12.93%
"Jan. 9, 2020",11.88%
"Jan. 8, 2020",11.73%
"Jan. 7, 2020",11.16%
"Jan. 6, 2020",8.29%
"Jan. 3, 2020",9.55%
"Jan. 2, 2020",14.89%
"Dec. 31, 2019",9.87%
"Dec. 30, 2019",8.96%
"Dec. 27, 2019",10.37%
"Dec. 26, 2019",13.59%
"Dec. 24, 2019",14.44%
"Dec. 23, 2019",13.19%
"Dec. 20, 2019",14.99%
"Dec. 19, 2019",13.21%
"Dec. 18, 2019",13.05%
"Dec. 17, 2019",13.49%
"Dec. 16, 2019",15.48%
"Dec. 13, 2019",9.68%
"Dec. 12, 2019",12.94%
